admin2Name,admin2Pcod,Year,SR,SR_1,SR_2,SR_3,SR_4,SR_5,SR_6,SR_7,SR_p75
Mueang Tak,TH6301,2018,4.106247727307469,4.454895648403926,3.288793026313747,3.6399231118894457,6.801390187703635,7.988068842778335,7.821469911269108,5.203404750007927,6.145853164047615
Ban Tak,TH6302,2018,4.893467548692795,5.249060784316406,2.6769574653096724,,8.287005601150362,9.758030326502354,8.555639206185132,5.636981867339142,7.122608594036424
Sam Ngao,TH6303,2018,4.890053925782924,5.326486519303581,3.622800700038166,,6.657868493915836,8.155214316993044,7.984053701333631,6.746522796501873,6.652834711580155
Mae Ramat,TH6304,2018,2.014144927924054,3.7018756398777133,,,7.134121737628869,8.170671039194639,7.115693263682085,4.287794927733222,6.248906145481625
Tha Song Yang,TH6305,2018,2.7341100362494,4.773700004875376,3.2156206886503056,,9.099407214394077,10.454480709027198,8.590949003058158,5.489431797607169,7.369227380188702
Mae Sot,TH6306,2018,2.030372253330464,3.024041789550364,,,6.393454816885066,7.627149501683692,6.624013177708901,4.1217793759907195,5.559210282027809
Phop Phra,TH6307,2018,3.2514828286516524,3.703404464227226,,,5.480413981490182,7.068953016967122,8.086481355064823,6.1140921959278405,5.938919315444172
Umphang,TH6308,2018,3.9752450677704694,3.84691103171514,,3.916183994792298,9.293134231510374,7.796899757251893,6.649592110371946,5.140789784809084,6.31006815389967
Wang Chao,TH6309,2018,4.038853232060945,4.374243048607265,,,7.030458886180968,8.124893795401741,8.006269393063802,6.116762694078533,6.436565481741108
Mueang Loei,TH4201,2018,5.894874458292781,3.1574223321961283,5.573036146736778,7.154676255324871,9.491781668367905,8.536072208031506,7.124055740932911,5.830873930246912,7.1357392052277016
Na Duang,TH4202,2018,5.877631779492731,3.363165829965773,6.070096934771502,7.684470023402536,10.717051234507336,9.437058753441061,7.392673518829176,5.7724700834511,7.273388751285958
Chiang Khan,TH4203,2018,5.213133311604959,3.165555442559331,5.251775675696252,7.487043722426852,8.744412998494122,8.181041125374483,6.50382430329288,5.03508890809338,6.472962511183035
Pak Chom,TH4204,2018,5.925494672730158,2.5609596838720656,6.517701132422552,7.804197639991549,8.906721130527457,8.320865373382686,6.866096119599398,5.605501055257781,7.0745233048378475
