admin2Name,admin2Pcod,Year,SR,SR_1,SR_2,SR_3,SR_4,SR_5,SR_6,SR_7,SR_p75
Mueang Tak,TH6301,2015,2.909165827766416,2.9536264271582766,3.4709716863794102,5.992739704150497,6.762886512288764,8.568125653873667,7.293177821615901,5.67740771259466,5.445195218141355
Ban Tak,TH6302,2015,3.408687866567639,3.5096494804906038,3.2511557134014533,4.778279030089546,7.289419220976183,11.167748335265536,8.831005763373657,5.171619271572939,6.002663620196212
Sam Ngao,TH6303,2015,3.5990195895745414,4.265148711412128,3.957388648037107,5.140491108933536,6.7944485986113765,9.299332380668599,6.852261804104193,5.4824325709339,5.713292119422441
Mae Ramat,TH6304,2015,2.404319701375136,3.481031635212466,8.407518917066453,6.419487281064691,7.497523034431957,9.729609627416751,7.121013935639809,4.564768857800684,5.5421015633414825
Tha Song Yang,TH6305,2015,3.6792901643564524,4.8993648318926795,5.350725217877119,4.440268312485165,8.725158201810967,10.914325659128664,8.73448693448675,6.183692868231951,7.206113013043552
Mae Sot,TH6306,2015,2.1754744609184975,3.3751809286051055,11.251494691935346,5.267945253170628,8.74567403811974,8.907096865190441,5.249983920563934,4.087948011791971,4.903603107374209
Phop Phra,TH6307,2015,2.8628304126164523,3.4181645327779426,9.92874526863833,8.705638678296063,5.01386562110058,7.732578998758502,6.768462668084158,5.87622212640643,5.33645063402392
Umphang,TH6308,2015,2.9296322229590843,3.862936814391166,2.5855452749477976,12.434699563307403,10.102339259103195,7.421821244319946,5.878682458083359,5.099097597744845,5.275325524901633
Wang Chao,TH6309,2015,3.0476008292888723,3.4805797231666773,2.5344859612992736,6.84856550296706,7.849033595643447,8.405941085005178,7.062830877518047,6.753793893599269,6.052435427859859
Mueang Loei,TH4201,2015,3.9394270986700586,4.320920873034152,,7.069233729781098,5.856367617612819,9.828826223884603,8.463083875575586,6.108009939177145,6.5537914357876
Na Duang,TH4202,2015,4.223721534541459,4.773349252224029,2.3064415199174713,7.9697450247019725,2.8094182836888173,10.197282485056244,8.850519258196506,6.520978494523689,6.986094687371485
Chiang Khan,TH4203,2015,3.426332522653381,4.47809440107859,,6.215115572177127,5.34888445778537,9.537627266874514,7.843334868979577,5.40464452547888,6.1165515044247485
Pak Chom,TH4204,2015,4.033106070098321,5.250165881971914,,7.639945186274584,5.713408511748159,9.011053860573124,7.913023781237331,5.767023420344237,6.531734075247501
Dan Sai,TH4205,2015,3.294790228112904,3.1776300571259632,9.50551569506726,6.871661803889116,6.479524988249828,7.829655627664536,6.796475686535092,5.06061748474138,5.55854179658786
Na Haeo,TH4206,2015,3.7573308179568197,3.420573111347626,4.715511369549663,6.54729707507083,5.830138937443076,7.830574600110526,7.650661952354059,4.932855242587228,5.588512144652486
Phu Ruea,TH4207,2015,3.347630061637526,3.8044144538788998,,7.485205370064032,6.089621774013345,8.473340393292458,7.929175256986445,5.85734230276486,6.0960117921688255
Tha Li,TH4208,2015,3.8617807280850114,4.355002650349043,,7.111739657791178,5.72433400981376,9.368473811722053,7.937688892786741,5.22574075230562,6.161777249709453
Wang Saphung,TH4209,2015,4.202123140133122,4.042456399606403,,7.241877136406032,5.242020315702248,9.764164327614528,8.570319364532244,5.3841248660550844,6.52542952489595
Phu Kradueng,TH4210,2015,4.688344460330475,4.129247439306068,3.600214162138552,6.7624239700818745,7.72090230965194,9.134880993254399,7.561798628390752,4.5314744567426155,6.258739068321162
Phu Luang,TH4211,2015,4.015546147164058,3.322536535020104,,6.7972762310864425,6.36303561109065,9.384638112933336,8.169623890095814,4.8721854844806165,6.143824554965627
Pha Khao,TH4212,2015,3.7239065801060827,4.538909268521121,3.1757960968563745,7.3873598408031,9.026591673257697,9.892663614465022,8.418874391516189,5.333738480962118,6.513300201008757
Erawan,TH4213,2015,4.141271665421579,4.059275239001062,3.570033533679066,8.049020137144057,10.87928302200084,10.594125796715451,9.689474279817967,6.416039165087868,7.119135601285266
Nong Hin,TH4214,2015,4.603885488158768,4.1169614248247255,,7.6133984832013315,5.032136150774407,9.47133860973865,8.439095756681564,4.302942846581315,6.395572754662416
Mueang Satun,TH9101,2015,8.455270608287075,7.458315595109406,9.094386580829738,8.054025628984038,6.532146884688881,7.44603485165552,10.30043708276078,10.400951149551554,8.897093864009861
Khuan Don,TH9102,2015,9.82655160522947,7.112762928256307,9.647629689668848,7.463654496203012,7.145248825505912,6.038816646718922,7.383996164061104,8.74372562495517,8.952248205384636
Khuan Kalong,TH9103,2015,13.406622371076057,6.515800209813743,13.604017568109136,10.57589003327416,9.797301975829548,11.256998623295914,11.563004973430207,12.151399639215741,11.633031483792532
Tha Phae,TH9104,2015,14.603798262413612,7.124264227043015,12.815825535341741,9.96132976399322,8.13300510948505,9.664372290338834,10.254885655806465,13.262181529548348,11.221045582824571
La-Ngu,TH9105,2015,11.993602419989655,6.802652508918441,10.719734971313711,9.902956161738997,6.377100251795953,9.000324731097795,11.01249180733074,11.388585743672687,10.253100546429812
Thung Wa,TH9106,2015,14.672862712353785,6.1047698540784605,12.10749256878203,9.47302421114117,6.965746193462972,10.152071037001924,10.615189735457413,11.894101329338431,11.342314103436834
Manang,TH9107,2015,13.863640420085149,5.9908745032754815,14.368165243105121,13.99707371681436,10.672547063405812,11.307499360174292,11.931415044958996,12.868745207973134,12.565708063126394
Mueang Trang,TH9201,2015,14.93182009427364,6.2381980313961085,12.139860567504208,10.813734640092902,9.082359482518301,10.402087391502645,7.649114288164285,11.896374063024268,11.727372525236854
Kantang,TH9202,2015,15.515170648441192,7.865576279616378,12.459201353840207,11.377468834638508,6.021617108569701,10.302353298010669,8.375835398196422,12.197591219728055,11.805408271988547
Yan Ta Khao,TH9203,2015,18.86062587004478,8.086263047526232,15.269952673754542,13.046503821416271,9.779909486295596,11.539992061354774,,14.525199620565207,14.099878459624188
Palian,TH9204,2015,17.516103172885977,7.99397790737922,13.723447941233694,12.729894779678679,7.0899733656647586,10.412249217053189,5.618417941387485,12.660627687586544,12.854472361647701
Sikao,TH9205,2015,16.33410756448472,7.427837440014527,14.731235307833886,11.777794109657412,11.043370223028335,14.507230770453209,8.79341383162792,14.346784962551853,12.993744259635447
Huai Yot,TH9206,2015,18.834740409133993,8.154754591799184,14.486594880670815,15.041241290345194,7.640950519952036,11.138840469623137,9.897281990945496,13.631443434926819,13.710483419979056
Wang Wiset,TH9207,2015,18.549048248132085,6.984829263803331,14.97457843648434,12.976260748966244,9.258180610396964,11.479763415332117,9.401496105633068,14.37631579914715,13.999616276532459
Na Yong,TH9208,2015,15.045672920000541,7.346415401358285,12.73553521160467,10.36241946149622,7.262778241634883,10.608747006184064,8.423787197901362,13.61811538992232,12.027204241502172
Ratsada,TH9209,2015,16.688276336683355,9.539429634224573,13.996882855251462,13.763412318906656,5.571332924652101,12.492932545804026,,10.553974259557998,12.80790523225335
Hat Samran,TH9210,2015,14.633986271259896,6.535681247394893,12.308458564679386,12.632072474797258,6.2662060304001255,10.618655486595282,,11.549850651242178,12.167414946108343
Mueang Yala,TH9501,2015,5.296482570873265,4.32963980381329,8.870758767635879,7.681806466940897,8.272603884156435,7.05083375974431,8.300115764531554,8.769741402392375,7.658350990444866
Betong,TH9502,2015,12.032856642751872,8.562290297737135,11.358815644994921,10.03712420535712,12.172719593249395,10.30019794033557,12.05301325970329,12.323427644854497,11.218365028063074
Bannang Sata,TH9503,2015,8.490403571153626,6.390178902031515,14.226458381452833,11.730292467735119,12.287522040823706,12.591586973087203,13.164302802046823,11.304917702215956,11.542256569556884
Than To,TH9504,2015,8.301468473615797,3.2806106877129895,7.919770485235598,11.726055697604135,8.858597752400415,9.22819925647104,9.826919463951418,8.474462304944257,8.58242215275897
Yaha,TH9505,2015,9.363272663122473,,10.619648262737243,16.70843411842603,11.803631403595174,11.073465006329668,13.009667582603642,10.997923273039955,11.967602080251716
Raman,TH9506,2015,4.461328496541042,4.119058206031263,8.231136458293246,8.455960078773884,8.606850336960326,7.011333246481086,7.494180993944302,9.205798570069074,7.362151891141952
Kabang,TH9507,2015,11.697319828928505,,12.976145137210107,12.972579294086719,12.643755294485857,12.6017528022217,14.352587525191819,12.417389070848767,12.75797855434806
Krong Pinang,TH9508,2015,8.116279960130944,6.915792611848742,13.348697086590107,11.756562428875489,12.987428802610578,11.591643967082407,12.692921188392292,9.557137582849972,11.117531246617244
Mueang Trat,TH2301,2015,10.547151063337008,6.98881663119427,10.798086872875794,6.600230851055446,9.215272921946791,10.634770021177232,11.397435681184833,10.05938531865316,9.663315916453746
Khlong Yai,TH2302,2015,5.343130594053371,5.913756068589672,6.881676903126843,7.529490544758119,5.948509615392216,8.269979153057495,7.687286962084936,7.591110991847547,7.1199276184178855
Khao Saming,TH2303,2015,11.595684590810134,8.41157490707017,10.932729320276215,3.6847472153937586,4.742328875979694,5.858706345019136,11.133825245685037,10.458803814861641,9.177499268381368
Bo Rai,TH2304,2015,12.135810373522663,8.634953072477614,9.727845686139979,9.577973840789864,6.319707654630795,10.557234265814257,11.390163074828196,10.488423603083243,9.765988427270557
Laem Ngop,TH2305,2015,12.312840733703002,8.984548684906327,12.787597086368155,1.0480405152623016,4.321938600065335,2.6445469410935774,12.164647985154694,12.507924008004057,8.346246071555058
Ko Kut,TH2306,2015,10.338762252056922,9.01558993284885,15.322000941625955,11.27713882422749,10.55095601151017,8.939242936071379,13.159096333591537,11.76252033589776,11.479162582598791
Ko Chang,TH2307,2015,12.285256822892846,6.066169538144363,6.120522975278557,0.982251362005455,1.5001517948654755,1.1590243980178987,13.223250300194843,13.36509656982058,7.977154767649436
Mueang Phrae,TH5401,2015,2.7062163364588208,3.059674866003286,2.234922570547896,4.973386812386041,7.126230688086646,8.579892947704002,6.108696496531308,3.6042361627948716,5.039358213892913
Rong Kwang,TH5402,2015,2.8438415932810126,3.1134844996914515,2.5757941609726807,6.9460618342879314,7.347621714243547,7.484974689689883,6.153340001049016,4.321376176361599,5.084857609675531
Long,TH5403,2015,3.41396399111491,4.293972294760112,2.936328732557819,6.582035543868201,7.134428537482227,9.865940779277546,8.754613881846923,5.411398642078846,6.317435014360521
Sung Men,TH5404,2015,2.559955222443683,2.9917111128260134,2.3762705931144077,6.065509968362952,7.891528026972476,8.016344024532719,5.071332344954,3.0699573732800602,4.949873031183582
Den Chai,TH5405,2015,3.089722070635063,3.7598718423990336,3.4575654610338256,6.81471834528887,7.902216205440822,9.233760082051903,6.670829013649852,4.948561016745061,5.765890647870202
Song,TH5406,2015,3.175550744060078,3.2380134521339032,2.4393648826095378,7.464771471388282,6.506279255495286,7.6303384391891695,6.093387477640584,4.483253243781305,5.37338591658227
Wang Chin,TH5407,2015,4.1933565560397525,5.131104113686704,3.3401036483614384,6.1805538492865635,8.079935626313981,9.989575735692293,8.629515556801435,5.537686586356735,6.663535404451991
Nong Muang Khai,TH5408,2015,2.641995414344164,2.8461800239734067,2.1289378457623838,6.209482477902337,7.837980939998153,7.327257290793768,5.396256740751533,3.7759998501739966,4.905284898708666
Mueang Nan,TH5501,2015,3.238482173694836,4.16053449064098,4.835913556005933,7.460040837222986,7.945087425503563,8.817754237651547,5.958243116590058,4.565736747567262,5.962951846441791
Mae Charim,TH5502,2015,4.017464298572198,4.833690895953268,2.2502515694672827,7.623739104890353,10.029455667746237,10.596720166929577,7.790295412497168,4.964526599040269,6.929136584043557
Ban Luang,TH5503,2015,2.866575983779133,4.782897159924456,,7.799055520266121,7.935670983269521,8.806717091996925,6.932580305162659,4.422891187556285,6.383357450810705
Na Noi,TH5504,2015,2.616867127924782,3.0293177886935956,3.819925031574382,6.422135169097727,7.435362214415777,8.016182711610094,6.072633107853417,4.199397452610778,5.2601990062089445
Pua,TH5505,2015,4.379488414187475,4.335063732301378,,6.034036312403653,6.671516265561446,8.251229177806822,5.4291431376878165,4.662717958344547,5.566190705855037
Tha Wang Pha,TH5506,2015,4.1636321354906265,5.228970284237143,7.463076963842722,6.224438200525411,8.173788568344081,7.69026276295721,5.668208272828368,4.774218987139469,5.952390197902687
Wiang Sa,TH5507,2015,2.7700381739827664,3.3942113480149034,2.8504405771197234,6.889181095649363,7.181911276902469,7.726557929639457,5.757879131005048,4.378428562406548,5.2755920165232295
Thung Chang,TH5508,2015,4.052533079000579,5.611979393509191,1.8688790221745901,6.711611079621199,9.016427513907278,8.864936128018876,6.603507022701809,5.541040002907942,6.665069413683528
Chiang Klang,TH5509,2015,4.229408688617519,4.782603046479628,,6.867240098524359,7.922178406883974,6.417339303425648,5.321641216159399,5.164653830360701,5.631007589184674
