admin2Name,admin2Pcod,Year,SR,SR_1,SR_2,SR_3,SR_4,SR_5,SR_6,SR_7,SR_p75
Mueang Tak,TH6301,2020,2.927271098730183,3.271848273721583,3.1814068074598376,5.182225743114481,5.204832910181496,11.577276832721658,8.49172726580275,4.507281920703003,5.48559627176769
Ban Tak,TH6302,2020,3.432715906319698,4.116329806616811,3.2466229912555615,5.192995144801974,4.656773007931891,11.677305234924539,8.675817403817332,4.899243162754199,5.745505663168757
Sam Ngao,TH6303,2020,2.953091522383107,4.058923236394697,3.651288235689106,5.670656713840841,5.480434919949236,9.838470076210454,7.6986050000769195,5.1519774104677385,5.533616598872313
Mae Ramat,TH6304,2020,2.187092639731787,2.4535407030653573,3.7676352466452796,,3.778838251311501,5.27308160959914,6.910526804807003,4.515783652122645,4.335935280336903
Tha Song Yang,TH6305,2020,2.3901642410465356,3.551368230108491,5.124977454319935,,7.9158419189918,8.457038944949948,9.413707479986359,6.4557128366246825,5.92154755640597
Mae Sot,TH6306,2020,2.1519229654129917,3.2788666590101845,5.1681537907603134,2.2639639839132486,5.430045782298342,5.079993824614156,6.921344472412267,4.844826485918116,4.814762315463317
Phop Phra,TH6307,2020,2.95283467780169,4.9659374662892715,7.170125771433674,3.083490837322644,6.278337816525251,6.158070011264415,9.607311563751573,7.12173212849366,6.521536748247192
Umphang,TH6308,2020,3.3232420437945343,4.175921819742146,5.972385335984594,7.326046261661189,9.534999353349722,9.525900890636231,6.2243553673292675,4.434527329361224,6.05136047008
Wang Chao,TH6309,2020,2.5416012235568637,3.1566061049132967,3.5872501483901393,4.275009701776752,6.465270074743404,10.870401822789706,9.058495280192718,5.787467266648175,5.887968562325248
Mueang Loei,TH4201,2020,3.531930571905909,3.9872704826146186,6.722604052006474,,9.145858547246428,6.083843618144717,10.066769990350855,5.704931333939474,6.900981684583929
Na Duang,TH4202,2020,2.9102271943985736,3.189376277534036,6.128586253891865,5.129076519198308,8.657166740632007,6.040300961605996,10.258827279280094,5.974870885725495,6.765129555987007
Chiang Khan,TH4203,2020,3.6793258467377488,4.343744841680223,7.136819698272058,,9.545130263910991,6.943391177877278,9.324888590935979,5.067190108200389,6.838235052020317
Pak Chom,TH4204,2020,4.242453390353592,5.795670965537845,7.2801919034422236,,9.092320187197918,6.8512312519811935,9.30342179231535,5.756032411550052,6.929343982528527
Dan Sai,TH4205,2020,3.2381474487119353,3.556018383991485,6.026113395923013,,8.135226837108862,4.966484021610742,8.625539808003074,5.246748045142768,6.052495554210489
Na Haeo,TH4206,2020,3.597307524577157,4.821605841235565,5.861093518505188,,8.316004886968276,5.06881776784838,7.881207714144086,5.359084137193646,6.058652998710233
Phu Ruea,TH4207,2020,3.6860958397100205,3.5581091093849997,5.704584488399147,,8.845926877851106,4.40211282469103,9.083146277114649,5.298961757578787,6.62436257041594
Tha Li,TH4208,2020,3.3058929789294096,,6.211862493676079,,8.492736104239103,4.868066658528205,10.288576782128638,5.051708894054873,6.751560041254612
Wang Saphung,TH4209,2020,3.0273861428157693,3.295656893388341,7.6680788160190305,7.556400006059616,8.502743888899987,8.98554564355518,10.477688797204776,6.001359936591113,7.095421417569971
Phu Kradueng,TH4210,2020,3.1989951696714605,4.79297033223774,5.1297776599278695,6.239148275219063,8.036123652038714,8.315719672878833,8.333848184330627,5.357909632130742,6.251967123762274
Phu Luang,TH4211,2020,2.9503788026550213,3.177545021758036,,,8.05673672889619,9.750765353238371,10.169448238895676,5.644023938389861,6.971380433362504
Pha Khao,TH4212,2020,2.9563964117634876,4.512883275013413,5.34937775913747,5.634104900401064,8.279544954172392,10.013649604793313,9.329970396870344,5.3794525668225335,6.402060230955938
Erawan,TH4213,2020,2.669099467866838,3.555853674227528,5.499619880513018,5.265815406341133,9.184619004768168,8.995669780766054,10.785216886760187,6.307126946037481,6.6893297932746085
Nong Hin,TH4214,2020,2.9904564955294903,3.6090356962210564,5.6398848156905474,5.484705756826718,7.651814162816098,8.832129064392404,9.446772663967035,5.405975313023737,6.4764563058883375
Mueang Satun,TH9101,2020,5.813328524367084,13.406512562725311,8.924809743297098,10.1197770683842,7.606024904408644,11.544849523476389,6.086034098437364,9.335158573938973,8.985103407456483
Khuan Don,TH9102,2020,5.837766972778724,9.68799771490544,8.95657846029721,5.601462638141857,8.427812587200687,8.47881738504357,6.819856090964882,9.371583390727086,8.501153147965601
Khuan Kalong,TH9103,2020,8.854031118734442,11.472693393189173,12.133260548459695,10.425481238039252,11.315471883003852,11.267304369522224,8.089296179542488,10.394911650716482,10.64725343781599
Tha Phae,TH9104,2020,9.32926437189893,11.548948800844164,12.917688622225349,10.029730083872357,10.210010132895087,9.980849923143541,7.773542672182124,9.916601879339224,10.274097100993302
La-Ngu,TH9105,2020,8.135854693081413,8.07380611418531,10.604059593703013,8.970354546760309,11.274817070381289,8.047737380372046,6.6942412633051855,9.657883342729761,8.962936800527421
Thung Wa,TH9106,2020,7.58856613974985,7.456036520590042,9.460711574402845,9.08500410182578,9.87397346112431,9.551285740178333,5.606288985724884,7.905711383140761,8.167039648434796
Manang,TH9107,2020,10.734080075534225,9.176535709572457,13.170422483037914,11.477129659621648,15.211572887247724,9.184016108429606,10.145136534626896,10.33905610108802,11.363832250120952
Mueang Trang,TH9201,2020,8.397096455078556,2.591509640991812,9.264067072884702,10.020726343781698,7.758870179193805,9.785999129732696,6.64692255623956,8.99925088091282,8.631231314680793
Kantang,TH9202,2020,8.887550855985204,6.411596332466354,9.228206318936476,9.34634854414727,8.994314189378182,8.110625004137615,6.263464897456953,8.63628613188307,8.525225069202063
Yan Ta Khao,TH9203,2020,10.930038559084716,8.4878741643934,10.543110558841692,11.195463562463553,9.507385509040141,7.265853919857896,6.805983485121979,7.587842787484531,9.271368949026371
Palian,TH9204,2020,7.727333722133369,7.901555435401242,9.763249019481226,9.958386590890422,8.319880765782797,7.983418607391876,6.38825047699508,6.95507319872551,8.020091890123549
Sikao,TH9205,2020,10.406071766505512,,9.224371425031112,10.480113805070278,8.774684091908938,12.938813734948763,6.114875192459304,9.09193948943112,9.366394893949264
Huai Yot,TH9206,2020,11.319019736630874,5.976969106887044,9.758561869928002,10.78848521148316,10.262686270719497,11.557981556436305,7.469441832220391,8.76342028945307,9.697554871710642
Wang Wiset,TH9207,2020,9.746430814878222,3.1549303001737456,9.10500466681874,9.687639487694312,9.617644477284044,10.329784824304696,6.912690517977312,9.180173621615202,9.07521193359102
Na Yong,TH9208,2020,8.102598030473004,8.253089689140928,8.54101875404721,9.959725631765803,8.754919186934508,8.865640673788429,7.269639708423747,9.096592179828699,8.518899102568275
Ratsada,TH9209,2020,10.947720272148429,5.660385816199155,10.15275696440739,9.452905202888747,6.77533843904518,12.07581190086085,6.5512564440935845,8.139492760360993,9.173577771482279
Hat Samran,TH9210,2020,6.667736410737644,,9.036116294507245,9.103688387680068,9.98750311131835,7.289353127851827,6.437926873616032,10.116333068608233,9.175536824292703
Mueang Yala,TH9501,2020,6.543546708405669,9.182439486026816,7.777105731849381,8.89985238963388,7.100350242439068,5.274612943263031,7.900099814618614,9.456477090574317,8.160903992133255
Betong,TH9502,2020,10.057042151338388,9.350156568201502,9.07441559399415,8.634142037525077,8.503835031954575,7.290226397696202,6.698012449927095,8.166429403531005,8.547546955772262
Bannang Sata,TH9503,2020,7.727113370642231,11.747729358168622,11.314758341405506,11.778854498416283,8.871916643393796,7.860882594412709,9.657142836175213,9.921781159467518,9.934010316358918
Than To,TH9504,2020,6.4503021746375655,7.521806757855063,9.050770271042575,8.342946861144656,6.376137141089092,5.573624780614541,6.21798278347677,8.691920480388859,7.424812532796878
Yaha,TH9505,2020,10.483140174939138,12.088934822358981,8.522184369378222,10.112236214427393,7.311564735761611,5.544706248586953,10.138108653585647,9.623249397994364,10.295368492108759
Raman,TH9506,2020,6.076950589321482,7.031702770842383,6.319176678877154,8.913374132864119,8.416691127544961,3.187978486339095,8.28017546281645,11.973185604534816,8.191870426203742
Kabang,TH9507,2020,11.139460580523522,12.292100338001584,10.205106297419515,10.707837609984582,7.019395826270646,5.795368694297067,7.926131624837002,9.127805032902844,9.72319168289764
Krong Pinang,TH9508,2020,9.537506080311317,11.457389960809447,9.482444048582002,10.641474747581103,7.21291752268565,5.922012214159642,8.579129397386126,9.693415239018794,9.834215804597033
Mueang Trat,TH2301,2020,6.573844778311157,7.163454979854842,10.391566017796238,8.927747066478688,9.13848287268347,8.324818356180797,7.722834718704903,7.635847358415368,8.28281870169568
Khlong Yai,TH2302,2020,4.009166592967715,3.278397724638926,7.703742489515496,5.484856625495273,7.915819473658311,7.150881110406275,6.846074263614201,7.245501664524743,7.059095393534739
Khao Saming,TH2303,2020,6.9962062081362,7.824518461035364,11.187626359254986,8.842176020162086,7.9145434631147875,8.07703447408097,8.462677751256964,8.90571314603272,8.659700167596426
Bo Rai,TH2304,2020,9.218557303758079,9.269202118450677,10.531654437787529,8.544048257636511,9.790159128901305,7.639338353369632,8.2716661237806,8.008442567579335,8.842265638328083
Laem Ngop,TH2305,2020,9.40202011912255,7.243812572856013,10.586425127475403,9.354713536071756,9.22791619582929,16.071668688349234,8.971653426625883,9.322326039791422,10.291995927080304
Ko Kut,TH2306,2020,7.74461616333065,,14.809332977495423,12.509472324366198,7.885644069676335,9.68943226722292,8.829142709215306,8.54551484844249,10.458451620060869
Ko Chang,TH2307,2020,7.699757654720749,8.668319192571785,11.73983713196384,7.572180990528145,6.800222789268932,6.933092070905254,7.920278857232918,7.724945599062423,8.481137785097108
Mueang Phrae,TH5401,2020,2.6505064486883176,2.9865346193528257,4.505429715783765,5.048351520267076,5.776935387944731,8.46616499464485,6.117199620588942,3.329621699680995,4.563498375307146
Rong Kwang,TH5402,2020,2.4262338340205227,2.8228500198211943,,5.143923359596721,8.56966736619484,8.001980258682348,6.334813709465946,3.9375876752422965,5.238263363758102
Long,TH5403,2020,2.5815693974093725,2.8425779090730066,4.353627427154523,5.36396666189609,8.459892593427265,9.970546576445646,8.8675245641864,4.773597474054487,6.12842780857414
Sung Men,TH5404,2020,2.450227373755979,2.5548734519375675,4.340091097213909,6.478416114474074,6.919214228012079,6.162039568964282,4.758698692995871,3.017608226615649,4.461373272118762
Den Chai,TH5405,2020,2.5316973090991155,2.4473195871943743,4.782598490678653,6.829810437083914,7.758095186733947,8.76719218387433,7.74739600081901,4.3093756485661325,5.49574609230598
Song,TH5406,2020,2.796585899575167,3.26354335116777,,4.627553780006859,8.922778269462592,7.912398098332994,6.6811784387694635,3.761821542640369,5.250642329548132
Wang Chin,TH5407,2020,3.1343968147032126,3.689003244647259,3.933041908584019,5.570159908152696,9.002897526439384,10.752994090180424,7.195900384476375,5.520481945533906,6.364483702473619
