admin2Name,admin2Pcod,Year,SR,SR_1,SR_2,SR_3,SR_4,SR_5,SR_6,SR_7,SR_p75
Mueang Tak,TH6301,2014,3.177004053666562,3.7756334479491547,4.661272227202177,4.8123437461472856,6.592209563766628,7.291295577785683,8.309348747166661,4.821076924047142,6.046988980312649
Ban Tak,TH6302,2014,3.3344928172072144,3.7422775971170856,5.418942698875881,3.4511436004258105,6.866872424190809,10.115850254258106,10.222612200677915,5.209728214655842,7.038985389270909
Sam Ngao,TH6303,2014,4.080990281792294,4.100558982719078,5.298784693076091,4.325928684427452,5.943472975192113,9.229921712300092,8.740694258374837,5.785824813795908,6.521962589197196
Mae Ramat,TH6304,2014,2.331150019620456,,,,7.930132333760952,9.418294819519055,7.191873189174462,3.9219074520987838,5.866333329657457
Tha Song Yang,TH6305,2014,2.8927761814760147,,,,11.742963434715346,12.319306710865414,9.610653464574897,6.150820229984519,8.35177496245212
Mae Sot,TH6306,2014,2.1741075497513647,,,7.7711647913963215,5.857715640488854,8.145864879867574,7.350633699506278,3.9752041244888656,5.539000339917702
Phop Phra,TH6307,2014,2.896663851669799,,,8.583974941365817,4.6145289002997405,7.495029985939086,8.725686007685173,5.950691006634268,6.464162885903227
Umphang,TH6308,2014,3.381287451884378,3.692794155030067,6.414671921097717,9.418939659972954,7.152623316771508,9.191213453771343,7.188463851708266,5.254717715972408,6.344701716881289
Wang Chao,TH6309,2014,2.8808459796932073,,4.991592051566935,6.029213284934338,7.927187949710265,8.282742225626828,9.310461991868625,5.812974776536096,6.732323326580922
Mueang Loei,TH4201,2014,4.33989815222254,,,,8.01042086362954,9.425023368988978,7.627082931344909,4.793403715563504,6.696020694798736
Na Duang,TH4202,2014,4.120956926818994,8.631772738155176,,,7.775345148813769,9.082730923970063,8.62344587936729,5.054982030227862,6.814220352166632
Chiang Khan,TH4203,2014,3.8823020919162667,,,,8.072110508566848,9.472318396179581,6.770872659677011,4.382423718312816,6.359874989662488
Pak Chom,TH4204,2014,4.373546082252627,,,,9.009929654461668,7.953830884620577,7.35044798125583,4.915253333594986,6.692211819478769
Dan Sai,TH4205,2014,3.649730504318455,,,,8.16667991048581,7.923603437753845,6.855776101449739,4.274000071316246,5.980697185619629
Na Haeo,TH4206,2014,4.583276467429099,,,,8.207265738029918,8.474527344341183,7.3099658050845635,4.2606204039418465,6.247417391607371
Phu Ruea,TH4207,2014,4.341324795635409,,,,8.575348696006648,9.241465164019141,7.1837098056634385,4.576641391914487,6.478607740780485
Tha Li,TH4208,2014,5.202459121459012,,,,8.304900948345123,10.303687752996705,8.354287628403945,4.600264235051337,7.257226148740119
Wang Saphung,TH4209,2014,4.435305052330581,,,,7.456182304772099,9.027501403904227,8.907803755670498,5.157008290033534,6.951407638224266
