admin2Name,admin2Pcod,Year,LAI,LAI_1,LAI_2,LAI_3,LAI_4,LAI_5,LAI_6,LAI_7,LAI_p75
Mueang Tak,TH6301,2020,1.02983971250979,1.1296817004728728,1.1310812115981277,1.5863959786141337,1.7695058446102587,1.9248477062757419,1.7581306087926705,1.2596295843616385,1.396170752597349
Ban Tak,TH6302,2020,1.1841801577272513,1.370832099819068,1.1370534570367994,1.7448363250194492,1.611432156396754,2.0390802165838955,1.724159954964737,1.2898784928653635,1.45541128928419
Sam Ngao,TH6303,2020,0.9946958025559259,1.3208710557488823,1.2215107887410073,1.9248854675505809,1.7110808013339727,1.9344143947526324,1.609617269503526,1.3161965788586174,1.4322798713408618
Mae Ramat,TH6304,2020,0.6613176577556454,0.9186884190675887,1.1960132728011794,,1.8468937668540744,1.883903802778889,1.577696967666759,1.191351647834717,1.1997589314420114
Tha Song Yang,TH6305,2020,0.7872258834177897,1.2123326741238896,1.549037619327043,,2.249881667866244,2.1994757186226557,1.8484541292412897,1.5029307151374887,1.442153307527206
Mae Sot,TH6306,2020,0.646659803405409,0.9723215705729723,1.5001960285056846,1.814412681699396,1.788164176839022,1.8315803217213444,1.606861884081663,1.253156637046088,1.320470474679744
Phop Phra,TH6307,2020,0.8560364012131587,1.2715636539848685,1.7473755368203425,1.887240363194585,1.7289623603289306,2.0265534160948238,1.8028551525869339,1.5457772629218707,1.5375683480027824
Umphang,TH6308,2020,1.0083461849036996,1.1910966727184022,2.5174598448870658,2.756361620113085,2.137605996103205,2.100033069361766,1.4006879499836666,1.150434661129675,1.6489127888527402
Wang Chao,TH6309,2020,0.8767817164866627,1.0783416099359375,1.2750901071725813,1.7869193270902797,1.971879907972605,1.8903865984818051,1.8190087015248744,1.5396860833295474,1.4665639454413981
Mueang Loei,TH4201,2020,1.1012684300720024,1.213423808841156,1.864027938424894,,1.9422700949932765,1.827635155101697,1.7924316058322216,1.3617520209837755,1.5443806962957136
Na Duang,TH4202,2020,0.9077898522788045,1.0897410350781882,1.7787219654546658,1.674755142703079,1.8581148779092345,1.930828971996777,1.8290172865549101,1.3908267519357327,1.4957000579010216
Chiang Khan,TH4203,2020,1.13954131573609,1.3284606061369106,1.901324680333676,,1.9200382193640737,1.8355763103273233,1.7748084004051847,1.2763255841859669,1.5317800858271136
