admin2Name,admin2Pcod,Year,LAI,LAI_1,LAI_2,LAI_3,LAI_4,LAI_5,LAI_6,LAI_7,LAI_p75
Mueang Tak,TH6301,2016,0.7288978763954977,1.4572352824290982,1.6548767046122566,1.8553764011969736,1.7245764463112645,2.0208250087252675,2.0461421113963447,1.581535352558483,1.6159667138225147
Ban Tak,TH6302,2016,0.852573236749894,1.4825074647193535,1.6738151881724745,1.6816112163465458,1.5404965504110963,2.003399626825099,1.9568239204790223,1.4469970073286147,1.5835696941750363
Sam Ngao,TH6303,2016,0.9217295461927414,1.449110327666729,1.54814733228548,1.7281604035643832,1.6839714890007527,1.8971187443016093,1.7732579729872064,1.4628005526144146,1.573082458708899
Mae Ramat,TH6304,2016,0.6589526778791612,1.2811532105646375,1.905987557435329,1.9370768659314537,1.9316152165271692,1.7943942809375706,1.6666596418925115,1.1041845848040575,1.3646411749844163
Tha Song Yang,TH6305,2016,0.8002687212178907,1.3213724123127493,1.8115303125030693,1.9882215189328063,2.1731970931243585,2.0759126575148676,1.9531313842214062,1.5359244308693567,1.6317511665455655
Mae Sot,TH6306,2016,0.6628700835046774,1.1794073547437631,1.8682976408607186,1.8722122512793968,1.7323477332322856,1.7259052729488393,1.744496446499515,1.0659018118777992,1.3548316313698536
Phop Phra,TH6307,2016,0.7091107615233193,0.9672586276015686,1.8675936850944486,1.8283697107619112,1.578951042900838,1.614400183195435,1.808776967704611,1.4369235460779666,1.4323270493910047
Umphang,TH6308,2016,0.7114731101599621,0.8951836041250723,1.8071489828775498,1.9579685684000967,2.0346561003225974,1.8305989476310047,1.5279316742449958,1.189155562314101,1.4521450703281729
Wang Chao,TH6309,2016,0.8082294835166972,1.4462895109806397,1.7200302808132455,2.0522959522587145,2.100541733625127,2.069454698090086,2.014103616461259,1.8101876181654464,1.68867278776525
Mueang Loei,TH4201,2016,0.9894831188107219,1.3470392287705066,1.5928229701253396,1.711790682103901,2.078888667236802,1.9941522843465698,1.790421736685591,1.525148496273629,1.5958170832131378
