admin2Name,admin2Pcod,Year,LAI,LAI_1,LAI_2,LAI_3,LAI_4,LAI_5,LAI_6,LAI_7,LAI_p75
Chai Badan,TH1604,2014,0.96856391194394,1.1186159994754143,1.3197087765936455,,1.8569329197920659,1.9844937748476779,1.7824808005177517,1.32859500340159,1.488075388659941
Tha Wung,TH1605,2014,0.6545555996656959,0.603811313442599,1.226741752003389,1.5869881463916617,1.5202943382056944,1.003614160485626,1.0151966540896764,1.191687550092434,1.040382035349992
Ban Mi,TH1606,2014,0.6597483682243539,1.0908767625002362,1.1186266353010355,,1.4172734747458913,1.7010568779571629,1.6291206584744375,0.9391785909990017,1.2592433502188185
Tha Luang,TH1607,2014,0.9462631369939158,1.1381736781751866,1.343237516495695,,1.5218400290364695,1.9563386085620238,1.8430539899214022,1.4618979300078534,1.5181478711348841
Sa Bot,TH1608,2014,0.944973073867603,0.9410917988619347,1.3984263209197023,,1.6418545520123624,2.054722172759035,1.6954814946768861,1.1070695603063396,1.3798276084328265
Khok Charoen,TH1609,2014,0.890128569401494,1.020669820545746,1.3980920538791124,,1.8361673669912228,2.1124177974927223,1.817033243182498,1.2505963243872011,1.4500313885475975
Lam Sonthi,TH1610,2014,0.9048484216823826,1.012890791152996,1.216372328539245,,1.791750747913097,1.9264836972637127,1.7243735567452068,1.3118623691982956,1.4462318952356543
Nong Muang,TH1611,2014,0.8715771950707518,1.154006395825497,1.4528623017830613,,1.8613717859094583,2.0459984717806425,1.9428486494191268,1.4244247436440678,1.5617604560537497
Mueang Chai Nat,TH1801,2014,0.8443927389104257,0.9609617668783597,1.686415684787914,1.498074989290904,0.9791925111336209,1.2965212670022919,1.3524704623427721,1.0534255713284668,1.1736319318525263
Manorom,TH1802,2014,0.7874549580230514,1.0001851399260637,1.2827095198279006,1.6186652627639677,1.4809582042670153,1.530473648395184,1.2868586687782488,0.900466641306579,1.1867766857401034
Wat Sing,TH1803,2014,1.1287484356641453,1.1543819050581658,1.2053363772442665,1.374867068043783,1.3190285432220215,1.6276950255782148,1.435093635088208,1.0568106990717445,1.2926672988195642
Sapphaya,TH1804,2014,0.6596486751358464,0.7335037892894751,1.2643014083522586,1.6655568767859115,1.0732846952353765,1.1582572589001163,1.1029957122245113,0.9476908971391106,1.0421132129715964
