admin2Name,admin2Pcod,Year,NDVI,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDWI,NDWI_1,NDWI_2,NDWI_3,NDWI_4,NDWI_5,NDWI_6,NDWI_7,NDVI_p75,NDWI_p75
Mueang Tak,TH6301,2018,0.5311755393184197,0.5761192658548852,0.5092439493653262,0.5514086103713683,0.7052065547235726,0.7432214778993663,0.7424412536950855,0.6218593456189493,0.28916283660370934,0.38616006852566215,0.44496245120488714,0.4455640308799571,0.5213172609534488,0.558076765691123,0.5324892283413886,0.3712640908155774,0.6580804336760362,0.44907518207268554
Ban Tak,TH6302,2018,0.5887709564275359,0.6239991371703882,0.43317258204251236,,0.7299756375089625,0.7740861067449831,0.7515221132512876,0.6311284820830643,0.3590387873461341,0.43952449700887614,0.2987582080704772,,0.5602163503845997,0.6013324262112176,0.5705783724460848,0.410221875377533,0.6860116400127109,0.4921010701562313
Sam Ngao,TH6303,2018,0.576115272860651,0.6240974984456965,0.5093841001997934,,0.6714762864249756,0.7145631486209321,0.724488208078368,0.6727597451076034,0.3549633936307792,0.46400854153316556,0.4424670527856032,,0.4896754084034661,0.5318992914591937,0.5309993211566542,0.45978921263723255,0.6641817572098574,0.4726756956244457
Mae Ramat,TH6304,2018,0.30592189221911603,0.5273909194040418,,,0.7010977811185551,0.7382064164817468,0.6903678422087145,0.5769738093364515,0.10766950112733403,0.27636269239236644,,,0.5190309207418428,0.5317660320793017,0.4934741937842446,0.3276331227633762,0.6468839439594294,0.4364858945216903
Tha Song Yang,TH6305,2018,0.4267414112602311,0.5929267675470313,0.5208764851093293,,0.7725572988544274,0.7959452345794918,0.7565339442525933,0.6391916134753886,0.2058032013171424,0.36370462757511474,0.47279123663902284,,0.5991802742065347,0.621236585493297,0.5439319516962908,0.3858240107012947,0.6912827609895265,0.48276261559943784
Mae Sot,TH6306,2018,0.2808826565323664,0.46364652407899193,,,0.661689303591735,0.6977043071593766,0.6886727354809044,0.5593024857499008,0.07608481310592458,0.21813970836555036,,,0.4760453968850574,0.49325932824617463,0.49162670609065157,0.3237707582589703,0.5981725860577857,0.38989622010476727
Phop Phra,TH6307,2018,0.44049331979531486,0.49530183940448486,,,0.6122572312814722,0.6952139663121604,0.7369965766707164,0.6636771778520817,0.12863373906218908,0.25530962215391906,,,0.4010404102715748,0.48450082600658484,0.5230275702132804,0.4297542821283534,0.6269531413818299,0.39224170929035873
Umphang,TH6308,2018,0.5198532198016422,0.5120101289419097,,0.5918173719854916,0.767023979725377,0.740724436421436,0.6956934929367699,0.6308163469589131,0.20673006473606337,0.275775209538498,,0.6313181659754585,0.5837363066498258,0.5461822245738683,0.48019033920679705,0.3898976396441577,0.6558236964175223,0.4264185233683289
Wang Chao,TH6309,2018,0.5195807009819946,0.5689479566921727,,,0.7117689197451794,0.7458214513142194,0.749168449881484,0.6805020357302682,0.2504866945804001,0.3524024445055661,,,0.5164645826055848,0.5389587811823564,0.5192993800322875,0.4312225014399553,0.6716284541721741,0.44461520554089734
Mueang Loei,TH4201,2018,0.6225013982740835,0.4841320731241697,0.6482782924656616,0.6952367509655194,0.7722410812784931,0.7594947138193914,0.7157124890721193,0.6541449600575358,0.40012268370805193,0.43537802648405743,0.4851229805521123,0.5339717481489579,0.5865360589703512,0.5702998272946656,0.5278741805873499,0.42961485781189024,0.6951452210421386,0.5030208448473166
Na Duang,TH4202,2018,0.6147864440548279,0.5095230087895124,0.6687199978021757,0.7141374427722711,0.7791060867283419,0.780682134690124,0.7288741532237725,0.6632952135052661,0.3599919348401231,0.3991857664687432,0.5024526496435976,0.5376535926392154,0.5997341170270777,0.5981960038461875,0.5634600960412315,0.4579995703684055,0.6953164821805659,0.5075793943761331
Chiang Khan,TH4203,2018,0.5974282039482058,0.44834071240066425,0.6214665991079397,0.6837600957963443,0.7577485038593981,0.7430310057476225,0.6908242492082153,0.6109354779058593,0.36588275320565383,0.4112191194636544,0.4727074418666602,0.5237748833645669,0.5625401895660954,0.5607952690416868,0.48358886993117267,0.36016571544743453,0.6652711921548227,0.46699729598513184
Pak Chom,TH4204,2018,0.6362700890182239,0.4163721787790317,0.689944938233287,0.711096289334652,0.7457098743172139,0.7412776983797232,0.7051105638003333,0.651447241171315,0.4083992663448964,0.41041852401074735,0.5200089972760639,0.571827869091471,0.5519097207623147,0.5369826998343584,0.49847074568398425,0.4157990593638155,0.6942599904097488,0.48661132133970053
Dan Sai,TH4205,2018,0.59160046857129,0.48674878269726657,0.6255739090785714,0.6800930521574513,0.7636983998490439,0.7410225133568829,0.7081988597879489,0.6491192923361144,0.3810543145773282,0.4270658058416978,0.4331094277088287,0.4742124960683687,0.5850962733487656,0.5565130095575017,0.5136135189370356,0.42051187571041526,0.6871728153454442,0.48887184788343185
Na Haeo,TH4206,2018,0.672287679649197,0.629001547478927,,0.7334102403819875,0.7945090398240798,0.7481308998635091,0.7176682329912943,0.679191078626187,0.5062536987839744,0.536941647927129,,0.5735445492991981,0.6350214292136276,0.5896194343780601,0.5470452650378796,0.4862183986250604,0.7109529584429539,0.5474749820586888
Phu Ruea,TH4207,2018,0.6226065955947465,0.48445948976819264,0.6456266957173779,0.671703882873602,0.7524960547479741,0.7479029834344679,0.6976521480563885,0.6464833323104386,0.43454931948917275,0.4539375551783918,0.4914433095938277,0.5252340171545663,0.5788056836574983,0.5632398171534815,0.4908356312799613,0.4195519082076348,0.691428600717713,0.497756662359047
Tha Li,TH4208,2018,0.6464159679476671,0.5150902181404331,0.6293074535059479,0.6528821808179729,0.7361746467199486,0.7348904102648364,0.7118562084691111,0.636450706346391,0.4950560793727438,0.4546003105017431,0.4973771042253716,0.5017586190486081,0.5565468629093183,0.5525776569524978,0.5251221741090978,0.41830561129831767,0.6732248393624014,0.5026903799266693
Wang Saphung,TH4209,2018,0.6169888766303002,0.5345778845405511,0.705359722655487,0.7006758109969979,0.7824791449398972,0.775334014753908,0.7270726536630342,0.6483004125693432,0.4312643610441486,0.4524528260269881,0.561724789938109,0.5489056155290587,0.6296707647456797,0.6221842026008274,0.5838672963832408,0.47549265559491344,0.6925278517651424,0.5399172150884409
Phu Kradueng,TH4210,2018,0.6452160723680466,0.5045061992548084,0.6552081430146441,0.6889580178821355,0.7698683698617594,0.7412383015285557,0.6869308774905978,0.5799851726455804,0.48972913288452785,0.4106275099026343,0.519157720766281,0.5654702342948476,0.6102886395784772,0.5760982392029242,0.5184598621986071,0.3942993028095488,0.6724934918026129,0.5164945397705127
Phu Luang,TH4211,2018,0.5806990869173507,0.5330912143024447,0.59390341111616,0.7083593215053288,0.7694891040310295,0.7699479335906513,0.7351092963506178,0.6473356148015675,0.40862983776282585,0.45163954944138474,0.5035603218039671,0.5509746636048258,0.627345760280371,0.6191716306075201,0.5937045767787288,0.47900754229478854,0.6823830992242964,0.5350070370214456
