admin2Name,admin2Pcod,Year,NDVI,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDWI,NDWI_1,NDWI_2,NDWI_3,NDWI_4,NDWI_5,NDWI_6,NDWI_7,NDVI_p75,NDWI_p75
Mueang Tak,TH6301,2014,0.4758926501819369,0.5357622101291959,0.5951680243901132,0.5961808605004172,0.6949959730924685,0.7135472584835317,0.7203907852579277,0.6026435857891576,0.24853613730028637,0.32251361915297383,0.39313163157662356,0.4824774023370937,0.5238464634148293,0.5633791665534024,0.5573749107977597,0.3556929640407906,0.6512901332661091,0.45988323285407023
Ban Tak,TH6302,2014,0.47742637748084654,0.5477670006898802,0.6412408216842005,0.4993250766780056,0.690688881149341,0.7726547137200068,0.7507809913991863,0.6172122556673221,0.24551634434985606,0.35601420911379095,0.42401857624930345,0.48470025749872175,0.5076561237120059,0.6116998339301358,0.5987514190320019,0.39722985474104294,0.6642837055865023,0.47295678421035764
Sam Ngao,TH6303,2014,0.5268978156305669,0.5441046613407682,0.6287453004323792,0.5565913231525312,0.6396164530167202,0.7430842351493941,0.7320867972824128,0.6364835391898518,0.288278661733245,0.36255164518542016,0.37478616349167504,0.4924504362470706,0.4618210168158003,0.5444735023436578,0.5545511047035779,0.41558558154130515,0.6453999651107871,0.45233880413091104
Mae Ramat,TH6304,2014,0.35492708108580007,,,,0.712503159059545,0.7341320048134582,0.6824609658567578,0.5329642457536831,0.033472711202755946,,,,0.5579638820104904,0.5260473003989767,0.44613294333372056,0.27490295503037016,0.585399097736781,0.3363984770695297
Tha Song Yang,TH6305,2014,0.43147075751293146,,,,0.7945552123247668,0.821671829393883,0.7702233506709786,0.6583183853101737,0.11095781616526393,,,,0.630814890330154,0.6471238275268448,0.5754666711456843,0.4132846874035671,0.6907153339276689,0.4683463124005771
Mae Sot,TH6306,2014,0.33476508833281127,,,0.7221295072140611,0.6329164145187718,0.7132411983299891,0.6934358846097809,0.5363516747653116,0.007552610521476065,,,0.553634069313209,0.47559381079371943,0.5083177839705582,0.47312817715788724,0.2930108189087143,0.5805455109881378,0.3406468923317954
Phop Phra,TH6307,2014,0.39505464684568115,,,0.7361376370233926,0.5716917353913317,0.6954338472005658,0.7494597393327468,0.6516151889593117,0.055457676676095906,,,0.554179466850796,0.4014505429625867,0.46701101773317716,0.525526608446378,0.40081702967753663,0.6347506265035162,0.38793888506094565
Umphang,TH6308,2014,0.4767966180497126,0.4906084230845034,0.5848154984375243,0.7828113933778277,0.7178387090410162,0.7454917141478954,0.7126476336572657,0.6285950751013736,0.15200023809422178,0.1989571008649445,0.49145095401142447,0.6127563661842558,0.5857945219540992,0.5440932125746196,0.4988158844382907,0.36413087262181326,0.6431304663210122,0.40166587689803
Wang Chao,TH6309,2014,0.441786186442848,,0.6357053773384482,0.666949972572799,0.738320332731246,0.7114613358374641,0.7548784564380698,0.6633146617135334,0.1502054390844997,,0.4102470126080986,0.5229805804616051,0.5255450619618847,0.539765118837572,0.5646149780604408,0.39426512436338806,0.6603841677898666,0.4280871678449834
Mueang Loei,TH4201,2014,0.5548282383960893,,,,0.7346992165262766,0.7695657617686594,0.7070134448222029,0.6004222335346073,0.33585399615701605,,,,0.5808564812824932,0.5659041485841436,0.4996666772594838,0.3709919703659462,0.666373645962903,0.45912722631448677
Na Duang,TH4202,2014,0.5429928567849793,0.7868242661158243,,,0.7035017024707242,0.7564257918330866,0.7277940149906525,0.6208887101215547,0.29763410394094447,0.6199516455332438,,,0.5614381836294142,0.5569982990408046,0.5283669884223914,0.3991059512641898,0.6656502504732277,0.45755611676723934
Chiang Khan,TH4203,2014,0.5391746341274507,,,,0.7384123947843863,0.7716344739504875,0.668718385541227,0.5770080607035875,0.3172195887381148,,,,0.583111777336564,0.5721979968017711,0.46536820882111496,0.33910044049534965,0.6512168759565236,0.44376088280247333
Pak Chom,TH4204,2014,0.5748440840371408,,,,0.7411830207899566,0.7394524606019861,0.7097849637538926,0.6183441852185666,0.3537806839526419,,,,0.5871713025134061,0.5234736416939707,0.5023578229475162,0.38137903701607145,0.6757288955211627,0.4680203371626952
Dan Sai,TH4205,2014,0.4911462808470179,,,,0.7453076716047602,0.740163844117214,0.6930541286706158,0.5840599454185781,0.2873912900537042,,,,0.6057681653398685,0.5308015569969754,0.4825929797225356,0.3488755222586361,0.6419804575736674,0.43576850394471917
Na Haeo,TH4206,2014,0.5835521865127106,,,,0.7415217048374916,0.7558798890800518,0.708246731617095,0.5832656604360094,0.39122561203353534,,,,0.6053649538255296,0.5621046847119298,0.5103490921041927,0.36578934476242064,0.6613078101020384,0.4647096478054483
Phu Ruea,TH4207,2014,0.5554730914055513,,,,0.6989715438238479,0.7582523455493786,0.697962928542982,0.6001198659311223,0.3564811839488039,,,,0.5638016936396608,0.558917222752185,0.4886808907394096,0.36581911937881023,0.6565339930713381,0.45179296686449666
Tha Li,TH4208,2014,0.6187875391456717,,,,0.7309829809056283,0.7947306884796168,0.7193133650471216,0.5923056762109613,0.4309580080470169,,,,0.6122063895388491,0.5963212671157851,0.5219618330856909,0.36908042372805583,0.6877411630857748,0.49504321099900783
Wang Saphung,TH4209,2014,0.5677527061690327,,,,0.713888300792462,0.7807573045092604,0.7382331622185447,0.6280805347253596,0.37479911253051973,,,,0.6072351137548126,0.6263174687853568,0.5847558489747429,0.46251027955372426,0.6828727265533819,0.5233153121105448
