admin2Name,admin2Pcod,Year,NDVI,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDWI,NDWI_1,NDWI_2,NDWI_3,NDWI_4,NDWI_5,NDWI_6,NDWI_7,NDVI_p75,NDWI_p75
Mueang Tak,TH6301,2017,0.5901684410913526,0.6530365523483935,0.6827751018956917,0.7476839242197623,0.7643273295624936,0.7804545297592645,0.7330898722131802,0.6253318047719327,0.3392294323480378,0.4885275309056284,0.5429833655268484,0.5833873904025509,0.5857567696330318,0.6271878515327263,0.555675966207595,0.3958069077752513,0.6931033390333624,0.5032722458229716
Ban Tak,TH6302,2017,0.6242938988229575,0.65331497232664,0.6535601529292223,0.6872270516018751,0.7220531663021108,0.7905522179939077,0.7456959962152548,0.6273045058999982,0.3794935150895299,0.48374016814505694,0.4440566666178943,0.5086334488421195,0.5372448874698975,0.659972579435058,0.5789180742152041,0.4146186513551713,0.6934631602241456,0.506428837879887
Sam Ngao,TH6303,2017,0.6626967533708155,0.6772488152874552,0.7153803943705865,0.7159502814894783,0.7046240287361069,0.7290266646893353,0.6833123338995547,0.6322797459354966,0.4603883546862907,0.519831735217652,0.5491952482965322,0.5500983614255218,0.528675663964743,0.6352849832586615,0.5136733280399702,0.4033541331631452,0.6893601979367059,0.519007475783128
Mae Ramat,TH6304,2017,0.3785145308259687,0.5910258257527136,,0.8171138986263884,0.6808393724103183,0.6963251305948485,0.7019067982823806,0.5590146189443513,0.16767821257267526,0.4531614847319987,,0.6610429187829969,0.5164805289739876,0.5501898737277546,0.5059804291848026,0.33296610716571284,0.6279126780915792,0.43708071486126243
Tha Song Yang,TH6305,2017,0.44274689019055985,,,0.7111451483487947,0.7892430659558333,0.7699706599493198,0.7394014939514719,0.6852687194898982,0.21916694686579072,,,0.5544473782776834,0.6337889633958349,0.6190039560833385,0.5572547931814066,0.4660792371445425,0.6843077726315008,0.49844879447854373
Mae Sot,TH6306,2017,0.44743409314456783,0.6141939592964342,,0.7449066337468067,0.6429569871330271,0.6954599455507084,0.68706917666018,0.5533837292692168,0.22105676323670764,0.45244264381290084,,0.5990274776509548,0.4747118072967563,0.5374661498811523,0.5024816323605366,0.33336455303172646,0.6141572930814292,0.4247856458454436
Phop Phra,TH6307,2017,0.5123637613138132,0.5295243354544913,,0.7143597715686416,0.5858024664358672,0.6710876366891453,0.7190490708927698,0.6272519774001373,0.2910303080983105,0.2623259843643095,,0.5567761644549127,0.3971681314029626,0.4785827488221731,0.5094490076264065,0.39463715577571795,0.627668147408519,0.41583860735017447
Umphang,TH6308,2017,0.5398951549635833,0.5132769296978171,,0.7883484752490738,0.7636783587360862,0.7121873237052785,0.7033115906044433,0.589338554984725,0.2937854662984142,0.29633801952575956,,0.6345091691157232,0.5862569982409673,0.5387523737103581,0.48568588987988065,0.34398189057400697,0.6641396274033248,0.4587907583053728
Wang Chao,TH6309,2017,0.5885139515638912,0.6499626357235582,0.7688496557974519,0.7715653674416433,0.7495792860290069,0.7588769414233015,0.71233400524863,0.6668458126801426,0.30623970782709564,0.45240965293598856,0.5584904721462687,0.5773087966878924,0.5455911183689497,0.5655250449846801,0.4896840535973017,0.42770882671523647,0.6984302087299387,0.4787689547502539
Mueang Loei,TH4201,2017,0.5746103733844863,0.6132207435574769,,0.762832446921303,0.7327936557190251,0.7527588944496529,0.6867091678245416,0.6343618524169207,0.32225452280133093,0.4719915313172102,,0.5883149251973347,0.5801269621120362,0.6103723061690087,0.48850803326339026,0.41861260267373657,0.6582027866643968,0.4699778025677
Na Duang,TH4202,2017,0.5346522915849014,0.6347383210896856,,0.7633675058079273,0.743658753479942,0.6705910651294507,0.717362891611151,0.6498897090365209,0.2557519817441191,0.44333539516016346,,0.5919842892894087,0.5987620241896993,0.5819043688349429,0.5256537548872731,0.43728712991822927,0.6586952680777245,0.46977349074319424
Chiang Khan,TH4203,2017,0.5527938790983276,0.5491824646248744,,0.8004952608845954,0.7646232694799285,0.7500249071357226,0.7150587067394529,0.6080793537847833,0.28718367971681713,0.42306961682753413,,0.645462510802529,0.5926678354527987,0.6042262708144521,0.530699455927969,0.3852721001246517,0.6621643131263262,0.4710703510774736
