admin2Name,admin2Pcod,Year,Tot_Prec,Tot_Prec_1,Tot_Prec_2,Tot_Prec_3,Tot_Prec_4,Tot_Prec_5,Tot_Prec_6,Tot_Prec_7,Total_Precipitation
Mueang Tak,TH6301,2016,69.40661724806638,211.9908133708874,108.53039407722031,91.09305474402214,262.3701315507263,219.06033119964857,132.63826636640138,0.7963667570455057,1095.885975314018
Ban Tak,TH6302,2016,69.43599065601735,186.85677887415923,87.00155175927007,85.11966857724397,222.39901548542883,225.53889471355615,146.6201175402585,2.8748973929034416,1025.8469149988375
Sam Ngao,TH6303,2016,73.04490106030288,141.6737750169918,78.79730613253236,80.20509561721016,233.96274524792287,207.06226061911602,159.61428855662973,1.6035827311994801,975.9639549819053
Mae Ramat,TH6304,2016,69.32928981687508,315.0565976960986,211.5807103748415,235.07152763780425,232.52670543731426,191.8350896353815,126.60442230000214,2.734764520210378,1384.7391074185277
Tha Song Yang,TH6305,2016,77.23132801055908,343.85043144226074,243.21361684799194,267.66811895370483,222.07198524475098,213.9807047843933,137.27000522613525,4.564321994781494,1509.8505125045776
Mae Sot,TH6306,2016,45.530648982253474,294.1890096538237,229.41112997309665,250.85232834190592,233.23368158338593,176.06582566424785,104.05646020936047,0.45008636412206593,1333.7891707721958
Phop Phra,TH6307,2016,54.393856614555624,312.6560331768316,279.4682782078209,223.08590546132265,275.65887509044694,178.26434553254873,78.83245446510006,0.0,1402.3597485486266
Umphang,TH6308,2016,93.86412827418403,385.09303851127623,337.1585417564099,233.22555084595317,285.56643639711234,206.00879283684952,70.94368291634781,0.8617818777377789,1612.721953415871
Wang Chao,TH6309,2016,52.73489896014007,198.02827113061016,138.950104605962,100.29868539136874,269.29646766612353,238.0459455590599,134.7906621630576,0.0,1132.1450354763222
Mueang Loei,TH4201,2016,208.73605132583694,238.8305932155038,200.6463464572674,222.50521670784985,277.5821836952589,183.78183138232436,51.82763785305375,0.9498370047139283,1384.8596976418087
Na Duang,TH4202,2016,229.1565333336075,259.3129318311724,231.46614972807768,296.9916527512445,298.4674115563403,206.74921605077094,40.826355823202626,0.017740010181603403,1562.9879910845975
Chiang Khan,TH4203,2016,199.1291264298981,262.5126662435813,238.9554760798628,288.4374770600948,289.8535923631162,155.56606287870036,57.17623162836716,0.0,1491.630632683621
Pak Chom,TH4204,2016,,,,,,,,,
Dan Sai,TH4205,2016,155.95413029215916,203.90830368695993,130.27903808386182,157.70614690976754,286.318203250714,167.22132602769216,41.18518381154031,0.23144733068462664,1142.8037793933797
Na Haeo,TH4206,2016,,,,,,,,,
Phu Ruea,TH4207,2016,163.58995287758964,206.9222164835249,121.65346888133459,167.41141990252905,258.59265569278176,165.0733244759696,40.060728958674844,0.0,1123.3037672724042
Tha Li,TH4208,2016,185.00442665528735,265.048982569701,177.56377623593605,222.86444907731234,288.27058676765523,150.59944371643664,64.40814029105863,0.5404850432870433,1354.3002903566744
Wang Saphung,TH4209,2016,194.36235847325077,223.75062852633948,182.63029673402733,229.58157062353038,293.8412351383142,192.9292662855616,38.84614771723696,0.23806810924115449,1356.1795716075019
Phu Kradueng,TH4210,2016,173.1531005065134,198.04379325000787,153.4036521513769,230.25365990188223,322.71232148094407,148.1235673813732,58.536173030642644,0.8454819612707829,1285.0717496640111
Phu Luang,TH4211,2016,175.47854607113686,243.25077236027272,162.58802013532014,218.5132735582628,311.87060565072335,166.7957694801762,37.280548195872626,0.897687033292683,1316.6752224850575
Pha Khao,TH4212,2016,168.4197213461684,216.342232159278,163.2359732092185,236.6024214771463,331.4213544243569,158.49280913812407,35.96034798872885,0.14846648342837915,1310.6233262264493
Erawan,TH4213,2016,217.01815985095118,247.98266689554538,197.97344900469233,263.4250501286797,323.06012048121823,203.43840943692248,36.43731531552583,0.03910591308492783,1489.37427702662
Nong Hin,TH4214,2016,172.3700658100878,236.70163645082815,176.33180509337112,241.5184781379093,316.8583942008156,161.9995824565777,44.84264601930715,0.0,1350.6226081688965
Mueang Satun,TH9101,2016,269.5508601665497,219.77304553985596,246.3487330675125,232.7914444208145,220.57465863227844,263.5875971317291,229.56998670101166,230.09009659290314,1912.286422252655
Khuan Don,TH9102,2016,212.27310919761658,194.24151349067688,177.29547429084778,167.23248934745789,179.96423959732056,264.08880281448364,234.981032371521,304.7439126968384,1734.8205738067627
Khuan Kalong,TH9103,2016,235.45132757283133,204.93354386058422,192.79607562318856,173.835259702665,192.60823679364054,243.4621431919413,239.71152769841186,326.0182813810646,1808.8163958243274
Tha Phae,TH9104,2016,219.0676656160614,199.26780902762343,183.09162841580695,180.66420827930904,187.66692625645905,254.16564415027568,230.79649429591515,279.83520911857397,1734.5555851600245
La-Ngu,TH9105,2016,248.08505688421923,247.98962188842125,200.50371211024117,171.61790915825637,204.03339811092349,242.30863334772124,231.4079752929647,290.785802504112,1836.7321092968593
Thung Wa,TH9106,2016,,,,,,,,,
Manang,TH9107,2016,214.78592109680176,219.71117305755615,190.16875314712524,135.85044503211975,157.89641404151917,201.98558855056763,246.8807725906372,346.5863027572632,1713.86537027359
Mueang Trang,TH9201,2016,258.8827626697624,244.42445881004573,265.0327011256278,181.70283960088898,253.92096777203713,230.0394657744637,234.09818816185,418.9530789135378,2087.0544628282137
Kantang,TH9202,2016,,,,,,,,,
Yan Ta Khao,TH9203,2016,251.64395335456908,243.12555511979494,289.3928428085411,186.51101209836847,218.74947896459517,266.9758248462396,309.1744398344965,425.507551448836,2191.080658475441
Palian,TH9204,2016,251.92929187596562,252.74024008842838,265.68641456243506,177.44255328824724,185.8546557383365,251.3125125500093,278.2070369806635,395.8927031540009,2059.0654082380865
Sikao,TH9205,2016,,,,,,,,,
Huai Yot,TH9206,2016,,,,,,,,,
Wang Wiset,TH9207,2016,,,,,,,,,
Na Yong,TH9208,2016,271.7295521890191,256.9313703923866,282.7146513547321,193.539444426573,230.732687644982,270.2406681133698,273.7359835187251,454.8810538731138,2234.505411512902
Ratsada,TH9209,2016,231.56582403182983,200.4949188232422,223.98779129981995,126.69799900054932,207.07402229309082,211.58361673355103,363.35482263565063,578.8972311019897,2143.6562259197235
Hat Samran,TH9210,2016,,,,,,,,,
Mueang Yala,TH9501,2016,,,,,,,,,
Betong,TH9502,2016,,,,,,,,,
Bannang Sata,TH9503,2016,,,,,,,,,
Than To,TH9504,2016,,,,,,,,,
Yaha,TH9505,2016,,,,,,,,,
Raman,TH9506,2016,203.81377279758453,197.1624677181244,163.94760262966156,150.6341987848282,123.75918483734131,254.1508014202118,265.69755244255066,784.2382817268372,2143.4038623571396
Kabang,TH9507,2016,,,,,,,,,
Krong Pinang,TH9508,2016,,,,,,,,,
Mueang Trat,TH2301,2016,264.00479610334,546.833996574737,646.0276714775866,452.76429605288075,635.6759621982477,510.56916028359143,260.4641872887063,8.62898400262017,3324.9690539817097
Khlong Yai,TH2302,2016,,,,,,,,,
Khao Saming,TH2303,2016,242.5124515852759,512.3081598822065,550.843871367359,410.48489229209684,572.467822530559,465.69269695444183,256.14302770532703,7.3887866599118555,3017.8417089771783
Bo Rai,TH2304,2016,229.83666135757204,377.8484182197817,482.2870109348913,361.3202609345221,479.63267695027014,410.58819339690666,284.8930902628745,8.536393993285394,2634.942706050104
Laem Ngop,TH2305,2016,235.74492740631104,668.0054335594177,699.7243089675903,426.06132793426514,701.1967430114746,590.0414123535156,299.5151710510254,6.589255690574646,3626.8785799741745
Ko Kut,TH2306,2016,,,,,,,,,
Ko Chang,TH2307,2016,,,,,,,,,
Mueang Phrae,TH5401,2016,87.16192923029746,183.44478671576493,198.21164761767216,281.11119598238736,221.7026683318953,121.29682806178467,54.53581660511361,1.3325723530309885,1148.7974448979462
Rong Kwang,TH5402,2016,96.01293011236864,202.99071329627927,235.47134920284202,325.9887769034919,231.55139559015004,140.3776621751292,43.84598210131747,5.361054992739829,1281.5998643743185
Long,TH5403,2016,72.1568486298003,196.55714833300289,206.8240773983118,265.87735809204054,227.0767005543883,159.41589139147504,86.05796478725061,1.3722393970663955,1215.3382285833359
Sung Men,TH5404,2016,73.54914891757743,209.13261155687738,191.57385463249392,272.57421354018743,203.15235665645983,121.31586648247277,84.04670774140263,0.0,1155.3447595274715
Den Chai,TH5405,2016,83.41681604456414,239.48168217891643,214.09100699602334,261.06258115688513,232.53980969405927,125.777880950125,98.1211077851734,0.0,1254.4908848057469
Song,TH5406,2016,106.51716909323923,191.11009155504803,237.23280642265397,373.8675758482437,203.79152160988758,163.30932891792096,48.30201676752441,4.698413922060171,1328.8289241365783
Wang Chin,TH5407,2016,77.31007242202759,239.55596542358398,230.24497604370117,248.69585514068604,247.50509214401245,187.47170162200928,102.41634750366211,0.0,1333.2000102996826
Nong Muang Khai,TH5408,2016,92.3913057488241,181.71786129778354,212.42534345730095,301.3728760382172,224.04264050228582,126.92760750594412,34.67640255211265,4.7998127018570145,1178.3538498043254
Mueang Nan,TH5501,2016,150.79355769725072,173.08060751528967,258.75587337698255,340.3023722773506,217.218490645999,127.63139972686768,26.036467990421112,0.1709280530611674,1293.9896972832228
Mae Charim,TH5502,2016,,,,,,,,,
Ban Luang,TH5503,2016,124.21493434906006,177.91748881340027,256.8032783269882,425.6360194683075,182.18456363677979,122.50621843338013,54.065566062927246,6.107758402824402,1349.4358274936676
Na Noi,TH5504,2016,130.95269775390625,219.23130226135254,261.8517942428589,338.91165041923523,278.1544134616852,95.23447322845459,35.22332954406738,1.502618670463562,1361.0622795820236
Pua,TH5505,2016,161.9422550201416,155.02795600891113,311.6760425567627,488.26012325286865,276.33818435668945,152.91609859466553,32.620333671569824,7.116250038146973,1585.8972434997559
Tha Wang Pha,TH5506,2016,,,,,,,,,
Wiang Sa,TH5507,2016,146.48465101073558,184.5692740239595,258.3753218518612,383.75550903010185,251.92553113748252,118.67719763382932,24.10526265528865,2.516388047122417,1370.409135390381
Thung Chang,TH5508,2016,,,,,,,,,
Chiang Klang,TH5509,2016,141.5675926208496,168.52214097976685,301.87896251678467,454.9069175720215,238.50285577774048,165.5102252960205,31.859021186828613,6.947441101074219,1509.6951570510864
Na Muen,TH5510,2016,,,,,,,,,
Santi Suk,TH5511,2016,,,,,,,,,
Bo Kluea,TH5512,2016,236.04465866088867,130.77595615386963,329.5208783149719,449.8045234680176,278.68349266052246,106.72272491455078,66.82894992828369,9.493582248687744,1607.8747663497925
Song Khwae,TH5513,2016,,,,,,,,,
Phu Phiang,TH5514,2016,,,,,,,,,
Chaloem Phra Kiat,TH5515,2016,236.04465866088867,130.77595615386963,329.5208783149719,449.8045234680176,278.68349266052246,106.72272491455078,66.82894992828369,9.493582248687744,1607.8747663497925
Mueang Phangnga,TH8201,2016,,,,,,,,,
Ko Yao,TH8202,2016,,,,,,,,,
Kapong,TH8203,2016,,,,,,,,,
Takua Thung,TH8204,2016,,,,,,,,,
Takua Pa,TH8205,2016,,,,,,,,,
Khura Buri,TH8206,2016,,,,,,,,,
Thap Put,TH8207,2016,,,,,,,,,
Thai Mueang,TH8208,2016,,,,,,,,,
Mueang Ranong,TH8501,2016,,,,,,,,,
La-Un,TH8502,2016,,,,,,,,,
Kapoe,TH8503,2016,,,,,,,,,
Kra Buri,TH8504,2016,,,,,,,,,
Suk Samran,TH8505,2016,,,,,,,,,
Mueang Chumphon,TH8601,2016,114.97358059883118,162.64330291748047,128.81753277778625,157.39258480072021,78.01757526397705,126.09965991973877,316.6069002151489,469.41746616363525,1553.9686026573181
Tha Sae,TH8602,2016,,,,,,,,,
Pathio,TH8603,2016,,,,,,,,,
Lang Suan,TH8604,2016,,,,,,,,,
Lamae,TH8605,2016,,,,,,,,,
Phato,TH8606,2016,,,,,,,,,
Sawi,TH8607,2016,,,,,,,,,
Thung Tako,TH8608,2016,113.76167565122039,189.4657501226391,125.23722027879111,150.4932282165315,89.32173245754203,97.11178126344623,348.1827804885849,454.73840218462476,1568.3125706633798
Mueang Songkhla,TH9001,2016,142.38424611091614,129.95109748840332,99.02037954330444,120.82447624206543,79.40354681015015,158.50228071212769,317.9074864387512,721.848883152008,1769.8423964977264
Sathing Phra,TH9002,2016,132.01753823912665,74.85380763592929,76.07783571792685,72.10651604118554,88.7385772013146,223.03970643230105,368.02938144880795,653.5262130291566,1688.3895757457485
Chana,TH9003,2016,190.427090883255,156.49510955810547,116.7530807654063,135.63899580637613,121.085116147995,196.04002984364828,285.41046301523846,596.5243841807047,1798.3742702007294
Na Thawi,TH9004,2016,,,,,,,,,
Thepha,TH9005,2016,139.00110810843682,145.28817605366606,104.76504604921055,140.2815230195572,87.06965110621331,185.90101843948452,280.8191761777803,632.1041927758871,1715.229891730236
Saba Yoi,TH9006,2016,,,,,,,,,
Ranot,TH9007,2016,112.15722150361613,89.19408724911035,76.95750687312264,84.78399713859166,80.24485246529997,207.52326615815974,377.0780560491753,720.841249795136,1748.780237232212
Krasae Sin,TH9008,2016,126.38644254207613,82.663685131073,76.23731546401979,70.02876095771789,92.93065860271453,220.93189392089843,354.319366645813,660.8932042121887,1684.3913274765014
Rattaphum,TH9009,2016,168.38915637083224,152.83161416283824,132.39634804202802,87.20236910435193,117.26855065268387,149.75944991990139,311.69684834647603,584.8576977938937,1704.4020343930056
Sadao,TH9010,2016,230.48016262054443,171.59526348114014,183.1914541721344,135.81646823883057,245.14190864562988,207.31028175354004,208.29640746116638,340.1250729560852,1721.957019329071
Hat Yai,TH9011,2016,142.38424611091614,129.95109748840332,99.02037954330444,120.82447624206543,79.40354681015015,158.50228071212769,317.9074864387512,721.848883152008,1769.8423964977264
Na Mom,TH9012,2016,,,,,,,,,
Khuan Niang,TH9013,2016,159.0780044650572,143.1633354015947,113.62698299190205,78.9214393472595,105.98990595780828,159.39718397490284,348.2478305872524,646.6198615469098,1755.0445442726868
Bang Klam,TH9014,2016,,,,,,,,,
Singhanakhon,TH9015,2016,136.26890015602112,126.37720561027527,93.20006954669952,98.63046312332153,66.88848900794983,173.11596870422363,343.6019992828369,655.8471302986145,1693.9302257299423
Khlong Hoi Khong,TH9016,2016,,,,,,,,,
Mueang Rayong,TH2101,2016,78.68128305534982,240.3196307559346,185.2751846812492,84.54053006615749,290.0681119519611,270.349158741707,128.84055598392044,6.9648380795883575,1285.039293315868
Ban Chang,TH2102,2016,80.61928941511339,221.11278772866854,154.58078930967596,66.87517051773686,266.6410730608048,257.1760759046001,136.18312943776445,6.809720176073813,1189.9980355504379
Klaeng,TH2103,2016,142.01584467291835,408.9435052258985,363.6823855363406,261.2488371786122,459.5348898137992,378.08614655891506,215.0269459869479,10.409544694051798,2238.9480996674833
Wang Chan,TH2104,2016,113.44967381481906,344.22673482712815,292.14032162573005,184.91319812624437,380.9270630030757,326.3501571220544,201.75722446305085,7.3409344760927775,1851.1053074581955
Ban Khai,TH2105,2016,91.10104338978087,282.9179996047611,243.39436165953063,136.37513720517424,344.7953949213657,266.39491259831556,158.02574308943937,6.7101711674069975,1529.7147636357745
Pluak Daeng,TH2106,2016,94.07659803971652,243.0388767525554,232.92694984316827,125.95495101720097,317.6087390568853,251.0896291512251,142.88085615009072,8.718986283261332,1416.2955862941035
Khao Chamao,TH2107,2016,127.6139011033172,369.54883745143,323.657309858342,225.94241053253145,408.07925310188415,346.5232702204009,178.82656511805396,7.8076128769418,1987.9991602629013
Nikhom Phatthana,TH2108,2016,85.76773470493949,236.84987659566653,191.91909387254387,99.08110337589628,277.8512848375824,255.43224102241132,126.69166885999282,7.566503859683506,1281.159507128716
Mueang Yasothon,TH3501,2016,178.35270004391603,324.91274015419884,148.78842067887365,171.7391650709092,345.2104038409824,126.83323531588913,39.793691664599976,0.5756290519938752,1336.2059858213631
Sai Mun,TH3502,2016,180.87335977448691,303.99165892701615,139.35838472365324,177.22273051562695,340.044859409961,117.7203530211489,38.07561039144982,1.4238000388889873,1298.7107568022318
Kut Chum,TH3503,2016,166.8147743802086,300.5786346043913,147.28588493829488,178.5935275928603,316.83839053469904,111.18197413801278,32.25363318613705,2.1096727195453746,1255.656492094149
Kham Khuean Kaeo,TH3504,2016,169.27106908330728,394.6379008627249,155.0746822479348,183.88618453487067,340.89766291961166,145.0058717617957,75.83957333865507,0.4508506965325549,1465.0637954454328
Pa Tio,TH3505,2016,153.33472481311182,352.3876690139178,143.1363544157496,186.3292524865256,338.78956605378715,136.01476095153276,53.79309877760043,1.537245530505101,1365.3226720427301
Maha Chana Chai,TH3506,2016,180.419992718662,421.05535576060186,156.28631993114084,191.6585003762314,336.06722926471537,178.67911561178116,68.66116944002067,0.5406607850738193,1533.3683438882274
Kho Wang,TH3507,2016,219.9486951545258,425.50202114395034,162.03087734204152,169.0191610825511,360.8019872336125,187.03469431967264,79.0887783569197,0.04283118380522419,1603.4690458170794
Loeng Nok Tha,TH3508,2016,164.00205145391018,271.05644684952324,157.37046462746255,173.98947248861404,288.2210900350422,108.46809240328302,34.717850286714366,1.3584373833923538,1199.1839055279418
Thai Charoen,TH3509,2016,170.44105674547922,300.9028842441133,144.01098588411065,176.33753127539273,303.4602805059906,114.50762283137519,39.639773583291344,0.8766957636469521,1250.1768308334
Mueang Lamphun,TH5101,2016,69.20532118102456,196.60886538504948,175.40168108589376,157.3061732599534,258.3794025174409,139.12265168010393,95.31317411318715,6.696183510649106,1098.033452733302
Mae Tha,TH5102,2016,45.77298641204834,160.81916570663452,147.2005226612091,173.14604234695435,201.61943674087524,131.450590133667,91.59804630279541,0.0,951.606790304184
Ban Hong,TH5103,2016,35.71739653073824,178.35773238646678,118.99392628180676,175.3732319990794,189.45571759297297,98.42759740291498,123.2409976250086,0.023508815276317107,919.5901086342642
Li,TH5104,2016,61.2558760585525,109.43466410253284,96.19181740455781,134.60216011197562,211.6613114851076,167.32363856288623,125.47032885823548,2.524775425343144,908.4645720091911
Thung Hua Chang,TH5105,2016,34.02628040313721,174.11493587493896,126.38950705528259,141.94571685791016,209.6143798828125,137.51714420318604,119.49673080444336,0.0,943.1046950817108
Pa Sang,TH5106,2016,49.455108243409406,181.5004576398731,142.5804381276401,160.79254254195672,213.5807552370597,123.89052005063628,78.02093282739125,6.254587958854607,956.0753426268212
Ban Thi,TH5107,2016,88.68907819026853,193.06277879040417,176.98735160769482,175.19463370020796,247.46975083932645,149.34076311530137,125.00025389834148,7.618868898182381,1163.3634790397273
