admin2Name,admin2Pcod,Year,Tot_Prec,Tot_Prec_1,Tot_Prec_2,Tot_Prec_3,Tot_Prec_4,Tot_Prec_5,Tot_Prec_6,Tot_Prec_7,Total_Precipitation
Mueang Tak,TH6301,2018,223.21310635765587,118.64777440337129,67.18700129491862,71.2629504987898,182.6713042770113,191.49614696334814,28.93032245742524,4.415324973780001,887.8239312263001
Ban Tak,TH6302,2018,216.2659383069008,82.09458541455318,61.97864227684471,50.47810178733629,187.1886297208278,210.89882220587103,29.45654284539273,3.8765802990837845,842.2378428568103
Sam Ngao,TH6303,2018,241.4750059632694,56.57238143952185,63.897076781518855,54.366212511629,193.4105753618128,224.62932530139906,26.719799872437214,6.315638856679186,867.3860160882673
Mae Ramat,TH6304,2018,164.29487866572305,215.69020041110468,214.57766318554974,109.17255456190483,191.2821994134024,215.52873428872988,22.846808648343178,3.336152600840488,1136.7291917755983
Tha Song Yang,TH6305,2018,213.85643887519836,267.6531238555908,233.15567779541016,164.8073217868805,213.93793106079102,270.2003011703491,18.5052547454834,7.4537909172941,1389.5698402069975
Mae Sot,TH6306,2018,154.79343247019287,201.70460319695343,308.5070720662586,129.41310850470694,174.9660344680568,193.46263515237104,22.8262766708449,1.8113605175061485,1187.4845230468907
Phop Phra,TH6307,2018,163.3815551372532,197.18227373944111,317.7581986835194,121.79728796463517,189.81814240609998,186.27984664515245,18.938171248838856,2.871294424520473,1198.0267702494607
Umphang,TH6308,2018,218.45976416147673,235.8770390657278,373.9718033790589,153.1427273621926,237.42393505023077,176.2139110528506,26.138335075745218,4.203733253278412,1425.431248400561
Wang Chao,TH6309,2018,196.5973301185054,120.6019180956228,107.8759002602598,70.22802211311655,190.2697110759098,223.89084951351464,41.10182125383532,5.865658687121267,956.4312111178857
Mueang Loei,TH4201,2018,247.0724435145126,208.7959243361401,177.69794007730505,157.23403818655402,176.09099285493127,149.04352959334622,14.286728747889034,3.868229575442669,1134.0898268861208
