admin2Name,admin2Pcod,Year,Tot_Prec,Tot_Prec_1,Tot_Prec_2,Tot_Prec_3,Tot_Prec_4,Tot_Prec_5,Tot_Prec_6,Tot_Prec_7,Total_Precipitation
Mueang Tak,TH6301,2017,274.4240894312785,108.47978870047051,144.92083151597143,165.7764937227129,271.61041407296204,409.10969435385783,26.101538043451537,4.6607293388532,1405.0835791795578
Ban Tak,TH6302,2017,262.2636226132489,98.82168595422954,133.13084463461806,150.550172639867,240.07902549470967,424.0306843160321,21.837601731296026,2.8797885102872227,1333.5934258942887
Sam Ngao,TH6303,2017,296.02898481852327,71.17072013438556,121.5451129707276,150.94957879441895,236.9030153665068,441.7916198305415,26.90541322144987,6.442076178158031,1351.7365213147114
Mae Ramat,TH6304,2017,209.32163076237137,216.37377182081633,282.87910542511474,297.11027054412693,212.6251542800782,331.32460152845755,25.389093869807674,4.346790180534271,1579.3704184113071
Tha Song Yang,TH6305,2017,228.20889282226562,232.71845054626465,297.8845467567444,302.1124086380005,259.71041107177734,290.8678026199341,52.327680587768555,6.500189542770386,1670.3303825855255
Mae Sot,TH6306,2017,189.84413166989336,212.5836822910981,337.7360519933246,320.76961881716807,191.03277599066928,271.2657312535432,18.955519364441063,0.961884972862834,1543.1493963530008
Phop Phra,TH6307,2017,226.69370882094535,237.45885301661664,371.34568762997225,286.8889049857179,225.88272675344027,218.65543995168386,14.137695398808658,0.9597330028793588,1582.0227495600643
Umphang,TH6308,2017,255.84485622919524,306.109270972472,436.71070680251495,272.99176025757424,236.04000028280112,259.894296338008,19.983022966751687,3.3207737812629112,1790.8946876305802
Wang Chao,TH6309,2017,221.31666861803348,135.79131948592413,207.5174931746354,161.7551160755736,249.44643479846346,358.2784337487894,38.81007930274986,6.160065229322991,1379.0756104334923
Mueang Loei,TH4201,2017,266.4395082521623,221.36633555922884,342.05938466471804,218.17243383698892,219.2158137618703,297.8478198808337,3.862739274860809,5.63798161209627,1574.6020168427592
Na Duang,TH4202,2017,284.33740671418303,243.01822351548023,367.2665926249041,259.718713154338,235.70601194511258,282.39038167385695,5.007306222281703,6.765424634335358,1684.210060484492
