,admin2Pcode,year,district,area_planted_rai,area_harvested_rai,production_ton,yield_planted_kg_rai,yield_harvest_kg_rai
1543,TH3117,2016,โนนสุวรรณ,22351,22021,8941,400,406
1544,TH3117,2017,โนนสุวรรณ,22246,20847,8276,372,397
1545,TH3117,2018,โนนสุวรรณ,25512,23599,7906,310,335
1546,TH3117,2020,โนนสุวรรณ,23181,22981,8319,359,362
1547,TH3118,2012,ชํานิ,82546,65522,23915,290,365
1548,TH3118,2013,ชํานิ,80146,61673,23066,288,374
1549,TH3118,2014,ชํานิ,85719,79685,29404,343,369
1550,TH3118,2015,ชํานิ,83308,81608,29297,352,359
1551,TH3118,2016,ชํานิ,81511,80012,29524,362,369
1552,TH3118,2017,ชํานิ,85138,82739,29538,347,357
1553,TH3118,2018,ชํานิ,84966,49648,15987,188,322
1554,TH3118,2020,ชํานิ,89630,85915,29898,334,348
1555,TH3119,2012,บ้านใหม่ไชยพจน์,68786,27541,10025,146,364
1556,TH3119,2013,บ้านใหม่ไชยพจน์,66246,61931,22853,345,369
1557,TH3119,2014,บ้านใหม่ไชยพจน์,66334,56110,20087,303,358
1558,TH3119,2015,บ้านใหม่ไชยพจน์,64557,64034,23372,362,365
1559,TH3119,2016,บ้านใหม่ไชยพจน์,71824,66793,24246,338,363
1560,TH3119,2017,บ้านใหม่ไชยพจน์,71251,61010,22635,318,371
1561,TH3119,2018,บ้านใหม่ไชยพจน์,68476,58571,19328,282,330
1562,TH3120,2012,โนนดินแดง,16580,16143,6506,392,403
1563,TH3120,2013,โนนดินแดง,11479,9785,3699,322,378
1564,TH3120,2014,โนนดินแดง,16580,15912,6317,381,397
1565,TH3120,2015,โนนดินแดง,16580,16545,6949,419,420
1566,TH3120,2016,โนนดินแดง,16308,15880,6384,391,402
1567,TH3120,2017,โนนดินแดง,16513,16168,6306,382,390
1568,TH3120,2018,โนนดินแดง,14572,12590,4835,332,384
1569,TH3120,2020,โนนดินแดง,16995,16845,6401,377,380
1570,TH3121,2012,บ้านด่าน,56964,49691,18684,328,376
1571,TH3121,2013,บ้านด่าน,54163,53581,20575,380,384
1572,TH3121,2014,บ้านด่าน,51492,49151,19120,371,389
1573,TH3121,2015,บ้านด่าน,42366,42069,16365,386,389
1574,TH3121,2016,บ้านด่าน,38754,37704,14591,377,387
1575,TH3121,2017,บ้านด่าน,39764,32478,11984,301,369
1576,TH3121,2018,บ้านด่าน,35393,26470,10006,283,378
1577,TH3122,2016,แคนดง,47603,42532,16375,344,385
1578,TH3122,2017,แคนดง,46741,29880,11623,249,389
1579,TH3122,2018,แคนดง,45308,33609,10889,240,324
1580,TH3122,2020,แคนดง,48117,47155,16929,352,359
1581,TH3123,2012,เฉลิมพระเกียรติ,72852,72852,27247,374,374
1582,TH3123,2013,เฉลิมพระเกียรติ,70561,69871,26621,377,381
1583,TH3123,2014,เฉลิมพระเกียรติ,69979,69503,27315,390,393
1584,TH3123,2015,เฉลิมพระเกียรติ,69665,68515,25693,369,375
1585,TH3123,2016,เฉลิมพระเกียรติ,74282,74121,28462,383,384
1586,TH3123,2017,เฉลิมพระเกียรติ,72827,69295,25293,347,365
1587,TH3123,2018,เฉลิมพระเกียรติ,75039,68696,25830,344,376
1588,TH3123,2020,เฉลิมพระเกียรติ,81500,77425,27641,339,357
1589,TH3201,2012,เมืองสุรินทร์,409551,362819,123721,302,341
1590,TH3201,2013,เมืองสุรินทร์,403822,383147,135634,336,354
1591,TH3201,2014,เมืองสุรินทร์,398976,388630,136798,343,352
1592,TH3201,2015,เมืองสุรินทร์,393217,383938,136298,347,355
1593,TH3201,2016,เมืองสุรินทร์,381297,371308,130700,343,352
1594,TH3201,2017,เมืองสุรินทร์,377982,368329,128915,341,350
1595,TH3201,2018,เมืองสุรินทร์,387590,317799,114090,294,359
1596,TH3202,2012,ชุมพลบุรี,301691,295265,118697,393,402
1597,TH3202,2013,ชุมพลบุรี,296536,268105,112336,379,419
1598,TH3202,2014,ชุมพลบุรี,296436,292582,123177,416,421
1599,TH3202,2015,ชุมพลบุรี,292230,289730,121687,416,420
1600,TH3202,2016,ชุมพลบุรี,289874,277182,111982,386,404
1601,TH3202,2017,ชุมพลบุรี,278741,254007,99571,357,392
1602,TH3202,2018,ชุมพลบุรี,295103,238082,91662,311,385
1603,TH3202,2020,ชุมพลบุรี,303163,277713,108586,358,391
1604,TH3203,2012,ท่าตูม,279685,257714,107209,383,416
1605,TH3203,2013,ท่าตูม,277735,236562,98883,356,418
1606,TH3203,2014,ท่าตูม,277435,271921,112575,406,414
1607,TH3203,2015,ท่าตูม,272517,247817,101605,373,410
1608,TH3203,2016,ท่าตูม,274504,254683,105439,384,414
1609,TH3203,2017,ท่าตูม,262200,252787,100356,383,397
1610,TH3203,2018,ท่าตูม,258485,209115,82182,318,393
1611,TH3204,2012,จอมพระ,141186,122152,48128,341,394
1612,TH3204,2013,จอมพระ,140870,138175,54579,387,395
1613,TH3204,2014,จอมพระ,140846,139665,56145,399,402
1614,TH3204,2015,จอมพระ,135832,133049,52421,386,394
1615,TH3204,2016,จอมพระ,141533,128202,48204,341,376
1616,TH3204,2017,จอมพระ,139272,134797,50279,361,373
1617,TH3204,2018,จอมพระ,142258,118147,42533,299,360
1618,TH3204,2020,จอมพระ,135207,116707,42831,317,367
1619,TH3205,2012,ปราสาท,386044,292133,95235,247,326
1620,TH3205,2013,ปราสาท,371022,346783,110277,297,318
1621,TH3205,2014,ปราสาท,369999,367018,113409,307,309
1622,TH3205,2015,ปราสาท,367911,365344,135177,367,370
1623,TH3205,2016,ปราสาท,363124,357859,131692,363,368
1624,TH3205,2017,ปราสาท,354598,345367,126059,355,365
1625,TH3205,2018,ปราสาท,356768,295386,106930,300,362
1626,TH3205,2020,ปราสาท,373903,351473,130045,348,370
1627,TH3206,2012,กาบเชิง,128827,72589,23882,185,329
1628,TH3206,2013,กาบเชิง,123174,122741,40750,331,332
1629,TH3206,2014,กาบเชิง,123286,122847,42751,347,348
1630,TH3206,2015,กาบเชิง,113996,113239,38954,342,344
1631,TH3206,2016,กาบเชิง,113392,111431,38109,336,342
1632,TH3206,2017,กาบเชิง,108943,106186,36103,331,340
1633,TH3206,2018,กาบเชิง,107517,106304,35931,334,338
1634,TH3206,2020,กาบเชิง,115432,114278,39426,342,345
1635,TH3207,2012,รัตนบุรี,186774,180279,91942,492,510
1636,TH3207,2013,รัตนบุรี,190637,162125,83008,435,512
1637,TH3207,2014,รัตนบุรี,190901,186889,86156,451,461
1638,TH3207,2015,รัตนบุรี,185216,178178,81962,443,460
1639,TH3207,2016,รัตนบุรี,184547,180616,82361,446,456
1640,TH3207,2017,รัตนบุรี,182956,173941,75143,411,432
1641,TH3207,2018,รัตนบุรี,185233,176500,79778,431,452
1642,TH3207,2020,รัตนบุรี,185946,178509,74974,403,420
1643,TH3208,2012,สนม,104744,94969,32859,314,346
1644,TH3208,2013,สนม,108188,108106,43134,399,399
1645,TH3208,2014,สนม,106998,104193,41886,391,402
1646,TH3208,2015,สนม,101169,97969,38208,378,390
1647,TH3208,2016,สนม,102807,101275,38282,372,378
1648,TH3208,2017,สนม,101087,99752,37307,369,374
1649,TH3208,2018,สนม,101498,92619,34269,338,370
1650,TH3208,2020,สนม,100518,99514,37318,371,375
1651,TH3209,2012,ศีขรภูมิ,346686,340530,139617,403,410
1652,TH3209,2013,ศีขรภูมิ,349436,327317,128636,368,393
1653,TH3209,2014,ศีขรภูมิ,349000,343175,131779,378,384
1654,TH3209,2015,ศีขรภูมิ,342321,302941,115118,336,380
1655,TH3209,2016,ศีขรภูมิ,345079,333279,127646,370,383
1656,TH3209,2017,ศีขรภูมิ,342321,332046,129830,379,391
1657,TH3209,2018,ศีขรภูมิ,333882,305625,117054,351,383
1658,TH3209,2020,ศีขรภูมิ,338989,328622,126848,374,386
1659,TH3210,2012,สังขะ,285604,280684,100766,353,359
1660,TH3210,2013,สังขะ,283163,270051,102349,361,379
1661,TH3210,2014,สังขะ,283063,275625,97847,346,355
1662,TH3210,2015,สังขะ,275962,270329,101914,369,377
1663,TH3210,2016,สังขะ,277612,274877,102529,369,373
1664,TH3210,2017,สังขะ,275962,268976,99252,360,369
1665,TH3210,2018,สังขะ,276917,212720,76579,277,360
1666,TH3210,2020,สังขะ,282484,271185,100067,354,369
1667,TH3211,2012,ลําดวน,99550,92870,30368,305,327
1668,TH3211,2013,ลําดวน,97873,97255,31511,322,324
1669,TH3211,2014,ลําดวน,96796,94001,38070,393,405
1670,TH3211,2015,ลําดวน,95072,93694,38415,404,410
1671,TH3211,2016,ลําดวน,96023,94741,38086,397,402
1672,TH3211,2017,ลําดวน,95756,94014,38546,403,410
1673,TH3211,2018,ลําดวน,97340,96445,35588,366,369
1674,TH3211,2020,ลําดวน,95354,91104,33526,352,368
1675,TH3212,2012,สําโรงทาบ,135186,127224,50253,372,395
1676,TH3212,2013,สําโรงทาบ,132514,112896,45610,344,404
1677,TH3212,2014,สําโรงทาบ,132364,130710,50977,385,390
1678,TH3212,2015,สําโรงทาบ,123129,117153,45338,368,387
1679,TH3212,2016,สําโรงทาบ,122602,119731,48132,393,402
1680,TH3212,2017,สําโรงทาบ,122629,118731,47967,391,404
1681,TH3212,2018,สําโรงทาบ,129636,113425,44236,341,390
1682,TH3212,2020,สําโรงทาบ,124945,122447,44326,355,362
1683,TH3213,2012,บัวเชด,80200,65625,23231,290,354
1684,TH3213,2013,บัวเชด,79505,77709,32793,412,422
1685,TH3213,2014,บัวเชด,78874,77889,32090,407,412
1686,TH3213,2015,บัวเชด,71178,68227,27973,393,410
1687,TH3213,2016,บัวเชด,70057,67591,26090,372,386
1688,TH3213,2017,บัวเชด,68562,66141,25266,369,382
1689,TH3213,2018,บัวเชด,63843,55458,20908,327,377
1690,TH3213,2020,บัวเชด,58076,57536,21749,374,378
1691,TH3214,2012,พนมดงรัก,53422,52544,18128,339,345
1692,TH3214,2013,พนมดงรัก,52294,51942,18076,346,348
1693,TH3214,2014,พนมดงรัก,49195,49008,16369,333,334
1694,TH3214,2015,พนมดงรัก,48848,48515,15961,327,329
1695,TH3214,2016,พนมดงรัก,48185,48087,15869,329,330
1696,TH3214,2017,พนมดงรัก,44879,44295,14440,322,326
1697,TH3214,2018,พนมดงรัก,50345,49750,15920,316,320
1698,TH3214,2020,พนมดงรัก,57252,56348,18031,315,320
1699,TH3215,2012,ศรีณรงค์,111204,94152,34365,309,365
1700,TH3215,2013,ศรีณรงค์,102723,87616,32418,316,370
1701,TH3215,2014,ศรีณรงค์,103179,100183,33661,326,336
1702,TH3215,2015,ศรีณรงค์,101009,95930,31849,315,332
1703,TH3215,2016,ศรีณรงค์,97982,95570,33354,340,349
1704,TH3215,2017,ศรีณรงค์,95082,92444,31893,335,345
1705,TH3215,2018,ศรีณรงค์,97903,82243,30101,307,366
1706,TH3216,2012,เขวาสินรินทร์,92566,83100,28503,308,343
1707,TH3216,2013,เขวาสินรินทร์,90874,90772,33495,369,369
1708,TH3216,2014,เขวาสินรินทร์,93033,90755,35576,382,392
1709,TH3216,2015,เขวาสินรินทร์,92833,91390,35825,386,392
1710,TH3216,2016,เขวาสินรินทร์,91706,88559,33298,363,376
1711,TH3216,2017,เขวาสินรินทร์,90247,87812,34159,379,389
1712,TH3216,2018,เขวาสินรินทร์,89459,72816,26942,301,370
1713,TH3217,2012,โนนนารายณ์,76156,70985,26761,351,377
1714,TH3217,2013,โนนนารายณ์,73572,69974,26730,363,382
1715,TH3217,2014,โนนนารายณ์,72468,71405,27134,374,380
1716,TH3217,2015,โนนนารายณ์,70291,68880,27001,384,392
1717,TH3217,2016,โนนนารายณ์,70530,68892,26179,371,380
1718,TH3217,2017,โนนนารายณ์,68750,68156,25831,376,379
1719,TH3217,2018,โนนนารายณ์,68467,64892,24983,365,385
1720,TH3301,2012,เมืองศรีสะเกษ,206527,203341,74016,358,364
1721,TH3301,2013,เมืองศรีสะเกษ,212800,165177,68053,320,412
1722,TH3301,2014,เมืองศรีสะเกษ,211805,209623,80286,379,383
1723,TH3301,2015,เมืองศรีสะเกษ,208628,205499,77062,369,375
1724,TH3301,2016,เมืองศรีสะเกษ,210050,203031,76340,363,376
1725,TH3301,2017,เมืองศรีสะเกษ,210707,201785,73450,349,364
1726,TH3301,2018,เมืองศรีสะเกษ,208755,204067,74280,356,364
1727,TH3301,2020,เมืองศรีสะเกษ,204733,203709,70280,343,345
1728,TH3302,2012,ยางชุมน้อย,101862,100229,38187,375,381
1729,TH3302,2013,ยางชุมน้อย,104451,69920,30905,296,442
1730,TH3302,2014,ยางชุมน้อย,103539,102658,42192,407,411
1731,TH3302,2015,ยางชุมน้อย,101986,100456,40986,402,408
1732,TH3302,2016,ยางชุมน้อย,103911,97077,37569,362,387
1733,TH3302,2017,ยางชุมน้อย,104058,91187,36566,351,401
1734,TH3302,2018,ยางชุมน้อย,102264,94040,36205,354,385
1735,TH3303,2012,กันทรารมย์,246417,242425,90909,369,375
1736,TH3303,2013,กันทรารมย์,239657,194448,82640,345,425
1737,TH3303,2014,กันทรารมย์,240222,239022,94414,393,395
1738,TH3303,2015,กันทรารมย์,236619,213079,82888,350,389
1739,TH3303,2016,กันทรารมย์,240108,232165,91241,380,393
1740,TH3303,2017,กันทรารมย์,241983,239878,91394,378,381
1741,TH3303,2018,กันทรารมย์,238763,231845,87869,368,379
1742,TH3304,2012,กันทรลักษณ์,305377,300796,106783,350,355
1743,TH3304,2013,กันทรลักษณ์,276466,266365,88930,322,334
1744,TH3304,2014,กันทรลักษณ์,274332,253032,78693,287,311
1745,TH3304,2015,กันทรลักษ์,270217,266164,81446,301,306
1746,TH3304,2016,กันทรลักษณ์,273102,268635,86232,316,321
1747,TH3304,2017,กันทรลักษ์,274964,248524,83256,303,335
1748,TH3304,2018,กันทรลักษ์,280569,252475,82559,294,327
1749,TH3305,2012,ขุขันธ์,359769,355213,127877,355,360
1750,TH3305,2013,ขุขันธ์,345021,330785,133637,387,404
1751,TH3305,2014,ขุขันธ์,345095,342335,128718,373,376
1752,TH3305,2015,ขุขันธ์,339919,334820,124553,366,372
1753,TH3305,2016,ขุขันธ์,340425,335991,124989,367,372
1754,TH3305,2017,ขุขันธ์,341797,308362,112860,330,366
1755,TH3305,2018,ขุขันธ์,347704,308261,110049,317,357
1756,TH3306,2012,ไพรบึง,116607,105353,40877,351,388
1757,TH3306,2013,ไพรบึง,120461,109232,45606,379,418
1758,TH3306,2014,ไพรบึง,118998,118018,41896,352,355
1759,TH3306,2015,ไพรบึง,117213,115455,40640,347,352
1760,TH3306,2016,ไพรบึง,116788,114104,40051,343,351
1761,TH3306,2017,ไพรบึง,117362,82343,29479,251,358
1762,TH3306,2018,ไพรบึง,120164,114408,40386,336,353
1763,TH3306,2020,ไพรบึง,121350,119352,42609,351,357
1764,TH3307,2012,ปรางค์กู่,170553,162310,59405,348,366
1765,TH3307,2013,ปรางค์กู่,162541,148903,48840,300,328
