admin2Name,admin2Pcod,Year,SM,SM_1,SM_2,SM_3,SM_4,SM_5,SM_6,SM_7,F_SM
Mueang Tak,TH6301,2014,31.96326919010362,27.479636286741382,36.93292450835271,99.11281454853037,143.08187777542824,164.56441108056674,113.1363924719814,72.55297102981604,86.10303711144005
Ban Tak,TH6302,2014,23.14866290018832,18.804444444444446,22.931864406779663,66.74937853107346,96.75536723163843,106.59378531073448,52.08979284369115,32.628097928436915,52.46267419962335
Sam Ngao,TH6303,2014,26.03326761951701,20.690487925086252,17.267718087727943,27.596944307540664,69.64154756037458,106.44529324790537,53.85515032035486,33.42548053228191,44.36948620009857
Mae Ramat,TH6304,2014,49.754205882352956,103.8053529411765,135.13955882352943,136.20650000000003,136.20650000000003,136.20650000000003,77.96273529411765,47.647970588235296,102.86616544117649
Tha Song Yang,TH6305,2014,123.04181818181819,183.9181818181818,310.80727272727273,341.80909090909097,341.80909090909097,341.80909090909097,282.71636363636367,230.56181818181818,269.5590909090909
Mae Sot,TH6306,2014,103.11398825413777,216.38525093433,283.24115056059804,285.64042979177793,285.64042979177793,285.64042979177793,225.9930993059264,175.49444741057124,232.64365323011214
Phop Phra,TH6307,2014,120.51845637583892,212.326976137211,355.0597874720357,377.23603653989557,377.23603653989557,377.23603653989557,318.18245712155107,263.31564131245335,300.13892850484706
Umphang,TH6308,2014,120.13219616204691,200.8567164179104,346.71023454157785,397.0452025586354,400.6880597014926,400.6880597014926,341.78933901918975,286.84626865671646,311.8445095948827
Wang Chao,TH6309,2014,39.46418259851737,39.2689426453375,93.96312914553259,213.6177916504097,232.80042918454936,232.83991416309016,174.70429184549363,123.81662114709326,143.80941279750292
Mueang Loei,TH4201,2014,48.910135900339746,49.596913929784826,86.07225368063419,163.7056342015855,235.12890713476784,201.56684597961498,165.2161664779162,124.86322197055495,134.38250990939974
Na Duang,TH4202,2014,36.99717162032599,36.780441035474595,67.77440076701824,144.1142377756472,215.6953499520614,178.11975071907958,140.47200383509107,100.49113135186963,115.05556088207096
Chiang Khan,TH4203,2014,79.55608079071767,80.39256553502365,109.31383755908898,198.67172324881824,266.677137945853,236.8630425440482,204.04507950150412,165.06020627417274,167.57245917490332
Pak Chom,TH4204,2014,83.80000000000001,101.10000000000001,159.0,261.70000000000005,331.65000000000003,293.85,255.45000000000002,210.65,212.14999999999998
Dan Sai,TH4205,2014,66.09740358915617,64.3373043146239,119.67873234058803,247.52913325696835,313.7750286368844,278.8792287132494,232.98056510118369,186.7384497899962,188.75198071783126
Na Haeo,TH4206,2014,78.36017699115045,74.26578171091445,119.87197640117995,232.8126843657817,292.26637168141593,261.0569321533923,218.9185840707965,176.4480825958702,181.7500737463127
Phu Ruea,TH4207,2014,54.5746935201401,52.447723292469355,98.92302977232926,202.9233800350263,274.269877408056,239.8884413309983,196.68721541155867,152.6245183887916,159.0423598949212
Tha Li,TH4208,2014,67.40863182618908,74.02436876101,142.17398708162065,256.8557839107458,325.37351732237227,288.8656488549619,245.8477980035232,199.29424544920727,199.98049765120376
Wang Saphung,TH4209,2014,37.76400718778078,36.83498652291106,78.56499550763702,164.76346810422288,245.3570170709794,206.196585804133,163.77486073674757,119.11717879604676,131.5466374663073
Phu Kradueng,TH4210,2014,35.006335988414186,31.119587255611872,41.81741491672701,128.64790007241132,211.0183562635771,173.40575669804488,132.46455467052857,91.6582548877625,105.64227009413467
Phu Luang,TH4211,2014,39.21417239555791,37.992966684294025,88.52919090428345,200.73067160232685,276.90227392913806,235.56620835536756,187.91184558434696,139.64685351665784,150.81177287149657
Pha Khao,TH4212,2014,33.79817884660286,31.073663320102742,48.08757879990661,129.75089890263837,210.4907774924119,171.25463460191455,130.59245855708625,89.5708615456456,105.57738150828862
Erawan,TH4213,2014,35.195204678362586,33.99230994152047,63.01502923976607,138.4687426900585,216.21807017543864,177.79090643274856,138.15657894736842,97.1995614035088,112.50455043859652
Nong Hin,TH4214,2014,36.7189335743335,34.525033890646185,66.43045639403525,159.01337550835973,244.3096249435156,204.43348395842753,160.1545413465884,115.37184816990512,127.61966222322638
Mueang Satun,TH9101,2014,169.9545335085414,225.30749014454665,215.24520367936924,237.13561103810775,237.13561103810775,237.13561103810775,237.13561103810775,237.13561103810775,224.52316031537453
Khuan Don,TH9102,2014,139.4111111111111,180.0666666666667,168.51111111111112,228.26111111111112,228.26111111111112,228.26111111111112,228.26111111111112,228.26111111111112,203.66180555555556
Khuan Kalong,TH9103,2014,130.14957983193275,169.92689075630258,158.3209320091673,228.20916730328497,228.20916730328497,228.20916730328497,228.20916730328497,228.20916730328497,199.9304048892284
Tha Phae,TH9104,2014,141.89667943805873,190.81800766283527,180.3257982120051,230.90906768837806,230.90906768837806,230.90906768837806,230.90906768837806,230.90906768837806,208.4482279693487
La-Ngu,TH9105,2014,146.9965277777778,207.03726851851852,200.8715277777778,246.5512731481482,246.5512731481482,246.5512731481482,246.5512731481482,246.5512731481482,223.45771122685187
Thung Wa,TH9106,2014,,,,,,,,,
Manang,TH9107,2014,121.26271676300577,158.32601156069362,147.39421965317922,230.29552023121389,230.29552023121389,230.29552023121389,230.29552023121389,230.29552023121389,197.30756864161847
Mueang Trang,TH9201,2014,84.66654719235366,121.58458781362009,117.08578255675032,215.52078853046598,215.52078853046598,215.52078853046598,215.52078853046598,215.52078853046598,175.11760752688173
Kantang,TH9202,2014,89.5,128.9,123.7,225.9,225.9,225.9,225.9,225.9,183.95000000000002
Yan Ta Khao,TH9203,2014,78.5190136660725,103.44093879976234,95.17991681521094,212.60695187165777,211.08865121806298,212.60695187165777,212.60695187165777,212.60695187165777,167.33204099821745
Palian,TH9204,2014,96.4492584269663,130.13541573033706,122.34139325842695,229.71842696629213,229.33928089887638,229.71842696629213,229.71842696629213,229.71842696629213,187.1423820224719
Sikao,TH9205,2014,,,,,,,,,
Huai Yot,TH9206,2014,70.10000000000001,99.0,92.7,203.4,203.4,203.4,203.4,203.4,159.85000000000002
Wang Wiset,TH9207,2014,,,,,,,,,
Na Yong,TH9208,2014,76.53437837837839,102.24843243243244,95.08302702702701,208.43027027027026,207.47437837837836,208.43027027027026,208.43027027027026,208.43027027027026,164.38266216216218
Ratsada,TH9209,2014,,,,,,,,,
Hat Samran,TH9210,2014,113.80000000000001,163.9,159.10000000000002,255.8,255.8,255.8,255.8,255.8,214.475
Mueang Yala,TH9501,2014,124.4916317991632,140.57907949790794,130.88535564853558,220.34435146443516,213.93096234309624,221.0355648535565,221.75606694560673,221.75606694560673,186.8473849372385
Betong,TH9502,2014,,,,,,,,,
Bannang Sata,TH9503,2014,,,,,,,,,
Than To,TH9504,2014,,,,,,,,,
Yaha,TH9505,2014,,,,,,,,,
Raman,TH9506,2014,121.09939718687205,134.63811118553247,124.57494976557268,212.1188211654387,206.89591426657734,212.1188211654387,212.1188211654387,212.1188211654387,179.46045713328866
Kabang,TH9507,2014,,,,,,,,,
Krong Pinang,TH9508,2014,,,,,,,,,
Mueang Trat,TH2301,2014,127.09504504504505,318.2144644644644,318.2144644644644,318.2144644644644,318.2144644644644,318.2144644644644,293.91799299299294,225.08593593593596,279.646412037037
Khlong Yai,TH2302,2014,,,,,,,,,
Khao Saming,TH2303,2014,125.39618406285074,318.27560793116356,318.27560793116356,318.27560793116356,318.27560793116356,318.27560793116356,289.14186307519645,220.55959595959595,278.3094603441826
Bo Rai,TH2304,2014,106.96499535747449,306.25988857938717,306.25988857938717,306.25988857938717,306.25988857938717,306.25988857938717,276.38142989786445,210.04568245125347,265.58644382544105
Laem Ngop,TH2305,2014,137.0,326.6,326.6,326.6,326.6,326.6,303.7,233.70000000000002,288.42499999999995
Ko Kut,TH2306,2014,,,,,,,,,
Ko Chang,TH2307,2014,,,,,,,,,
Mueang Phrae,TH5401,2014,46.487435400516794,37.950613695090446,77.09916020671835,183.91434108527136,206.85352067183464,176.11598837209306,128.22764857881137,89.09366925064602,118.21779715762275
Rong Kwang,TH5402,2014,54.67298674821611,46.11207951070337,83.35326197757391,188.32777777777778,222.34250764525999,194.58776758409786,150.81753312945978,112.9132008154944,131.6408893985729
Long,TH5403,2014,37.96948717948718,27.347692307692302,56.252435897435895,115.18288461538462,116.71166666666666,100.41858974358975,50.61589743589744,32.68621794871794,67.14810897435898
Sung Men,TH5404,2014,46.26404833836859,36.17406847935549,93.22588116817727,181.17517623363545,183.4659617321249,153.76832829808663,105.32708962739176,68.14133937562941,108.44273665659618
Den Chai,TH5405,2014,43.87400000000001,32.28,99.26466666666667,142.41533333333334,142.41533333333334,114.696,67.02066666666667,42.124,85.51125
Song,TH5406,2014,43.905737234652904,35.58766494549627,77.76735513482502,180.16821572002294,206.98014916810104,179.5217441193345,131.50166379804932,91.09397590361449,118.31581325301207
Wang Chin,TH5407,2014,38.77487179487179,28.92892307692307,42.49282051282051,108.13497435897436,132.7445128205128,123.80512820512821,71.50738461538462,45.001128205128204,73.92371794871795
Nong Muang Khai,TH5408,2014,48.59107913669065,39.81597122302159,78.0926618705036,183.16805755395686,214.923309352518,184.6789928057554,137.7694964028777,98.35496402877699,123.17431654676263
Mueang Nan,TH5501,2014,107.50479666319083,102.71876955161628,183.11491136600628,295.2932221063608,338.6429614181439,302.7677789363921,263.91762252346194,224.35703858185613,227.28963764337854
Mae Charim,TH5502,2014,,,,,,,,,
Ban Luang,TH5503,2014,93.6,85.45000000000002,152.65000000000003,257.45,289.5,263.4,225.8,188.45,194.53750000000002
Na Noi,TH5504,2014,107.39657320872276,100.56448598130842,136.07632398753893,235.03582554517138,283.94205607476636,254.5797507788162,217.6647975077882,182.5644859813084,189.7280373831776
Pua,TH5505,2014,106.52832369942199,106.07398843930636,230.95433526011564,371.27283236994225,405.5687861271677,362.05491329479776,324.8739884393064,280.41791907514454,273.4681358381504
Tha Wang Pha,TH5506,2014,110.85,108.30000000000001,225.15,357.0,396.20000000000005,353.0,314.95000000000005,271.7,267.14375
Wiang Sa,TH5507,2014,105.12695084221382,99.58370574080442,164.86019250601578,271.6650739085597,316.7440701271915,283.8728085252664,245.72279133722927,207.63936060501894,211.90186919903744
Thung Chang,TH5508,2014,,,,,,,,,
Chiang Klang,TH5509,2014,108.03576158940398,107.60596026490066,236.0635761589404,380.93907284768216,404.7119205298014,361.29006622516556,325.358940397351,280.7953642384106,275.600082781457
Na Muen,TH5510,2014,108.80000000000001,101.2,128.0,225.0,272.90000000000003,245.10000000000002,208.9,174.70000000000002,183.07500000000002
Santi Suk,TH5511,2014,112.30000000000001,111.4,223.70000000000002,349.8,395.8,353.70000000000005,314.20000000000005,270.8,266.46250000000003
Bo Kluea,TH5512,2014,108.0,108.5,199.3,339.0,377.1,343.0,307.90000000000003,262.40000000000003,255.65000000000003
Song Khwae,TH5513,2014,,,,,,,,,
Phu Phiang,TH5514,2014,110.60000000000001,106.6822966507177,190.70334928229664,304.7784688995215,351.3722488038278,315.16602870813404,275.7253588516746,235.3315789473684,236.29491626794257
Chaloem Phra Kiat,TH5515,2014,108.0,108.5,199.3,339.0,377.1,343.0,307.90000000000003,262.40000000000003,255.65000000000003
Mueang Phangnga,TH8201,2014,,,,,,,,,
Ko Yao,TH8202,2014,,,,,,,,,
Kapong,TH8203,2014,,,,,,,,,
Takua Thung,TH8204,2014,,,,,,,,,
Takua Pa,TH8205,2014,,,,,,,,,
Khura Buri,TH8206,2014,,,,,,,,,
Thap Put,TH8207,2014,,,,,,,,,
Thai Mueang,TH8208,2014,,,,,,,,,
Mueang Ranong,TH8501,2014,,,,,,,,,
La-Un,TH8502,2014,,,,,,,,,
Kapoe,TH8503,2014,,,,,,,,,
Kra Buri,TH8504,2014,,,,,,,,,
Suk Samran,TH8505,2014,,,,,,,,,
Mueang Chumphon,TH8601,2014,62.6,296.2,316.6,316.6,316.6,316.6,316.6,316.6,282.3
Tha Sae,TH8602,2014,,,,,,,,,
Pathio,TH8603,2014,,,,,,,,,
Lang Suan,TH8604,2014,,,,,,,,,
Lamae,TH8605,2014,,,,,,,,,
Phato,TH8606,2014,,,,,,,,,
Sawi,TH8607,2014,62.400000000000006,279.2,325.5,325.5,325.5,325.5,325.5,321.70000000000005,286.35
Thung Tako,TH8608,2014,62.400000000000006,279.2,325.5,325.5,325.5,325.5,325.5,321.70000000000005,286.35
Mueang Songkhla,TH9001,2014,57.27292225201072,51.57292225201072,41.03833780160858,96.9053619302949,78.72788203753352,123.79624664879356,225.83458445040213,225.83458445040213,112.62285522788203
Sathing Phra,TH9002,2014,40.102464065708425,33.27145790554415,28.465605749486652,47.09435318275154,37.75318275154004,93.46262833675566,213.4992813141684,213.4992813141684,88.3935318275154
Chana,TH9003,2014,88.56140939597316,84.55855704697989,69.50906040268458,166.32902684563757,148.41325503355705,197.5476510067114,234.84194630872486,234.84194630872486,153.0753565436242
Na Thawi,TH9004,2014,,,,,,,,,
Thepha,TH9005,2014,109.05138269402322,108.54879571810886,94.86958073148976,192.41998215878684,175.46797502230154,224.52390722569137,243.6653880463872,243.6653880463872,174.02654995539703
Saba Yoi,TH9006,2014,114.85576923076924,114.1346153846154,100.3,201.8019230769231,186.63269230769234,238.34615384615387,248.1134615384616,248.1134615384616,181.53725961538464
Ranot,TH9007,2014,41.92609924623115,34.914447236180905,29.639227386934675,33.54968592964825,28.507412060301515,98.36108668341711,212.8832286432161,212.8832286432161,86.58305197864323
Krasae Sin,TH9008,2014,39.88821138211382,32.981097560975606,28.181097560975612,44.49430894308943,35.82378048780488,99.12174796747968,210.02073170731708,210.02073170731708,87.56646341463414
Rattaphum,TH9009,2014,62.02120141342757,56.96012115093388,45.293488137304394,110.59162039374053,95.35623422513883,156.88753154972238,215.83775870772337,215.83775870772337,119.8482142857143
Sadao,TH9010,2014,,,,,,,,,
Hat Yai,TH9011,2014,78.31935483870967,74.69285714285714,60.70138248847927,136.93571428571428,124.23456221198157,180.84976958525345,225.19055299539173,225.19055299539173,138.26434331797236
Na Mom,TH9012,2014,,,,,,,,,
Khuan Niang,TH9013,2014,45.74619651347068,39.197147385103015,32.69619651347068,73.83011093502377,58.46774960380349,110.27741679873219,218.49128367670366,218.49128367670366,99.64967313787638
Bang Klam,TH9014,2014,59.047379912663764,52.117030567685596,41.27314410480349,96.99694323144107,81.3430131004367,130.0812227074236,224.55283842794762,224.55283842794762,113.74555131004368
Singhanakhon,TH9015,2014,42.285193133047215,35.413519313304725,30.130257510729614,55.44356223175966,42.9461373390558,93.6793991416309,218.45836909871247,218.45836909871247,92.1018508583691
Khlong Hoi Khong,TH9016,2014,90.5,86.7,71.8,169.4,158.9,212.70000000000002,233.10000000000002,233.10000000000002,157.025
Mueang Rayong,TH2101,2014,,,,,,,,,
Ban Chang,TH2102,2014,40.341889763779534,39.32629921259843,34.07070866141732,32.24582677165355,119.92220472440944,237.41795275590553,214.9149606299213,160.5037795275591,109.84295275590553
Klaeng,TH2103,2014,70.98277165354331,207.67411023622049,280.5928818897638,320.871937007874,328.57908661417326,328.57908661417326,289.27738582677165,220.2575748031496,255.8518543307087
Wang Chan,TH2104,2014,81.09810690423164,144.11102449888642,173.60033407572388,234.23630289532298,341.0610244988864,345.0930957683742,305.6100222717149,239.81080178173718,233.07758908685972
Ban Khai,TH2105,2014,68.0604347826087,94.3236231884058,98.82797101449276,119.00913043478262,244.6026086956522,309.8705797101449,274.6326086956522,212.1591304347826,177.68576086956523
Pluak Daeng,TH2106,2014,50.43726571113562,49.739305402425586,44.81080485115768,44.37767364939361,141.0581587651599,242.40402425578833,212.7938809261301,159.88654906284452,118.18845782800445
Khao Chamao,TH2107,2014,73.78813725490197,182.23392156862747,244.82607843137257,321.466568627451,331.06686274509804,331.06686274509804,290.38235294117646,223.32392156862747,249.76933823529413
Nikhom Phatthana,TH2108,2014,46.49429508196723,49.007868852459026,44.29108196721312,43.80052459016394,142.3379016393443,252.2131803278689,224.51790163934433,169.13265573770497,121.47442622950823
Mueang Yasothon,TH3501,2014,42.25520974289582,115.16859118929484,231.21653886633595,306.1012629679748,306.1012629679748,242.78197263569388,184.6683656592994,125.98675387159825,194.28499473763353
Sai Mun,TH3502,2014,42.706185567010316,119.18434864104968,234.23444236176192,310.12938144329905,310.12938144329905,244.3640581068416,186.53744142455486,128.43130271790068,196.96456771321465
Kut Chum,TH3503,2014,44.00164818237832,130.92724892174982,260.06940850277266,317.21407886629703,317.21407886629703,249.12114910659272,190.7665126309304,132.88450400492917,205.27482863524347
Kham Khuean Kaeo,TH3504,2014,41.80733967325041,125.81263106559372,255.52067788344303,302.0376493538161,302.0376493538161,240.7660814435503,181.50809558644227,122.71180199951229,196.52524079492804
Pa Tio,TH3505,2014,42.31021836506158,136.94605263157894,276.55405935050385,307.0780515117581,307.0780515117581,242.4110582306831,182.76884098544232,124.34269316909293,202.43612821948486
Maha Chana Chai,TH3506,2014,41.86974474474475,118.12377377377378,244.36243743743742,301.49476976976985,301.49476976976985,242.8692692692693,183.60010010010006,123.8268768768769,194.7052177177178
Kho Wang,TH3507,2014,42.17451205510907,125.20401836969006,263.1932261768083,303.0097014925374,303.0097014925374,246.83880597014934,186.8984500574053,125.82439724454653,199.5191016073479
Loeng Nok Tha,TH3508,2014,44.15833763551884,151.08003097573564,304.8028394424369,317.24525554981943,317.24525554981943,245.70032008260185,187.07139907072795,130.5707898812597,212.2342785234899
Thai Charoen,TH3509,2014,44.261473684210536,144.9298045112782,295.42318796992487,318.32914285714287,318.32914285714287,249.54075187969926,190.2204812030075,132.7525413533835,211.72331578947373
Mueang Lamphun,TH5101,2014,39.98249048395868,27.459216965742257,36.345894507884715,86.77205002718871,95.28907014681894,90.09488852637305,45.69086460032628,29.729526916802616,56.420500271886915
Mae Tha,TH5102,2014,32.800000000000004,24.0,22.8,65.0,79.30000000000001,77.2,36.9,25.900000000000002,45.4875
Ban Hong,TH5103,2014,30.035585585585594,22.608408408408412,21.2942942942943,55.17822822822824,66.20825825825827,66.77792792792795,35.42942942942943,25.30600600600601,40.35476726726728
Li,TH5104,2014,25.015167785234905,19.61042505592841,16.345480984340043,39.24308724832214,61.33489932885906,76.85326621923937,36.495794183445184,25.636778523489934,37.566862416107384
Thung Hua Chang,TH5105,2014,32.4551637279597,23.524265323257765,20.867842149454244,58.35533165407221,82.05482787573467,89.05071368597815,41.63173803526448,27.64089000839631,46.94759655751469
Pa Sang,TH5106,2014,27.30523672883788,21.076972740315636,20.045767575322813,58.06391678622669,64.46441893830702,62.04325681492108,34.489311334289816,24.908464849354377,39.04966822094691
Ban Thi,TH5107,2014,56.61789052069426,36.43417890520694,65.21121495327102,128.3890520694259,128.3890520694259,120.03311081441923,69.96194926568758,40.56328437917223,80.69996662216289
Wiang Nong Long,TH5108,2014,29.8568115942029,22.524347826086956,21.633043478260873,56.75333333333333,66.20492753623188,65.43536231884059,35.3559420289855,25.343478260869563,40.38840579710145
Mueang Lampang,TH5201,2014,43.82165642376354,29.452414398595263,51.511735440444824,102.22390986245249,111.23798653789876,108.21235001463275,56.361018437225646,33.95185835528241,67.09661618378695
Mae Mo,TH5202,2014,39.245684695051786,27.496777905638666,56.9192174913694,111.0355581127733,111.0355581127733,97.82727272727274,49.673532796317616,31.593670886075948,65.6034090909091
Ko Kha,TH5203,2014,35.156658711217176,25.35164677804296,26.4744630071599,67.45675417661097,100.52735083532218,101.91489260143199,49.783770883054885,31.279999999999998,54.743192124105
Soem Ngam,TH5204,2014,29.700000000000003,22.3,19.433333333333334,50.56666666666666,78.56666666666668,82.83333333333334,37.36666666666667,26.066666666666666,43.354166666666664
Ngao,TH5205,2014,59.588446215139435,47.659760956175305,99.2585657370518,188.65162208309619,208.38981217985202,188.60717131474107,142.39248719408084,102.95685828116108,129.6880904951622
Chae Hom,TH5206,2014,89.43061088977423,72.36308100929615,131.31686586985393,216.31806108897743,231.3264940239044,218.46387782204513,169.09448871181942,126.43937583001328,156.8441069057105
Wang Nuea,TH5207,2014,113.21522264411458,98.0211253020366,168.95253710735244,260.9898515705903,284.59858474283743,270.3476009665171,227.96855367621677,186.84024853296515,201.3667155678288
Thoen,TH5208,2014,24.724024390243905,19.741219512195123,16.496463414634146,31.051585365853658,64.5340243902439,82.42585365853658,38.86426829268293,27.31658536585366,38.14425304878049
Mae Phrik,TH5209,2014,23.89221556886228,19.24830339321358,16.14071856287425,26.40339321357286,61.801397205588835,85.96626746506986,40.04850299401198,27.865269461077848,37.670758483033936
