system:index,admin2Name,SR,SR_1,SR_2,SR_3,SR_4,SR_5,SR_6,SR_7,SR_p75
00000000000000000025,Mueang Tak,3.389388541874712,5.873368077814355,5.409613832598746,6.960646583204026,8.09486255104727,9.933322965685274,8.737616978618727,5.568844345939937,6.931270378510762
00000000000000000026,Ban Tak,3.3966334808800274,6.673803874321397,6.326746666304959,6.50832829193104,10.163501933424193,10.448869087414055,9.27450031038881,5.579200110967514,7.6876805940957675
00000000000000000027,Sam Ngao,3.297926041535154,7.618703202815395,4.956174640383532,6.880602175971571,9.153325416203678,8.694290186008844,7.225187984038706,5.534742610823386,6.7307104711529835
00000000000000000028,Mae Ramat,2.254978753246291,,,,10.316304855084303,7.01507404314709,5.937298273968004,4.167097968516877,5.8141032776464465
00000000000000000029,Tha Song Yang,2.8446123729515733,,3.296239646084337,,10.918101568656644,9.542290097641748,8.080472407923587,6.371775787108163,7.47827488930208
0000000000000000002a,Mae Sot,2.2113735812602706,,,,8.329616447241317,6.5452225333590075,5.812346963382241,3.8441922631267413,5.18556572028976
0000000000000000002b,Phop Phra,2.991454360323469,,,9.077712432096428,6.631240397076329,6.832195187274124,6.773839410473947,5.767835836617119,5.783545528942402
0000000000000000002c,Umphang,3.4289418136440704,-1.0890788896704737,,,9.402448154743654,7.1597621717830755,6.249230376460352,4.4203144346847525,5.791507027268069
0000000000000000002d,Wang Chao,3.849076299401657,5.802844041759133,6.746946008463811,7.817106725022664,7.4032777525314275,9.02409387630484,8.093242093272936,5.4913419360008024,6.627795809155826
000000000000000002c4,Mueang Loei,4.007162553062742,5.255083509618616,,7.4887563057295505,10.445348478194582,8.520139019781187,4.926070461732751,5.725050767624156,5.967799390665102
000000000000000002c5,Na Duang,3.0502417076001156,4.75109639047866,,7.256600890097745,8.989183957976794,7.9641771807609025,7.052799785585992,6.262165911383191,5.844798361875764
000000000000000002c6,Chiang Khan,4.1115857911410645,5.146355552267606,,5.7527488790808725,11.539441613405481,8.619104184758307,4.112570503945923,5.290919204513861,5.87313802093469
000000000000000002c7,Pak Chom,3.7758406418614676,5.044845815755403,,6.472844774800857,4.516016352034556,7.666698416926301,3.9074965724329553,5.35166335950583,5.243515329977305
000000000000000002c8,Dan Sai,3.355639046993045,4.056037044461199,,7.091320663140383,8.940644703091255,6.8335436172580515,6.314244886645812,5.199966049634774,5.434617390784899
