system:index,admin2Name,GCI,GCI_1,GCI_2,GCI_3,GCI_4,GCI_5,GCI_6,GCI_7,GCI_p75
00000000000000000025,Mueang Tak,2.3767048543654727,3.0904959900001825,3.312736959511475,3.835072446542303,4.178317615714084,4.8838270844631495,4.868100876116403,3.565377363848438,3.8954670202755315
00000000000000000026,Ban Tak,2.37541001058898,3.7359656242119885,3.8652631505695885,3.933948075619054,4.906325490198306,4.835757807113309,5.464911476235527,3.527686615676741,4.201239385165097
00000000000000000027,Sam Ngao,2.3412141774013735,3.7209196552428283,3.12424667584625,4.213909396066554,4.59223563852488,4.414284328509082,4.204684446357848,3.5156114639680958,3.7960565873954137
00000000000000000028,Mae Ramat,1.559864201528993,,,,4.771617542858629,3.8864221399034475,3.818730572153661,2.951921850921576,3.3638766768647432
00000000000000000029,Tha Song Yang,1.8862343957236951,,2.2616247933499425,,5.026437950482043,4.755755146663523,4.644500117496483,4.022823130138886,4.054240217008202
0000000000000000002a,Mae Sot,1.5679229580032077,,,,4.177656814463111,3.6069074811339834,3.7517884468654223,2.7667867504427797,3.1211269421990315
0000000000000000002b,Phop Phra,2.2555119703145174,,,3.4624818673401108,3.9204405979221795,4.076105186808379,4.341230621993562,3.9298218906846483,3.7046706989787936
0000000000000000002c,Umphang,2.3071364351431876,3.3958460084777724,,,5.46091777270797,4.334576555595429,4.090464002700652,3.2819542683095793,3.729323982174535
0000000000000000002d,Wang Chao,2.6433979121286475,3.2985447986691816,3.554232658730007,4.32647312139837,4.204413033570304,4.638466795034092,4.64072795582691,3.4944153131171105,3.876176510201065
000000000000000002c4,Mueang Loei,2.5608851895382316,3.3011326406929893,,3.8684254154153623,5.0335730291383305,4.640115840329895,3.0416554123990474,3.8102200942318056,3.5817592900234914
000000000000000002c5,Na Duang,2.0975670104322353,3.1114034737025706,,9.253823243425948,4.9098039141695,4.673511183004468,3.919750428591003,4.154753768485545,3.7250345713961703
000000000000000002c6,Chiang Khan,2.6670823504452605,3.2731628254473435,,3.286650856249448,4.8651623784219975,4.685520102868602,2.669247436336698,3.5679856105200614,3.5426534756721004
000000000000000002c7,Pak Chom,2.501649347152761,3.2513177359107654,,3.837016724476891,2.9893796408135955,4.377691666109023,2.7325880726593565,3.755767192376275,3.367206644909473
000000000000000002c8,Dan Sai,2.3807417645066673,2.829747582823684,,4.1005304483288425,4.6625676023376466,4.264727446438296,3.6172625992490293,3.726749833080044,3.5032008241810892
000000000000000002c9,Na Haeo,2.564218146933905,3.0856173228324617,,3.8424314335919147,5.09676748804623,4.689399557408158,3.793602734266941,3.7028025080147007,3.7237256645691987
000000000000000002ca,Phu Ruea,2.6751865975352573,3.7771537785256872,,3.9655456430980602,4.4519157616956395,4.408114523728691,3.5771012001514566,3.858056168804323,3.760704528302972
