system:index,admin2Name,SM,SM_1,SM_2,SM_3,SM_4,SM_5,SM_6,SM_7
00000000000000000025,Mueang Tak,92.53956791698558,113.77128944458627,134.14942587394748,154.80594539423333,162.87932720932218,174.42847239942176,125.60315556689642,91.82117887216133
00000000000000000026,Ban Tak,81.31594627971596,83.9252624266749,82.21971287434393,91.24689719049093,98.31085211485029,109.45641401667183,62.4401667181229,38.66558351343007
00000000000000000027,Sam Ngao,75.27403113226836,74.93490844309456,69.51084080488306,79.83522385444354,91.6761280336439,102.54160801378467,54.893934172483306,32.52837825998073
00000000000000000028,Mae Ramat,86.67507962199132,122.18534955359475,122.65119302459145,122.65119302459145,122.65119302459145,122.65119302459145,73.32988565759929,46.702464365895686
00000000000000000029,Tha Song Yang,210.14420516192672,317.49500657570303,370.46234588196614,382.23393884596413,382.5523261548577,382.5523261548577,330.8640309058031,292.15253575538395
0000000000000000002a,Mae Sot,132.45116089613035,230.815132382892,248.80081466395106,248.80276985743373,248.80276985743373,248.80276985743373,197.02678716904268,158.95936863543784
0000000000000000002b,Phop Phra,177.9740599055836,286.07858538173537,343.13881653915024,346.8583998046557,346.8583998046557,346.8583998046557,296.30304411525316,254.7411443919909
0000000000000000002c,Umphang,269.4182603754033,370.75016797873957,437.3757676043391,438.7577562720421,438.7577562720421,438.7577562720421,391.9798525798528,347.4375386518244
0000000000000000002d,Wang Chao,102.66262211367678,148.64426065719357,212.31648534635883,242.71490896980467,242.71529751332156,242.71529751332156,192.64161856127893,154.10960257548845
000000000000000002c4,Mueang Loei,150.5238496354036,190.1962660296707,210.6192356047272,286.12273070153395,294.79713980387226,268.27222780990695,219.7906022127231,179.93734598943928
000000000000000002c5,Na Duang,121.50956990734342,154.40922417369663,170.39623841792286,249.6684552620661,268.0334946757019,237.92053657861987,190.00594661872498,150.42949799474488
000000000000000002c6,Chiang Khan,231.94992427110932,274.9910261264672,290.0312570995834,371.06990723210896,373.97777357061716,352.3370314274897,304.66620598258226,264.7703900037863
000000000000000002c7,Pak Chom,236.48737162106636,296.786254210829,329.3413441787855,375.58097937720805,375.9218305808889,349.15431764029245,301.34090050119124,261.2517788185029
000000000000000002c8,Dan Sai,176.04518735362998,208.6684192037471,243.7588407494145,321.48339578454335,328.61329039812637,298.053799765808,248.02267564402806,207.45489461358312
000000000000000002c9,Na Haeo,225.2539023452518,249.4923106497501,269.56046392413174,342.6173523003973,346.81657054978854,320.63643470460084,271.2185057029347,232.99156734589263
000000000000000002ca,Phu Ruea,166.89197443181814,189.19280303030297,210.46639441287874,285.98459990530296,297.68606770833327,270.30576467803024,221.804296875,182.43294270833334
000000000000000002cb,Tha Li,194.45531105031523,239.6322588319258,271.67828000475794,334.5565956940645,336.0930534078743,310.91736648031394,261.4921256096111,221.39734744855483
000000000000000002cc,Wang Saphung,111.96063203777702,139.74375590265163,169.25975299673087,246.4271703596077,261.34358881220487,230.78559389756623,183.3490083545223,144.21328005811841
000000000000000002cd,Phu Kradueng,63.71484039769754,62.746153846153845,75.2811093668237,134.65577184720044,161.10609105180535,134.16797488226058,98.85276818419676,71.38852956567247
000000000000000002ce,Phu Luang,97.8496138443936,114.51152745995424,144.9481836384439,233.43332379862707,258.34696796338676,225.93243707093822,178.37162471395882,139.1067362700229
000000000000000002cf,Pha Khao,62.754419616373355,70.20545778129326,87.77314613407161,150.31194384022152,175.28157010085033,146.50624876408943,108.4647617164327,78.42333399248567
