system:index,admin2Name,GCI,GCI_1,GCI_2,GCI_3,GCI_4,GCI_5,GCI_6,GCI_7,GCI_p75
00000000000000000025,Mueang Tak,2.2033744060679616,2.545485586912331,2.9880839518288687,2.8407754769451805,4.14266201551479,4.237977780480475,4.609375244572537,3.453142005207657,3.793703693930268
00000000000000000026,Ban Tak,2.3417687029845498,2.4614415576420297,3.389711936952359,2.03169587738714,4.213452210005547,4.945461591387357,5.128959462016622,3.5799858902085595,4.049687934906217
00000000000000000027,Sam Ngao,2.7214419183591225,2.594701526858627,3.4546068314685896,2.7531062830185165,3.7251328012342673,4.859616472435817,4.879446011178348,3.9206174950940635,3.8933567513443537
00000000000000000028,Mae Ramat,1.6107332813834772,,,,4.440438275901498,4.597675699174003,4.21011566484094,2.966481532628786,3.4375086281390668
00000000000000000029,Tha Song Yang,1.9578226553466345,,,,5.484101667987251,5.459871998510979,4.943868592934098,4.54876958362575,4.442776796546322
0000000000000000002a,Mae Sot,1.5523412015330251,,,4.509517709213952,3.515243186501033,4.499935984358765,4.306286809362207,3.0255260608832204,3.411035276767458
0000000000000000002b,Phop Phra,2.241128276836125,,,4.960678263217051,3.0248180068532355,4.462082419715355,5.388873203470848,4.346700068641972,4.188584604353914
0000000000000000002c,Umphang,2.39543776706566,2.459100353655651,2.8774714406790975,5.479313359750828,4.216747848799623,4.977808948079989,4.592368570266172,3.9302330739955407,3.9702701857020894
0000000000000000002d,Wang Chao,2.072364950327277,,3.183834087397434,3.495244682677832,4.963311286518625,4.223615001811013,5.1792830953710345,3.8176554753010232,4.046030701240309
000000000000000002c4,Mueang Loei,2.8489255256785158,,,,4.406580082020183,5.283763264456551,4.569099666470334,3.617727827064901,4.104750896261754
000000000000000002c5,Na Duang,2.757415497893639,4.911814407287365,,,4.127841935285646,4.6190890935163695,4.84617364190841,3.740001099442936,3.993120216889088
000000000000000002c6,Chiang Khan,2.6398167188092985,,,,4.5162416863250545,5.433965445723561,4.138880352073712,3.4778566785006344,3.9856819563722294
000000000000000002c7,Pak Chom,2.9367062688440013,,,,4.655685390414236,4.910454629374189,4.496602499550588,3.828895523853888,4.158375572808272
000000000000000002c8,Dan Sai,2.520856983794473,,,,4.707745450622761,4.9414780514374135,4.353808510420691,3.6058969354414288,3.9659174891166167
000000000000000002c9,Na Haeo,3.11133492465617,,,,4.595536495485566,5.197241130871384,4.516265826820589,3.675797065326571,4.145379214096554
000000000000000002ca,Phu Ruea,3.0323692438204706,,,,4.310039615887844,5.334173957170525,4.4496313757777095,3.814494803545004,4.169342057214833
000000000000000002cb,Tha Li,3.3455073396769937,,,,4.579306684109385,5.772822068231953,4.8153202005292615,3.533648996255509,4.397296230879017
000000000000000002cc,Wang Saphung,2.8779058918041582,,,,4.108961361419084,4.631482427018128,4.72968322337467,3.7215201394318984,4.006980286876949
000000000000000002cd,Phu Kradueng,3.0561672650591416,3.69287849366128,2.330117136403794,,5.009805048187113,4.426282093416664,4.64478017210091,3.2530836450054417,3.826498587238806
000000000000000002ce,Phu Luang,2.6540569154894054,,,,4.329822082084394,4.65612036529968,4.896402210163843,3.6262568512447055,4.011601560992441
000000000000000002cf,Pha Khao,2.9025941112104197,2.9765309607953014,2.3640233734169795,,4.475755405878958,4.7346184941113405,4.8732184671514425,3.296783333729093,3.7801143497760807
000000000000000002d0,Erawan,2.9380427801647966,3.216394995474976,2.406092673775283,,3.9716896360965737,4.971356782419298,5.313713501432511,3.8475727915877114,4.202016547862053
000000000000000002d1,Nong Hin,3.0510390370197853,,,,4.242598941137358,4.574099827092072,4.6697378315262075,3.4659221628981967,3.963106147311525
000000000000000000ef,Mueang Satun,2.837458843219804,4.389766711016307,4.631096446488046,4.4266082411992755,3.6808245256840753,4.563118802220689,5.457473272142218,4.579780973293823,4.4227092353573205
000000000000000000f0,Khuan Don,4.222415289688905,4.5781174236464715,4.391484794781171,4.375389005239,5.063290344378912,4.348603950003671,5.372138231816667,4.7042424864443655,4.672924906320871
000000000000000000f1,Khuan Kalong,6.570579455418411,5.4149915416219745,6.102647418689609,5.2200068445532715,4.107931029728718,7.059517503194901,5.7845543415285485,5.853554752120491,5.953601709128634
000000000000000000f2,Tha Phae,5.433028811474192,5.876974117533088,5.664462494341714,4.80713778214976,4.25791732629264,6.198298356537389,5.869499030237056,6.893756040008278,5.821223891753654
000000000000000000f3,La-Ngu,5.159949504272248,4.982599767727361,4.623306267501041,4.029678368901594,3.499362893384249,5.551603877905163,5.147649242877206,6.513243943756835,5.188534125013009
000000000000000000f4,Thung Wa,5.516321984773341,4.567145427764284,4.967454274488533,4.92304821900715,3.2208399127773855,6.376067324362883,5.632211239405281,6.231254264361937,5.527799976299633
000000000000000000f5,Manang,6.861198363167709,6.439203390544204,5.326175683423864,4.2305623022090755,3.843857209504221,6.913650820630469,5.768460476575483,6.070013327963384,6.009072834854477
000000000000000000f6,Mueang Trang,5.918594428364464,5.357311608227857,5.648622011389528,,3.3873148032023073,6.622330553945954,5.402044199996349,6.580923071645756,5.744587230828027
000000000000000000f7,Kantang,5.935549251110384,5.005990988799232,6.259798846173838,3.4504728907207984,3.3029347142876286,6.326502183368616,,7.3914554793959235,5.798222591989737
000000000000000000f8,Yan Ta Khao,7.309464383447544,6.218301967179858,5.78774461674821,3.70990708853477,3.734995113169028,7.628145124755579,4.436661302004499,7.424042462850315,6.722422524615663
000000000000000000f9,Palian,6.960975079949656,6.035510105900507,5.709435245354317,3.889920190545826,4.2670994289464685,6.76162125059622,4.109548823989682,6.921080204180197,6.324953466133828
000000000000000000fa,Sikao,6.532040314405371,5.9912594572897,5.957974379162163,4.475459416310204,3.9458791717495316,6.286539018509876,5.293585713989256,7.882567945280263,6.173243727206706
000000000000000000fb,Huai Yot,6.089957342221269,6.324943256604311,6.817286054747177,4.179054024471311,3.8999510743385177,6.851692567492789,5.877670851946835,7.550099824256178,6.199869188176767
000000000000000000fc,Wang Wiset,6.711917148647948,6.412049050835279,6.84626814735096,4.547841416530553,3.825524769615165,6.96124886703329,5.90914148159259,7.8024351714666285,6.387109938621954
000000000000000000fd,Na Yong,6.36615971445973,5.076380865648825,4.965625768775628,,3.6126564220527473,6.916723544344525,4.4299486313796645,6.620152810848828,5.868622704932895
000000000000000000fe,Ratsada,6.350464673335017,6.186079540700595,6.567708946102145,4.039823588455085,5.202590519120001,6.5446765094885455,5.842071994872626,6.3894638007976345,6.082588493392624
000000000000000000ff,Hat Samran,5.735784753305754,6.107894069279505,5.251047537278728,3.258954934710367,3.774987518922637,7.021184053004214,4.6255533060015,7.8216017539855835,6.344589216759833
00000000000000000117,Mueang Yala,3.399641378225365,4.037146596728657,3.8599366235881125,4.190127638314657,3.7044077878946147,4.485457674359074,5.204261667051293,4.6868796068168885,4.269089445291065
00000000000000000118,Betong,6.438517113412311,6.763488939482186,6.336414109653841,7.527901712769521,5.2475980946843865,8.69046559690483,7.370323986984265,6.408717009346813,6.889772730455162
00000000000000000119,Bannang Sata,5.989117178704733,6.029314380001589,4.99384506099289,6.227107187919282,5.935119228591406,6.816024835697652,6.909668265816752,6.00864625335674,6.125907979322825
0000000000000000011a,Than To,4.652059342656751,3.2100769100685427,4.018440269123742,3.977999945644223,2.4768229768477372,5.441083692509777,5.075402381781243,3.4369135086661955,4.443236357281455
0000000000000000011b,Yaha,5.161205166469688,5.859926982983334,4.6184249355714675,,,6.076817314988038,6.604543233649325,5.44880276819658,5.684745889655394
0000000000000000011c,Raman,3.610112426188015,3.7048522928575496,3.430643774077687,4.430249158081887,4.552115192147871,5.299041840506654,4.957553875936208,4.104028444381351,4.275589641155012
0000000000000000011d,Kabang,6.489607395827241,6.213933198972833,5.452604747385276,,,6.5180147309459056,7.283601900496645,6.28727700200656,6.396274279289824
0000000000000000011e,Krong Pinang,4.929061627395268,5.773795260116622,5.512299717872622,5.88904781898671,5.2121967513648455,7.13319643942858,7.295684863675008,5.775978844066668,5.999631104900483
000000000000000001cb,Mueang Trat,4.617235787320372,4.418316949117725,5.97717523446388,5.4895305164426915,5.980263346695703,5.744309691453097,5.696871518627048,5.783164303064352,5.460518801374858
000000000000000001cc,Khlong Yai,3.6632655422966636,3.6667758141753266,,4.462238496820249,4.4584402495838535,4.466779880093207,4.787675512581831,3.963729588075426,4.234186235591466
000000000000000001cd,Khao Saming,5.059293146790683,5.507152545651757,5.386235273025897,5.468905305648024,6.184752150158309,5.971858696272309,6.1892109059926925,6.269755330769099,5.82633467319665
000000000000000001ce,Bo Rai,5.063129544594589,6.202968362928492,2.2829457696937343,5.888259281629738,6.2361812858754835,5.978382372373597,5.94943153885182,6.264178650264248,5.902899251915056
000000000000000001cf,Laem Ngop,4.460185529128626,5.025259771952266,4.148169056681874,7.001239249326305,5.872542893263121,6.7421573155617045,6.282820701913726,6.936713518875809,6.2345333648821954
000000000000000001d0,Ko Kut,5.731141408426546,5.5597303352013645,,4.494995058664939,5.323108069513915,7.283636927790212,6.760579790268618,6.911733918639198,6.348643429587338
000000000000000001d1,Ko Chang,5.407473090851434,2.1084256347922063,,6.9942461260597035,5.223024271058706,6.180261809866199,6.5675548698160675,6.793825312071491,5.711726754073332
0000000000000000036a,Mueang Phrae,2.46743859218596,2.7584929356341723,2.3931746711477904,2.5835624332075,3.2593367687789194,4.307608121867023,3.796387641826707,2.3135587813716763,3.127070739136399
0000000000000000036b,Rong Kwang,2.5123728537584022,2.855149796210344,2.401737044869138,3.267020940321043,2.8787040171189475,3.9892403775617913,3.8760033183799267,2.814265774975043,3.0730882347338393
0000000000000000036c,Long,2.788416331754407,3.3943708046193106,3.2780132675570175,3.6256435828418394,3.822616213788534,4.194089285121805,4.897402906255937,3.0915768732746827,3.6411738560863
0000000000000000036d,Sung Men,2.0266170518182944,2.169967920532625,2.237002097855837,3.0292695504265406,4.061617493827695,4.066764207548105,3.3037094798089637,2.0940772277522064,2.867169162357544
0000000000000000036e,Den Chai,2.3065082583587855,2.7537958631633543,3.8219531143077754,3.3538321002366245,4.777367558374229,4.188587403371482,3.597134365120363,2.580424058884891,3.1195296879931673
0000000000000000036f,Song,2.392285360334341,2.9783823307931114,2.677714384378031,3.4502967194148484,3.310067749623809,3.536402615690071,3.9492292613161903,2.9025038075942398,3.1792357863346803
00000000000000000370,Wang Chin,3.2419143689900665,3.49674909662146,2.94205100770607,3.473144670249824,4.033918706806736,5.256830348338027,5.0025445812277045,3.2695463199176813,3.9055264834996777
