system:index,admin2Name,WS,WS_1,WS_2,WS_3,WS_4,WS_5,WS_6,WS_7
00000000000000000025,Mueang Tak,1.9433567363770474,1.2475253005749163,2.0470574479869326,1.8948581363947308,1.025277484806632,0.4109491621901519,0.7088814498526874,0.8102305149466205
00000000000000000026,Ban Tak,1.7054894879086917,1.2166129492981765,1.8236006529215918,1.600761419488177,0.9222817630870537,0.40653318347594025,0.6769762539791311,0.8062474952875199
00000000000000000027,Sam Ngao,1.5454075594962828,1.1295102045966896,1.6649892195518263,1.5261219047731964,0.760288199504102,0.5028230918519414,0.6844437342401918,0.8270385188575223
00000000000000000028,Mae Ramat,1.4672139996787898,1.0867255570348007,1.6183285125311275,1.5409999823127838,0.8204513409242616,0.6244980435552456,1.0819659021386743,1.3080047479552348
00000000000000000029,Tha Song Yang,1.1782698651429016,0.999990606023467,1.3648976981685035,1.2119803154883373,0.7035365762033011,0.5065549787329576,0.8642091908361718,1.0274103570343915
0000000000000000002a,Mae Sot,1.680004803455993,1.18250759683915,1.8486831553819605,1.7782765062108372,0.9626401309934142,0.6846959818186812,1.4051937251681454,1.7221029628947904
0000000000000000002b,Phop Phra,1.5348678907237117,1.1642679722048563,1.815238472485481,1.75462566212687,0.9984796884342416,0.6838953904207893,1.3605745860515863,1.6168169180905776
0000000000000000002c,Umphang,0.9567771121148879,0.9370852498643908,1.4472691675940694,1.4180935535967656,0.8357379038429601,0.7168641330056538,1.3918491264885617,1.5527949450961296
0000000000000000002d,Wang Chao,1.8346397583918737,1.2265290903625252,2.2420548848645327,2.3176314587968663,1.1508995879442003,0.5652373976412912,1.083811865429553,1.143945104976956
000000000000000002c4,Mueang Loei,0.6359454013226167,0.8145433146488796,1.1428051822752092,1.6625754555404797,0.20002254425092,0.7055597764908424,0.815637707474592,1.3692737872919833
000000000000000002c5,Na Duang,0.40139230269922316,0.6324999382660773,0.7773261906103408,1.487151455227697,0.1322825027758611,0.7442593105423809,0.8672692702687944,1.5139777852650134
000000000000000002c6,Chiang Khan,0.3877038132128787,0.7047367040802938,0.9433324438195041,1.5815578285862768,0.08339637909181724,0.5976288854661811,0.672175818836091,1.2214062689268546
000000000000000002c7,Pak Chom,0.3456598407252579,0.6352297548141825,0.7734297555167822,1.450436886582556,0.07084666123268855,0.5990162456004063,0.6795229241213507,1.1880151157704404
000000000000000002c8,Dan Sai,1.286069357236271,1.2621886380728156,1.7226014120294375,1.8427704389373436,0.48820576253929937,0.9504397730552847,1.2527385868097212,1.5045251765357264
000000000000000002c9,Na Haeo,1.2908039932249056,1.3028751465252455,1.769781921353155,1.8287722529689094,0.5379569726610504,0.9299491332547388,1.2189209526387905,1.4399767377971309
000000000000000002ca,Phu Ruea,1.3328763682033449,1.3256178799002964,1.893030486773604,2.1062510272537462,0.47611449947221085,0.9177781105025091,1.0995718475680554,1.4150214696103758
000000000000000002cb,Tha Li,0.8732262811202739,1.002185918020391,1.5155316493338242,1.8534171621730375,0.27653568103955617,0.7679116224303958,0.8851517932604369,1.2880567559754275
000000000000000002cc,Wang Saphung,0.8868242683290053,0.9152349883231863,1.289270729296353,1.6371519289561904,0.30335396405513076,0.8020193078215337,0.9379096877941149,1.3410840719015786
000000000000000002cd,Phu Kradueng,1.1338449817904432,0.9379708357423029,1.4094713237104608,1.6322175676383748,0.34677405458968213,0.9819785219495032,1.2002227129156475,1.4484902113683351
000000000000000002ce,Phu Luang,1.2260749435433924,1.0864586083851333,1.5218024765325289,1.6969883794352059,0.4159015562105622,0.9765233291851825,1.1658227512608352,1.481875308190873
000000000000000002cf,Pha Khao,0.7461997448536862,0.7891139303031794,0.9770056786123508,1.289054500068713,0.17308665755534478,0.6747826199308872,0.7783855407199757,1.193731600445059
000000000000000002d0,Erawan,0.5906324533925615,0.7319676395736745,0.9138472254703438,1.389202221785174,0.15648297372130276,0.6965216335016395,0.8265345193116822,1.357225174342829
000000000000000002d1,Nong Hin,0.8301754123779471,0.8012281523629287,1.1160866620830137,1.4026564889120707,0.26814622551359496,0.7169581512706047,0.8279858275516984,1.1430615983576313
000000000000000000ef,Mueang Satun,1.0576211168790168,2.923455020666199,1.9482159263071421,1.9751437479913327,2.2900285320030296,2.1551244833226137,1.4155422171001932,3.7916982570915723
000000000000000000f0,Khuan Don,0.8271348465195958,1.9390008633575921,1.5496433837217802,1.6034190688810346,1.6899636518552603,1.1344638441247878,1.1654472416633233,2.776981290501093
000000000000000000f1,Khuan Kalong,0.8508195417855096,2.0676180105972137,1.6096150572673968,1.6819437129133885,1.768338574621292,1.1770975726260444,1.1604717174516956,2.7696795986912384
000000000000000000f2,Tha Phae,1.0366909463476812,2.9090951811865833,1.929147417161973,2.0119495671745034,2.2410242588713323,1.948897914121088,1.305295548546401,3.406028286781242
000000000000000000f3,La-Ngu,1.1545321581088641,3.2787210172448065,2.1219339401933097,2.223613210208772,2.4792552488743227,2.2218689355379646,1.3529165159663197,3.6027651792928834
