system:index,admin2Name,T_MAX,T_MAX_1,T_MAX_2,T_MAX_3,T_MAX_4,T_MAX_5,T_MAX_6,T_MAX_7,T_Min,T_Min_1,T_Min_2,T_Min_3,T_Min_4,T_Min_5,T_Min_6,T_Min_7,T_Mean,T_Mean_1,T_Mean_2,T_Mean_3,T_Mean_4,T_Mean_5,T_Mean_6,T_Mean_7
00000000000000000025,Mueang Tak,35.54238422569864,31.961440645658072,30.39959740271937,30.814320891551507,31.059523415589965,31.738330236190432,31.74078940680091,31.186544353778565,25.21600947296928,24.944934654822738,24.235269222944233,23.988581369253325,23.88032349415317,22.87548327636721,21.680266094501224,18.764886797736697,29.5372981536083,27.686878987630227,26.766109567495512,26.731102434207255,26.7825815539238,26.553647449982495,26.001305568597278,24.379803916965695
00000000000000000026,Ban Tak,35.16710135070574,31.47238467212922,30.06633249918622,30.43678958049877,30.733997044938363,30.79692116783802,30.723172868592933,30.114933559016862,24.726740190598868,24.456329337130796,23.857200416822135,23.65710500081383,23.53778969411102,22.424122756786584,21.32286737849206,17.89883770838687,28.98041656722739,27.18691059926925,26.370333916596284,26.286845689409258,26.374080317922324,25.884991689389143,25.42578999094305,23.4582018003193
00000000000000000027,Sam Ngao,33.235777724444596,29.90730932842302,29.167760191979166,29.243446049594038,29.661386487479025,29.237340481412375,29.02851793771001,27.97392629506065,23.2260024005038,23.347112433978417,22.898262119492333,22.64596116949308,22.44261618065355,20.853041117010488,19.801518197481073,16.17110895425995,27.237972803719792,25.897222252661958,25.371864007725538,25.13512724024935,25.256350116557208,24.304998348185674,23.87995777063764,21.594330813635008
00000000000000000028,Mae Ramat,32.792864178761896,28.7643037305837,27.789391864650444,28.29458809384258,28.74993305934296,29.613718697739632,29.611765475673547,28.86394199564901,22.987945094606065,22.92057405428124,22.42714629039815,22.298521875667834,22.235844444682602,20.827643459019182,19.59086415142809,16.321981062287453,26.971581823528588,25.137549212506727,24.48540383452983,24.554759476445728,24.735880506675684,24.41958811131448,23.993276078707108,22.00891806298863
00000000000000000029,Tha Song Yang,31.88618988460967,28.033853046477805,27.262646018134244,27.42330451087348,28.327195294698104,30.241203255123576,30.473485810416104,30.181331335863835,22.822396139114637,22.83822491358199,22.473150029258143,22.38263289739217,22.31019030525573,21.274595216720844,20.359691283816403,16.484168157390535,26.51568720075821,24.817269358559283,24.23280653120981,24.277927639370894,24.602460328359474,24.921098666720937,24.730330780574278,22.605612287868656
0000000000000000002a,Mae Sot,34.04666861137048,29.638662427219888,28.111619154262915,28.64394616766293,28.8891553923033,30.44598786071109,30.926522456391556,30.45821159213199,23.881546911069638,23.59351214920065,23.000827859172915,22.922837006099662,22.853234218648673,21.551327343243262,20.24089067806111,17.228405578587004,28.095682112958137,25.888066177461344,25.027443476154133,25.113393779377382,25.228013674185267,25.23330010308162,24.86340733715614,23.139343523429527
0000000000000000002b,Phop Phra,32.754562931434805,29.0342802668553,27.58560881670786,28.072859939874412,28.138351739621655,29.52416552375347,29.78633343864892,29.10889572354752,22.928196671429827,22.83625870050171,22.28857700721893,22.232686991972106,22.127423218371845,20.863328363755194,19.49415754131245,16.675956314245337,26.947275447471498,25.182823447433197,24.382018016740414,24.44507680556356,24.44427257762238,24.356312441358405,23.807931422813294,22.095749508550856
0000000000000000002c,Umphang,30.75814885793973,27.539061104134273,26.474062436506657,27.24737357668637,27.34513107759948,28.647882254870186,28.58022373850303,27.751073743421767,21.44614400054928,21.75711129116546,21.300969247792924,21.19783162879599,21.074295750525163,20.106591778963473,18.75927863708758,16.069435710328648,25.161169449034766,23.988547720771134,23.27762926939747,23.39912215114921,23.338998865198228,23.509360309439497,22.797878758411784,21.23050254037831
0000000000000000002d,Wang Chao,32.53412210286461,30.13411216227216,28.89770292561851,29.34344130859377,29.37809231770835,29.431194763183615,29.40792259114586,28.5882356567383,23.285981176757833,23.544997147623718,22.917983748372418,22.699257535807313,22.531206925455752,21.21992886962893,19.809632816569035,17.235908554974742,27.161778735351582,26.087755090332053,25.349820296223978,25.35290337320966,25.29238546956383,24.59776879475914,23.876837890625023,22.231962384392258
000000000000000002c4,Mueang Loei,34.18323746808515,33.028726457998374,31.66333744922387,31.402300201575343,31.234986610042817,31.198055388516785,31.115707449802823,29.08697544383541,24.984584747473786,25.35830016225068,24.8223755383474,24.363738624521577,24.09549397831976,22.370415488292203,20.876093171053576,17.040630055741453,28.83061413292031,28.637338957761695,27.678122569517292,27.313697497476692,27.072051817618785,26.27000070183605,25.321842299994053,22.752277574364765
