system:index,admin2Name,LAI,LAI_1,LAI_2,LAI_3,LAI_4,LAI_5,LAI_6,LAI_7,LAI_p75
00000000000000000025,Mueang Tak,0.9168700005563267,1.749223857958451,1.6758449219618528,1.483919308875145,1.6574132553693743,1.8204464874925625,1.529715166863178,1.0295003401130867,1.3901471592910577
00000000000000000026,Ban Tak,0.9242071056774842,1.6313859577257708,1.594490627004341,1.418095423598155,1.634277867371061,1.8164597659220607,1.5161606018637463,1.0982505623655063,1.4029440363847572
00000000000000000027,Sam Ngao,0.8464594659392591,1.9124939153360638,1.7282433321858663,1.2903814009058747,1.3803689577487506,1.713007123825097,1.5357303727529807,1.1578879340307524,1.3526902659285982
00000000000000000028,Mae Ramat,0.9586390028420477,,1.9924667103931475,,1.7404346612015293,1.8702526300886162,1.6069692208708783,1.6290242673524673,1.7923332320356655
00000000000000000029,Tha Song Yang,,,1.7473727669880312,,2.016149893872861,1.8860521630863873,1.7741146533115362,1.6526541958543597,1.8528063022492829
0000000000000000002a,Mae Sot,0.7656808294436955,,2.0089651472724266,1.826975964382939,1.3501672130004672,1.6953380033689298,1.4969700587095531,1.1132978683323898,1.5287113104342667
0000000000000000002b,Phop Phra,0.7783878465007035,,1.9137696376248767,1.7185630992556382,1.356424892987521,1.5961268964596227,1.6262367881440294,1.1746067601364287,1.3314399341367131
0000000000000000002c,Umphang,0.9926062349074176,,2.2712960127143185,2.0928364537274047,1.7498713707835192,1.5819692533312442,1.4041343538469266,1.297230206502597,1.4443094871122348
0000000000000000002d,Wang Chao,1.0339638430414149,,1.7074829128650988,1.8315659766872256,1.8088387407418145,1.8410053598562848,1.6341836982992162,1.55621869099272,1.5894398333578157
000000000000000002c4,Mueang Loei,1.105292530756687,1.3635922423593865,,,,1.821532359344101,,1.2816323941135774,1.393538913554334
000000000000000002c5,Na Duang,0.916788366346885,1.4611745929169337,,,,1.7345305374984692,1.9493529457390182,1.199877954312365,1.2394084476922973
000000000000000002c6,Chiang Khan,1.0597887603186387,1.1619484626462249,,,,1.846578753975619,,1.4150332373368342,1.4569389558353387
000000000000000002c7,Pak Chom,0.9760198523795482,1.5808913188516382,,,1.865568492258296,1.7076520226597243,,1.1846160958672303,1.3215487830878148
000000000000000002c8,Dan Sai,0.8853045905858729,3.7363449913650086,,,,1.8168315691897916,,1.3255603902036805,1.615551794758895
000000000000000002c9,Na Haeo,1.0643122009295294,2.1170885426724175,,,,1.837491541334076,,1.387247300361443,1.3104663717172673
000000000000000002ca,Phu Ruea,1.036839089203761,2.482387297266827,,,,1.859429389451172,,1.3669526904395495,1.6143554309380268
000000000000000002cb,Tha Li,1.1382195747854387,1.9445432505802542,,,,1.9038555036821454,,1.5815871348594757,1.6547362580282787
000000000000000002cc,Wang Saphung,1.0270578313368794,1.1882599125154643,,,,1.8409712422883862,,1.3575200461138297,1.3469463004967202
000000000000000002cd,Phu Kradueng,1.219913529016626,1.531415809828242,,,,1.8865104638261552,1.6202479197702184,1.238320128746318,1.4790876532015562
000000000000000002ce,Phu Luang,0.9944534328765828,1.2018503896814845,,,,1.899579307495547,,1.2744841081284841,1.404850732313398
000000000000000002cf,Pha Khao,1.078217171136863,1.1994724651632704,,,,2.014275815643283,1.5895490675483317,1.215494602958401,1.3996568577844148
000000000000000002d0,Erawan,0.9079585332844528,1.2464256568045666,,,,1.9584011964253814,1.7482216203438103,1.4026046986756435,1.3483015539526682
000000000000000002d1,Nong Hin,1.1028176872457294,1.205091299419422,,,,1.8722761955498335,,1.4016635220737297,1.4194354047030917
000000000000000000ef,Mueang Satun,,,,,,1.6558888807174923,1.6540379218388033,,1.6631112365585459
000000000000000000f0,Khuan Don,,,,,,1.573381018036264,1.6542015619561796,,1.6290536452279625
000000000000000000f1,Khuan Kalong,,,,,,2.0149299621267156,1.9717631855591722,,2.0035138377387285
000000000000000000f2,Tha Phae,,,,,,1.914148526563884,1.8861436713729176,,1.9025768316088498
000000000000000000f3,La-Ngu,,,,,,1.6982582571978577,1.7844534583348812,,1.7065367930183037
000000000000000000f4,Thung Wa,,,,,,1.7061059356771084,1.941664775468218,,1.7114568051255672
000000000000000000f5,Manang,,,,,,2.1143746796423475,2.0012283470859833,,2.062779592089405
000000000000000000f6,Mueang Trang,,,,,,1.9904722651695494,,,1.9904722651695494
000000000000000000f7,Kantang,,,,,,1.9421155234640062,,,1.9421155234640062
000000000000000000f8,Yan Ta Khao,,,,,,2.057589064200679,,,2.057589064200679
000000000000000000f9,Palian,,,,,,1.9120374438910515,2.055451150346882,,1.9125540167589146
000000000000000000fa,Sikao,,,,,,1.8984780201797877,,,1.8984780201797877
000000000000000000fb,Huai Yot,,,,,,1.9924362542251415,,,1.9924362542251415
000000000000000000fc,Wang Wiset,,,,,,2.2349069542035864,,,2.2349069542035864
000000000000000000fd,Na Yong,,,,,,1.628156371016346,,,1.628156371016346
000000000000000000fe,Ratsada,,,,,,1.931818482843368,,,1.931818482843368
000000000000000000ff,Hat Samran,,,,,,1.7737029293467055,,,1.7737029293467055
00000000000000000117,Mueang Yala,,1.7626445856859199,1.688893816111836,1.5279921781869015,,1.5748914889272243,1.4606073263988364,1.5368544353933518,1.5296795613703347
00000000000000000118,Betong,,2.0995729341051756,2.039853151671508,2.1346280449757336,,1.9710394133187636,1.7675647181655536,1.8520974855863894,1.9233930427029102
