system:index,admin2Name,GCI,GCI_1,GCI_2,GCI_3,GCI_4,GCI_5,GCI_6,GCI_7,GCI_p75
00000000000000000025,Mueang Tak,2.6662651202451593,2.9453048781814912,2.0495045605934648,2.38876354695108,4.049505372999991,4.8051680853495435,4.816639621399787,3.795103979251933,3.9076069248169922
00000000000000000026,Ban Tak,3.0385425872718694,3.298088654372869,1.6532550938519535,,4.270163725607166,5.350872712591497,5.240987550031333,3.9071316761422215,4.24040635856812
00000000000000000027,Sam Ngao,3.056644354363233,3.356883184606231,2.2037704442306856,,3.964435038082725,4.662966837092198,4.733106843331179,4.444495285200813,4.046101287878428
00000000000000000028,Mae Ramat,1.2629757045370353,2.3346176116278223,,,4.065821892278351,4.617586862728261,4.418437182528792,3.264899189362181,3.8565168837855275
00000000000000000029,Tha Song Yang,1.8038491342138683,2.8089126377993816,1.9593948868427986,,4.773749351321015,5.520787859378888,5.459725237202071,4.195258548003526,4.415071998475069
0000000000000000002a,Mae Sot,1.3202922551556397,1.987805618507822,,,3.7023880735690002,4.18875044824324,4.3766677228213995,3.1217761978094254,3.4912882254994453
0000000000000000002b,Phop Phra,2.5474863123093034,2.612023336257653,,,3.5010960125958905,4.282861616869674,5.144485277734168,4.388722416798467,3.9341420370478613
0000000000000000002c,Umphang,2.7849219629597743,2.6182117274977346,,2.437123782761806,5.109416557779766,4.6530343150382985,4.3257376723035925,3.799006279290351,3.9928415707066662
0000000000000000002d,Wang Chao,2.651646342302759,2.9706733863532966,,,4.238769315243257,4.802821066378601,4.772198074411248,4.265577404095721,4.040297645582222
000000000000000002c4,Mueang Loei,3.4779615609528833,1.9690837892349902,3.3365222982652405,4.02242292352446,5.101178833440192,4.833468719898331,4.942167415911764,4.1201912748753795,4.315705923934706
000000000000000002c5,Na Duang,3.3806955775965215,2.197121053987581,3.628069972313889,4.366939229956577,5.253118574848732,5.1276392344174875,5.04407862060298,4.118006840052465,4.3108430259725905
000000000000000002c6,Chiang Khan,3.130949500876717,1.9367624841359998,3.229891131168103,3.5621004651088892,4.888278658960611,4.897773327777839,4.705187099092597,3.753373082514685,4.029744344170123
000000000000000002c7,Pak Chom,3.6172594410963357,1.4624499610037378,3.818347136557535,4.407386835548795,5.417106356032232,4.735072204006946,4.922823576555767,4.034698131031173,4.4628789061739065
000000000000000002c8,Dan Sai,3.182956239864406,2.1091951613654736,3.314760459516642,3.844892638829151,4.87708776273164,4.685636502504803,4.809688002689361,4.121675230985053,4.318248209416699
000000000000000002c9,Na Haeo,3.858831618167481,3.3599611206332614,,4.334780064277091,5.401334004811465,4.970936702366363,5.089869340380495,4.647148012940271,4.69932429990319
000000000000000002ca,Phu Ruea,3.433908185196465,1.9220526037842622,3.2785066135242897,3.5923448866811483,4.758357702014144,4.788746883493972,4.80948618895667,4.136624885612231,4.367157099187817
000000000000000002cb,Tha Li,3.539763920353107,2.2547488069460133,2.977042226562168,3.3666025958835437,4.544655259697307,4.738161793047077,4.780409021466307,3.932545782077749,4.041272313224725
000000000000000002cc,Wang Saphung,3.2817399823171085,2.3852045233024564,3.6867945674079863,3.8231024582193642,5.0069765936553425,4.792591858285003,4.847099959877837,3.7911752143388804,4.093976857934861
000000000000000002cd,Phu Kradueng,3.529111241012676,2.1914787457066427,3.5880816876910147,3.8924920876398454,5.013692302795447,4.494590775501664,4.139268626836257,3.171531616556092,3.9037966058483273
000000000000000002ce,Phu Luang,3.1178426174307563,2.364767067328471,2.81709469468323,3.7541532021977537,4.965868527846156,4.794996592912977,4.763906039099188,3.867477726046253,4.084571021219874
000000000000000002cf,Pha Khao,3.224998279808682,2.3492826884798133,4.025736759333047,4.24211160208829,4.95964089736019,4.778874368810245,4.447541014667046,3.1390735184759,3.999434395256826
000000000000000002d0,Erawan,3.490412620403323,2.450311912909665,4.31226275656116,4.515158826157967,5.22489934079917,4.929144291557841,4.671846492635967,3.594800174038473,4.235725662990773
000000000000000002d1,Nong Hin,3.2788698813169086,2.0493263335126453,3.8912736962182524,3.929547263229632,4.749650753156433,4.66721953381481,4.524402812768122,3.227993539102398,3.9215236282919292
000000000000000000ef,Mueang Satun,4.885729907641755,5.866775486686003,5.3406562927673,4.222951442084819,4.566727533059464,4.277377057625709,2.8571314866458835,4.962085052824601,4.833130754030796
000000000000000000f0,Khuan Don,4.951330857545273,6.4516054012101565,4.683801932994312,3.924732631374742,4.514333305050757,4.02286472974721,2.360753718504318,5.343418508281918,4.914337650621188
000000000000000000f1,Khuan Kalong,5.80847670380399,6.693556460616083,5.747707100887531,4.79739047517004,5.616694353690179,5.196846656436109,4.283818426784388,5.933720046409819,5.612002376652092
000000000000000000f2,Tha Phae,5.421225316118439,6.412371947818057,5.844560169489459,4.6226178837706495,5.896006944990314,5.325480465775706,4.296685007270279,6.012933557608237,5.589570596027875
000000000000000000f3,La-Ngu,4.609054486910631,5.94898340953145,5.178612580053754,3.833592536575713,5.10968858384643,4.958351051364957,4.873151801545515,5.695291013258346,4.9521842628178225
000000000000000000f4,Thung Wa,4.957984327653678,6.1323780140566315,4.517330095043449,3.2614527266823488,4.962256193178733,5.023876117270074,5.459082785358488,5.369283628946701,4.87000909799382
000000000000000000f5,Manang,7.539149013271435,7.489872474974144,6.264166563985639,5.48036194425187,6.886717657082561,6.489182264582905,4.342084916782435,6.927622599687731,6.7117020775932295
000000000000000000f6,Mueang Trang,5.267476396980004,6.15593167398402,4.914135627362426,4.332003544849404,4.948456221127343,4.022741793211248,4.921296874153402,6.540728013458262,5.4508680665504325
000000000000000000f7,Kantang,5.148314280005072,6.639594110754614,5.687506317609971,4.148099033075543,5.837154129800278,5.269323585797485,6.1434674619224525,6.117280217854429,5.76804058785773
000000000000000000f8,Yan Ta Khao,6.367503075605545,7.332053388860312,6.076399091204057,4.211401701190484,5.605851687251462,5.350038290240334,7.179175253883698,6.979415595087921,6.32880811512525
000000000000000000f9,Palian,6.209880285843423,6.321214118196838,6.079349508563093,4.083238193683102,5.038267235534468,5.2867711196610125,5.886324169062007,6.031648953886289,5.76847918759264
000000000000000000fa,Sikao,5.2921128966331015,7.094162638995238,5.523461362041721,4.3873328589045855,6.275579733219799,5.02522012237539,4.488588045462812,5.8833296738973235,5.766625743255014
000000000000000000fb,Huai Yot,5.687083281874847,6.284356541959391,5.077801299787732,1.6362103018085778,6.070312106354424,5.548236703911706,4.5693812584517985,7.196739198917821,5.3979677870374205
000000000000000000fc,Wang Wiset,5.275776865820895,5.957109233816828,5.475538672463379,4.212466663039652,6.0060061590231655,4.44990123673263,4.722454456666693,7.692428659122309,5.770750921939478
000000000000000000fd,Na Yong,5.782220937294681,6.6363955501740035,4.975217079331868,3.716427433321912,4.8690274411612355,5.336777977946443,6.652977720432304,6.211079942453921,5.735970604183448
000000000000000000fe,Ratsada,5.562563411333252,6.426327460696133,5.54512636326708,0.4352259089555235,6.247449947832932,5.151813259774569,3.6563563591007155,5.964058214643711,5.30208302873422
000000000000000000ff,Hat Samran,5.125102367757657,6.367952693146482,6.051223708121452,4.29519277137591,5.544241538577431,5.692407904397218,4.506500568699529,5.939316313546756,5.636287709794923
00000000000000000117,Mueang Yala,4.446602560426758,4.956114798309012,5.096693232041489,3.584895173864378,4.840123517752275,4.266147314241171,3.565048680404898,4.54742974600159,4.479035261087976
00000000000000000118,Betong,5.048694377227494,5.510713814510778,6.2134538055764095,5.147828494303601,5.63660556509545,4.458510062884944,4.5350221048892605,5.4950077714667405,5.341006007577911
00000000000000000119,Bannang Sata,5.633008434623424,6.980899199255434,7.1280257176011865,4.986673802731347,6.444973395703645,6.310508711538064,6.0876988995602925,6.080381846706801,6.213868999464398
0000000000000000011a,Than To,4.660255549956031,5.3343566273774945,5.426745676165901,3.609903550792712,5.0392053902541525,3.034953249638348,4.35264478258694,4.800689245826499,4.8585078991394735
0000000000000000011b,Yaha,5.930629956720782,6.868978465481069,6.866676316950637,4.752848637071075,6.070712622682827,5.766853644611152,4.3474209505735395,5.84914111034235,5.972809407155648
0000000000000000011c,Raman,4.166656913015321,4.642563804078462,4.702353290737773,3.4547282318972234,4.634866489088456,4.581768570006738,3.3202011687668884,4.791598052218492,4.347822191006095
0000000000000000011d,Kabang,6.150400339961436,8.02207977696082,7.631762376717243,5.284362527592067,6.9900230675797355,,4.490008706495175,5.970252930888793,6.539348587783195
0000000000000000011e,Krong Pinang,5.281581175614166,6.493599744654328,6.761633980256156,4.284550627628153,5.930518304806716,5.019501649099245,5.932527688719033,5.915491694205014,5.721467455323167
000000000000000001cb,Mueang Trat,5.510288097560696,3.7086876992280944,4.491555827095015,6.875788925679458,4.610960310256643,4.66552975852277,4.907668150570912,4.444332250474223,4.827321752324227
000000000000000001cc,Khlong Yai,4.514158881167733,3.96188314153627,4.286157263811064,3.6606463168817287,4.2825370121069835,4.245332003977564,4.475346376907203,4.639491643602812,4.31029442880967
000000000000000001cd,Khao Saming,5.592866489560778,4.022661479956374,5.615172393319105,3.6311447163013177,4.851759548129575,3.9568848169567667,5.500326895558259,5.07032599677639,5.074260678028298
000000000000000001ce,Bo Rai,5.993312857153491,4.7474069817384,5.482523463010696,3.818888126367981,4.862331018272137,4.402875607769734,5.248107740893287,5.065575429611458,5.143418919054716
000000000000000001cf,Laem Ngop,6.136383862196759,3.8261869849332473,1.5745914668887906,2.02100906759488,4.652598993206161,3.872499140572873,5.499491369611173,4.132639106919012,4.921901689720879
000000000000000001d0,Ko Kut,8.536355123427645,4.1946027505871,5.417394079516125,5.554019269620993,5.412010271100037,5.372520147120239,4.90222109058491,4.940472545404223,5.743840681003489
000000000000000001d1,Ko Chang,3.8217771880407416,3.3992101117357265,,,6.476648017296403,,5.65466843418374,5.384064777463063,5.090844218965105
