system:index,admin2Name,ET,ET_1,ET_2,ET_3,ET_4,ET_5,ET_6,ET_7,PET,PET_1,PET_2,PET_3,PET_4,PET_5,PET_6,PET_7
00000000000000000025,Mueang Tak,169.16111228589557,111.63861281454852,106.85449355043353,108.14140410234722,104.0178050327765,118.49995770776063,106.94855149080145,64.70824698667796,174.6809050539226,123.21882004652142,114.1599703954325,108.14140410234722,104.0178050327765,118.49995770776063,106.94855149080145,101.3375555085642
00000000000000000026,Ban Tak,168.4277589453861,102.98067796610172,102.5280979284369,107.58749529190207,103.98990583804144,118.04365348399249,105.96994350282485,63.13190207156308,175.2835404896422,122.46090395480228,113.16907721280604,107.58749529190207,103.98990583804144,118.04365348399249,105.96994350282485,99.80538606403013
00000000000000000027,Sam Ngao,166.80542138984723,83.42508624938392,79.54307540660425,108.31315919172006,106.0685066535239,118.71513060620994,105.24682109413504,63.281419418432726,176.68289797930015,124.48708723509118,114.5503203548546,109.57762444553967,106.0685066535239,118.71513060620994,105.24682109413504,98.92695909314935
00000000000000000028,Mae Ramat,165.1202647058824,113.06714705882354,101.95238235294121,97.00158823529414,96.09194117647058,114.23652941176474,105.30776470588238,63.64447058823531,165.1202647058824,113.06714705882354,101.95238235294121,97.00158823529414,96.09194117647058,114.23652941176474,105.30776470588238,99.77717647058823
00000000000000000029,Tha Song Yang,166.38909090909092,112.42545454545456,101.52727272727273,96.72545454545454,97.07818181818183,113.45818181818181,105.90545454545455,63.812727272727265,166.38909090909092,112.42545454545456,101.52727272727273,96.72545454545454,97.07818181818183,113.45818181818181,105.90545454545455,99.62727272727274
0000000000000000002a,Mae Sot,162.6934730379071,110.99320608649228,99.97083555792848,94.27430592632142,93.51288040576617,113.70846235985051,107.51195942338494,64.38392952482648,162.6934730379071,110.99320608649228,99.97083555792848,94.27430592632142,93.51288040576617,113.70846235985051,107.51195942338494,100.89903897490659
0000000000000000002b,Phop Phra,159.27632363907531,109.14052945563012,99.11129753914987,93.07162565249813,91.30093214019386,111.96854958985828,107.03055555555554,64.2985085756898,159.27632363907531,109.14052945563012,99.11129753914987,93.07162565249813,91.30093214019386,111.96854958985828,107.03055555555554,100.94623415361671
0000000000000000002c,Umphang,157.3262260127932,109.23688699360342,99.16311300639659,93.54818763326226,91.10724946695098,112.08656716417912,107.20000000000002,64.39189765458423,157.3262260127932,109.23688699360342,99.16311300639659,93.54818763326226,91.10724946695098,112.08656716417912,107.20000000000002,101.33710021321961
0000000000000000002d,Wang Chao,168.70499414748346,119.4117050331643,110.48591494342567,104.14896605540385,100.20963714397192,116.9491611392899,107.97151775263363,65.26285602809209,170.27729223566138,119.4117050331643,110.48591494342567,104.14896605540385,100.20963714397192,116.9491611392899,107.97151775263363,102.45329691767462
000000000000000002c4,Mueang Loei,165.19014722536807,129.17126274065686,124.60583238958097,117.20087768969422,106.13406002265006,113.6960362400906,91.17341449603624,62.27383918459795,165.19014722536807,129.17126274065686,124.60583238958097,117.20087768969422,106.13406002265006,113.6960362400906,101.28032276330691,99.8928652321631
