system:index,admin2Name,SM,SM_1,SM_2,SM_3,SM_4,SM_5,SM_6,SM_7
00000000000000000025,Mueang Tak,24.434043548524297,62.09320830143744,120.69544526664966,156.74130305350013,178.67177000935624,178.67177000935624,138.68973802840858,95.52456834226422
00000000000000000026,Ban Tak,13.97449830194504,24.33084285273233,58.30472368014819,85.89184161778329,115.31748996603892,115.31748996603892,77.68043377585673,44.01374652670577
00000000000000000027,Sam Ngao,12.185970035921851,14.242525043077016,47.617432317981375,83.50804006892324,103.34171315090099,103.34171315090099,68.75283140095209,35.81625244589819
00000000000000000028,Mae Ramat,15.188978227953841,88.26858977705841,122.62074348666003,122.65119302459145,122.65119302459145,122.65119302459145,84.54133033989453,49.17864042186602
00000000000000000029,Tha Song Yang,102.00580716751601,188.63866924215034,350.8674708203189,382.5523261548577,382.5523261548577,382.5523261548577,348.21307331908605,302.21139240506335
0000000000000000002a,Mae Sot,46.34520875763746,196.2429378818737,248.80099796334002,248.80276985743373,248.80276985743373,248.80276985743373,206.2301731160896,159.0096028513238
0000000000000000002b,Phop Phra,84.98919094904768,236.9656194041999,341.0638124694774,346.8583998046557,346.8583998046557,346.8583998046557,304.0289679309784,251.6838596776819
0000000000000000002c,Umphang,166.2325778468636,317.3466629895202,429.91046315332045,438.7577562720421,438.7577562720421,438.7577562720421,397.3070149927293,341.68676895819766
0000000000000000002d,Wang Chao,39.15994671403198,113.18379218472472,218.89379440497336,242.71529751332156,242.71529751332156,242.71529751332156,201.36725133214924,153.840019982238
000000000000000002c4,Mueang Loei,47.595260246416906,74.40637415137037,135.11722403821977,224.88841463414644,295.590897661554,283.5275898918782,227.28212220266536,185.974886849384
000000000000000002c5,Na Duang,36.17115198451114,49.21735582906931,96.25889918406862,181.22194717189885,271.0435347808049,256.1816899460656,198.52316415433555,158.39886599363857
000000000000000002c6,Chiang Khan,91.83019689511548,117.0518742900416,174.11702006815608,281.5211094282468,373.97777357061716,363.425530102234,308.29233244982953,269.20365391897013
000000000000000002c7,Pak Chom,111.28674718593373,147.69270396844956,233.380174184537,334.6131953003039,375.9218305808889,359.59998356749634,303.8301454276557,264.8343274997946
000000000000000002c8,Dan Sai,66.12670960187351,109.49992974238874,196.69807962529273,306.3003571428571,338.43769320843086,321.75598946135824,267.582131147541,218.9275995316159
000000000000000002c9,Na Haeo,75.6117518902986,109.8034473920287,182.10889401512242,293.47435601691654,361.07407407407413,343.47916186082284,290.69311803152635,245.22546456491088
000000000000000002ca,Phu Ruea,52.50653409090909,75.78760653409088,143.7716619318182,245.56023910984848,312.35370501893937,297.1646543560607,242.44187973484853,195.8709990530303
000000000000000002cb,Tha Li,72.76938265730938,112.80107053645771,197.90222433686213,306.17881527298675,336.5152373022481,322.17400975377666,267.7579873914596,225.1919471868681
000000000000000002cc,Wang Saphung,36.97179803850345,57.825593897566286,126.47556847075916,219.6424845622957,276.75201598256444,262.5052669814748,205.39729022884123,160.9910497638939
000000000000000002cd,Phu Kradueng,26.883097854526433,26.40699110413397,68.17350078492937,142.3971114599686,256.4155520669807,245.1835164835165,185.64370486656202,139.85586603872324
000000000000000002ce,Phu Luang,36.92508581235698,54.026029748283776,124.44167620137299,232.26201372997716,285.20766590389013,270.38885869565223,212.63222254004575,165.53921624713962
000000000000000002cf,Pha Khao,25.642633972711096,25.806664030057348,71.14726122206845,144.31275459758749,251.06495946213172,237.77682420407356,177.60440972908845,134.18196559224836
000000000000000002d0,Erawan,28.407778841550982,36.07955959789374,85.73898994734321,160.94195787458116,255.669459071326,241.06436093824794,182.30962182862615,140.56941120153184
