system:index,admin2Name,ET,ET_1,ET_2,ET_3,ET_4,ET_5,ET_6,ET_7,PET,PET_1,PET_2,PET_3,PET_4,PET_5,PET_6,PET_7
00000000000000000025,Mueang Tak,143.64066398815817,129.64908014379364,95.55878621272998,115.58881370268557,121.75897652780716,115.84271516176784,73.57963628674139,64.0998519771622,143.64066398815817,129.64908014379364,95.89788538803131,115.58881370268557,121.75897652780716,115.84271516176784,103.13969126665259,95.85083527172763
00000000000000000026,Ban Tak,142.81717514124293,128.2968361581921,95.2067043314501,114.49743879472693,120.64538606403012,115.34455743879475,72.99480225988701,53.60538606403014,142.81717514124293,128.2968361581921,96.19167608286253,114.49743879472693,120.64538606403012,115.34455743879475,102.13593220338983,94.32900188323919
00000000000000000027,Sam Ngao,143.85593888615082,130.3074913750616,92.08141941843273,114.11552488910793,121.7779694430754,115.29472646623954,72.63242976835879,56.454115327747665,143.85593888615082,130.3074913750616,98.29586002957123,115.93918186298671,121.7779694430754,115.29472646623954,101.64026614095613,93.53716116313454
00000000000000000028,Mae Ramat,132.80311764705885,117.66738235294119,85.74035294117648,104.6395,112.14850000000004,112.91438235294119,71.91461764705883,50.83052941176471,132.80311764705885,117.66738235294119,85.74035294117648,104.6395,112.14850000000004,112.91438235294119,101.367,94.8418823529412
00000000000000000029,Tha Song Yang,133.9290909090909,115.08545454545455,87.16909090909093,103.38727272727273,110.24363636363637,111.94181818181816,72.01636363636364,63.37272727272728,133.9290909090909,115.08545454545455,87.16909090909093,103.38727272727273,110.24363636363637,111.94181818181816,101.74363636363636,94.67272727272727
0000000000000000002a,Mae Sot,130.97457287773628,116.09209823812067,82.63977576081155,102.65930325680725,111.18155365723439,113.17309129738386,73.56504271222639,63.00008008542447,130.97457287773628,116.09209823812067,82.63977576081155,102.65930325680725,111.18155365723439,113.17309129738386,103.31182594767756,95.89037640149495
0000000000000000002b,Phop Phra,128.67378821774795,115.07721849366145,80.9035794183445,102.14302759134974,110.46992915734523,112.24093959731542,73.36608873974644,65.00954511558537,128.67378821774795,115.07721849366145,80.9035794183445,102.14302759134974,110.46992915734523,112.24093959731542,102.55844519015659,95.77125279642058
0000000000000000002c,Umphang,128.15543710021322,116.17590618336887,80.13987206823029,103.02324093816632,111.77867803837952,113.12622601279318,74.08742004264393,65.35650319829425,128.15543710021322,116.17590618336887,80.13987206823029,103.02324093816632,111.77867803837952,113.12622601279318,102.70191897654584,96.04392324093818
0000000000000000002d,Wang Chao,139.71556769410847,125.75119001170506,91.28279360124853,112.42360515021457,118.91892313694892,115.50795942255168,74.53410066328523,65.77264923917284,139.71556769410847,125.75119001170506,91.28279360124853,112.42360515021457,118.91892313694892,115.50795942255168,103.71162699960982,96.94666406554819
000000000000000002c4,Mueang Loei,148.84048697621742,130.7558040770102,103.0388731596829,116.59861268403172,118.48086070215177,107.8577859569649,67.75133069082673,60.34365798414497,148.84048697621742,130.7558040770102,103.0388731596829,116.59861268403172,118.48086070215177,107.8577859569649,101.97182899207249,94.1174122310306
