system:index,admin2Name,NDVI,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDWI,NDWI_1,NDWI_2,NDWI_3,NDWI_4,NDWI_5,NDWI_6,NDWI_7,NDVI_p75,NDWI_p75
00000000000000000025,Mueang Tak,0.5311755393184197,0.5761192658548852,0.5092439493653262,0.5514086103713683,0.7052065547235725,0.7432214778993663,0.7424412536950855,0.6218593456189493,0.28916283660370934,0.38616006852566215,0.4449624512048872,0.4455640308799571,0.5213172609534487,0.5580767656911227,0.5324892283413886,0.3712640908155774,0.6580804336760361,0.4490751820726855
00000000000000000026,Ban Tak,0.5887709564275359,0.6239991371703881,0.43317258204251236,,0.7299756375089628,0.7740861067449832,0.7515221132512877,0.6311284820830646,0.3590387873461341,0.43952449700887614,0.2987582080704772,,0.5602163503845999,0.6013324262112177,0.5705783724460849,0.4102218753775332,0.686011640012711,0.4921010701562314
00000000000000000027,Sam Ngao,0.576115272860651,0.6240974984456964,0.5093841001997934,,0.6714762864249755,0.7145631486209321,0.724488208078368,0.6727597451076033,0.3549633936307792,0.46400854153316545,0.4424670527856032,,0.4896754084034661,0.5318992914591937,0.5309993211566542,0.45978921263723255,0.6641817572098574,0.4726756956244457
00000000000000000028,Mae Ramat,0.305921892219116,0.5273909194040417,,,0.7010977811185551,0.7382064164817467,0.690367842208714,0.5769738093364514,0.10766950112733403,0.2763626923923665,,,0.5190309207418429,0.5317660320793016,0.49347419378424445,0.32763312276337603,0.6468839439594292,0.43648589452169
00000000000000000029,Tha Song Yang,0.42674141126023113,0.5929267675470313,0.5208764851093293,,0.7725572988544273,0.7959452345794918,0.7565339442525933,0.6391916134753886,0.20580320131714241,0.36370462757511474,0.47279123663902284,,0.5991802742065346,0.621236585493297,0.5439319516962907,0.3858240107012947,0.6912827609895267,0.4827626155994379
0000000000000000002a,Mae Sot,0.2808826565323664,0.46364652407899193,,,0.661689303591735,0.6977043071593766,0.6886727354809042,0.5593024857499008,0.07608481310592459,0.21813970836555033,,,0.4760453968850574,0.4932593282461747,0.4916267060906516,0.3237707582589703,0.5981725860577857,0.3898962201047674
0000000000000000002b,Phop Phra,0.44049331979531486,0.49530183940448497,,,0.6122572312814722,0.6952139663121604,0.7369965766707164,0.6636771778520817,0.12863373906218906,0.2553096221539191,,,0.40104041027157483,0.48450082600658484,0.5230275702132804,0.42975428212835354,0.62695314138183,0.3922417092903587
0000000000000000002c,Umphang,0.5198532198016422,0.5120101289419098,,0.5918173719854916,0.767023979725377,0.740724436421436,0.6956934929367699,0.630816346958913,0.20673006473606337,0.275775209538498,,0.6313181659754585,0.5837363066498259,0.5461822245738683,0.48019033920679705,0.3898976396441577,0.6558236964175221,0.4264185233683289
0000000000000000002d,Wang Chao,0.5195807009819946,0.5689479566921727,,,0.7117689197451794,0.7458214513142194,0.749168449881484,0.6805020357302682,0.2504866945804001,0.3524024445055661,,,0.5164645826055848,0.5389587811823564,0.5192993800322875,0.4312225014399553,0.6716284541721741,0.44461520554089734
000000000000000002c4,Mueang Loei,0.6225013982740834,0.4841320731241698,0.6482782924656615,0.6952367509655195,0.7722410812784929,0.7594947138193913,0.7157124890721192,0.6541449600575358,0.4001226837080518,0.43537802648405743,0.4851229805521122,0.5339717481489579,0.5865360589703512,0.5702998272946654,0.5278741805873499,0.42961485781189035,0.6951452210421386,0.5030208448473166
000000000000000002c5,Na Duang,0.6147864440548279,0.5095230087895124,0.6687199978021757,0.7141374427722711,0.7791060867283419,0.780682134690124,0.7288741532237725,0.6632952135052661,0.3599919348401231,0.3991857664687432,0.5024526496435976,0.5376535926392154,0.5997341170270777,0.5981960038461875,0.5634600960412315,0.4579995703684055,0.6953164821805659,0.5075793943761331
000000000000000002c6,Chiang Khan,0.5974282039482058,0.44834071240066425,0.6214665991079397,0.6837600957963443,0.7577485038593981,0.7430310057476223,0.6908242492082153,0.6109354779058593,0.3658827532056539,0.4112191194636544,0.4727074418666602,0.5237748833645669,0.5625401895660954,0.5607952690416868,0.48358886993117267,0.36016571544743453,0.6652711921548227,0.46699729598513184
000000000000000002c7,Pak Chom,0.636270089018224,0.4163721787790317,0.689944938233287,0.711096289334652,0.7457098743172138,0.7412776983797231,0.7051105638003332,0.6514472411713149,0.40839926634489643,0.41041852401074735,0.5200089972760639,0.571827869091471,0.5519097207623147,0.5369826998343584,0.4984707456839842,0.41579905936381545,0.6942599904097488,0.48661132133970053
000000000000000002c8,Dan Sai,0.59160046857129,0.48674878269726657,0.6255739090785714,0.6800930521574513,0.7636983998490438,0.7410225133568829,0.708198859787949,0.6491192923361143,0.3810543145773282,0.4270658058416978,0.4331094277088287,0.4742124960683687,0.5850962733487656,0.5565130095575017,0.5136135189370358,0.42051187571041526,0.6871728153454442,0.48887184788343196
000000000000000002c9,Na Haeo,0.672287679649197,0.6290015474789271,,0.7334102403819875,0.7945090398240798,0.7481308998635092,0.7176682329912945,0.6791910786261869,0.5062536987839745,0.536941647927129,,0.5735445492991981,0.6350214292136274,0.5896194343780601,0.5470452650378798,0.4862183986250604,0.7109529584429539,0.5474749820586888
000000000000000002ca,Phu Ruea,0.6226065955947463,0.48445948976819264,0.6456266957173779,0.671703882873602,0.7524960547479741,0.7479029834344679,0.6976521480563885,0.6464833323104385,0.4345493194891727,0.4539375551783918,0.4914433095938277,0.5252340171545663,0.5788056836574983,0.5632398171534815,0.4908356312799613,0.4195519082076348,0.6914286007177131,0.497756662359047
000000000000000002cb,Tha Li,0.646415967947667,0.5150902181404331,0.6293074535059479,0.6528821808179731,0.7361746467199486,0.7348904102648365,0.711856208469111,0.6364507063463909,0.4950560793727438,0.4546003105017431,0.4973771042253716,0.5017586190486082,0.5565468629093182,0.5525776569524979,0.5251221741090978,0.4183056112983176,0.6732248393624013,0.5026903799266692
000000000000000002cc,Wang Saphung,0.6169888766303002,0.534577884540551,0.7053597226554867,0.7006758109969979,0.7824791449398972,0.7753340147539081,0.7270726536630341,0.6483004125693435,0.4312643610441486,0.452452826026988,0.5617247899381091,0.5489056155290585,0.6296707647456796,0.6221842026008273,0.5838672963832408,0.4754926555949135,0.6925278517651424,0.5399172150884408
000000000000000002cd,Phu Kradueng,0.6452160723680465,0.5045061992548084,0.6552081430146443,0.6889580178821355,0.7698683698617597,0.7412383015285559,0.686930877490598,0.5799851726455805,0.48972913288452796,0.41062750990263425,0.5191577207662811,0.5654702342948477,0.6102886395784772,0.5760982392029244,0.5184598621986072,0.3942993028095487,0.6724934918026129,0.5164945397705127
000000000000000002ce,Phu Luang,0.5806990869173507,0.5330912143024447,0.59390341111616,0.7083593215053288,0.7694891040310294,0.7699479335906512,0.7351092963506176,0.6473356148015675,0.40862983776282585,0.45163954944138474,0.5035603218039671,0.5509746636048258,0.627345760280371,0.61917163060752,0.5937045767787286,0.47900754229478854,0.6823830992242963,0.5350070370214455
000000000000000002cf,Pha Khao,0.6176437297755056,0.5376032280277145,0.7127658364548151,0.7285870257417378,0.7811933817402363,0.774092904451178,0.7205326845298635,0.5908315199535623,0.40529526988000225,0.4164928562993628,0.5599427197661089,0.5738817377246975,0.621929320790098,0.6133862800948838,0.5736898337710502,0.4277956453009957,0.6917767630104501,0.5298854539771857
000000000000000002d0,Erawan,0.6159079034381654,0.5410159732002463,0.7343562574299217,0.7368972513198192,0.7899283022116089,0.7771204799962385,0.7309580558495349,0.6359570858878363,0.39270863740653916,0.43292037924485166,0.570379063772206,0.5760609296206611,0.6360700215913533,0.6200284480513568,0.5921951709758028,0.4747667778687798,0.7023320322197791,0.5414606993766745
000000000000000002d1,Nong Hin,0.6255690241449928,0.4791386668286084,0.7043372030405253,0.7148851542194427,0.7731596041571299,0.7699474766121943,0.7221939976260466,0.6047408403371884,0.44800288476844563,0.44946967107172964,0.5917475956205587,0.5902080104986082,0.6245293087111345,0.6191236055157056,0.5880933624607315,0.4527044632770108,0.6857903535641781,0.5470320363331436
000000000000000000ef,Mueang Satun,0.6762063742951173,0.7514704778987007,0.7532744171462844,0.706036586689513,0.72825868323328,0.7329473014710591,0.5996126184195096,0.7670120380886855,0.49926146591973297,0.6169033005521575,0.6061742687998772,0.6029846355534089,0.5787313161862923,0.6231289378307219,0.499799458263859,0.6107435507583332,0.7259135295652801,0.5857278141348874
000000000000000000f0,Khuan Don,0.7078535132957828,0.7702473931260257,0.7451103304978881,0.7153543270525888,0.735505543834689,0.7215724788782761,0.5682263851525661,0.7948160805116407,0.5398792169433457,0.6677505735013911,0.6053534998641045,0.576615790524598,0.5960748497883765,0.6354398528389434,0.47530181665608806,0.6345213566770498,0.7426737914573496,0.5983019796964091
000000000000000000f1,Khuan Kalong,0.768560291808747,0.8105565719957063,0.7863898059833818,0.7494252108428777,0.7762085280643956,0.7402538857191159,0.7560851898579027,0.8095769139553538,0.5859738301153101,0.6553292037182278,0.626682341714134,0.603932103393092,0.5988016263983557,0.6089037208257072,0.5956130940710818,0.6314045257551273,0.7755612000887606,0.6106144125216633
000000000000000000f2,Tha Phae,0.7249719922809131,0.7892874052432921,0.7898720269457252,0.7391508767738094,0.7505972537417667,0.7473235650511655,0.7212092584251476,0.8092932356027244,0.5457782309776594,0.6523175714297308,0.6448403821051512,0.6135305829810667,0.5986903964008149,0.6247988176694089,0.5892694056828869,0.6392815932514337,0.7635115719364907,0.6161602979405738
