system:index,admin2Name,ET,ET_1,ET_2,ET_3,ET_4,ET_5,ET_6,ET_7,PET,PET_1,PET_2,PET_3,PET_4,PET_5,PET_6,PET_7
00000000000000000025,Mueang Tak,142.09168957496303,89.1884753647706,105.77699302178053,104.33123281877778,105.97595686191583,122.90348910974839,82.39638401353353,52.87379995770778,142.09168957496303,125.32839923873972,110.25538168746039,112.07274265172343,105.97595686191583,127.40334108691059,96.94920702051176,92.46189469232395
00000000000000000026,Ban Tak,140.75536723163842,88.22508474576269,101.94866290018832,101.07137476459512,105.30824858757062,123.88105461393596,81.40112994350284,42.82644067796611,140.75536723163842,124.1447834274953,109.7065536723164,111.02723163841807,105.30824858757062,126.37615819209041,95.75838041431263,91.81792843691149
00000000000000000027,Sam Ngao,140.94884179398719,75.31084277969443,84.57023164120257,84.93859043863971,106.95101034992607,124.03060620995564,81.63006407097092,47.44026614095614,140.94884179398719,126.78708723509116,111.47072449482503,112.78654509610647,106.95101034992607,126.6677673730902,94.97796944307542,90.86047313947758
00000000000000000028,Mae Ramat,130.41355882352943,109.43714705882354,96.69552941176472,100.17323529411767,97.97335294117649,119.14508823529414,75.83526470588237,43.64317647058824,130.41355882352943,112.14288235294119,96.69552941176472,100.17323529411767,97.97335294117649,122.95735294117648,94.4374117647059,93.5798235294118
00000000000000000029,Tha Song Yang,129.27636363636364,109.83454545454546,95.4818181818182,98.10181818181817,97.79272727272726,112.75636363636366,74.29454545454546,54.68363636363637,129.27636363636364,109.83454545454546,95.4818181818182,98.10181818181817,97.79272727272726,121.4090909090909,94.49818181818182,94.05818181818182
0000000000000000002a,Mae Sot,129.6430325680726,109.34058996262682,94.53012546716498,97.8088093966898,96.25946342765619,122.81835290977041,78.72086225306995,55.68096636412174,129.6430325680726,109.60347036839296,94.53012546716498,97.8088093966898,96.25946342765619,123.26528296849973,96.78146022423921,94.7531900694074
0000000000000000002b,Phop Phra,129.14258016405668,108.5228374347502,94.1921327367636,97.16588366890377,94.80119313944816,122.03834824757641,79.59226323639074,57.27384414615958,129.14258016405668,108.5228374347502,94.1921327367636,97.16588366890377,94.80119313944816,122.03834824757641,96.84789336316179,94.82367636092468
0000000000000000002c,Umphang,131.2042643923241,108.31002132196164,94.46503198294243,97.86311300639659,94.76076759061834,122.80063965884864,81.34861407249467,57.82835820895523,131.2042643923241,108.99872068230279,94.46503198294243,97.86311300639659,94.76076759061834,122.80063965884864,97.46950959488274,94.96396588486141
0000000000000000002d,Wang Chao,139.46687475614513,104.23472493172062,105.82891143191573,108.29543503706594,102.62996488490053,124.01603589543507,83.07592664845885,55.452009364026544,139.46687475614513,120.30991026141241,105.82891143191573,108.29543503706594,102.62996488490053,126.5456106125634,97.77491221225127,94.19496683573936
000000000000000002c4,Mueang Loei,145.09470554926386,123.11803510758777,118.71820498301246,120.28094563986411,115.45164212910531,125.12010192525483,71.69204416761042,38.161325028312575,145.09470554926386,131.04306342015855,118.71820498301246,120.28094563986411,115.45164212910531,126.35300113250284,90.36534541336351,85.07669875424688
000000000000000002c5,Na Duang,144.64674017257914,120.4813039309684,120.48130393096838,121.27056567593482,114.95057526366254,122.50949185043146,67.36164908916587,32.99194630872484,144.64674017257914,132.13302972195592,120.48130393096838,121.27056567593482,114.95057526366254,126.46869606903164,90.87468839884949,87.04827420901246
000000000000000002c6,Chiang Khan,144.05019338203695,124.54297378599057,116.69119037387196,119.4067898581865,116.17752470992696,126.51551353674259,76.72883541039967,42.37902879243663,144.05019338203695,129.8464546626558,116.69119037387196,119.4067898581865,116.17752470992696,126.51551353674259,90.31877954447789,83.38770949720673
000000000000000002c7,Pak Chom,142.4,128.2,114.95000000000002,119.25,115.05000000000001,125.25,76.35,46.25,142.4,128.2,114.95000000000002,119.25,115.05000000000001,125.25,90.35000000000001,83.65
000000000000000002c8,Dan Sai,141.37014127529594,115.56006109201988,115.0622756777396,116.49194348988165,112.53455517373045,111.06349751813673,66.25563192058038,43.69091256204659,141.37014127529594,127.83757159221078,115.0622756777396,116.49194348988165,112.53455517373045,123.94440626193204,89.53547155402826,82.92974417716687
000000000000000002c9,Na Haeo,142.45162241887905,113.82153392330385,115.85339233038349,117.1014749262537,113.39941002949853,111.55280235988201,66.80619469026549,43.137758112094396,142.45162241887905,129.9755162241888,115.85339233038349,117.1014749262537,113.39941002949853,125.2693215339233,90.22005899705015,83.45014749262538
000000000000000002ca,Phu Ruea,140.40507880910684,113.89159369527144,115.48879159369528,116.63476357267952,112.51033274956217,114.89404553415062,66.03581436077057,41.360595446584945,140.40507880910684,128.00936952714534,115.48879159369528,116.63476357267952,112.51033274956217,123.42924693520136,89.35166374781086,83.61348511383538
000000000000000002cb,Tha Li,143.97821491485612,126.7758661186142,116.5155020551967,117.80792718731651,115.5958308866706,122.4602466236054,73.13875513799178,46.25531415149736,143.97821491485612,129.80140927774514,116.5155020551967,117.80792718731651,115.5958308866706,126.54521432765709,90.36218438050501,82.66136230182032
000000000000000002cc,Wang Saphung,147.81759209344116,117.60569631626237,120.21008086253372,121.48592991913749,115.73432165318961,117.26894878706202,65.22619946091645,33.92053908355796,147.81759209344116,132.4820485175202,120.23991015274035,121.48592991913749,115.73432165318961,127.6695058400719,90.51983827493262,87.0111410601977
