system:index,admin2Name,Tot_Prec,Tot_Prec_1,Tot_Prec_2,Tot_Prec_3,Tot_Prec_4,Tot_Prec_5,Tot_Prec_6,Tot_Prec_7
00000000000000000025,Mueang Tak,5356.359435446357,7915.989951718848,4409.802842101631,8807.407734009332,12941.187928120298,15309.369798512551,3295.746718638522,26.006032954945283
00000000000000000026,Ban Tak,2711.6311877240737,4347.1157641795335,2220.4894682538275,4593.1881599674025,6754.484610837116,8615.704344601725,2020.957286472808,0.0
00000000000000000027,Sam Ngao,8387.682427107586,9937.185083806045,5640.155603332438,14437.775743367154,18038.469297656826,20927.695459875406,5650.085858497974,116.98644766994549
00000000000000000028,Mae Ramat,3789.129400134086,9853.828999822283,5712.859512079755,10698.465976652444,10420.823495125305,13656.850655671662,2870.7328803249575,0.0
00000000000000000029,Tha Song Yang,5727.497236106443,17579.955502166,9944.00142571809,18999.972948003287,13584.08844565691,9980.058063334116,3030.6516607711715,80.5710641145706
0000000000000000002a,Mae Sot,3374.2467467167794,9982.362256375714,7770.69657144196,12562.822273042153,11679.387464707504,12392.684868602193,2145.466066906163,1.5214638056708318
0000000000000000002b,Phop Phra,3198.9109964655895,6170.159717649805,5868.314753697432,6668.870924168006,9249.980684204662,8801.24993817292,1263.6102816847902,27.2060184025297
0000000000000000002c,Umphang,24049.06556579786,31712.6221425337,38999.743737534925,37560.42356893924,55200.39404485181,34871.049008732916,5931.141850418378,106.70932231218207
0000000000000000002d,Wang Chao,2678.553054899562,3144.613379454846,2493.5335171189954,3280.2684898708385,6488.975736054253,5918.791737390968,1225.5745455379576,7.100443304286283
000000000000000002c4,Mueang Loei,7742.516930478636,7895.712278671357,7245.4997349033165,15423.648321912804,11342.7997368102,8101.137053409275,1941.1960992287184,0.0
000000000000000002c5,Na Duang,4053.7617619321777,4358.8379981980615,4273.537568192856,9220.03187099064,6293.330251589009,4003.7314174745597,917.5310334440541,0.0
000000000000000002c6,Chiang Khan,6160.129414693706,6944.958294007359,5959.941205055574,13777.183754006555,8577.266203256682,5176.195891223234,1153.8642165396725,1.7425677355598
000000000000000002c7,Pak Chom,7854.111999548576,8585.46516222019,9316.642266284249,19514.187110414685,11566.358510032354,6418.198648348042,1433.6009415828712,0.0
000000000000000002c8,Dan Sai,6093.160834700584,8561.942545648652,6246.273631427336,11624.84442613265,11274.030801965675,10650.439510366028,2485.2887080407604,0.0
000000000000000002c9,Na Haeo,2750.1640240104175,5044.049732775782,2799.972410339468,5120.369087921405,5145.216589227378,4862.469200801849,1155.3105956661934,2.8707381126927394
000000000000000002ca,Phu Ruea,3510.5006654168997,3982.329728159251,3092.1006749975913,6857.24622584885,5574.748121120416,4879.84082832056,1229.9096930070255,0.0
000000000000000002cb,Tha Li,3790.6601869951255,5030.2182612017095,3351.109111054738,7503.041851463505,5598.656069442339,3923.890809715495,1193.8754646186735,14.393601499819287
000000000000000002cc,Wang Saphung,6118.007770750354,5775.661307695799,6940.250296123353,12569.40791785109,10660.15546146935,8801.459577564165,1898.7689820279097,0.0
000000000000000002cd,Phu Kradueng,4642.755595863768,5386.077516561395,6111.47356952312,8101.618513390597,8526.439475997287,6164.609050865735,1316.1806003450763,0.0
000000000000000002ce,Phu Luang,3095.8701681857415,3437.665244005241,3898.19187211149,6180.832653198991,5938.648026237302,4448.996880709892,878.6269204519544,0.0
000000000000000002cf,Pha Khao,2007.0415811552134,2525.062132929821,2693.3205564424106,4207.063044914545,4026.1644909512756,3333.7643750162683,663.5626293493251,0.0
000000000000000002d0,Erawan,1859.5878414949727,2144.3041944106417,2457.0404918408867,4332.952917043836,3213.923331645891,2574.398093041252,537.8092316368047,0.0
000000000000000002d1,Nong Hin,1716.044779375506,1871.25009023255,2083.9525713191315,3657.9434240976966,3395.350237092785,2487.713485010933,500.3484304457319,0.0
000000000000000000ef,Mueang Satun,7674.628488028983,11316.403194173174,12544.350026778144,9158.206112992531,12590.400850064276,12269.90306500454,7556.719600992345,6433.947365234879
000000000000000000f0,Khuan Don,1992.6131703989179,2996.311195154751,3142.617957539652,2461.0391803666653,2798.7831444459807,3063.583342885037,2065.2660745573976,2375.1124925650797
000000000000000000f1,Khuan Kalong,4615.64957578112,7311.057200216779,6726.965090263593,5242.469393075681,5664.845027185071,6757.688606926038,5223.71398067007,7016.3704038264705
000000000000000000f2,Tha Phae,1761.967883005095,2711.4045783248607,2725.913172611536,1956.7214966175602,2505.8895955505905,2810.3150362772103,1806.7314778412087,2011.8085785819035
000000000000000000f3,La-Ngu,3730.7592316777095,6271.011051320094,5161.742238243888,3621.2262129615337,4565.379927429787,5328.981180821212,3204.8323538137424,3792.3105625302187
000000000000000000f4,Thung Wa,4269.662957200349,7296.0419454593275,5517.84225176082,3833.633516082577,4821.783154048147,5945.261033813625,4376.821129818056,5904.405852903105
000000000000000000f5,Manang,1699.7530652995206,3091.122647859536,2447.429940219954,1835.7082989486994,2048.5349958128204,2647.03561835476,1955.5572065334693,2706.0413727704217
000000000000000000f6,Mueang Trang,4174.2875754066545,5558.7830818316515,5272.640298495573,3808.889599370021,5994.955709059158,6757.549598998651,3319.504079452215,5435.5055329257375
000000000000000000f7,Kantang,7794.121447984845,8048.062490210815,8652.921566218954,5823.717566165738,9913.392615481189,10101.098005375205,5410.197596570558,5081.636658902263
000000000000000000f8,Yan Ta Khao,4421.2618367887,6151.767529698915,5943.560192680359,4262.427407541461,6232.273293368096,6567.997346903764,4259.295853684929,5925.937360811235
000000000000000000f9,Palian,7829.692997083945,11963.320028159196,10166.544162363163,6898.604266021765,9623.297093357429,10336.574140207444,8235.159685334036,11311.936672007807
000000000000000000fa,Sikao,5236.946841900956,6097.173064750785,5239.32206252977,3622.6669249071792,6078.971690714476,7304.348491750977,3091.623203918513,4411.265868626389
000000000000000000fb,Huai Yot,7114.90333580877,9233.24892601125,7983.545270292432,6053.511235437206,9529.698617816437,11674.390703240566,6501.29358888327,13060.91212392321
000000000000000000fc,Wang Wiset,5403.890437642733,6299.6637016679715,5568.8153952467665,3883.6698781738087,6522.149989611145,7758.664556290122,3403.1884945168217,6434.245658078849
000000000000000000fd,Na Yong,2190.117615219191,3335.863898346471,2928.3592508680686,2214.485086931902,3148.834015430773,3897.167679005043,2204.5196604364055,3817.269754694022
000000000000000000fe,Ratsada,1691.8228416078227,2280.5524750522536,1813.3297426177007,1353.4321447709028,2570.1392246550213,3086.29917323636,2317.3569437326173,4134.903053992402
000000000000000000ff,Hat Samran,1689.6894037312152,2055.4534579155493,2064.7374873815797,1395.1554792665968,2034.2030501659233,1991.3663487789677,1511.0518259936687,1607.8653001523485
00000000000000000117,Mueang Yala,1419.302994579895,2929.4377555576016,2612.2103247385385,3068.5674956873345,2648.0231244601455,2901.2255757172893,3130.8168112810918,5792.742482250814
00000000000000000118,Betong,11318.834790150793,21773.451177086554,13210.248839868282,11600.961838405276,17956.985874632293,16068.434862652015,16271.775318813323,26966.32449975481
00000000000000000119,Bannang Sata,3989.080402021314,8890.804721692964,5637.308617101931,5782.823163061516,7181.063573157554,5975.2940833970615,5728.922527187946,11705.259425073511
