system:index,admin2Name,WS,WS_1,WS_2,WS_3,WS_4,WS_5,WS_6,WS_7
00000000000000000025,Mueang Tak,1.6330714378273845,2.062864857006216,1.9683549004571703,2.288162016814746,0.9532298724992843,0.21683862465627599,0.2553868996233271,0.31121565839016624
00000000000000000026,Ban Tak,1.3698626394859792,1.8442539480699858,1.7659757379772945,1.8453817063579079,0.8083506832889953,0.11968195480838575,0.11965542005283764,0.1266842369873441
00000000000000000027,Sam Ngao,1.2345426079147086,1.7631696418376632,1.6708626173626897,1.7939139457506035,0.6745948576138509,0.18649439017797806,0.11637897042723541,0.1933806622425937
00000000000000000028,Mae Ramat,1.3341241050161103,1.725564605938847,1.6176406585001664,1.7953368093462392,0.7362751721010357,0.27235072190059517,0.30693498904533245,0.25729806461867416
00000000000000000029,Tha Song Yang,1.027880394331723,1.5202838856002474,1.3500720104243324,1.4638115730617294,0.6567134870147132,0.26118266629211556,0.2957485468196,0.27594213117843536
0000000000000000002a,Mae Sot,1.5837183845066525,1.998022963370837,1.8486220265075302,2.1739484934658466,0.890842824553966,0.3896431800220458,0.48366572077722514,0.44854728741028627
0000000000000000002b,Phop Phra,1.4963007279781808,2.0386489316770375,1.8674463389458607,2.178693765113636,0.8593648870933862,0.4621386640640731,0.5549543448305101,0.5206323539350081
0000000000000000002c,Umphang,1.0663877971730493,1.7281872909691143,1.505701650864467,1.8360125997917018,0.6297542988048795,0.5283265996366221,0.5561404569612802,0.5674522311924574
0000000000000000002d,Wang Chao,1.81158437705285,2.320528272943887,2.220965953881412,2.843701856047125,1.0795947005345767,0.43471503126714073,0.5424446381032721,0.5805104752044747
000000000000000002c4,Mueang Loei,0.6244586582055902,1.8658254736302062,1.7374790357580718,2.0667430966614173,0.30754091986708004,0.8063128849211836,0.6934436116795779,0.8533998197922905
000000000000000002c5,Na Duang,0.48948963553029473,1.6178500437623147,1.4090827686986624,1.8446778367218897,0.4145179245373231,0.8621463732726837,0.7483564095302749,0.9834411684131726
000000000000000002c6,Chiang Khan,0.45485610135375376,1.7862018367098413,1.5981447604319547,2.013610226717738,0.26628454906827137,0.6446599351235898,0.6272269820958974,0.8109354873077345
000000000000000002c7,Pak Chom,0.4584057142724717,1.6203255241459027,1.39745663919337,1.8820221603041862,0.37506480067897885,0.6563350953274348,0.6171869782332571,0.81331935532683
000000000000000002c8,Dan Sai,1.1142813457096623,2.0832169727085197,2.043476813029718,2.184470802180928,0.2601069130692723,0.6803722070939053,0.3900178836263296,0.5322473683723072
000000000000000002c9,Na Haeo,1.0808873580848433,2.151602531401442,2.0900902667837533,2.2148573454174647,0.3593633948319677,0.6742067818637875,0.3499870712826759,0.5860608510621507
000000000000000002ca,Phu Ruea,1.1553669795637562,2.3986364934183984,2.330260722074824,2.506035587741001,0.2844449075067154,0.7018120314681286,0.466351468388679,0.5417253740894467
000000000000000002cb,Tha Li,0.7822064245976443,2.181674873650094,2.0816339174420624,2.343585243987875,0.19598326145045336,0.732651322167949,0.5740400155951687,0.6663026941690126
