system:index,admin2Name,T_MAX,T_MAX_1,T_MAX_2,T_MAX_3,T_MAX_4,T_MAX_5,T_MAX_6,T_MAX_7,T_Min,T_Min_1,T_Min_2,T_Min_3,T_Min_4,T_Min_5,T_Min_6,T_Min_7,T_Mean,T_Mean_1,T_Mean_2,T_Mean_3,T_Mean_4,T_Mean_5,T_Mean_6,T_Mean_7
00000000000000000025,Mueang Tak,33.029577788901925,30.146185949081055,29.380600044446137,29.090735561273057,30.97117063551685,31.368431743915288,32.60138174203729,32.03763570731028,24.673800239866566,24.359284397223078,23.65730102852066,23.499088148850685,23.906399173051906,23.03582445976064,22.550342094225783,20.195469105479503,28.087619865275844,26.670294885879933,26.07783880302236,25.738935202574144,26.710074262570135,26.57996947459688,26.82026002541569,25.31827142266915
00000000000000000026,Ban Tak,32.52205308325207,29.621167529388337,28.893217891164515,28.84585242110694,30.595257634080777,30.68030387792697,31.29352519288941,30.506663880570198,24.223829826464375,23.896654624796117,23.23524058195538,23.118116328778807,23.599227719539137,22.737521665194535,22.125215766135252,19.510396777990376,27.54202449403963,26.175141318103375,25.591482392500428,25.386549688903603,26.342585251483158,26.138496487506792,25.97977922418147,24.270511170413315
00000000000000000027,Sam Ngao,31.047304299785516,28.67729631183709,28.024061764987234,28.02385390566388,29.60722388132797,29.648638084586846,29.66699702847562,28.942442707229034,23.024170299307887,22.896373392528538,22.3061546054912,22.261740288571865,22.49413812328067,21.35526004862937,20.61353373889222,17.60311613870743,26.225782227414932,25.178959074929615,24.631712298834604,24.524810427862842,25.27869346262935,24.87461819366691,24.426834765854384,22.527694892371358
00000000000000000028,Mae Ramat,30.48317639340099,27.461845060159256,26.74008600754291,26.85619464320993,29.118635260118502,29.773689815530968,30.242143729018217,29.632430228230238,22.761330170617622,22.40970581093516,21.93009531734556,21.7903471755011,22.4071409016772,21.178687804709888,20.655411828504587,17.352242581066957,25.775971109260244,24.359633403516018,23.892009022642352,23.7161018352169,24.940926044648556,24.724300532061957,24.610159004735603,22.69090448876636
00000000000000000029,Tha Song Yang,30.115195581909095,26.751067150963692,26.52397626392427,26.17693415899127,28.808629517328185,29.90386480301147,30.53847532120964,29.749744499621762,22.469698829838816,22.396588284628752,22.005668650733117,21.922871527596143,22.54605255126955,21.618944964333206,21.04026746447126,17.070457969717445,25.51570087802432,24.139826173630993,23.764259784940705,23.567557829902306,24.87506695096457,24.946902487013094,24.97019789710879,22.605034943664986
0000000000000000002a,Mae Sot,30.958460035440964,27.853326617230447,27.199298801818053,27.1401299575601,29.493085566370503,30.62670004149499,32.11314626654137,31.726216993426743,23.41064547025243,22.997314672970823,22.54822723798556,22.35579526945496,23.053279475210953,21.871714212606264,21.533663625565808,18.617094549940642,26.421045552116787,24.888215435992254,24.441330427419015,24.17513656709368,25.519216093592032,25.53768782283799,25.953482828850586,24.220854282029844
0000000000000000002b,Phop Phra,29.84868066567197,27.30374901865045,26.762375186097415,26.433001538444987,28.687462738635517,29.789594636804942,30.67049114152499,29.929482442391038,22.643035343936223,22.365707579968042,21.853042261460274,21.666454704135095,22.31052038454544,21.185928413540736,20.7373805446251,18.198418389328413,25.48909235522909,24.261802739162096,23.820558773863574,23.486848488602007,24.717430228439053,24.708503848805176,24.73330335130881,23.064760819122597
0000000000000000002c,Umphang,28.52945327185345,26.24389095773489,25.929412218598426,25.258346164798358,27.650801824814078,28.98658724956441,29.494459831084953,28.88556302716081,21.43037669224934,21.33185950169028,20.869109253226178,20.654736834589585,21.27466227584128,20.272483393644638,19.777918842981975,17.690107615213897,24.120058179948458,23.172550532934153,22.850680414758425,22.406714806617522,23.517798611259366,23.790249857992297,23.707264420726112,22.45931672357566
0000000000000000002d,Wang Chao,30.942097824622866,28.695440356445335,28.014097172037776,27.640193465169293,29.561911555989607,29.901823380533877,30.62903024495445,29.466149319893997,23.241198376885798,23.122744189453144,22.448784724934917,22.273839872233097,22.64830946858726,21.58070286051435,20.997739611816428,18.541271240234398,26.35807396198143,25.314828051757836,24.76436707763674,24.41845487874351,25.3601072184245,25.050682975260443,24.906543758138042,23.104841524832615
000000000000000002c4,Mueang Loei,32.94364020216572,32.01300913379054,31.43331188682655,30.678784334437363,31.352806579453325,31.741132119766927,32.33976227193518,30.393100042882633,24.631597732771155,25.258382903347282,24.69267067678114,24.34975367011998,24.151522280972568,22.88809188854155,22.243428964636227,19.59168011429747,28.031772571208556,28.143488440915448,27.604883044624785,27.02959206486533,27.12480321510084,26.80992294641507,26.793316381854172,24.344312810852134
