system:index,admin2Name,SR,SR_1,SR_2,SR_3,SR_4,SR_5,SR_6,SR_7,SR_p75
00000000000000000025,Mueang Tak,2.909165827766416,2.9536264271582775,3.47097168637941,5.992739704150498,6.762886512288764,8.568125653873668,7.2931778216159024,5.677407712594663,5.445195218141357
00000000000000000026,Ban Tak,3.4086878665676394,3.509649480490603,3.2511557134014533,4.7782790300895455,7.2894192209761846,11.167748335265538,8.831005763373657,5.171619271572939,6.002663620196214
00000000000000000027,Sam Ngao,3.5990195895745414,4.265148711412128,3.957388648037107,5.140491108933537,6.7944485986113765,9.299332380668599,6.852261804104193,5.4824325709339,5.713292119422441
00000000000000000028,Mae Ramat,2.4043197013751354,3.481031635212466,8.407518917066454,6.419487281064691,7.497523034431956,9.729609627416751,7.121013935639809,4.564768857800683,5.542101563341481
00000000000000000029,Tha Song Yang,3.6792901643564524,4.899364831892679,5.350725217877119,4.440268312485165,8.725158201810967,10.914325659128663,8.73448693448675,6.183692868231951,7.206113013043552
0000000000000000002a,Mae Sot,2.1754744609184975,3.375180928605106,11.251494691935346,5.267945253170628,8.74567403811974,8.907096865190441,5.249983920563933,4.087948011791972,4.9036031073742095
0000000000000000002b,Phop Phra,2.8628304126164514,3.4181645327779413,9.92874526863833,8.705638678296063,5.01386562110058,7.732578998758502,6.768462668084158,5.87622212640643,5.336450634023919
0000000000000000002c,Umphang,2.9296322229590843,3.8629368143911673,2.5855452749477976,12.434699563307401,10.102339259103195,7.421821244319947,5.878682458083358,5.099097597744845,5.275325524901634
0000000000000000002d,Wang Chao,3.0476008292888723,3.4805797231666764,2.5344859612992736,6.84856550296706,7.849033595643447,8.405941085005178,7.062830877518047,6.753793893599269,6.052435427859859
000000000000000002c4,Mueang Loei,3.9394270986700586,4.320920873034152,,7.069233729781098,5.856367617612819,9.828826223884603,8.463083875575586,6.108009939177145,6.5537914357876
000000000000000002c5,Na Duang,4.223721534541459,4.773349252224029,2.3064415199174713,7.9697450247019725,2.8094182836888173,10.197282485056244,8.850519258196506,6.520978494523689,6.986094687371485
000000000000000002c6,Chiang Khan,3.426332522653381,4.47809440107859,,6.215115572177127,5.34888445778537,9.537627266874514,7.843334868979577,5.40464452547888,6.1165515044247485
000000000000000002c7,Pak Chom,4.03310607009832,5.250165881971912,,7.639945186274584,5.713408511748159,9.011053860573124,7.913023781237331,5.767023420344236,6.531734075247498
000000000000000002c8,Dan Sai,3.2947902281129036,3.1776300571259624,9.50551569506726,6.871661803889115,6.479524988249829,7.829655627664534,6.796475686535092,5.060617484741381,5.5585417965878605
000000000000000002c9,Na Haeo,3.7573308179568197,3.420573111347626,4.715511369549663,6.54729707507083,5.830138937443076,7.830574600110528,7.650661952354059,4.932855242587228,5.588512144652485
000000000000000002ca,Phu Ruea,3.347630061637526,3.804414453878899,,7.4852053700640315,6.089621774013345,8.473340393292458,7.9291752569864435,5.8573423027648595,6.0960117921688255
000000000000000002cb,Tha Li,3.861780728085012,4.355002650349043,,7.111739657791177,5.72433400981376,9.368473811722053,7.937688892786741,5.2257407523056205,6.161777249709453
000000000000000002cc,Wang Saphung,4.202123140133123,4.042456399606403,,7.241877136406033,5.242020315702248,9.764164327614527,8.570319364532244,5.384124866055085,6.525429524895948
000000000000000002cd,Phu Kradueng,4.688344460330475,4.129247439306067,3.600214162138552,6.762423970081875,7.7209023096519385,9.134880993254399,7.5617986283907515,4.531474456742616,6.2587390683211614
000000000000000002ce,Phu Luang,4.015546147164058,3.3225365350201037,,6.7972762310864425,6.36303561109065,9.384638112933336,8.169623890095812,4.8721854844806165,6.143824554965625
000000000000000002cf,Pha Khao,3.723906580106083,4.53890926852112,3.1757960968563745,7.3873598408031,9.026591673257697,9.892663614465022,8.418874391516187,5.333738480962118,6.5133002010087555
000000000000000002d0,Erawan,4.141271665421579,4.059275239001062,3.570033533679066,8.049020137144057,10.87928302200084,10.594125796715451,9.689474279817967,6.416039165087868,7.119135601285266
000000000000000002d1,Nong Hin,4.603885488158768,4.1169614248247255,,7.6133984832013315,5.032136150774407,9.47133860973865,8.439095756681564,4.302942846581315,6.395572754662416
000000000000000000ef,Mueang Satun,8.455270608287075,7.458315595109406,9.094386580829738,8.054025628984036,6.532146884688881,7.44603485165552,10.30043708276078,10.400951149551554,8.897093864009861
000000000000000000f0,Khuan Don,9.82655160522947,7.112762928256307,9.647629689668848,7.463654496203012,7.145248825505912,6.038816646718922,7.383996164061104,8.74372562495517,8.952248205384636
000000000000000000f1,Khuan Kalong,13.406622371076057,6.515800209813743,13.604017568109136,10.57589003327416,9.797301975829548,11.256998623295914,11.563004973430207,12.151399639215741,11.633031483792532
000000000000000000f2,Tha Phae,14.603798262413612,7.124264227043015,12.815825535341741,9.96132976399322,8.13300510948505,9.664372290338834,10.254885655806465,13.262181529548348,11.221045582824571
000000000000000000f3,La-Ngu,11.993602419989655,6.802652508918441,10.719734971313711,9.902956161738997,6.377100251795953,9.000324731097795,11.01249180733074,11.388585743672687,10.253100546429812
000000000000000000f4,Thung Wa,14.672862712353785,6.1047698540784605,12.10749256878203,9.47302421114117,6.965746193462972,10.152071037001924,10.615189735457413,11.894101329338431,11.342314103436834
000000000000000000f5,Manang,13.863640420085149,5.9908745032754815,14.368165243105121,13.99707371681436,10.672547063405812,11.307499360174292,11.931415044958996,12.868745207973134,12.565708063126394
000000000000000000f6,Mueang Trang,14.93182009427364,6.2381980313961085,12.139860567504208,10.813734640092902,9.082359482518301,10.402087391502645,7.649114288164285,11.896374063024268,11.727372525236854
000000000000000000f7,Kantang,15.515170648441192,7.865576279616378,12.459201353840207,11.377468834638508,6.021617108569701,10.302353298010669,8.375835398196422,12.197591219728055,11.805408271988547
000000000000000000f8,Yan Ta Khao,18.86062587004478,8.086263047526234,15.269952673754542,13.04650382141627,9.779909486295594,11.539992061354774,,14.52519962056521,14.099878459624186
000000000000000000f9,Palian,17.516103172885977,7.99397790737922,13.723447941233694,12.729894779678679,7.0899733656647586,10.412249217053189,5.618417941387485,12.660627687586544,12.854472361647701
000000000000000000fa,Sikao,16.334107564484725,7.427837440014527,14.731235307833886,11.777794109657414,11.043370223028335,14.50723077045321,8.79341383162792,14.346784962551853,12.99374425963545
000000000000000000fb,Huai Yot,18.834740409133993,8.154754591799184,14.486594880670813,15.041241290345193,7.640950519952036,11.138840469623137,9.897281990945496,13.631443434926819,13.710483419979054
000000000000000000fc,Wang Wiset,18.54904824813208,6.984829263803331,14.97457843648434,12.976260748966244,9.258180610396964,11.479763415332119,9.401496105633068,14.37631579914715,13.99961627653246
000000000000000000fd,Na Yong,15.045672920000541,7.346415401358285,12.73553521160467,10.36241946149622,7.262778241634883,10.608747006184064,8.423787197901362,13.61811538992232,12.027204241502172
000000000000000000fe,Ratsada,16.688276336683355,9.539429634224573,13.996882855251462,13.763412318906655,5.571332924652101,12.492932545804026,,10.553974259557998,12.80790523225335
