system:index,admin2Name,WS,WS_1,WS_2,WS_3,WS_4,WS_5,WS_6,WS_7
00000000000000000025,Mueang Tak,0.5810248925099777,1.9002367629752472,1.8809673837407328,1.8230156287506671,1.1073065583873927,0.1542384403201016,1.013336921102594,0.9496671074136789
00000000000000000026,Ban Tak,0.5575967398138266,1.7326506754866773,1.6592312511781713,1.5300611228410312,0.997917094811489,0.1361885879274553,0.970361843450936,0.9528092523283929
00000000000000000027,Sam Ngao,0.5091905659783983,1.5973753642026363,1.5223512749266532,1.4012743685523072,0.9011759026184648,0.11505963108756147,0.9517942265009064,0.8881027004747354
00000000000000000028,Mae Ramat,0.42708553947881617,1.5922204610684394,1.5203818658084804,1.4203655726943496,0.9680581103127778,0.08161760568424048,1.3263803657988797,1.282894085172919
00000000000000000029,Tha Song Yang,0.5595029116673107,1.3147905240585565,1.2057689060300978,1.141838557447101,0.7516129959406458,0.2162060558132728,1.09671134974183,1.1708873359158283
0000000000000000002a,Mae Sot,0.5148828448942044,1.7927458199123885,1.75322162120573,1.6607057754295798,1.1146528700503588,0.09174340627427865,1.6902754441031564,1.6467548351911927
0000000000000000002b,Phop Phra,0.5373514669726385,1.7491847392360547,1.7729583068652999,1.6379456813395403,1.0558293156040819,0.18827746076442795,1.6599567722337811,1.5797296906034648
0000000000000000002c,Umphang,0.3055569854771708,1.3359345023463634,1.4926906208165327,1.324368613061519,0.76058637232868,0.17261036333518925,1.7061800464166157,1.6084361040502593
0000000000000000002d,Wang Chao,0.4922619694039538,2.038020680981357,2.2166013203671215,2.083036816272654,1.2652284545871408,0.20808552763295496,1.4176251006565623,1.2379139467850422
000000000000000002c4,Mueang Loei,0.5253707995267172,1.2733617632881111,1.276842675915193,1.1154417457805021,0.36160267034720955,0.6406700586274838,0.9256608768838654,1.1698441749081452
000000000000000002c5,Na Duang,0.6069012013609857,0.9577808050731106,1.0095964945873332,0.8867358348692939,0.2037505489944334,0.7322166755409696,0.9798340928848578,1.274803944323102
000000000000000002c6,Chiang Khan,0.4849490528542654,1.1827291734446725,1.1628041008931873,1.0683051470943195,0.24068632743777993,0.5934309578139002,0.6970532878783324,1.0044586663348534
000000000000000002c7,Pak Chom,0.5883563759878991,1.029367055237467,1.0016722223193073,0.9640734206048452,0.22091814969339807,0.5927391788278416,0.6687632984137053,0.9791991542609492
000000000000000002c8,Dan Sai,0.5862533483903396,1.6927752700707763,1.754374939821191,1.4390740071729593,0.7491611469027243,0.5467646476001122,1.4256314123469804,1.4619866886991895
