system:index,admin2Name,WS,WS_1,WS_2,WS_3,WS_4,WS_5,WS_6,WS_7
00000000000000000025,Mueang Tak,2.1316925242557727,2.3177577875754154,2.095531682779506,1.7866773996117753,1.421273694092503,0.12668890055657298,0.60596610262789,0.5102398062728404
00000000000000000026,Ban Tak,1.8457867564431873,1.9073187488275556,1.853850904650119,1.610370090622716,1.1645964571580187,0.06075126440576837,0.5590652118985333,0.3245161329276446
00000000000000000027,Sam Ngao,1.5839201813723447,1.69943653988589,1.7146925563147808,1.4568581367688984,1.0250549777941231,0.09769362566173392,0.5025004842194496,0.22710162858584756
00000000000000000028,Mae Ramat,1.6350733005389761,1.6718198188268223,1.7131486030717222,1.4837737844405636,1.0913495445337866,0.15004522723362035,0.8089357283341834,0.43231863681976596
00000000000000000029,Tha Song Yang,1.3854927275859412,1.3185848152361854,1.4649767325597487,1.221323780887513,0.9148445689106361,0.25809324083848284,0.7068886059313726,0.3404465178208759
0000000000000000002a,Mae Sot,1.9753835662477681,1.9508713326080744,1.9601390702406933,1.7078998511943557,1.2652284890775325,0.21930199707128337,1.028658043050223,0.7306774482750092
0000000000000000002b,Phop Phra,1.8251329690092088,1.8524334626221868,1.9672532547143742,1.7149483452074155,1.237408492716221,0.27574077202646846,1.033201398821871,0.775571493057003
0000000000000000002c,Umphang,1.2685281021628811,1.383181499166233,1.6603730928831943,1.4128005572129045,0.9839573126254246,0.34375377840606086,1.062527044940189,0.8017167106385698
0000000000000000002d,Wang Chao,2.137567436278264,2.4644551788117037,2.3913524109114435,2.0207528084452555,1.6622276062126338,0.19706510277104805,0.9254643688368527,0.7882119125585525
000000000000000002c4,Mueang Loei,1.3354620358418265,1.4139802836588704,1.6738653050567212,0.9960212951667837,0.48894673555569024,0.33876890707836005,0.902211719712012,0.9014158392668992
000000000000000002c5,Na Duang,1.0398609899678106,1.138851332937638,1.3822637430475178,0.7208474943338932,0.28792354025921035,0.43910179216477363,0.991398994468746,1.04244297012654
000000000000000002c6,Chiang Khan,1.017282747432223,1.1892141636568985,1.49000305849439,0.8591070473291935,0.35197844115367627,0.3587369150818941,0.7647271509201216,0.8168082672130456
000000000000000002c7,Pak Chom,0.8010754631957666,0.9950792675244905,1.2973506491065836,0.7438326642602646,0.27663719463777703,0.40565688287863694,0.7470266704820049,0.7852229248430552
000000000000000002c8,Dan Sai,1.6813981380036154,1.832214922944969,2.080689495726527,1.474724917895401,0.8559382815233617,0.33929137829824896,1.000546773945259,0.7625282448021877
000000000000000002c9,Na Haeo,1.6887453711334006,1.8213634938227126,2.1194486666371226,1.5004973509115798,0.8676460884597009,0.4099860577934257,0.9617967073176427,0.7922523702630584
000000000000000002ca,Phu Ruea,1.9147423251908513,2.0280546890192857,2.3208377919807828,1.604977029488936,0.9393156158324754,0.24699327288446318,0.9742350183063891,0.7095921076508218
