system:index,admin2Name,Tot_Prec,Tot_Prec_1,Tot_Prec_2,Tot_Prec_3,Tot_Prec_4,Tot_Prec_5,Tot_Prec_6,Tot_Prec_7
00000000000000000025,Mueang Tak,3937.372655300066,13638.621807391972,7414.240184702126,5819.211087515775,15621.94041061775,14701.145990149176,9055.9770507934,44.79867590058084
00000000000000000026,Ban Tak,2435.271437012915,6936.319604057423,3530.940019410966,2884.9631921609243,7994.48460246535,8299.582570848277,5256.2834702510445,107.19468977591569
00000000000000000027,Sam Ngao,5991.312996935378,14882.915536893586,9432.726646058001,9491.363621693032,21129.364357254555,23687.864849159767,14196.463381288335,300.6501131345244
00000000000000000028,Mae Ramat,3469.715057466544,14603.01069380443,9286.928256393414,8832.495298850303,11454.483572472775,11658.120674159478,8238.629297357447,156.4684772533529
00000000000000000029,Tha Song Yang,5054.47648672777,24559.24895220364,14073.695510290645,14021.941412916372,13302.376566684012,12974.56020395989,10631.13335187809,127.49796376976309
0000000000000000002a,Mae Sot,2517.3860012952023,15243.264301017687,11262.427114938284,11281.863335217215,12636.789398056855,10986.718568968306,5750.435318681304,33.915495911693455
0000000000000000002b,Phop Phra,1906.404233306062,10390.141016829248,8872.702746812036,6372.134191706601,9374.740612673293,7305.236380438711,3086.4644001932706,0.01796560287475586
0000000000000000002c,Umphang,20879.119668136856,55394.00496374859,51695.698911612635,39773.88295662636,49652.3607632927,30091.909449965333,10772.181058545204,386.34089261177456
0000000000000000002d,Wang Chao,1379.9694029695847,5630.852855330822,4042.026972574347,2668.508975790061,6879.106122795742,6163.134675237245,3041.086001780454,0.0
000000000000000002c4,Mueang Loei,8700.750388472688,10114.755220491748,8193.585054233963,9449.273818882775,11903.322939213116,7908.15818452087,2364.6680837182435,56.05718386593987
000000000000000002c5,Na Duang,4668.560025549869,5343.190945774901,4988.787826482921,5968.88996011229,5971.163462963292,4249.081570400913,899.7899104997224,0.04814151782615512
000000000000000002c6,Chiang Khan,6035.987287598029,7627.525918824064,7858.983952783137,9173.690032830895,9156.642265711114,4786.712183209962,1781.506352972517,11.552983667336258
000000000000000002c7,Pak Chom,8548.772193708606,8913.704222929711,12093.774536443221,13466.771746927148,12245.086512328127,6541.315855508693,2027.938484455558,21.536739159565347
000000000000000002c8,Dan Sai,7430.227622019075,9463.355640638574,6405.2556982564,7685.167212399316,13446.148556230582,7896.639020798255,1922.9170249359279,36.10746088682436
000000000000000002c9,Na Haeo,3270.633797883053,4915.805189444038,2979.532717299461,3657.2733196202444,6033.835431241056,2883.6076129090548,1252.6116876527374,1.2196930969462676
000000000000000002ca,Phu Ruea,4059.5848454718493,5062.872877532359,3281.871343509356,4073.416144195258,6624.032636508755,3921.5985506936613,949.0560018632925,8.558694222861646
000000000000000002cb,Tha Li,4144.3477850222125,5733.943287540885,3795.0223103504554,4763.860610325196,6431.813978428,3448.8522792666563,1370.9823645554334,25.95596419970194
000000000000000002cc,Wang Saphung,7299.757874571109,8333.10420368232,6730.7278465644995,8232.313541391784,11218.289926881413,7254.6492615194875,1514.0848952601937,15.623208265678555
000000000000000002cd,Phu Kradueng,4676.252372996948,5501.521873274973,4567.317621932778,6001.624189657324,8891.271956048291,3792.3173994905796,1341.3440987886165,13.950901226436391
000000000000000002ce,Phu Luang,3591.14851174074,4491.703983836081,3290.096908077539,3917.027751321419,6120.267860352759,3019.371056444505,648.593536275041,22.137568613360912
000000000000000002cf,Pha Khao,2274.6996819196966,2922.500168596529,2202.3728659288554,3306.9499136373106,4523.537828272465,2199.7246266664247,525.3670288815217,1.4702208715326646
000000000000000002d0,Erawan,2468.6549599105233,2854.8027531885627,2265.5262285475633,3007.851422857771,3726.900123890709,2301.0159304282242,418.6864325111988,0.3708160699582567
000000000000000002d1,Nong Hin,1837.4346929550175,2511.586828957352,1879.9278292038862,2539.8684740749063,3391.4990099093493,1650.6095831571843,443.9784892409455,0.025309067146450866
000000000000000000ef,Mueang Satun,7933.796169452106,5905.474141387379,6539.449614927813,5818.954774039401,6637.861955172411,6896.866098238439,7024.50298793643,6290.701790241165
000000000000000000f0,Khuan Don,1907.8609636839697,1476.9716392769533,1584.0052288494858,1430.9440187211128,1526.6628997905584,1886.0169425122879,1699.0037915136302,2417.882539672478
000000000000000000f1,Khuan Kalong,4245.110749969295,3730.5857631823587,3461.006628649842,2746.267692471486,3280.593149806939,3797.411179864173,4449.2096722864635,7084.845500396279
000000000000000000f2,Tha Phae,1550.877592018539,1403.2710406686745,1312.1353697477605,1323.5536537852943,1330.5881418611484,1790.8042098643734,1627.698532364415,1915.224662814421
000000000000000000f3,La-Ngu,3243.7796369159923,3301.41175288406,2646.056192210142,2178.0112358364404,2667.4766107278706,3028.0437459739987,3023.4103375659265,3638.4683139557933
000000000000000000f4,Thung Wa,3691.2914578989444,3806.151996322707,3083.565337449429,2112.1848857685636,3029.380596191743,3192.23994789778,4116.765044607836,5704.911576040117
000000000000000000f5,Manang,1521.6301975231545,1554.336981545243,1282.4528107166293,901.3026963551839,1219.218908681589,1382.3972792064444,1781.6161003898171,2623.7646540641786
000000000000000000f6,Mueang Trang,4180.224505200105,3729.081077665442,4217.452571442547,2864.5801451196853,3938.544824720831,3618.243653183358,3440.6598782436517,5540.800700052112
000000000000000000f7,Kantang,7968.660217895694,5782.286377680536,7242.165025380079,4963.615636485232,6401.219825492187,5766.053228989769,4844.971042374069,4396.7792219870225
000000000000000000f8,Yan Ta Khao,4324.811970688315,3814.1737419708097,4595.918523870262,2848.3587695738856,3370.6948158479204,4232.991160005681,4276.334369035795,5901.4838726955295
000000000000000000f9,Palian,7222.769179761176,7055.389027143928,7132.27033940624,4564.765781575325,5320.653713732138,7022.740883743062,7645.462267133301,11039.93876987532
000000000000000000fa,Sikao,5747.60931427245,4354.804895236445,4516.396240306368,3505.212928458288,4498.167710276211,3813.810952087478,3075.720194057389,4178.42885786108
000000000000000000fb,Huai Yot,7063.330282076667,6630.053197297862,6823.542052953386,4068.192965067601,6311.0676536634855,6214.167597018972,7184.626855723062,14021.393039660363
000000000000000000fc,Wang Wiset,5695.76625883252,4622.968489459917,4739.140452547635,3254.5244238470113,4664.339412812626,3843.7096173997015,3758.5123485387535,6403.140377884286
000000000000000000fd,Na Yong,2213.8234458381057,2114.5234467197865,2245.04051751623,1548.6156001016202,1805.5771493266611,2221.3819499745086,2265.6833821614587,3999.839930048176
000000000000000000fe,Ratsada,1601.8213023456872,1592.3073549925116,1636.8756650214102,894.5099448952021,1553.270463440465,1634.9847021009411,2482.149161767025,4286.091267295913
000000000000000000ff,Hat Samran,1570.3950831142129,1453.1295611512428,1557.7112171687331,1021.4799378465203,1218.9689658052778,1265.45203072978,1257.4096521994645,1506.9799557124866
00000000000000000117,Mueang Yala,1982.6917651858985,1932.845977291406,1664.6319691545818,1595.3592192785413,1270.0146373299995,2798.178596205805,2416.7561432707544,6096.272468435063
00000000000000000118,Betong,13514.599513825247,13200.734358496762,10440.08275905964,8959.156505971792,12580.268660970758,15403.43732672486,11765.596008373712,28523.255814064243
00000000000000000119,Bannang Sata,5088.932370198942,5264.168201129579,3933.1473502439612,3335.5278096512257,3218.2799726532953,5654.514498499328,4716.352824974996,13184.498733574737
0000000000000000011a,Than To,7576.753829330559,8059.124220799466,5758.496274080464,5229.796705936918,5921.489477896224,8676.044730416466,6710.452774534039,18952.158119407355
0000000000000000011b,Yaha,4897.389722767997,4518.395294388602,3714.8896304588693,3248.918122470612,2819.5555008766696,5505.790304600961,4608.212124804889,11654.043216524873
0000000000000000011c,Raman,3789.9965871427567,3586.960852033952,2862.9274134589173,2541.8404138050837,2262.241856352488,4630.989552595101,4519.947420491423,12891.535194824259
0000000000000000011d,Kabang,3517.5162715902516,2966.344159760195,2294.8352933448905,2077.0448799778437,1974.6773020192686,3438.690186506158,3029.9107315717965,7104.52562833393
0000000000000000011e,Krong Pinang,1228.440761061276,1154.157542517606,1058.9356782193277,867.4897284288032,735.9701437613543,1468.6217848160684,1402.2730544800854,3607.0801960271947
000000000000000001cb,Mueang Trat,8502.548693335293,16376.333295356524,20814.507554306703,14106.826074920917,19575.394950244,15890.353980758146,8327.563935264885,308.622032221509
000000000000000001cc,Khlong Yai,940.1659396134171,1248.4384132684445,2142.881822713216,1636.0774453069648,1808.3253827506421,1491.534020650153,731.8253275478587,48.61596824187858
