system:index,admin2Name,SM,SM_1,SM_2,SM_3,SM_4,SM_5,SM_6,SM_7
00000000000000000025,Mueang Tak,25.065701284341273,30.75613251679852,52.94908565110148,105.23326528876423,176.77820447393051,178.67177000935624,178.67177000935624,116.26617759632568
00000000000000000026,Ban Tak,14.175733251003402,12.935334979932088,18.261693423896265,49.15504785427604,114.87817227539367,115.31748996603892,115.31748996603892,54.30381290521766
00000000000000000027,Sam Ngao,11.655398498875622,10.564276744253966,13.085409304634798,41.10905639438102,103.34171315090099,103.34171315090099,103.34171315090099,43.42869951228061
00000000000000000028,Mae Ramat,24.05083798882681,58.07884926643345,100.94668198193493,122.36968098992322,122.65119302459145,122.65119302459145,122.65119302459145,61.780551349658
00000000000000000029,Tha Song Yang,82.3090826894624,130.64815880322215,228.94325990465236,326.1954381061976,382.5523261548577,382.5523261548577,382.5523261548577,322.24893555811286
0000000000000000002a,Mae Sot,73.6576731160896,156.051950101833,236.49154276985743,248.80154786150706,248.80276985743373,248.80276985743373,248.80276985743373,186.53310081466392
0000000000000000002b,Phop Phra,109.45148136089858,185.78193065277554,297.763560149764,344.6607602148787,346.8583998046557,346.8583998046557,346.8583998046557,284.61658798632595
0000000000000000002c,Umphang,172.95081649367367,250.08147888147897,378.01703187417473,433.5752979324409,438.7577562720421,438.7577562720421,438.7577562720421,375.49484698056136
0000000000000000002d,Wang Chao,41.05980239786856,64.12317939609238,121.29040852575491,213.5297846358793,242.71529751332156,242.71529751332156,242.71529751332156,179.77478907637658
000000000000000002c4,Mueang Loei,97.02883454865476,118.81562107115916,147.90930978124206,197.33307769675625,295.590897661554,295.590897661554,276.5623334171487,217.93207819964795
000000000000000002c5,Na Duang,87.26849675010374,99.83696584151576,115.26315862259722,153.82191951320706,271.00871248789946,271.0435347808049,247.61891854515292,189.46603512653857
000000000000000002c6,Chiang Khan,124.04566452101471,150.5023665278304,182.77423324498287,255.08576296857245,373.97777357061716,373.97777357061716,360.15255585005673,302.56954751987877
000000000000000002c7,Pak Chom,149.06727466929584,191.10075589516052,250.39568646783317,319.67005176238604,375.9218305808889,375.9174102374496,357.5514419521814,300.51822364637235
000000000000000002c8,Dan Sai,86.37992974238875,105.27416861826696,152.51281615925058,231.70193208430914,323.6031323185012,333.45833138173305,306.5107494145199,248.24968969555033
000000000000000002c9,Na Haeo,94.21196975522231,106.20825323593486,142.85732410611303,217.36327053697298,331.30825323593484,349.42670767653465,327.0229270793285,270.08951685249264
000000000000000002ca,Phu Ruea,89.30176373106059,98.83676609848484,133.00668797348487,194.43732244318178,304.47434895833334,312.336777935606,285.9674242424242,227.638671875
000000000000000002cb,Tha Li,107.923266325681,138.17459260140356,190.6199833472107,270.9087546092543,336.42113714761507,336.5152373022481,315.8292970143928,257.9056143689782
000000000000000002cc,Wang Saphung,73.88880494006538,83.6863639665819,113.09165274246277,154.8886160552125,267.49625136215036,275.8436033418089,250.9836832546313,191.42262985833636
000000000000000002cd,Phu Kradueng,36.96885400313973,33.590528519099955,33.336075353218206,45.221925693354265,169.73340659340658,208.02222919937205,180.35477760334908,128.23248560962847
000000000000000002ce,Phu Luang,58.098183638443935,60.1766876430206,86.67128146453092,134.70055778032034,267.0039473684211,281.8434067505721,250.85566361556062,191.35949656750574
000000000000000002cf,Pha Khao,41.357721969547164,38.98441763891636,39.574629226814324,51.445441961637336,179.8272493573265,213.92527190033624,186.7201305121614,133.00729681629429
000000000000000002d0,Erawan,63.92343226424128,65.89442316898037,75.73451412158926,97.65887984681666,231.7974868358066,251.92707036859744,225.87058401148877,167.23587841072288
000000000000000002d1,Nong Hin,50.799617737003054,49.32884811416923,59.6242864424057,85.58802242609582,222.2644240570846,253.43358817533135,224.28858307849134,166.5274209989807
000000000000000000ef,Mueang Satun,193.94333799440676,233.72851578106284,239.22017578905323,239.22017578905323,239.22017578905323,239.22017578905323,239.22017578905323,239.22017578905323
