system:index,admin2Name,NDVI,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDWI,NDWI_1,NDWI_2,NDWI_3,NDWI_4,NDWI_5,NDWI_6,NDWI_7,NDVI_p75,NDWI_p75
00000000000000000025,Mueang Tak,0.4512361819810427,0.47641773778741986,0.4874466103495619,0.6210450333175186,0.6347310040810122,0.7656328071149326,0.7418117246439427,0.583242527049104,0.15957737711786535,0.22115943415550487,0.26701569676063064,0.44167995760023987,0.47929494126527605,0.6137716128024383,0.5406429527450914,0.35320495840687716,0.5862720361334911,0.3660555863832536
00000000000000000026,Ban Tak,0.4941407197771612,0.5394895119130443,0.4880302643089373,0.6522768534592568,0.6094270164143797,0.7676534719550213,0.7324928402957146,0.6012245249409084,0.2428239059843973,0.3287117008521856,0.2853774246227149,0.4283507031371124,0.4376081849883036,0.6296886015842279,0.5296262956394513,0.3916876151884274,0.600319842360493,0.397713699476544
00000000000000000027,Sam Ngao,0.43699066061091785,0.5237294276003911,0.5123838239718252,0.6618626273452981,0.6316553677855233,0.7437078564968915,0.6837458723126314,0.6046859174370879,0.18348009377471053,0.31634273878298796,0.3110647566146112,0.49509540234434024,0.4470939330585282,0.5850115468065089,0.4566146935477858,0.37442090716655146,0.5888641714689561,0.3793318513869911
00000000000000000028,Mae Ramat,0.34665888964963226,0.40571328276399615,0.5246526035309774,,0.5472817006887285,0.6543916460500263,0.6828519350218837,0.5769138589151048,0.05772627246688102,0.19409361610945694,0.300362193827271,,0.48845688771299633,0.5596981504215486,0.46198370265368577,0.3362596955346188,0.5332628524634644,0.30270586139558986
00000000000000000029,Tha Song Yang,0.37980767769446316,0.5099707965967626,0.6227694073344162,,0.7613195227350448,0.757733886555838,0.7556472992589147,0.6639113930046259,0.08852166297785073,0.3348353306929774,0.41697963171428415,,0.6048560672493192,0.6452852060255682,0.5451049596252053,0.42736924721495606,0.6092540046063438,0.38024786594329474
0000000000000000002a,Mae Sot,0.33919669956831894,0.46216856304341913,0.6143362147044257,0.36820805319749206,0.6367764685204449,0.5951736678814306,0.6790037949669853,0.5886364516133241,0.04380857771968002,0.22684157012194228,0.41088074938542385,0.46787703395291913,0.531335785943313,0.5049450189186457,0.4759074453724141,0.3650331255680299,0.5616400176028574,0.3484792371128836
0000000000000000002b,Phop Phra,0.42751953791894315,0.5437498200428645,0.7009476009653262,0.489554598333591,0.6522132773286022,0.5994307515336955,0.7458111460906395,0.6878750756273464,0.15745609482111003,0.3111788802261752,0.5060215505678831,0.4752767606473512,0.4846432454822211,0.478235964837974,0.5205024420974725,0.44944452754263653,0.6299394677446661,0.4130815950433321
0000000000000000002c,Umphang,0.4773607484509085,0.5241750330375937,0.6247969416723019,0.6458710396429739,0.7783558140568217,0.7623594494481328,0.666973429992736,0.5828842584120862,0.1696149075575516,0.26571088068239845,0.4601789717441937,0.5746884272986582,0.6082423924123941,0.5959918691157233,0.41909826604587486,0.309562323248263,0.6247472991202483,0.4000817621358337
0000000000000000002d,Wang Chao,0.4017861688345723,0.4600732731075907,0.5373407560664576,0.5888068340926026,0.6691291330071515,0.7121982976394582,0.7351065068587096,0.66123442884254,0.10368775740985124,0.18465484591180734,0.3582042393169032,0.45294397584414503,0.4748559338639731,0.5471509775037485,0.49747980212580284,0.41042070275163595,0.5900908952274092,0.3529330136385553
000000000000000002c4,Mueang Loei,0.5051815374365513,0.5508580913912874,0.7189382935842505,,0.7622667035421582,0.6998829513251404,0.7647245639133814,0.6476505930506318,0.24803023709238348,0.3576828202976426,0.5700701906520876,,0.5925669747579183,0.5811902719840939,0.5759258362158437,0.43604171553905646,0.665729081647379,0.4630354796960326
