system:index,admin2Name,LAI,LAI_1,LAI_2,LAI_3,LAI_4,LAI_5,LAI_6,LAI_7,LAI_p75
00000000000000000025,Mueang Tak,1.083733608071065,1.4777512862413287,1.5374231972504775,1.7280199002197811,1.6694846060445854,2.063206823853754,1.8255711256154252,1.2856305905702199,1.6088279727555816
00000000000000000026,Ban Tak,1.0905281917949705,1.334178946107909,1.750883778857654,1.3762454352547844,1.6613919477386925,2.01285155873271,1.861716327434696,1.3375071773103795,1.6086797306051073
00000000000000000027,Sam Ngao,1.2130040970972773,1.452366533035054,1.7506023459692426,1.4717792316342457,1.5165332416716524,1.881708048798262,1.823233632842536,1.439307760725527,1.5694732238336693
00000000000000000028,Mae Ramat,0.7091122428968811,,,,1.8840150389736652,1.8299898663891692,1.5615796675238578,1.062626683616012,1.3286330503265442
00000000000000000029,Tha Song Yang,0.9255547029967469,,,,2.186249279094709,2.2593547333033706,1.9561143169032333,1.4015742466645102,1.7169941927936274
0000000000000000002a,Mae Sot,0.6391251593387853,,,1.839102149848419,1.567712000526449,1.7379616951385142,1.5927885163512476,1.0874369817348797,1.307351951663385
0000000000000000002b,Phop Phra,0.7153547511271877,,,1.7876527155189534,1.3210016684269064,1.646455866241247,1.7627250813486361,1.3643105632871189,1.4199871012799778
0000000000000000002c,Umphang,0.9383798167727486,1.1185605407466077,1.9808383505939466,2.1983220070302236,1.8190658650255687,1.7905516276537445,1.599292483290997,1.2529106523422708,1.4438959091271473
0000000000000000002d,Wang Chao,1.0102413382749416,,1.6918254815527818,2.1198099391422827,1.8783473173363012,2.2719072384011985,2.038935919773824,1.5167763652528037,1.6937874281832606
000000000000000002c4,Mueang Loei,1.2693761102089696,,,,1.8459096370429118,1.934787078038019,1.645490308484423,1.25166547634954,1.5617071882462104
000000000000000002c5,Na Duang,1.201800753106553,2.209977882858674,,,1.9049544420136755,1.8498897605513123,1.697259280043963,1.29359922809321,1.5531113380010613
000000000000000002c6,Chiang Khan,1.2237372054790723,,,,1.8944985401259868,1.9501515941621186,1.5444791868286216,1.1858235837938838,1.5289159676442716
000000000000000002c7,Pak Chom,1.4666000392390313,,,,1.7813434593690285,1.7574610174600127,1.5963130413338422,1.229129885617941,1.5631356034269497
000000000000000002c8,Dan Sai,1.1946726312225158,,,,1.9900360666305277,1.8265926290238244,1.6025773855267138,1.1580194074229748,1.5132174403013148
000000000000000002c9,Na Haeo,1.4862026454634514,,,,2.074492245898448,1.9107645332618524,1.6687856005391535,1.183783108629316,1.5866032314601703
000000000000000002ca,Phu Ruea,1.3323858894471754,,,,1.943910883213784,1.9291471361110915,1.6321499145649145,1.1887381187997756,1.5513330729136676
000000000000000002cb,Tha Li,1.456498544651939,,,,1.9260583809087874,2.089711942571834,1.7422785466967765,1.2440896263431251,1.6687804771505808
000000000000000002cc,Wang Saphung,1.297736511849942,,,,1.8222045165224012,1.9545795466022302,1.7521163847894936,1.345457659610894,1.6144400878594563
000000000000000002cd,Phu Kradueng,1.3549307408664886,1.5322336312191758,1.3040251934278833,,1.896206334434734,1.889568731615435,1.7185423804775766,1.2001452342074626,1.5357125573866177
000000000000000002ce,Phu Luang,1.1530793816983504,,,,1.8154181046210571,1.9325328444223324,1.752953910589859,1.25476639897314,1.5642313408353044
000000000000000002cf,Pha Khao,1.3171023863344162,1.282596366419133,1.318277291203832,,2.0425808017953844,2.049370411370273,1.827915914368604,1.253571509333993,1.5924223666710224
000000000000000002d0,Erawan,1.2822455829458639,1.341405386544956,1.424490972276931,,2.019751954812263,2.0610379630947877,1.9174815662359097,1.4409281716065963,1.6741799727450954
000000000000000002d1,Nong Hin,1.3046104755459407,,,,1.8279608786749522,1.9188594775024188,1.7023233308611752,1.3093709183790063,1.5863878271871286
000000000000000000ef,Mueang Satun,1.2299070355622585E9,1.8970294104268344,1.9219286440014722,1.8427804149361693,1.8453892109016272,1.809649920639939,1.907441780804477,1.760415725907736,1.4041359853013617E8
000000000000000000f0,Khuan Don,2.1576648998099324,2.0173303349295257,1.8473182167019466,1.8523600172858157,2.404209208172192,1.7361895698786072,1.9297396906978523,1.8696765843536323,1.905990537510889
000000000000000000f1,Khuan Kalong,2.249330460152824,2.243902413285927,2.165127000960039,2.2326834080994558,1.7989129287946284,2.1145034282538506,2.1061209158849103,2.033116661115971,2.128232983474189
000000000000000000f2,Tha Phae,2.500356947649992,2.1756870142441094,2.1509910297969848,2.1326379873923758,1.7594844097714981,2.0716337093264645,2.184403315920877,2.033673847440117,2.134290879940264
000000000000000000f3,La-Ngu,1.9820129460053308,1.9495257469132121,1.7685471377958564,1.878694332786212,1.6498353918858835,1.8280828255212977,2.006756021437149,1.8577120097615256,1.8607526633483298
000000000000000000f4,Thung Wa,2.0416144193448043,1.9334921744933162,1.9701634137510127,2.1509180080842847,1.7477730546225796,1.929684864785094,2.0785995986168935,1.850900285459467,1.927130914613936
000000000000000000f5,Manang,2.359839503353243,2.2608220562873442,2.203128722671915,2.0743014456884197,1.8250281902636132,2.164108791700078,2.130162997738378,1.9830239631717068,2.141527626401917
000000000000000000f6,Mueang Trang,2.0886241270493127,2.154681536863687,2.0848922619891184,,1.7744254749342128,1.9476013157326664,1.788307514175562,1.7769865151367565,1.936759548610123
000000000000000000f7,Kantang,2.1265527757913985,2.028170694944026,2.4634169403637114,1.9439923694779175,1.9522847383870026,2.029145967878387,,1.8388915726801418,1.9964080385312257
000000000000000000f8,Yan Ta Khao,2.1936270647445886,2.083826908635051,2.2042235764689235,2.047647038109265,1.843928876215852,2.08501243377449,2.0109058160675923,1.8474548495423169,2.0577910103139017
000000000000000000f9,Palian,2.106158968582924,2.089188911400876,2.120009502804855,2.091897870131052,1.9319703388871494,1.9830302633018952,1.8787706269896698,1.8417011181807192,2.0102457472635282
000000000000000000fa,Sikao,2.32743928224964,2.162447018421765,2.163264784535073,2.212702478480275,1.9568104024231976,2.0802557189644855,1.79505632034343,1.9154534253086937,2.045634108410688
000000000000000000fb,Huai Yot,2.135361316637787,2.2263009631806927,2.348396134563127,2.122259997485006,1.9682844638627364,2.098951371057454,1.977381984401579,1.9267508999996437,2.08486787211737
000000000000000000fc,Wang Wiset,2.3119483298979784,2.2173973375158815,1.9738744564474822,2.2749647251177327,2.1482407764960083,2.1321972651418344,1.985870996924306,1.9495349810222244,2.1069833196056753
000000000000000000fd,Na Yong,1.95024816961167,1.8808376005891196,1.8144394160268928,,1.65437615748903,1.8639737158141712,1.6244532598751935,1.7527464193687565,1.846236479611523
000000000000000000fe,Ratsada,2.027342493300786,2.2377600727651634,2.28131751284324,2.074053325193112,2.04417237181433,2.0282262165430525,2.1054319988984176,1.8781224839801272,2.0445572544062705
000000000000000000ff,Hat Samran,2.087323365126405,2.140275537022531,2.279695173419784,1.7261428822920617,1.6815769972466261,2.077287841291836,2.235477220275618,2.0063058534569,2.045461930860407
00000000000000000117,Mueang Yala,1.34949143633118,1.612669391524959,1.7000242204863285,1.6983912171457198,2.0434591489563902,1.4609673868424713,1.631584796620002,1.785612241775658,1.563455414509421
00000000000000000118,Betong,2.260323757217624,2.106748421967099,2.090615066318278,2.236421082226616,2.076457237330605,2.130803586740722,1.936976639187715,1.8964911619512357,2.0899336319923645
00000000000000000119,Bannang Sata,2.2501102806599795,2.246881450469984,1.9949503105782074,2.0796508134560043,2.4627668818497463,2.115480519470592,2.0272305916813425,2.1742152590348343,2.166386790362909
0000000000000000011a,Than To,1.7346875442268725,1.4254386762557987,1.593671720325698,1.5145879134400537,1.1457771001140873,1.7336601129241025,1.5798039921651845,1.3193888722053126,1.6133019323606261
0000000000000000011b,Yaha,1.8637352483345822,2.0871094121642106,1.942758655796112,,,1.9066452553870812,1.9194162548921896,1.9098435674541192,1.931109861153611
0000000000000000011c,Raman,1.4242788822371564,1.5961558395421775,1.5360988645248295,1.6879967832737228,2.0344307511798294,1.741588804791925,1.4667051012565293,1.6134253969516554,1.6091273821040106
0000000000000000011d,Kabang,2.2690542322666434,2.198339044887803,1.9854027155151897,,,1.897739435541782,2.034877972276445,1.958641677774537,2.0751297767422763
0000000000000000011e,Krong Pinang,1.8475542745023823,2.0735753072962737,2.0139640405924637,2.060901495255514,2.2693780004362134,2.145054943407496,2.1440532656640388,2.1235974427236455,2.0590379237249192
000000000000000001cb,Mueang Trat,2.0119440321080773,1.8196422009263453,2.2284213312115906,1.9960310050982464,1.9150624152210183,1.9255906518063768,1.7974185935607108,1.6425686186828876,1.859397039538679
000000000000000001cc,Khlong Yai,1.523711299624945,1.6439746511154345,,1.4663488190664247,1.4330600322067024,1.4800596969431046,1.4517666788606358,1.431371156960049,1.4732116586091006
000000000000000001cd,Khao Saming,2.177660438065196,2.095759687092295,2.084448880278337,1.8818283479974331,1.9807340670852769,1.905338194410043,1.9065802617723868,1.6973218880167265,1.9240868975137861
000000000000000001ce,Bo Rai,2.207688793826286,2.348991296187722,2.271845621596233,1.871838199957243,2.0163415005278744,1.917968689706934,1.9048738100206684,1.7554261384279992,1.9512049757127687
000000000000000001cf,Laem Ngop,1.9488201566187204,1.992949628756793,2.0032964185462507,1.9990376026728167,2.00890508498038,1.9072099015342778,1.813375518501354,1.7624947339174073,1.90453944443086
000000000000000001d0,Ko Kut,2.246855138017588,26.073502700951103,,2.0765142494846467,2.1423524555104416,2.1285758392199376,2.0794133434997355,1.9195625956081586,6.092412310811635
000000000000000001d1,Ko Chang,1.628457793920839,1.0496665736642357,,2.0946430803223497,1.8157069867006081,2.0758898605867713,1.8726688798386857,1.7489328836949618,1.751072362490108
0000000000000000036a,Mueang Phrae,1.2407160481238686,1.2240952204829303,1.4396964050511714,1.5834782586299858,1.8922691590074057,1.802781558989657,1.4728488444667955,0.9144836916477683,1.415790907674471
0000000000000000036b,Rong Kwang,1.1595227812736009,1.3258857347399327,1.2588060598751722,1.7148116930856203,2.036002202759823,1.6994761941900294,1.431979756882564,1.0918137009445847,1.353516641053292
0000000000000000036c,Long,1.3915189133086565,1.7477629670381278,1.653778828561838,1.9074763076051569,1.8161734354164414,2.0807472334184163,1.7074129666274371,1.1995705304274509,1.6112086157048953
0000000000000000036d,Sung Men,1.0024349239306454,0.9320555866327399,1.326304903203781,1.3825246682738523,1.8593074328079926,1.9770639444182811,1.3616634013360946,0.8992769408083036,1.2995561501927488
0000000000000000036e,Den Chai,1.060404632770817,1.1218708856632027,1.698083440847823,2.046665498016918,2.021652350994035,1.8830490043630954,1.3000423283182125,0.9990036479791147,1.3350063658197677
0000000000000000036f,Song,1.1401115124756869,1.5182619031791669,1.3427066322327492,1.8174750765429657,2.1696910643774663,1.68391346476936,1.490575957989906,1.0527816391197247,1.464624921798173
00000000000000000370,Wang Chin,1.5564020667910012,1.7833984792761512,1.542492097688527,1.862200764276617,1.7958690161027644,2.1241314567579073,1.7291911887016302,1.2825259701118452,1.6717367198601267
00000000000000000371,Nong Muang Khai,1.064292496546786,1.0585650707318537,1.3069673057746647,1.6564749831574521,2.29522713565128,1.673220031461821,1.2921187203538,0.9755403588919062,1.3920417546671553
00000000000000000372,Mueang Nan,1.2796250342304174,1.3825890975483361,2.082096319132252,1.730029181484269,,1.7795146092851275,1.4769966699656976,1.010500838107866,1.4300577174842921
00000000000000000373,Mae Charim,1.643653249843113,1.4947044976569583,1.4062860301900155,1.7364300260619487,2.048884928622951,1.9486404379639812,1.6185697011165503,1.1543755654409058,1.5905346560000337
00000000000000000374,Ban Luang,1.451348423147562,1.6166200520151368,,1.643354940659853,1.984002367959486,1.8037674384718645,1.545661629758971,1.1185823534878614,1.5182420952516043
00000000000000000375,Na Noi,1.2075722447060926,1.4481115775237012,1.2191141843226772,2.0596346073300125,1.8771373213367684,1.6359328253716254,1.3509685502029378,1.0411417835471584,1.3340086097744415
00000000000000000376,Pua,1.4734723663431162,1.2508960528684183,1.197434127740645,1.4976027993475252,2.2882113680668263,1.7627141739385903,1.3837984412559523,1.1641651689445052,1.4119845372735518
00000000000000000377,Tha Wang Pha,1.2537217689927231,1.237467883223005,1.3002158640767105,1.5317489350429276,1.95121367352526,1.690443423607595,1.4033466429420727,1.1541000573925313,1.3688935052046962
00000000000000000378,Wiang Sa,1.1832596606242625,1.167259458388341,1.0695323835075143,1.758362048883255,1.6801359935426536,1.7106255912969703,1.4343231596472086,1.0917640968676927,1.3640940128465127
00000000000000000379,Thung Chang,1.3663947841480522,1.4247808168812017,,1.676895002613303,1.7466330308753701,1.6791386690937622,1.413810498863944,1.2923558268251552,1.4813793516380007
0000000000000000037a,Chiang Klang,1.3671361547488172,1.2946126414691044,1.1233971584925124,1.5484130830632323,2.374817914545969,1.6539373232624206,1.33649773770499,1.2702179882023719,1.4108566971142649
0000000000000000037b,Na Muen,1.0474617710374805,1.3364416614648298,1.1393493163893162,,1.5661396154461906,1.8263516249368372,1.4615122366892046,0.9470511294861289,1.3143373124056041
0000000000000000037c,Santi Suk,1.320647560095866,1.1181863455432506,1.3914288017999925,1.6931468634403881,2.4815200128352735,1.923016808252153,1.5118110416792803,1.112399120551618,1.4335480582697162
0000000000000000037d,Bo Kluea,1.4126580990168753,1.2744151007172173,1.6489064447531132,1.4926774801385883,1.8257198844835067,1.6433057855854727,1.52740571456613,1.354833017124391,1.5064024169586805
0000000000000000037e,Song Khwae,1.3051368205205602,1.1180200171644359,1.9006864684202909,1.719600087463905,4.698650946936756,1.819121925526787,1.6564687967817873,1.4560489588467918,1.5558940098128704
0000000000000000037f,Phu Phiang,1.3510052534324495,1.393310519390623,1.1685743133658435,1.6083098115374275,2.142014187816501,1.8596378705979981,1.6251400245584182,1.049559817092059,1.4812324290661383
00000000000000000380,Chaloem Phra Kiat,0.8845457159005213,1.0339935813222083,,1.6012478460962565,1.3711696936399203,1.3789639209948097,1.2984932213137954,1.1215347871867638,1.2000936211895876
000000000000000000b4,Mueang Phangnga,2.241654456206067,2.0745778129249954,1.9537581744110522,-0.5738155684516622,1.9649805176569508,1.5534482205076747,1.7244896204118059,1.679873377378767,1.3061468338048543
000000000000000000b5,Ko Yao,1.6155518628883483,1.7126309862605025,1.6785979185162592,1.2799245985638192,1.6033429599903943,1.7914801765791843,1.4700311827541872,1.4973313198492597,1.5830673384964735
000000000000000000b6,Kapong,2.032481612981008,2.110014105994083,1.9695980201619896,1.8049558971344786,1.8081360620658278,,1.807276993537888,1.7922293888269092,1.8607930727831143
000000000000000000b7,Takua Thung,2.3797942588481624,1.6304771279429036,1.934563869391936,4.139024066463156,1.7072782713105183,,1.7801458492515294,1.4813222690525232,1.9354827309655949
000000000000000000b8,Takua Pa,1.6659012245375098,1.8359924504663991,1.7047231066782658,1.3896644591704834,1.5099453150865227,,1.6319359881751538,1.6156567758642475,1.6379209219941313
000000000000000000b9,Khura Buri,1.793399815170933,1.9842665622794404,2.0045270322635482,1.429578754075455,1.8624437108779919,,1.7338431944805366,1.776614058206632,1.8311392315418649
000000000000000000ba,Thap Put,2.2603015023305963,2.0779133754654997,2.0321269132432827,1.6857229799649702,2.097981348872555,1.9990773098362082,1.7675561682010523,1.9772694933068733,1.8995418561307698
000000000000000000bb,Thai Mueang,2.0950171158189894,1.189386396046851,1.996539537150129,1.0081133988248923,1.8540053917696724,,1.7493275094893457,1.6385222654800546,1.66207404782417
000000000000000000d2,Mueang Ranong,1.3935084215370495,,,,1.3288143489122874,,1.4445780749865196,1.4299060236809633,1.38271874250723
000000000000000000d3,La-Un,1.9774514926814777,,,,1.5365427699954681,,1.6534654984938242,1.3771058444674658,1.6425773290266643
000000000000000000d4,Kapoe,1.4538196059070074,2.148306026080481,,,1.5438568877156604,,1.5655912912109868,1.7797725449691135,1.6755298129937743
000000000000000000d5,Kra Buri,2.1102907447802517,2.1074501919584954,2.15854745383299,,1.8926594218558166,2.0004651108059464,1.7733390294772668,1.801814318882104,1.9395994129449963
000000000000000000d6,Suk Samran,1.4884518663023625,1.367082711439007,1.7488078085367522,1.7387855598389477,1.3355632189486335,,1.5792965822993692,1.545618379666811,1.6223838162533082
000000000000000000d7,Mueang Chumphon,1.7174904036872456,1.9084815454436146,1.9030941607144207,1.9280322777587509,1.8338043577221697,1.894313318045287,1.8002073718527374,1.866042404303807,1.831620966557827
000000000000000000d8,Tha Sae,2.1919151292894403,2.2395906410296647,2.019471624576003,2.3287635642482756,1.982671845314251,2.0989840201543295,1.9157543735653149,2.0097686871413503,2.0513026222810837
000000000000000000d9,Pathio,2.2848323941290993,2.285900285516208,2.0994557423586873,2.3013588349350544,1.9503500831753333,2.0793848698027952,1.7997712912820736,1.9142208499947322,2.0509223554001785
000000000000000000da,Lang Suan,1.7490045960012708,2.0280230074038728,2.118486357870704,1.9844576438131545,2.0736352894596806,1.8996796113018768,1.8684533714092688,2.4173423183414298,2.038313383622742
000000000000000000db,Lamae,1.7959813079003564,2.1121333875893495,1.9849805635895903,2.192211361518073,2.19375319072096,2.0137211736946496,2.0667276837458965,2.2882426670377947,2.0679062343197896
000000000000000000dc,Phato,2.0111840249713167,2.263591114076114,2.3375212932984977,2.1950072224445925,1.9684730440575746,2.1397310857478513,1.9560704945183867,2.134621799533824,2.0496014467013137
000000000000000000dd,Sawi,2.0699692172190223,2.1806796135392963,2.103025112358365,2.0435384224074324,2.047650490653351,2.0137824580914905,2.0182353606840198,2.0442133367494084,2.056187668265114
000000000000000000de,Thung Tako,1.6679334171321452,2.088166205722406,1.7877928355722745,2.0706866030133075,2.0568229645326155,1.773460721194896,2.019526040070409,2.1504071296884395,1.989802806532873
000000000000000000df,Mueang Songkhla,1.3945724249344322,1.8106933979765178,2.2338324292638534,1.9492861815127998,1.9573991127137216,1.6897378376078318,1.7384731000268352,1.842818895598292,1.7546437653302855
000000000000000000e0,Sathing Phra,0.9406015368570897,1.0429835998462396,1.0792121547751259,0.9559580435143318,1.0132090521225146,1.2353600282526478,1.5334135354298692,1.723464288194003,1.1684334213409078
000000000000000000e1,Chana,1.4348877156965476,1.6422987765589938,,1.718050797316978,,1.443670228740552,1.5913943758449451,1.7752740421840254,1.6009778516650244
000000000000000000e2,Na Thawi,2.0675585362568727,1.946144320602443,2.0288137290336796,2.007722035081677,,1.709204667019674,1.9083453345739982,2.0243083503188704,1.9306304554680835
000000000000000000e3,Thepha,1.6914018624487661,1.8072263306645484,2.093168831135996,1.8572509395103136,,1.7161297522475247,1.7415096814513467,1.7700391637857302,1.7602889753097584
000000000000000000e4,Saba Yoi,2.1351258777905033,2.0508932016941044,2.160423136768132,2.200652163074464,,1.8548762249561703,1.9477382452150618,1.9712097321300586,2.014637449481609
000000000000000000e5,Ranot,0.8573687339338836,0.5695419143133518,0.9971327878192979,1.4230770888782465,1.071088148213683,0.9492015370592327,0.5972483578198143,0.728984049092422,0.8616068301504402
