system:index,admin2Name,SM,SM_1,SM_2,SM_3,SM_4,SM_5,SM_6,SM_7
00000000000000000025,Mueang Tak,21.92179127328401,19.37848090499278,21.806676873352057,27.927919537296937,97.0732542315217,123.98343540018716,106.00136089138395,71.9713787530833
00000000000000000026,Ban Tak,12.828357517752393,11.47970052485335,10.425339610991049,9.89423433158382,63.65928527323248,86.67024544612535,68.55047082432851,37.39854893485644
00000000000000000027,Sam Ngao,11.431584942028563,10.234610554598294,9.284892380479548,8.603092783505152,47.76503898834731,60.65995736105839,45.69537688735727,28.60296136210976
00000000000000000028,Mae Ramat,14.332182947841067,12.741513078891034,44.307257348718224,69.65315616352527,112.33346734193077,119.73318540176474,93.6327624915157,53.07680258967264
00000000000000000029,Tha Song Yang,102.04307496301169,84.32450682229164,126.44780124938353,164.22271905309887,232.93045372349175,240.98600197271082,221.29598882130526,185.3853361828046
0000000000000000002a,Mae Sot,38.81229124236252,33.90051934826884,130.43470468431767,195.90241344195513,243.49562118126263,248.02697046843173,217.70624745417513,171.41878818737274
0000000000000000002b,Phop Phra,71.4141787400293,61.90009767214717,153.89864886863097,230.9760621846004,310.74803027836566,333.0078381898095,304.1306853328993,255.36914374084324
0000000000000000002c,Umphang,141.278492035635,127.95871734443166,214.86983569840714,300.3216433502149,411.33468217753943,431.5140784569357,400.80850925136644,351.9142539571112
0000000000000000002d,Wang Chao,34.87425621669626,30.192873001776206,44.31313277087035,66.61109014209593,155.50155417406748,191.47272424511553,170.55478463587923,131.0769760213144
000000000000000002c4,Mueang Loei,40.97410108121699,35.65436258486296,74.5286836811667,86.57544631631883,161.13657279356295,173.36453985416134,139.7918028664823,107.70128865979379
000000000000000002c5,Na Duang,34.25736412667681,30.18617065412807,66.32573641266768,75.89738625363023,149.33296916055872,162.75203982851613,126.64823675840137,94.14404646660212
000000000000000002c6,Chiang Khan,65.58021582733814,55.93173987126087,93.11426542976146,118.34237978038621,194.34527641045054,210.48060393790232,179.60635176069675,148.5846648996592
000000000000000002c7,Pak Chom,79.90789581792785,70.14450743570778,144.60875852436115,188.34395694684076,267.384635609235,275.7067619751868,236.90589926875353,199.1973461506861
000000000000000002c8,Dan Sai,56.51948477751757,47.76701990632319,89.63946135831381,126.74012880562057,196.36317330210773,191.02950819672134,158.59272248243553,126.93976580796252
000000000000000002c9,Na Haeo,57.99255414584134,49.32541330257593,71.12250416506474,96.10498526207864,147.32821991541718,142.18933743432012,118.96817890554914,96.33912597718827
000000000000000002ca,Phu Ruea,45.33425662878788,39.15171638257575,71.58670691287881,91.4436908143939,157.08558238636365,155.93928740530296,126.13426846590907,97.81954308712122
000000000000000002cb,Tha Li,57.129784703223514,48.23008207446177,97.22099440942073,127.59820387772096,200.80371119305343,203.12427738789106,169.8147020340193,137.1777923159272
000000000000000002cc,Wang Saphung,37.198786778060295,32.49964402470033,77.94064656738105,93.99999999999997,172.24507083181982,178.0635088993825,140.8283981111515,105.8379803850345
000000000000000002cd,Phu Kradueng,30.27294610151754,26.889356357927785,49.528456305599164,64.36867608581893,143.7445839874411,147.0859549973836,110.55968602825752,78.88685504971218
000000000000000002ce,Phu Luang,38.69815503432494,33.766304347826086,77.1137442791762,106.17655892448511,191.1798340961099,190.66990846681924,150.8507437070939,114.48518306636159
000000000000000002cf,Pha Khao,29.92044690527982,26.541131105398467,57.025034605497346,68.44235712873247,146.09264385999606,154.77899940676295,115.81516709511568,82.10818667193989
000000000000000002d0,Erawan,31.09097654380087,27.53748204882719,63.495500239348985,69.30181905217809,144.9034705600766,157.20579224509336,119.6145763523217,86.2837960746769
000000000000000002d1,Nong Hin,33.465061162079515,29.507313965341485,65.34854740061164,82.06210499490315,164.1517074413864,169.09365443425077,130.21088175331292,95.71929153924567
000000000000000000ef,Mueang Satun,205.40805033959256,232.4154614462646,237.52080503395933,239.22017578905323,239.22017578905323,239.22017578905323,239.22017578905323,229.79117059528585
000000000000000000f0,Khuan Don,178.49018264840186,190.93964992389652,196.93721461187215,232.55833333333334,232.55833333333334,232.55833333333334,232.55833333333334,232.42895738203956
000000000000000000f1,Khuan Kalong,140.5362896918505,141.34407946191152,142.58625058657904,224.2023463162835,224.2023463162835,224.2023463162835,224.2023463162835,224.2023463162835
000000000000000000f2,Tha Phae,160.83933593750004,188.57101562500006,209.435625,234.4670703125001,234.4670703125001,234.4670703125001,234.4670703125001,234.3354296875001
000000000000000000f3,La-Ngu,149.69177796327213,173.8228297161937,196.90310934891494,246.55692821368945,246.55692821368945,246.55692821368945,246.55692821368945,246.55692821368945
000000000000000000f4,Thung Wa,121.93873050026895,124.11359153666844,132.8155997848305,235.6377980993364,235.6377980993364,235.6377980993364,235.6377980993364,235.6377980993364
000000000000000000f5,Manang,120.02076589024877,120.69636794315046,123.7620213185946,226.15400710619826,226.15400710619826,226.15400710619826,226.15400710619826,226.15400710619826
000000000000000000f6,Mueang Trang,75.0321604237609,72.00567536889898,83.23573590616725,213.26645856980707,213.26645856980707,213.26645856980707,213.26645856980707,213.26645856980707
000000000000000000f7,Kantang,99.96813444502347,109.43625586242841,139.31507295466395,244.13716779572704,244.13716779572704,244.13716779572704,244.13716779572704,244.13716779572704
000000000000000000f8,Yan Ta Khao,88.17448768565522,84.14726452340669,90.53207369806357,213.68635081782293,213.68635081782293,213.68635081782293,213.68635081782293,213.68635081782293
000000000000000000f9,Palian,99.92355497170576,97.02428253839936,103.52525262732418,227.585367825384,227.585367825384,227.585367825384,227.585367825384,227.585367825384
000000000000000000fa,Sikao,97.60122566690701,109.47788392213408,145.4197548666186,243.98653568853643,243.98653568853643,243.98653568853643,243.98653568853643,243.98653568853643
000000000000000000fb,Huai Yot,73.58390656809172,69.18458159219972,76.09834994106927,206.42734383370825,206.42734383370825,206.42734383370825,206.42734383370825,206.42734383370825
000000000000000000fc,Wang Wiset,86.26055776892433,91.33162350597611,120.59385790172648,223.08960823373187,223.08960823373187,223.08960823373187,223.08960823373187,223.08960823373187
000000000000000000fd,Na Yong,71.78447580645164,65.75577956989248,66.90803091397852,205.19956317204307,205.19956317204307,205.19956317204307,205.19956317204307,205.19956317204307
000000000000000000fe,Ratsada,64.68877274487032,58.78644986449867,58.35121951219515,201.79341850561366,201.79341850561366,201.79341850561366,201.79341850561366,201.79341850561366
000000000000000000ff,Hat Samran,107.6270015698587,111.75667189952902,131.03432757718474,251.5417059131345,251.5417059131345,251.5417059131345,251.5417059131345,251.5417059131345
00000000000000000117,Mueang Yala,87.21671011470283,88.75677789363922,80.5229144942649,183.88196037539106,196.9646506777894,223.52294056308665,229.86014077163722,229.86014077163722
00000000000000000118,Betong,154.01319629488637,154.96722497145026,154.91169902296656,154.96722497145026,154.96722497145026,154.96722497145026,154.96722497145026,154.96722497145026
00000000000000000119,Bannang Sata,138.04073248407647,159.20558917197454,154.96579617834402,198.8320063694268,198.84515923566883,198.84515923566883,198.84515923566883,198.84515923566883
0000000000000000011a,Than To,167.91070298372512,177.60509719710666,176.78442585895115,179.89284584086795,179.89284584086795,179.89284584086795,179.89284584086795,179.89284584086795
0000000000000000011b,Yaha,139.5117360496014,149.61008266902863,143.81467375258342,222.04802184824334,228.51232654266317,231.87546501328612,231.87546501328612,231.87546501328612
0000000000000000011c,Raman,73.93617637044603,79.6943139257746,71.7947395301328,172.01314266258092,185.51605379639088,201.31195097037798,204.08389513108614,204.08389513108614
0000000000000000011d,Kabang,170.67353351955302,180.63049348230913,176.59916201117318,236.59587988826812,237.38319366852883,237.38319366852883,237.38319366852883,237.18275139664803
0000000000000000011e,Krong Pinang,106.97319854847073,116.85225505443235,109.58252980819076,210.09652669777088,217.30730948678072,217.85396578538106,217.85396578538106,217.85396578538106
000000000000000001cb,Mueang Trat,108.79993087358504,316.6693078717704,316.6693078717704,316.6693078717704,316.6693078717704,316.6693078717704,301.31861228722005,238.89252570638553
000000000000000001cc,Khlong Yai,152.0226872246696,340.2325991189428,340.2325991189428,340.2325991189428,340.2325991189428,340.2325991189428,334.1627753303965,275.0966960352423
000000000000000001cd,Khao Saming,115.29710383204753,319.16764891867956,319.16764891867956,319.16764891867956,319.16764891867956,319.16764891867956,297.20791703553806,234.06199570001263
000000000000000001ce,Bo Rai,72.2729657840648,297.93741990085834,298.00932172651426,298.00932172651426,298.00932172651426,298.00932172651426,276.09935920686735,215.8029863378068
000000000000000001cf,Laem Ngop,136.50362103174604,327.75272817460313,327.75272817460313,327.75272817460313,327.75272817460313,327.75272817460313,311.7133928571429,247.6501488095238
000000000000000001d0,Ko Kut,128.7616899618806,324.0540025412961,324.0540025412961,324.0540025412961,324.0540025412961,324.0540025412961,323.1906607369759,265.04307496823384
000000000000000001d1,Ko Chang,140.47117117117116,329.6534534534535,329.6534534534535,329.6534534534535,329.6534534534535,329.6534534534535,320.9670420420421,258.4127252252253
0000000000000000036a,Mueang Phrae,32.01551360578373,28.268520935836943,31.52293402952104,56.63943166984638,75.73220202831612,66.95208354252438,52.869434682197024,42.74219299126418
0000000000000000036b,Rong Kwang,41.42497697550191,36.4034260453122,39.9852643212378,72.42044575428251,92.80585743230796,84.85234849880268,69.62414809357153,56.11995763492353
0000000000000000036c,Long,12.472605315947845,11.18314317953861,11.520919007021064,26.555980441323978,44.89943580742228,35.919301654964876,26.105290872617868,20.737988966900712
0000000000000000036d,Sung Men,22.937548303993136,20.31277372262774,31.073207385143846,60.23634607127523,81.06841992271362,68.85234006011164,51.26393301846285,38.509725203950204
0000000000000000036e,Den Chai,21.176819923371646,18.779354553492485,30.440539345711763,54.4995431771294,78.00502505157678,66.20468611847922,48.96874447391688,36.34190981432361
0000000000000000036f,Song,32.17174861951091,28.260578490665257,36.85854325532475,72.84649487246908,85.56782540099923,76.5266736786747,60.45666053115959,47.79673415724425
00000000000000000370,Wang Chin,15.507586262495966,13.806304417929702,12.703813286036764,13.955877136407612,37.89715414382456,33.91893743953562,26.474637213801973,21.72133182844243
00000000000000000371,Nong Muang Khai,25.230562060889934,22.22617096018735,26.53758782201405,58.9009367681499,73.97183840749413,62.72277517564404,47.123360655737706,37.235245901639345
00000000000000000372,Mueang Nan,78.93705220823716,66.27209354286144,122.1060922022791,202.77254040366424,226.76016980710511,210.55604379235876,184.88282564981006,158.70845311685423
00000000000000000373,Mae Charim,96.27653639846737,83.54919540229884,146.39347892720306,223.01837547892714,265.68638314176235,251.89466666666655,221.89371647509577,191.9962298850575
