system:index,admin2Name,NDVI,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDWI,NDWI_1,NDWI_2,NDWI_3,NDWI_4,NDWI_5,NDWI_6,NDWI_7,NDVI_p75,NDWI_p75
00000000000000000025,Mueang Tak,0.4758926501819369,0.5357622101291959,0.595168024390113,0.5961808605004173,0.6949959730924684,0.7135472584835318,0.7203907852579275,0.6026435857891576,0.24853613730028637,0.32251361915297383,0.3931316315766236,0.4824774023370937,0.5238464634148293,0.5633791665534024,0.5573749107977597,0.35569296404079054,0.6512901332661091,0.4598832328540703
00000000000000000026,Ban Tak,0.4774263774808465,0.5477670006898802,0.6412408216842005,0.4993250766780056,0.690688881149341,0.7726547137200068,0.7507809913991863,0.6172122556673221,0.24551634434985606,0.35601420911379095,0.42401857624930345,0.48470025749872175,0.5076561237120059,0.6116998339301359,0.5987514190320019,0.39722985474104294,0.6642837055865023,0.47295678421035764
00000000000000000027,Sam Ngao,0.5268978156305669,0.5441046613407682,0.6287453004323792,0.5565913231525312,0.6396164530167202,0.7430842351493941,0.7320867972824129,0.6364835391898518,0.288278661733245,0.36255164518542016,0.37478616349167504,0.4924504362470706,0.4618210168158003,0.5444735023436578,0.5545511047035779,0.41558558154130515,0.6453999651107871,0.45233880413091104
00000000000000000028,Mae Ramat,0.35492708108579996,,,,0.7125031590595449,0.7341320048134581,0.6824609658567578,0.532964245753683,0.03347271120275594,,,,0.5579638820104903,0.5260473003989766,0.44613294333372056,0.27490295503037016,0.585399097736781,0.3363984770695297
00000000000000000029,Tha Song Yang,0.4314707575129315,,,,0.7945552123247668,0.8216718293938828,0.7702233506709786,0.6583183853101737,0.11095781616526393,,,,0.630814890330154,0.6471238275268447,0.5754666711456844,0.4132846874035671,0.690715333927669,0.46834631240057706
0000000000000000002a,Mae Sot,0.33476508833281127,,,0.7221295072140611,0.6329164145187719,0.7132411983299892,0.6934358846097809,0.5363516747653116,0.007552610521476065,,,0.553634069313209,0.4755938107937195,0.5083177839705582,0.47312817715788724,0.2930108189087143,0.5805455109881378,0.34064689233179535
0000000000000000002b,Phop Phra,0.39505464684568115,,,0.7361376370233926,0.5716917353913314,0.6954338472005658,0.7494597393327469,0.6516151889593117,0.055457676676095906,,,0.554179466850796,0.4014505429625867,0.46701101773317716,0.5255266084463781,0.40081702967753674,0.6347506265035162,0.38793888506094565
0000000000000000002c,Umphang,0.47679661804971246,0.4906084230845034,0.5848154984375243,0.7828113933778277,0.7178387090410161,0.7454917141478954,0.7126476336572657,0.6285950751013736,0.15200023809422175,0.1989571008649445,0.49145095401142447,0.6127563661842558,0.5857945219540992,0.5440932125746196,0.4988158844382907,0.36413087262181326,0.6431304663210122,0.40166587689803
0000000000000000002d,Wang Chao,0.441786186442848,,0.6357053773384482,0.666949972572799,0.738320332731246,0.7114613358374641,0.7548784564380698,0.6633146617135334,0.1502054390844997,,0.4102470126080986,0.5229805804616051,0.5255450619618847,0.539765118837572,0.5646149780604408,0.39426512436338806,0.6603841677898666,0.4280871678449834
000000000000000002c4,Mueang Loei,0.5548282383960894,,,,0.7346992165262766,0.7695657617686595,0.707013444822203,0.6004222335346073,0.33585399615701605,,,,0.5808564812824932,0.5659041485841437,0.49966667725948394,0.3709919703659463,0.6663736459629029,0.45912722631448677
000000000000000002c5,Na Duang,0.5429928567849793,0.7868242661158243,,,0.7035017024707242,0.7564257918330866,0.7277940149906525,0.6208887101215547,0.29763410394094447,0.6199516455332438,,,0.5614381836294142,0.5569982990408046,0.5283669884223914,0.3991059512641898,0.6656502504732277,0.45755611676723934
000000000000000002c6,Chiang Khan,0.5391746341274508,,,,0.7384123947843865,0.7716344739504875,0.6687183855412271,0.5770080607035876,0.31721958873811484,,,,0.5831117773365642,0.5721979968017711,0.465368208821115,0.3391004404953497,0.6512168759565236,0.4437608828024734
000000000000000002c7,Pak Chom,0.5748440840371408,,,,0.7411830207899565,0.7394524606019861,0.7097849637538923,0.6183441852185666,0.3537806839526419,,,,0.587171302513406,0.5234736416939707,0.5023578229475161,0.3813790370160715,0.6757288955211627,0.46802033716269525
000000000000000002c8,Dan Sai,0.4911462808470179,,,,0.7453076716047602,0.740163844117214,0.693054128670616,0.5840599454185781,0.2873912900537042,,,,0.6057681653398685,0.5308015569969754,0.4825929797225357,0.3488755222586361,0.6419804575736674,0.43576850394471917
