system:index,admin2Name,LAI,LAI_1,LAI_2,LAI_3,LAI_4,LAI_5,LAI_6,LAI_7,LAI_p75
00000000000000000025,Mueang Tak,0.7288978763954977,1.4572352824290982,1.6548767046122566,1.8553764011969731,1.7245764463112643,2.020825008725267,2.0461421113963447,1.5815353525584834,1.615966713822514
00000000000000000026,Ban Tak,0.852573236749894,1.4825074647193535,1.6738151881724745,1.6816112163465455,1.5404965504110966,2.0033996268250984,1.9568239204790223,1.4469970073286147,1.5835696941750363
00000000000000000027,Sam Ngao,0.9217295461927414,1.449110327666729,1.54814733228548,1.7281604035643832,1.6839714890007527,1.8971187443016095,1.7732579729872064,1.4628005526144146,1.573082458708899
00000000000000000028,Mae Ramat,0.658952677879161,1.2811532105646375,1.905987557435329,1.9370768659314541,1.9316152165271692,1.7943942809375701,1.6666596418925108,1.1041845848040572,1.364641174984416
00000000000000000029,Tha Song Yang,0.8002687212178907,1.3213724123127493,1.8115303125030693,1.9882215189328056,2.1731970931243594,2.0759126575148676,1.953131384221406,1.5359244308693567,1.6317511665455655
0000000000000000002a,Mae Sot,0.6628700835046774,1.1794073547437631,1.8682976408607181,1.8722122512793966,1.7323477332322859,1.725905272948839,1.7444964464995152,1.0659018118777994,1.3548316313698536
0000000000000000002b,Phop Phra,0.7091107615233194,0.9672586276015687,1.8675936850944483,1.8283697107619115,1.5789510429008378,1.6144001831954347,1.808776967704611,1.4369235460779666,1.4323270493910045
0000000000000000002c,Umphang,0.7114731101599621,0.8951836041250723,1.8071489828775495,1.9579685684000967,2.034656100322598,1.8305989476310047,1.5279316742449955,1.189155562314101,1.4521450703281726
0000000000000000002d,Wang Chao,0.8082294835166972,1.4462895109806397,1.7200302808132455,2.0522959522587145,2.100541733625127,2.069454698090086,2.014103616461259,1.8101876181654464,1.68867278776525
000000000000000002c4,Mueang Loei,0.9894831188107219,1.3470392287705064,1.5928229701253394,1.7117906821039013,2.0788886672368014,1.9941522843465702,1.790421736685591,1.525148496273629,1.5958170832131378
000000000000000002c5,Na Duang,0.8571706782477532,1.3403775137056682,1.6337455178298508,1.7451092333935248,1.9828699066636777,2.0101540593448015,1.8973915717987702,1.6017082346636808,1.6429666309748754
000000000000000002c6,Chiang Khan,1.1261107248092355,1.3495094988343694,1.5244182168094436,1.5146406766465366,2.0099788041798843,1.9515019873227015,1.7983462580457623,1.4513460176436703,1.5746129430274818
000000000000000002c7,Pak Chom,1.2672391772809823,1.4814760457330542,1.6661914250659668,1.6118096084373386,1.831774053223651,1.8579216376336196,1.7667749390591478,1.4129786915082942,1.5892195317051168
000000000000000002c8,Dan Sai,0.8615647570859931,1.292012103578486,1.566442286171402,1.892480637996076,2.3382360312690285,1.9089658026921419,1.7207097111005933,1.4223996532081367,1.5345765721626516
000000000000000002c9,Na Haeo,1.0869166631990144,1.4862434726780507,1.6136737829116061,1.7011658246490027,1.9822579486072605,1.9124339970117303,1.7530733254693793,1.380012465777189,1.5685363214126626
000000000000000002ca,Phu Ruea,0.9985081760797168,1.4227631166411046,1.6717324342873519,1.8663581143346448,1.7661097410367759,1.9827530092257615,1.8201989012708353,1.5532337530979932,1.6167276920524565
000000000000000002cb,Tha Li,1.1530103507429335,1.517051618347254,1.6286607991200237,1.8026252698932834,2.1060490130427962,2.1296443483486014,1.9438956168941361,1.4901467671668824,1.7093902017657086
000000000000000002cc,Wang Saphung,0.8599667070499606,1.2506702592700474,1.538275729046396,1.7412072578725273,1.9701241115788464,1.9651151460625358,1.823266325797924,1.5669251569526994,1.5663121575182095
000000000000000002cd,Phu Kradueng,0.9414022479666591,1.2692665937165926,1.535456656746434,1.7285349823095357,1.898481228604021,1.9486783468879914,1.8017972667777993,1.4903550167828115,1.5413839765341981
000000000000000002ce,Phu Luang,0.7183076239547305,1.1908221150428844,1.4838929956827167,1.6509437044487116,1.7822681342369016,2.0097919329750304,1.924633160747575,1.600541885898555,1.5367754860612577
000000000000000002cf,Pha Khao,1.0553444157340304,1.3557408460239102,1.5631612043135499,1.8224926649212505,2.048375898766151,2.0606265695341794,1.9106749760806732,1.5646091271353708,1.6501774405599938
000000000000000002d0,Erawan,0.9933116505687751,1.465122624920509,1.6699256232184139,1.8569984274096532,2.4991765723608443,2.1354316612993385,1.9965702336193103,1.6887176236050205,1.7540074166768376
000000000000000002d1,Nong Hin,0.9186749908692876,1.3196136491301889,1.5130279607963817,1.7007187854691226,1.6756385620887915,1.9574056304785243,1.8210937515919603,1.542275123433427,1.5551279054733504
