system:index,admin2Name,EVI,EVI_1,EVI_2,EVI_3,EVI_4,EVI_5,EVI_6,EVI_7,EVI_p75
00000000000000000025,Mueang Tak,0.28603372044121894,0.5160928297287078,0.4958112001000145,0.44276376696383285,0.4907167648892701,0.53577846531027,0.4554215497134289,0.3171642731103057,0.41684553877585656
00000000000000000026,Ban Tak,0.2880616654719415,0.48352292916688044,0.47332521476073447,0.4245703216136405,0.484322240843301,0.53467655221727,0.4516751248932399,0.3361665457063318,0.4203825418421135
00000000000000000027,Sam Ngao,0.26657254448293516,0.561219987655075,0.5102939005488846,0.3892707022957096,0.4141428849499042,0.5060826765685715,0.4570841273501869,0.3526500646851161,0.40649261081498234
00000000000000000028,Mae Ramat,0.29757849719238555,,0.5833241322258562,,0.5136635326704053,0.5495446738774536,0.47677424568017757,0.48287016786967063,0.5280080796118458
00000000000000000029,Tha Song Yang,,,0.5155811959613101,,0.5898700646414766,0.5539115984207845,0.5229725409926878,0.4894013808331562,0.5447225821584589
0000000000000000002a,Mae Sot,0.2442456687240741,,0.5878842308657887,0.5375831852910283,0.4057952495855401,0.5011990059062836,0.44637093938903766,0.340325557858593,0.45514408801388817
0000000000000000002b,Phop Phra,0.2477578348537055,,0.5615725919361143,0.5076183248357242,0.40752484604407946,0.4737774727638537,0.48209972032725334,0.3572710779813234,0.4006191083849391
0000000000000000002c,Umphang,0.306966897431569,,0.6603913799652631,0.6110659076084588,0.5162717995532107,0.4698643596824863,0.42071154058787447,0.39116368338932866,0.43181577863798587
0000000000000000002d,Wang Chao,0.3183979665675612,,0.5045558078676361,0.538851845408293,0.5325701328750087,0.5414608512593314,0.48429621290746566,0.46274701243580263,0.47192919661629773
000000000000000002c4,Mueang Loei,0.33811291618482364,0.4095058712989047,,,,0.5360785957280602,,0.3868525135747843,0.4177830054047277
000000000000000002c5,Na Duang,0.28601115708868635,0.43647722302845565,,,,0.512031657683386,0.5714076688056987,0.3642559298818038,0.3751819921758774
000000000000000002c6,Chiang Khan,0.3255358652069117,0.35377237773527503,,,,0.5430013139788954,,0.42372394619592585,0.43530651073393134
000000000000000002c7,Pak Chom,0.3023824909838443,0.4695664231209608,,,0.5482499978602255,0.5046025491043994,,0.3600376163259393,0.3978852357898849
000000000000000002c8,Dan Sai,0.2773091737384962,1.0653247626768798,,,,0.5347793170784411,,0.3989940271430876,0.47914643304557253
000000000000000002c9,Na Haeo,0.3267861251878168,0.617769083104599,,,,0.5404896465821102,,0.41604402995064893,0.3948221038466783
000000000000000002ca,Phu Ruea,0.3191926725272932,0.7187361241754582,,,,0.5465531756360323,,0.4104346850302807,0.47881576311167245
000000000000000002cb,Tha Li,0.3472138128207419,0.5700782892703912,,,,0.5588323669657633,,0.469758743742253,0.4899768540708413
000000000000000002cc,Wang Saphung,0.3164891739460687,0.3610447519390461,,,,0.5414514213068999,,0.40782754176722547,0.4049050029012543
000000000000000002cd,Phu Kradueng,0.36979367855628,0.4558916002842033,,,,0.5540382708198364,0.4804444222692692,0.37488118539146575,0.441428317634486
000000000000000002ce,Phu Luang,0.30747745518976916,0.36480110273120325,,,,0.5576504443050181,,0.3848767573600014,0.42090954458635066
000000000000000002cf,Pha Khao,0.330629400535346,0.36414385438454727,,,,0.5893520772922277,0.4719593884876476,0.3685723059586499,0.4194739794871307
000000000000000002d0,Erawan,0.2835706283262749,0.37712151929368365,,,,0.5739085672817414,0.5158158154626342,0.4202887503249533,0.4052795892627618
000000000000000002d1,Nong Hin,0.3374288798357455,0.36569687656700284,,,,0.5501039788694982,,0.4200286130662618,0.42494068676149843
000000000000000000ef,Mueang Satun,,,,,,0.49029543413971366,0.48978383688192345,,0.49229166295150223
000000000000000000f0,Khuan Don,,,,,,0.4674906075279886,0.48982906632288137,,0.4828782877910331
000000000000000000f1,Khuan Kalong,,,,,,0.5895328806320351,0.5776017649417307,,0.5863775118128022
000000000000000000f2,Tha Phae,,,,,,0.5616773152470649,0.5539368909267336,,0.5584789473766811
000000000000000000f3,La-Ngu,,,,,,0.5020061517959841,0.5258301432655835,,0.5042943043168366
000000000000000000f4,Thung Wa,,,,,,0.5041752171578503,0.5692826908425143,,0.5056541749932487
000000000000000000f5,Manang,,,,,,0.617018982764611,0.5857458117982254,,0.6027583173270964
000000000000000000f6,Mueang Trang,,,,,,0.5827728759451434,,,0.5827728759451434
000000000000000000f7,Kantang,,,,,,0.5694072756948607,,,0.5694072756948607
000000000000000000f8,Yan Ta Khao,,,,,,0.6013236772251773,,,0.6013236772251773
000000000000000000f9,Palian,,,,,,0.5610938208654113,0.600732766817823,,0.5612365994358534
000000000000000000fa,Sikao,,,,,,0.5573460531176857,,,0.5573460531176857
000000000000000000fb,Huai Yot,,,,,,0.5833157142689688,,,0.5833157142689688
000000000000000000fc,Wang Wiset,,,,,,0.6503335970711945,,,0.6503335970711945
000000000000000000fd,Na Yong,,,,,,0.4826302849685883,,,0.4826302849685883
000000000000000000fe,Ratsada,,,,,,0.5665612169274121,,,0.5665612169274121
000000000000000000ff,Hat Samran,,,,,,0.5228587422185442,,,0.5228587422185442
00000000000000000117,Mueang Yala,,0.5198022624891986,0.4994178596218445,0.4549453228819516,,0.46790809533643507,0.43632043294605743,0.4573948135415572,0.45541170850479035
00000000000000000118,Betong,,0.6129278424834642,0.5964215455145129,0.6226169278539898,,0.5774017173352023,0.5211621664360291,0.5445266682107205,0.5642324606696826
00000000000000000119,Bannang Sata,,0.6293721839311422,0.5796692769541418,0.5400928877999492,,0.5504800260591491,0.530599363782789,0.6076631431672938,0.5672940095738676
0000000000000000011a,Than To,,0.32480867060151825,0.48550561865234454,0.5566409490741342,,0.4992472696447208,0.5672489178583271,0.307530532573384,0.4587634693179534
0000000000000000011b,Yaha,,,,,,0.48830656124925653,0.5356363535650714,,0.5239439019596627
