system:index,admin2Name,Tot_Prec,Tot_Prec_1,Tot_Prec_2,Tot_Prec_3,Tot_Prec_4,Tot_Prec_5,Tot_Prec_6,Tot_Prec_7
00000000000000000025,Mueang Tak,13391.079259535843,7621.961190447152,5164.8193236640855,4042.1267240629486,10944.620597852449,13706.062461140575,2152.56746961229,353.106520594288
00000000000000000026,Ban Tak,7753.793122723524,3113.474144260556,2416.249765433517,1720.5038370597601,6349.429420044841,7890.296377898197,957.8406888957118,208.15020211208355
00000000000000000027,Sam Ngao,19001.016864930883,8012.606398668942,7513.838376795544,5341.823355020495,16717.2537223283,28739.924846088186,2471.9309445212875,761.4893814426766
00000000000000000028,Mae Ramat,9253.946948776993,9254.668489521622,8463.779445896897,4210.7723995828155,9359.371171872757,14830.401206197923,1115.3240101889069,300.32202456681915
00000000000000000029,Tha Song Yang,14438.315396005035,22272.471016562227,16492.547630668156,7891.316892430363,11328.980964926177,21962.77859649283,1600.8102663133661,480.0976847297184
0000000000000000002a,Mae Sot,8930.877569871791,9850.79927124229,13742.700261600345,5939.853988459063,9315.585200125563,11114.64431028179,1352.7108761689242,140.31760773964405
0000000000000000002b,Phop Phra,5913.086213927175,6600.428196681714,9706.920380171608,3519.935437724637,6408.3796153928715,7373.493764752032,794.8399343399441,131.60896269377406
0000000000000000002c,Umphang,36683.3240250307,38493.82001595684,53382.31134036381,24859.36044695471,35404.76246548913,23394.4827001567,5759.156111233025,684.7941451106994
0000000000000000002d,Wang Chao,5159.792886780759,3493.7106827969646,3288.652351396224,1846.2510734689004,4915.7201756879385,5532.110600830527,1027.7949860395167,151.11327094378223
000000000000000002c4,Mueang Loei,10239.140928008504,8848.516678397795,7163.074667319597,6695.288653748643,7692.2465530395475,6515.42848106459,699.3219146134221,124.28820390978572
000000000000000002c5,Na Duang,4991.523497482375,5166.735533217823,4323.90224644717,4296.2934982496145,4009.517830828124,2950.1916400348437,198.71290842119384,43.49596269781605
000000000000000002c6,Chiang Khan,6644.25135421379,6803.9513294051685,6820.588929534426,5576.456004361545,6545.250825888503,4112.84063207215,457.7044960554908,164.8945410477453
000000000000000002c7,Pak Chom,8095.246415607604,8947.924671731278,10733.034482028435,8980.353956347823,8675.62475117889,4874.57046433804,633.681532250199,169.2405850632477
000000000000000002c8,Dan Sai,10153.879112644756,8130.405125558609,5101.830586782622,6829.112769228805,9662.565608439725,6631.263332781135,631.3510217199137,133.97851598537963
000000000000000002c9,Na Haeo,5134.164246637682,4019.1494581680677,2180.3098691084806,3035.728509344774,4691.049142988991,3186.5181705605737,354.8730925905939,135.33187085479676
000000000000000002ca,Phu Ruea,5404.955719007229,4489.630255536939,2771.698709249964,3462.470700456582,4634.199060161442,3267.629543773801,302.00432750758,52.64860227103439
000000000000000002cb,Tha Li,4998.793185634239,5012.460136983908,3431.5255249187053,3436.0709961526536,4556.496255528693,3137.665963905933,391.39830456060525,85.69763026913674
000000000000000002cc,Wang Saphung,9017.775020601233,6269.277113148744,6024.872197194192,5994.207217793371,6595.102488341052,5764.944768324085,387.3391272009077,182.0110628254238
000000000000000002cd,Phu Kradueng,6708.634031599642,3998.8353155519444,4995.998357280096,4389.843543353735,5234.311110863032,3472.046746799993,417.85047390227226,19.42874560576998
000000000000000002ce,Phu Luang,4883.735665754243,3139.524735196899,3226.0537574057485,3063.50422076618,3677.511939431171,2540.578367452061,204.00988854473718,57.21248370575828
000000000000000002cf,Pha Khao,2781.5430036872044,2087.0898205551443,2373.4108840166355,2178.1900395365324,2530.663419044719,1909.2675136285673,83.62445816105485,56.89662673401363
000000000000000002d0,Erawan,2690.7212260900765,2060.34814452938,2301.634326230778,2035.2062091303808,2027.4746284699909,1705.4477923954237,69.08663404196062,58.83749001259647
000000000000000002d1,Nong Hin,2573.124708756279,1673.1694992434745,1798.6555479965957,1764.4214750112276,1960.5650962642592,1505.2345251532163,131.11690435853657,30.41822439101348
000000000000000000ef,Mueang Satun,10446.972819610664,5984.108817132781,6236.46574290874,6519.355902531336,9696.943559116005,9551.661850818931,4336.148557705038,4780.022503890089
000000000000000000f0,Khuan Don,2695.9069291713186,1558.5310394782643,1334.3761038822286,1436.2855073526796,2101.5710969195648,2447.6910833358766,1212.989705682268,1816.2449544038661
000000000000000000f1,Khuan Kalong,5761.91353894028,3512.550981773115,2988.427853509492,2878.186593650837,4416.668606563642,5371.490113750158,3301.1915884635027,5142.029303035095
000000000000000000f2,Tha Phae,2280.7485314696446,1325.841163298663,1205.8137922857322,1337.5658890784955,1866.8208382704674,2150.595434984506,1108.3828813842697,1510.6022493108887
