system:index,admin2Name,T_MAX,T_MAX_1,T_MAX_2,T_MAX_3,T_MAX_4,T_MAX_5,T_MAX_6,T_MAX_7,T_Min,T_Min_1,T_Min_2,T_Min_3,T_Min_4,T_Min_5,T_Min_6,T_Min_7,T_Mean,T_Mean_1,T_Mean_2,T_Mean_3,T_Mean_4,T_Mean_5,T_Mean_6,T_Mean_7
00000000000000000025,Mueang Tak,37.155735570771014,31.08925505965798,30.606161826109297,29.86245464461892,30.287331117287685,31.50609944974462,31.13916136130311,30.355527543623396,25.827770233559065,24.555540616549006,24.122853564140147,24.175497114132636,24.01245195124702,23.87025356038414,21.996339274088566,19.41691772729226,30.79880001806772,27.226066296699745,26.787692162146957,26.48737066650393,26.52967834629159,26.94376299422829,26.031261787610198,24.320332494044063
00000000000000000026,Ban Tak,36.90316532198566,30.77545820086193,30.302038545644262,29.541784505094057,29.86402188990449,31.008903866314288,30.360963354217898,29.466905582238184,25.19275417039675,24.271259922213346,23.72503675253653,23.84616797515071,23.728892771403014,23.54357997880002,21.72628794466514,18.854157851021732,30.302893407526824,26.84981089388389,26.36556574789328,26.112598447763986,26.144819781128415,26.52239911082981,25.54584784632767,23.703108680688384
00000000000000000027,Sam Ngao,35.024682668815416,29.933573755358545,29.293063873737015,28.718488130722122,28.758241900588068,29.822070693704287,29.128910461298386,27.802932900355696,23.61476368304422,23.20399747462265,22.651652510927736,22.93678201504194,22.651034587310622,22.180386186890438,20.201654517824835,17.25705315020774,28.638775044669792,25.78995669052349,25.28007586219699,25.187627636531882,25.05841468168618,25.25202969715012,24.212514851038566,22.058466116805402
00000000000000000028,Mae Ramat,34.16160353911367,28.861990436039527,28.356674037088894,27.645794908751686,28.186133115346216,29.76138645395373,29.6901666345184,28.639213024542943,23.358987298228943,22.977758435741958,22.420922319640358,22.63777618214073,22.431522233492267,22.29705128172277,20.161322487401616,17.574070578339075,28.04127917710216,25.223763574110055,24.704914324034892,24.515812698636065,24.619252650913715,25.14531490141504,24.37083903111273,22.51041837502984
00000000000000000029,Tha Song Yang,34.02636940866858,28.43582345266193,27.939107704162613,27.105431202479785,27.888749171060244,29.490073337252188,30.08576089919561,29.89035393461891,23.869571987083216,23.136536987244156,22.519215196276487,22.754014684283565,22.614978128766275,22.534548381018283,20.597172437395386,18.09023319036784,28.24209083500756,25.102474601685078,24.567892398531498,24.37815790630524,24.588194349077032,25.160772682371615,24.714655072348474,23.35192854485546
0000000000000000002a,Mae Sot,34.911369959176085,29.278217560671504,28.71841219015904,28.010089672121254,28.716440290700266,30.40081709790727,30.749706220801524,29.838526746429515,24.022558031736267,23.61939704345407,23.1175720158951,23.15696017646093,23.09478546254367,23.004827103946695,20.72734065352781,18.36376573531684,28.786699217131055,25.814913619976508,25.313649549472633,25.016510346986756,25.2375186924824,25.857696287273946,25.15436862298132,23.425430735413936
0000000000000000002b,Phop Phra,34.00797779013615,28.82723318062579,28.186957669725633,27.338303731282576,28.093568309709163,29.601606481215555,29.743792575013423,28.447708763314917,23.333894345049465,22.867597045898464,22.451171659581824,22.401193225337035,22.419207506366828,22.28727992338295,20.161128127154207,17.70141447948811,27.971379281251018,25.141784973144553,24.66808857637296,24.31885392731314,24.545072972914777,25.072677462708736,24.277988966399572,22.374521353585404
0000000000000000002c,Umphang,32.565172074491684,28.072128925890965,27.40184861109631,26.37311298283122,26.948335008248723,28.730439106999725,29.26652340637098,27.940275633156254,22.402059422370343,21.825301605206104,21.50439618034805,21.4024478309383,21.504075210284107,21.415588844606614,19.660825963532798,17.452853906283906,26.558404588297027,24.119276400737714,23.713498878440422,23.283222449093664,23.511663581185747,24.09631803474359,23.77013943117657,21.990788344350918
0000000000000000002d,Wang Chao,35.27877537378774,29.867513578287785,29.191109167480487,28.489970182291685,28.841117488606795,29.90096747233075,29.253777469889346,27.970230657087075,24.36064687163257,23.307627189127626,22.881216556803412,23.002718339029972,22.791141015625023,22.568598775227887,20.484623767089868,17.94699302106587,29.077504411368555,25.90438125000002,25.463800207519547,25.208039217122412,25.20519049479169,25.52930115152997,24.269025138346382,22.361225955636186
000000000000000002c4,Mueang Loei,35.370591386828764,33.371403440835344,32.31948599249994,31.55969645865014,31.02313480021617,31.73275008347391,30.4869916058227,28.304187497425197,25.2046184506542,25.227029739823678,24.54420483935513,24.780922469694545,24.378086285232012,23.76970840670299,21.523294973124532,17.2195832517971,29.67354309039658,28.643481745709266,27.7589131855236,27.61155234158353,27.161524716461912,27.161405051599086,25.661181608764764,22.380763450907867
