system:index,admin2Name,GCI,GCI_1,GCI_2,GCI_3,GCI_4,GCI_5,GCI_6,GCI_7,GCI_p75
00000000000000000025,Mueang Tak,1.6688527721531137,2.703737715031731,3.6599537344420607,3.9972884830625754,3.7474722970218646,5.235675309953614,5.953233447566663,4.158617174709026,3.946717639544321
00000000000000000026,Ban Tak,1.8888004671934082,2.46130548785193,3.4738173495116658,3.4131689790699746,4.116713363303857,5.579516842681365,5.579624231061029,3.8201258328406005,3.9925028049333644
00000000000000000027,Sam Ngao,2.0320518352097863,2.3978991236540734,3.176702208739397,3.928883333745515,4.519236810203683,5.28677630034213,4.867466124348106,3.9078490893211035,3.986966773870063
00000000000000000028,Mae Ramat,1.5573475278621813,1.872471350727055,7.06708013885351,4.7020797136269685,5.004952598198667,4.55460903863161,4.170810377586884,3.172818071391006,3.488654504396219
00000000000000000029,Tha Song Yang,1.7769178517554252,2.009709313084534,2.426045104111461,4.536788143810773,5.106290663868972,5.476533139711051,5.003380787569742,4.677935157608816,4.165311348151167
0000000000000000002a,Mae Sot,1.5096620164035284,1.5125951472669987,3.412475070758053,3.7790320487469793,4.17852919251696,4.297930373818615,4.419225894676826,2.9924871852981743,3.33990859691575
0000000000000000002b,Phop Phra,1.9378996615654969,1.8707084794179178,3.1843426896894718,3.9337364293273156,4.099130178959616,4.106594747534663,5.067163902531979,4.168600308605401,3.8095170629209494
0000000000000000002c,Umphang,1.6824888579727235,1.503813790064701,3.792132003025777,5.350489701406635,5.651441898995855,5.11367810815595,4.255218880862782,3.4474847081951148,3.899626598053082
0000000000000000002d,Wang Chao,1.7206565659020414,2.5857694333516297,3.8705830945425754,3.983261938099089,4.029297896382397,5.109574579124875,5.840137467754508,4.721985135230428,4.100590685406772
000000000000000002c4,Mueang Loei,2.199465975792033,3.2806708543041427,4.308133382286961,3.7975852815372444,5.193887329340291,5.477806518124433,5.2852496500408535,4.933866878558096,4.297490710872359
000000000000000002c5,Na Duang,1.9578766436601212,3.305861382522147,4.428145602228102,3.911954999412545,5.136915330756222,5.495572760574803,5.468967166955082,4.992498611681675,4.393911664990956
000000000000000002c6,Chiang Khan,2.2561703513332887,3.129296054152294,3.9843867435452376,3.0701683111918756,4.739906135620736,5.099428402715228,5.075151539576283,4.706459697318798,4.079451847559716
000000000000000002c7,Pak Chom,2.8623084134144525,3.5887652675392325,4.52855474041676,3.7597741973860894,4.320859469374896,4.898521192155163,5.143245096000857,4.718652751621923,4.23858838793576
000000000000000002c8,Dan Sai,2.024095827738856,2.8332000862621416,4.131159173890855,4.378018911090488,4.252236958173891,4.994010457652453,4.682846838344971,4.408658586914989,4.003901209328562
000000000000000002c9,Na Haeo,2.385976506809271,3.499803476146339,3.98968758492899,3.463352307710948,4.328347468262819,5.208560580545715,5.132309139249607,4.426495821571659,4.08843379744711
000000000000000002ca,Phu Ruea,2.3035072388645275,3.311255472801144,4.44506752354139,4.081089169924028,3.0285780230317383,5.197225472898988,5.2198599613622,4.952761352101345,4.250642339944287
000000000000000002cb,Tha Li,2.4181072610649106,3.514064765955385,4.396451015232213,4.022465008901598,5.042745501352509,5.607835123801532,5.422218411615969,4.964113447947319,4.416540134616598
000000000000000002cc,Wang Saphung,1.830336963679169,2.905901289001613,3.948807766556455,3.932712478634556,4.764107412280671,5.239322799091349,5.0462553171947375,4.575759133244886,4.005039770092911
