system:index,admin2Name,EVI,EVI_1,EVI_2,EVI_3,EVI_4,EVI_5,EVI_6,EVI_7,EVI_p75
00000000000000000025,Mueang Tak,0.4187182745517074,0.49766445322633135,0.5005059955141353,0.5540401108420993,0.5732574212561917,0.5782021298994047,0.5274518913155164,0.4069797542526675,0.5036883688848116
00000000000000000026,Ban Tak,0.463039924680807,0.5404398438546795,0.4437744525124892,0.4855063620522784,0.5230636162515765,0.5853183144811556,0.5372792668221072,0.41968507697826435,0.5043329092056291
00000000000000000027,Sam Ngao,0.496148216497768,0.549000465482123,0.5363553809331657,0.5331014794671611,0.5308890694934854,0.5281438135795191,0.4687486123068088,0.42881476792295625,0.5061998109740207
00000000000000000028,Mae Ramat,0.2654327594269154,0.4927846210850144,,0.6577250098271628,0.5238981295416248,0.5640153175817382,0.4845126597777213,0.3476636439886555,0.4477139540915983
00000000000000000029,Tha Song Yang,0.34120618576382905,,,0.5049881729797734,0.6285287038270291,0.640860185123236,0.5471182214202219,0.4586858994826844,0.5184471578983587
0000000000000000002a,Mae Sot,0.29180065976216363,0.4612853775258721,,0.5452561660380658,0.523902976388329,0.5468990511501371,0.47809565558999995,0.34257936891194274,0.43813124397696834
0000000000000000002b,Phop Phra,0.32639667849580295,0.35050970798554265,,0.4963680790236914,0.4729993031006921,0.5015961446868746,0.5054767654970861,0.39940754566852993,0.43964076441694677
0000000000000000002c,Umphang,0.38208231292666234,0.5072426503615328,,0.6211740089200251,0.5847576852195211,0.5209333238879371,0.4854055931908707,0.3681784390596595,0.49036753296250035
0000000000000000002d,Wang Chao,0.43411055193830733,0.4847987965011369,0.471502982380472,0.5897097626051859,0.5651311072240655,0.5644216701997544,0.5212103429714976,0.4462865942906442,0.5133546712142184
000000000000000002c4,Mueang Loei,0.39173444878818625,0.4920623046891117,,0.5405942871758151,0.5254023696670174,0.5658794174907064,0.43699178825170015,0.38650989541896114,0.45690602898705507
000000000000000002c5,Na Duang,0.362450965179208,0.466405804332571,,0.5619304868300259,0.5476334457191274,0.67516646745256,0.48246705659387706,0.40494317743523445,0.4856153334890686
000000000000000002c6,Chiang Khan,0.38343481407382846,0.45376291748767894,,0.5162356528967936,0.541002222862528,0.5638164917531103,0.4844921780694438,0.3675328153844999,0.46449582215419427
