system:index,admin2Name,EVI,EVI_1,EVI_2,EVI_3,EVI_4,EVI_5,EVI_6,EVI_7,EVI_p75
00000000000000000025,Mueang Tak,0.23407901503468578,0.43538841415950297,0.4900156729166016,0.5454329467100495,0.5092803886985275,0.5911622467455157,0.5981597875611839,0.46974443133180904,0.47926111493160145
00000000000000000026,Ban Tak,0.26826236504971945,0.44237353917063565,0.4952501902079835,0.4974049796424952,0.4584014788311472,0.5863459443961029,0.5734726148366553,0.43255859793494045,0.47030671480791186
00000000000000000027,Sam Ngao,0.2873768784391209,0.4331427107978818,0.4605161227986333,0.5102709794263027,0.4980573490881078,0.5569703549755631,0.522735758150137,0.43692663145782595,0.4674080869842161
00000000000000000028,Mae Ramat,0.214746456019668,0.386720069255013,0.5594216576659296,0.5680146119213467,0.5665050349715763,0.528577744869432,0.4932724272781997,0.33780668457823837,0.40979579186966364
00000000000000000029,Tha Song Yang,0.25380561669925084,0.39783648764863244,0.5333140720019539,0.5821507791411898,0.6332772507253615,0.6063882414358399,0.5724520133281977,0.4571377641982704,0.4836238713503513
0000000000000000002a,Mae Sot,0.21582921047669248,0.35859794216245533,0.5490043230681937,0.5500863049417913,0.5114283397546421,0.5096476707984761,0.5147861930623341,0.32722548697562287,0.4070844752266066
0000000000000000002b,Phop Phra,0.22860993961396306,0.2999609252630089,0.5488097526518657,0.537968410934751,0.46903013899967033,0.4788281324476119,0.5325530590670601,0.4297743355660422,0.4285038831926458
0000000000000000002c,Umphang,0.22926288285239527,0.2800396915768578,0.5321030909003723,0.5737889907131275,0.5949851023556072,0.538584562639857,0.4549285998465986,0.3612923057805687,0.43398150091989424
0000000000000000002d,Wang Chao,0.25600593795375626,0.43236304891670246,0.5080238476543006,0.5998606833219267,0.6131956146006338,0.6046032885821031,0.5893044821617577,0.5329429569279932,0.49935676831543063
000000000000000002c4,Mueang Loei,0.30610368126332466,0.404930687885715,0.4728642814055751,0.5057464571873777,0.6072107980201185,0.5837900177851351,0.5274797503276994,0.4541593411480403,0.4736918416841163
000000000000000002c5,Na Duang,0.26953307856488745,0.4030894178290965,0.4841751016666248,0.5149555647853891,0.5806716159932809,0.588212841167711,0.5570457633495849,0.47532013119504013,0.4867237786000369
000000000000000002c6,Chiang Khan,0.3438669775592055,0.4056134601532175,0.4539574949722097,0.4512550239487347,0.5881644013764283,0.5720016548708411,0.5296700547390307,0.4337606461148989,0.46783110641997805
000000000000000002c7,Pak Chom,0.38287428891127395,0.4420884592960364,0.49314301411442524,0.4781121084680259,0.5389093568887954,0.5461364393680548,0.5209438748090536,0.4231560783604962,0.4718683061650353
000000000000000002c8,Dan Sai,0.27074758349529815,0.38972142166348583,0.4655727711916637,0.5556884018784082,0.6788933198642977,0.5602448321426615,0.5082116393312801,0.42575999259483915,0.456765221714386
000000000000000002c9,Na Haeo,0.33303390359287094,0.4434061560746381,0.47862735846091903,0.5028097912241553,0.5805024733574531,0.5612034264819592,0.517156806376284,0.4140443520666617,0.4661515537348428
000000000000000002ca,Phu Ruea,0.308598169176266,0.42586045236073067,0.4946745257842307,0.5484682460847579,0.5207600168703085,0.5806393060325471,0.5357100335187481,0.46192198814206387,0.4794714461173157
000000000000000002cb,Tha Li,0.3513019211561464,0.4519213981059283,0.48276970677722686,0.5308527556366215,0.614717803494424,0.6212394550438389,0.569899286040389,0.44448501027278225,0.5050829745068318
000000000000000002cc,Wang Saphung,0.2703058891790917,0.37829470958266187,0.45778765313609615,0.5138770751444277,0.577148731779666,0.5757642747547207,0.5365578567711132,0.4657062346469532,0.4655368041786106
000000000000000002cd,Phu Kradueng,0.2928143305601607,0.38343465829646267,0.4570084733959154,0.5103745114177896,0.5573469399126666,0.5712212125174093,0.5306238990541138,0.4445425695917092,0.45864675968330654
000000000000000002ce,Phu Luang,0.23115191375199837,0.3617529339532544,0.4427564941079904,0.488928608194771,0.5252261288659194,0.5881127509604942,0.564575224087221,0.47499775729645605,0.45737299227784556
000000000000000002cf,Pha Khao,0.324307467035395,0.40733577833717716,0.4646658939506741,0.5363440201551457,0.5987771970055616,0.6021632309381427,0.5607172404866446,0.46506609373559027,0.4887168160751775
000000000000000002d0,Erawan,0.30716187135676615,0.43756844248771076,0.49417513079558145,0.545881267940745,0.7233766092760759,0.622839044029674,0.5844583288057794,0.49936916075318605,0.5174149852617062
000000000000000002d1,Nong Hin,0.2865326121805663,0.3973503728939169,0.4508092760631232,0.5026862314729426,0.49575416309806314,0.5736333970366245,0.5359573663880454,0.4588930689423523,0.462445523900868
000000000000000000ef,Mueang Satun,0.4640272915767534,0.5367862540847076,0.5538776584759024,0.5041320588735763,0.5967364079679942,0.5604067102776666,0.5460909612125376,0.5174022467393872,0.5318249735098235
000000000000000000f0,Khuan Don,0.15550638601747072,0.5585060411629068,0.6222986327209485,0.5776704025744512,,0.6828550825293216,0.553934693803765,0.5371821866754328,0.5654869725458654
000000000000000000f1,Khuan Kalong,0.5658882966560949,0.6079593455250079,0.6825582984984253,0.6368346818989544,0.6192674713060542,0.5530865507959196,0.7546188866680403,0.5401573411957991,0.6198596321521405
000000000000000000f2,Tha Phae,0.2680030552503996,0.5446724838905541,0.6372366119027614,0.6087693690891776,0.5610582699487032,0.5698479985055648,0.5875531589291556,0.5325916385303958,0.5814704001591836
000000000000000000f3,La-Ngu,0.37192186914573017,0.48485447530917575,0.5482153522202368,0.5251683706553304,0.5232997597070502,0.5307443727975549,0.5495302079762833,0.530632964294449,0.5243757169559491
000000000000000000f4,Thung Wa,0.3397498832577057,0.5198223744655904,0.5739230364160073,0.5582979161351226,0.5363531847895635,0.5637112304344984,0.5370768435978757,0.5319014677844977,0.543025574221336
000000000000000000f5,Manang,,0.637810910736591,0.6408983241177065,0.6671662351627918,0.6388768137587463,0.5854066876887667,0.6684144309876,0.5791025811595811,0.6321882532264301
000000000000000000f6,Mueang Trang,0.424523051827273,0.5386139329762739,0.5880324231501108,0.5795009424318489,0.5776336374773665,0.5853655118105917,0.48231264007139507,0.4263864922663825,0.537915866423595
000000000000000000f7,Kantang,0.519675509719946,0.5400312913508856,0.6045880683390931,0.6089660832591297,0.5992709105671976,0.6088343723478203,0.5027637549435131,0.5129160640152891,0.5707514680438088
000000000000000000f8,Yan Ta Khao,0.5087311539392082,0.5844016214767127,0.6284051798344593,0.6054048609334169,0.6410308260073804,0.605419647256825,0.8626418526373476,0.5212291406040809,0.5947851199461939
000000000000000000f9,Palian,0.5102863556090569,0.546150581363931,0.6080816537560685,0.5961394539096676,0.5988642215842906,0.5681375094558085,0.5272379373743931,0.48376035198003303,0.5659634984181753
000000000000000000fa,Sikao,0.51414093300384,0.5893322664239391,0.6326518981953285,0.6017362908513596,0.6049720723958986,0.5892785186066963,0.5440223828730896,0.5365509837343694,0.5859677934875805
000000000000000000fb,Huai Yot,0.5420433281456869,0.602860977474159,0.6398248355556598,0.6452284487903858,0.5773860997052176,0.616386209258664,0.5537916863184831,0.5143505926289217,0.5740105292084067
000000000000000000fc,Wang Wiset,0.5443341086970045,0.6008239264551177,0.6501183785890093,0.6448571438541312,0.5976601587857929,0.6169163335752184,0.5408697016194836,0.5168519873566692,0.5873035404049103
000000000000000000fd,Na Yong,0.4785379346336373,0.523029213642504,0.5693943498090477,0.5640571348576338,0.5537494316239697,0.4956789245032839,0.45455942116637194,0.5054643628795673,0.5431138482389006
000000000000000000fe,Ratsada,0.4923411855184194,0.6058016820564182,0.6307131713423204,0.6371456292510379,0.5710894749286007,0.6351965087431829,0.580297925359372,0.5116242522812476,0.5748115940373721
000000000000000000ff,Hat Samran,,0.565282245873383,0.6195772838073984,0.5977586679417355,0.5868909548232701,0.574061649301856,0.5003886962645852,0.46580918591422255,0.5648202789311797
00000000000000000117,Mueang Yala,0.3361023380394699,0.449390994308978,0.5204070535494523,0.5186565326940048,0.5164883044840773,0.5228504300655911,0.5354195249646051,0.4330093207057396,0.4674832238849799
00000000000000000118,Betong,0.5435800941128762,0.5935059093612042,0.6010080373442375,0.6145103493121709,0.604176020190011,0.5734518833326696,0.5663248853907159,0.5403618713136193,0.575650160267478
