system:index,admin2Name,Tot_Prec,Tot_Prec_1,Tot_Prec_2,Tot_Prec_3,Tot_Prec_4,Tot_Prec_5,Tot_Prec_6,Tot_Prec_7
00000000000000000025,Mueang Tak,4413.879739306954,4481.366862398036,6220.47109689245,7269.222759269266,14646.364364512294,9757.558598113526,1593.2084138019413,385.0935312444089
00000000000000000026,Ban Tak,2597.0950363542515,1902.0545257989097,3242.117153486552,3875.823837460256,7721.6402471346,4036.7934984169738,560.0779584258211,124.45771956771027
00000000000000000027,Sam Ngao,8596.957884663227,5205.908948720671,7332.23921401454,12716.36835683748,19026.340174680598,8621.96375740369,5619.050260321299,277.15830173539183
00000000000000000028,Mae Ramat,4438.604698183021,7185.086445253036,8419.724269917433,11719.920450662165,11070.496691178343,5312.591365303713,3556.6941351750315,9.61963881184073
00000000000000000029,Tha Song Yang,7011.668825943332,14179.845996525708,14613.557179181716,19083.877363865053,11133.32426032459,7750.308011769314,4532.214842245628,6.385524393530453
0000000000000000002a,Mae Sot,3404.816449024163,7547.864953761942,12570.746135236703,13419.050540456583,11688.851726092544,7416.5370191723705,2822.9605654445354,28.49297973314921
0000000000000000002b,Phop Phra,3135.1877601258893,5554.8116397651975,8975.137449404774,8160.879818307185,8434.22204251944,5451.723942691205,2098.7217756748205,80.54557069890639
0000000000000000002c,Umphang,22493.787347931022,40167.65386954756,45011.20517660404,42245.50821935944,43266.91036449507,26578.93411551831,12251.763896055782,780.7171621446516
0000000000000000002d,Wang Chao,2044.445331514583,2315.191379412483,3991.26784064536,3533.2800869698617,6454.7359691891015,4524.114060946072,576.8216099692326,220.31778295928356
000000000000000002c4,Mueang Loei,5966.801375276434,4086.0881262622624,6509.244020908956,9098.974072058994,12164.799138469321,5741.884623060038,438.92421719186444,49.21146447050805
000000000000000002c5,Na Duang,3024.3945762540784,2153.6810004318468,4131.509670786764,5883.9488814830775,6209.468826525819,2828.0863683831453,167.9018080659941,0.0
000000000000000002c6,Chiang Khan,4539.2857612493,3520.782679810244,5902.523743332133,7748.032981742599,10507.655560554242,2972.915897004745,412.94336843864596,32.35254357889587
000000000000000002c7,Pak Chom,5787.242922437892,4547.443357352183,9904.596620959866,10439.382202709423,13732.051748541291,3905.544110163521,458.31206669620445,20.41434731763952
000000000000000002c8,Dan Sai,5869.811883276587,4829.048518053691,4309.228275566007,8614.13797021146,10833.682367754916,5985.114360599892,480.36936024684525,203.1645567225475
