system:index,admin2Name,EVI,EVI_1,EVI_2,EVI_3,EVI_4,EVI_5,EVI_6,EVI_7,EVI_p75
00000000000000000025,Mueang Tak,0.3172580742149776,0.34485398023020686,0.345240799225574,0.47108788795304773,0.5216986856302542,0.5646345235698609,0.5185546182400954,0.3807710293979104,0.4185104346592987
00000000000000000026,Ban Tak,0.3599171248555155,0.4115069374845417,0.3468915027741323,0.5148801340573391,0.47800778230977287,0.5962079095035572,0.509165272240118,0.38913170062613567,0.4348842701172433
00000000000000000027,Sam Ngao,0.3075444451508944,0.3976979148006892,0.37023515443366123,0.5646449606275824,0.5055502491249231,0.5672787160731368,0.4775061551972153,0.39640590902671097,0.4284908433777965
00000000000000000028,Mae Ramat,0.21540012652173757,0.2865363236781636,0.3631877481484769,,0.5430883822150544,0.5533178006575233,0.46868351787362483,0.36189929459223563,0.3642230324604775
00000000000000000029,Tha Song Yang,0.25020063112708185,0.3676983621127386,0.46076219439663757,,0.6544725450155445,0.6405405524109106,0.5435196598234643,0.4480184397837208,0.43121981965925943
0000000000000000002a,Mae Sot,0.21134875716014617,0.3013603014297878,0.4472625838876937,0.5341107467383627,0.5268557702706017,0.5388558103154687,0.476744578242584,0.37898193395415275,0.39758719587609737
0000000000000000002b,Phop Phra,0.2692195691578739,0.3840695561041698,0.5155819615313239,0.5542400119388041,0.5104926369068459,0.5927455544761919,0.5309162942473274,0.45986104558370644,0.45759213598749654
0000000000000000002c,Umphang,0.31131735348360795,0.36182882054129595,0.7284300289903489,0.7944614759848236,0.6234400210346018,0.6130550219352564,0.41975896903915727,0.3505900113680701,0.4883672716563674
0000000000000000002d,Wang Chao,0.27495348714390505,0.3306637948966172,0.38504425294985756,0.5265116990299271,0.5776340265264218,0.5551096181541806,0.5353810673092516,0.4581774691347449,0.437966817424378
000000000000000002c4,Mueang Loei,0.3370006716616924,0.36799994716449813,0.5478241952528766,,0.5694499986161679,0.5377653828362916,0.528035269715921,0.4089972418418371,0.45947504043551696
000000000000000002c5,Na Duang,0.28352400560497665,0.33381454811448025,0.5242459827127317,0.4955099896912866,0.5461898501683821,0.5662877202865522,0.5381473981633339,0.41703337532773316,0.44601991650111095
000000000000000002c6,Chiang Khan,0.3475791364665894,0.39979563464259593,0.558132858024784,,0.5633052015931589,0.5399602847781438,0.5231642897747713,0.38538573360584927,0.4559922846398783
000000000000000002c7,Pak Chom,0.3786136495876036,0.5036809943789952,0.5684157016327417,,0.5652750348297223,0.5535858493501871,0.5072492757660478,0.39581753980206447,0.45968669833571946
000000000000000002c8,Dan Sai,0.335238497238404,0.38878520088058516,0.516983016306716,,0.6243261314326588,0.5091633226845289,0.5262996401966453,0.4016680457710768,0.461375481892239
000000000000000002c9,Na Haeo,0.373254464758309,0.4405525933068585,0.5552273533195655,,0.6379851169983282,0.5190306314820673,0.5132617890497846,0.41169725035000215,0.4796901831268075
000000000000000002ca,Phu Ruea,0.3660823130769523,0.3723706015889548,0.506836404745069,,0.625633224581228,0.43324183143841777,0.5152469022906491,0.3930890994617055,0.4718939534942313
000000000000000002cb,Tha Li,0.34151515992432585,,0.5095503205654649,,0.5808137031088579,0.6245335661090045,0.5577450855771576,0.37641052977617756,0.4637238474360404
000000000000000002cc,Wang Saphung,0.3041454320881449,0.3506623654019528,0.5421043072391367,0.5830108590651437,0.5626659685156172,0.5858423494784976,0.5453536356867128,0.4304342580817755,0.47151060867253203
000000000000000002cd,Phu Kradueng,0.32636487479011783,0.4431313183443096,0.42327257838118404,0.4685878268289774,0.5475496427032626,0.5263734503252373,0.5188557353938581,0.39907150443052614,0.4566395987938953
000000000000000002ce,Phu Luang,0.3010624699071594,0.3406305970814062,,,0.5550508334574252,0.5644706219893121,0.5495836116211386,0.4121956752738133,0.46448757738252916
000000000000000002cf,Pha Khao,0.32032583586697067,0.4292659978644706,0.4571845088241038,0.47779573083023313,0.551369026144116,0.5589135764595866,0.5371712829498134,0.4214270116263231,0.462416517070144
000000000000000002d0,Erawan,0.2813121552593966,0.36176273606444403,0.4852377150621766,0.5080033913866194,0.5877965166491426,0.5843636214754776,0.5651860477618508,0.4616789412899668,0.46554609587826584
000000000000000002d1,Nong Hin,0.3065532910689772,0.3743857069828111,0.4918269115209908,0.5376762856861271,0.5362140601277694,0.5621861821613682,0.5287524291792208,0.4044124170879615,0.4566817670444583
000000000000000000ef,Mueang Satun,0.5054851102152244,0.5768842732215931,0.5436487842121244,0.551602593218389,0.5085669195305546,0.5810517595204071,0.4919143535651236,0.533271709072635,0.5354625985097571
000000000000000000f0,Khuan Don,0.5832486683763617,0.6274417103132269,0.5470197672539973,0.5072315997339276,0.52024640858628,0.5402917311883022,0.5470112017577422,0.5485819925051568,0.5522998868555953
000000000000000000f1,Khuan Kalong,0.6346565129693594,0.6448263321593616,0.6184752778218517,0.6102866731422887,0.6508122254672615,0.6349872712350684,0.5454774913443988,0.566932382477683,0.6083625258603985
000000000000000000f2,Tha Phae,0.5954840678571596,0.6465914881181872,0.616999645692211,0.5871718780460565,0.6101858027691112,0.5941569105251717,0.5549233063786112,0.5598530593072831,0.5945958885437279
000000000000000000f3,La-Ngu,0.5614064174864325,0.5494899286209561,0.558281524234459,0.5126202604328625,0.5661573459095759,0.5370786291821299,0.5062397340109587,0.5177042930987855,0.5341983085498155
000000000000000000f4,Thung Wa,0.5524937993088328,0.5776234983531051,0.5499226432368597,0.5028357688037206,0.5262319655429302,0.5771046463302074,0.49604284447368235,0.47959678273259776,0.5164311648100006
000000000000000000f5,Manang,0.6619062671255905,0.6323013921100052,0.6545727467175139,0.6172421584068565,0.6842460367531588,0.5891326827733079,0.5596864957114742,0.5733217820803119,0.6231850160750125
