system:index,admin2Name,GCI,GCI_1,GCI_2,GCI_3,GCI_4,GCI_5,GCI_6,GCI_7,GCI_p75
00000000000000000025,Mueang Tak,1.5584572849687304,2.4244105809570673,3.1125337904986172,2.8830602606197675,3.9859166594055924,4.319972020336323,3.82661373502943,2.634674650651061,3.1532848570232646
00000000000000000026,Ban Tak,1.7159926293631451,1.4250327221985455,2.7130896019097235,2.741821103141761,3.345112637728299,4.230927515095986,3.9593989708635107,2.8277752020205154,3.1604641357250904
00000000000000000027,Sam Ngao,1.6744512125218118,1.6801247689126297,2.377140875566733,2.443284271736574,3.0731986204482324,3.9760263948475227,3.985310054727958,2.890590093833004,3.106906899752823
00000000000000000028,Mae Ramat,1.5277435762754166,,1.945660131814473,,3.2937458678170275,4.1327859620935214,3.4443361246151687,4.883218874669144,3.9185787851290077
00000000000000000029,Tha Song Yang,,,2.112710943978753,,4.239222861102525,4.822280763185889,4.723808065832654,5.3778837541601865,4.718804620170928
0000000000000000002a,Mae Sot,1.4394401740084257,,2.6662592964106038,2.3947075919843925,2.8548877333948024,3.5304781753448804,3.2393262752535255,3.0028689846444387,3.1728854493627026
0000000000000000002b,Phop Phra,1.767014835405093,,3.4288256558711714,2.6040209576385394,3.0968433190453815,3.8049103310180152,3.7595507361841345,3.0927797056609947,3.0443002000795216
0000000000000000002c,Umphang,2.1048533556153015,,4.604346392395878,3.5312425114956203,3.6636849119813766,4.026596856240354,3.571841304978148,3.502858972435046,3.444228351043423
0000000000000000002d,Wang Chao,1.9204361827903187,,3.0842778444758476,3.579643846925614,4.325016464509794,4.12218932159266,4.152190011604772,3.7282157075712794,3.5382373086262495
000000000000000002c4,Mueang Loei,2.7581316235978215,2.534946373795445,,,,3.9769644201287337,,2.4691828032679703,2.9386770942395573
000000000000000002c5,Na Duang,2.2410186061150297,1.8752484936551617,,,,3.596669239237594,5.792412859166496,1.9065834367638435,2.5491711984303715
000000000000000002c6,Chiang Khan,2.52098888146856,1.9804358224215932,,,,4.027879359763832,,2.2831080997638593,3.0912356618107397
000000000000000002c7,Pak Chom,2.372028723163877,2.2087605087902227,,,2.917219476425443,4.097237430648054,,2.727489049143628,3.1216495763052134
000000000000000002c8,Dan Sai,2.2538696299303846,1.0713022732832258,,,,3.6260368784250363,,3.0325216755925837,2.5154476057198742
000000000000000002c9,Na Haeo,2.6134127456455274,1.1982427931126105,,,,3.629396950384419,,3.583763866143136,2.864153742001493
000000000000000002ca,Phu Ruea,2.653202976427236,1.7993425594957964,,,,3.945376453662305,,3.1602116808836223,2.86522719009185
000000000000000002cb,Tha Li,2.901679242442031,2.5175111625441104,,,,4.224171846049475,,2.245744684959671,3.159845428562299
000000000000000002cc,Wang Saphung,2.495603728100288,2.3039739891845334,,,,3.7398762101936005,,2.3408507984513904,2.7398223234619605
000000000000000002cd,Phu Kradueng,2.8890497409543547,2.588607194627676,,,,4.174661839696109,4.345553521676929,2.5612790155365057,3.161189842413136
