system:index,admin2Name,EVI,EVI_1,EVI_2,EVI_3,EVI_4,EVI_5,EVI_6,EVI_7,EVI_p75
00000000000000000025,Mueang Tak,0.33844274652507095,0.44368823940119223,0.4823016859809429,0.5406331513492209,0.5444907798132494,0.5675450372062382,0.5351427173882143,0.4152899183578018,0.4726358553888688
00000000000000000026,Ban Tak,0.3487875758446987,0.456423002484685,0.5494649493517043,0.523994057858099,0.5579588455079966,0.5807390944507927,0.531443215160821,0.41545773427745825,0.48600050978507814
00000000000000000027,Sam Ngao,0.3322234380749046,0.6079194686460974,0.49974748914285333,0.5838233953447558,0.5437321957420324,0.5337340202870008,0.48421314614381206,0.4201342559319781,0.46387126442408855
00000000000000000028,Mae Ramat,0.2169366583669563,,,,0.5400856086205976,0.4794714410400162,0.4555059415580031,0.33486916269512923,0.4004878185951761
00000000000000000029,Tha Song Yang,0.29174881762111926,,0.41625999474454733,,0.608848353135209,0.5901247862063166,0.5239180513035149,0.42728426768086497,0.4850896001499906
0000000000000000002a,Mae Sot,0.2152199180905022,,,,0.47820474448311967,0.4610704393562855,0.45524707840654466,0.3298067232736723,0.38163014443275545
0000000000000000002b,Phop Phra,0.24800313991626838,,,0.593779938914676,0.4117916089853408,0.4521840607964114,0.47317358418339023,0.4146463110058563,0.39968930243908013
0000000000000000002c,Umphang,0.2965117931956157,0.5147406767496064,,,0.5643942215893164,0.47845153109081695,0.44611612306599907,0.3541349985602241,0.41279841509987664
0000000000000000002d,Wang Chao,0.3731900124093071,0.4695683693162242,0.5212064781288874,0.5954309599322675,0.5673255398738003,0.5868213645008322,0.5434369073427594,0.4383599529558625,0.4942728360475757
000000000000000002c4,Mueang Loei,0.3617494971491956,0.3869582368448312,,0.4826473189041444,0.6193408547410765,0.5689545719634911,0.43571187330129807,0.413132568056823,0.4404933228861485
000000000000000002c5,Na Duang,0.28512192117071833,0.3631564458103414,,0.5794167431960873,0.506652922723673,0.5497547998924263,0.5138900365405281,0.4334510334118405,0.42920732499614384
000000000000000002c6,Chiang Khan,0.3884937239001079,0.394724601125258,,0.5034869852093684,0.6121468867861103,0.5690433085106344,0.42908511333970595,0.4019058908827546,0.4449254439224073
000000000000000002c7,Pak Chom,0.3369206036267714,0.39294978015301946,,0.5203749763920105,0.4761306898552902,0.5291295880757022,0.39443978982761285,0.39723435482383823,0.41532742993793814
000000000000000002c8,Dan Sai,0.3180303080488447,0.32778060174493434,,0.5539232843984291,0.5652369716065693,0.5102091932684858,0.47456528754669947,0.4034932971537813,0.4187469737374231
