system:index,admin2Name,ET,ET_1,ET_2,ET_3,ET_4,ET_5,ET_6,ET_7,PET,PET_1,PET_2,PET_3,PET_4,PET_5,PET_6,PET_7
00000000000000000025,Mueang Tak,143.9653626559527,112.51892577711993,97.92990061323749,103.71738211038276,113.12068090505394,119.74743074645805,72.02144216536266,49.720511736096434,143.9653626559527,114.13019665891312,100.42992175935719,103.71738211038276,113.12068090505394,119.74743074645805,102.35098329456547,83.54216536265596
00000000000000000026,Ban Tak,144.3332956685499,111.14354048964216,96.68915254237288,102.50241054613936,112.37295668549905,118.5261770244821,71.65250470809794,40.821732580037676,144.3332956685499,113.83457627118644,100.79830508474576,102.50241054613936,112.37295668549905,118.5261770244821,100.66094161958569,81.40387947269303
00000000000000000027,Sam Ngao,144.19344504682113,103.80744208969936,86.24386397240019,101.77126663380977,113.36993592902907,117.84682109413505,71.98851651059636,44.33311976343026,144.19344504682113,114.9481025135535,101.82336126170527,103.53992114342041,113.36993592902907,117.84682109413505,99.51513060620996,79.09122720551997
00000000000000000028,Mae Ramat,138.7975,106.22382352941179,90.73400000000002,93.68638235294121,106.49685294117648,116.84423529411767,71.61126470588238,43.60688235294118,138.7975,106.22382352941179,90.73400000000002,93.68638235294121,106.49685294117648,116.84423529411767,100.92829411764706,83.90691176470591
00000000000000000029,Tha Song Yang,140.58363636363634,105.09272727272727,90.88363636363636,92.44181818181818,106.44363636363636,116.8709090909091,72.61818181818182,56.789090909090916,140.58363636363634,105.09272727272727,90.88363636363636,92.44181818181818,106.44363636363636,116.8709090909091,102.37636363636365,86.26545454545456
0000000000000000002a,Mae Sot,137.7690069407368,104.77146289375335,88.05970368392956,91.69674319273894,105.6657768286172,117.65946342765618,73.53813400961023,54.29081687132942,137.7690069407368,104.77146289375335,88.05970368392956,91.69674319273894,105.6657768286172,117.65946342765618,103.68041911372131,86.2009476775227
0000000000000000002b,Phop Phra,136.3326621923937,103.930182699478,87.0314317673378,91.17052572706935,104.59116331096197,116.73737882177477,73.32356450410141,56.21526845637583,136.3326621923937,103.930182699478,87.0314317673378,91.17052572706935,104.59116331096197,116.73737882177477,103.17932513049962,87.18290454884414
0000000000000000002c,Umphang,135.6712153518124,105.34541577825159,86.65522388059703,91.64754797441365,105.20213219616205,117.5857142857143,73.56055437100215,55.7861407249467,135.6712153518124,105.34541577825159,86.65522388059703,91.64754797441365,105.20213219616205,117.5857142857143,102.62814498933902,87.0948827292111
0000000000000000002d,Wang Chao,142.22949668357393,112.00975419430357,97.44849785407727,101.24994147483416,111.18439328911434,120.11338275458449,74.39317206398752,53.39625438938743,142.22949668357393,112.00975419430357,97.44849785407727,101.24994147483416,111.18439328911434,120.11338275458449,103.82161529457667,85.696176355833
000000000000000002c4,Mueang Loei,141.3809456398641,118.57780294450738,106.02675537938846,113.02140430351078,113.85979614949038,101.85433182332957,60.42276330690828,50.565543601359,141.3809456398641,118.57780294450738,106.02675537938846,113.02140430351078,113.85979614949038,117.07766138165348,93.02205549263871,86.58909966024915
000000000000000002c5,Na Duang,140.6502396931927,119.63317353787154,106.12569511025889,112.2553691275168,113.60321188878237,98.89242569511026,58.227468839884956,48.14410354745926,140.6502396931927,119.63317353787154,106.12569511025889,112.2553691275168,113.60321188878237,117.09372003835092,92.92651006711412,88.16303930968361
