system:index,admin2Name,GCI,GCI_1,GCI_2,GCI_3,GCI_4,GCI_5,GCI_6,GCI_7,GCI_p75
00000000000000000025,Mueang Tak,2.9704441811762434,3.692192443155974,3.97570341002341,4.7489561352127945,4.959518754012844,5.186725305332172,4.47012697235474,3.7347446235848905,4.193383979120983
00000000000000000026,Ban Tak,3.1660930375228937,3.717958674415851,3.653779928445589,4.027629483563063,4.448031261117631,5.529561437623165,4.535896709808064,3.7481590405756267,4.170519969618935
00000000000000000027,Sam Ngao,3.499609504590322,3.9841952628474036,4.472239735452017,4.508783088606921,4.467238858498253,5.307088659943256,4.581668238901924,3.720031573833647,4.32211867913872
00000000000000000028,Mae Ramat,1.5463642953087928,2.95470982362568,,5.4452969833533045,4.091627616025321,4.107065107345972,4.535497741619822,3.455338616281223,3.813547745422102
00000000000000000029,Tha Song Yang,1.8371977224326244,,,3.6595546504261924,4.890696953134361,5.182955567770427,5.024907013568672,4.573330896929131,4.3365192335822975
0000000000000000002a,Mae Sot,2.2013323251591173,3.3147732973589683,,5.0782486623333165,3.789642014265491,4.135598552306737,4.151039415690596,3.0398342338588455,3.5724705125980925
0000000000000000002b,Phop Phra,2.6975686110135153,2.7484775242907316,,4.326526087745416,3.4528209388027,4.108994161245841,4.797357496433714,3.8461555112162187,3.8182701996491692
0000000000000000002c,Umphang,2.653836331301211,2.623594374180257,,5.666410660096703,5.045657653563481,4.276742770454658,4.461296869241933,3.425030490347347,4.081037397207652
0000000000000000002d,Wang Chao,3.0923445883103606,3.5840035718020826,4.8910088418185875,5.12415996947043,4.802835863433967,4.986233517816196,4.472724955989132,3.9793881315245008,4.280231779928843
000000000000000002c4,Mueang Loei,2.8579441441294122,3.456805418173554,,4.403444951450312,4.312909980801503,4.7055910763458355,4.6037874072277365,4.031106240472768,3.9499857188657037
000000000000000002c5,Na Duang,2.6023081840029576,3.5911969211630965,,4.014938062353676,4.819319614716244,3.9785005284783312,4.890378362891021,4.125999349244819,3.9791743704123004
000000000000000002c6,Chiang Khan,2.660535164407249,3.047943771622257,,3.754538922015273,4.809870042869687,4.789928714983977,4.845960424956663,3.766879927590187,4.039330637031502
000000000000000002c7,Pak Chom,3.1192715080302817,3.386126223398777,,3.166039484464572,4.752235518761005,4.636114425878406,5.189625642823281,4.148815538542859,4.184354623761205
000000000000000002c8,Dan Sai,2.6676394181761087,2.957968149316179,,4.912946704084854,4.434003251577546,4.125864193232772,4.602992257502103,4.191377660729327,3.9629778729149385
000000000000000002c9,Na Haeo,2.8176344464456697,3.612674713931183,,4.964089064037873,4.5558068207108695,5.099705600189561,5.457677988372797,4.832145919000849,4.515362079019758
000000000000000002ca,Phu Ruea,2.7967105080843044,3.8434751934091227,,4.501234608350196,4.03198427572742,4.420685832328127,4.693619290098529,4.2527355462737315,4.047662955744223
000000000000000002cb,Tha Li,2.753453544215732,3.368818213014553,,4.023490498604751,4.250184689623829,4.971861904409758,4.747338244995178,3.973285431333136,3.992217393003651
000000000000000002cc,Wang Saphung,2.6240716271169235,3.4567660168222076,,4.124226010825599,3.9429682592026527,4.062100362862004,4.545312604385183,3.9060576611394513,3.700842095676808
000000000000000002cd,Phu Kradueng,2.9159349674928547,3.119467625435845,,4.413480455729607,4.083991666893657,4.657966450811907,4.373698417715173,3.62296303428983,3.8582069583652903
000000000000000002ce,Phu Luang,2.7326806806052377,3.3314619232534493,,3.6575766445933047,4.055680074351918,4.075374891340105,4.623948325386513,3.782514630905911,3.709668767981595
000000000000000002cf,Pha Khao,2.4342698322568914,2.9362415341727734,,4.2408818768997945,4.297359170190229,4.109334511447257,4.605624999689327,3.677532992222631,3.7343717371633156
000000000000000002d0,Erawan,2.530974696102096,3.66617265638722,3.209492588688573,5.39232933638315,4.111724107449759,4.21678301649414,4.989780313990635,4.133493048710085,3.9981692300180027
000000000000000002d1,Nong Hin,2.5168088498051233,3.1451341175681082,,3.3306603654246487,3.552905002716495,3.495096997641972,4.4681424379420465,3.748141711466745,3.490859288406577
000000000000000000ef,Mueang Satun,4.9014747809950885,5.601075213672867,4.2792576839215775,3.2428677269893313,4.047446893899581,4.333018643219374,4.690304024530038,3.8079253654471,4.526995005935339
000000000000000000f0,Khuan Don,,5.675800711886974,4.1080173931627995,3.341878628020841,3.4014641117291706,4.211129962801973,4.272022635750201,4.860469104566887,4.510972499175299
000000000000000000f1,Khuan Kalong,6.034390562882693,7.463521135018495,5.253666774497087,4.154576082561405,3.7875247097017253,5.968926458409459,5.7086289550360325,5.921623339509676,5.627039272026493
000000000000000000f2,Tha Phae,4.888867724663398,6.831544521403444,5.823600622163688,4.453211283769211,3.2304505246639366,5.545632083024089,5.267663760705685,6.322930490846932,5.349889086065097
000000000000000000f3,La-Ngu,4.338771126655861,6.056935830667616,4.61773661785466,4.524140091824792,3.261931590938228,4.777875387612835,5.9036631720235615,5.608848764438925,4.916307501775446
000000000000000000f4,Thung Wa,4.978444952999487,5.735630785080644,4.0624412040642675,4.748249365280812,1.5575225367413106,5.100135111522033,5.600606990580293,6.014873027131986,4.631099331802336
000000000000000000f5,Manang,7.10976084077838,7.56675090645864,5.690456614472773,4.517626123056013,3.926670233326964,6.880624225612103,7.1254830072804,7.445638381853538,6.4166580103187965
000000000000000000f6,Mueang Trang,4.818282789898527,5.455901931535819,4.39633623508905,5.036062962822883,3.497139183687566,5.057878452152144,5.769528534410295,4.95512549237582,4.773911376524359
000000000000000000f7,Kantang,4.9639781521311575,5.1936978118109325,5.869193007161828,5.179814223718831,2.5719939824891,5.109192123388953,5.936831896330097,5.904186783512849,4.988645483248079
000000000000000000f8,Yan Ta Khao,5.708167999876717,6.891216857332212,5.319841678956773,5.065712809597221,1.8950483094271162,5.702369399544621,6.517170351476562,5.930587188100814,5.185346856355916
000000000000000000f9,Palian,5.371717850242356,6.334185682918381,5.5352942284058155,5.372334407208802,3.262015585603276,5.759963914164836,5.842414488886816,5.923663517784679,5.319713799397051
