system:index,admin2Name,SR,SR_1,SR_2,SR_3,SR_4,SR_5,SR_6,SR_7,SR_p75
00000000000000000025,Mueang Tak,3.177004053666562,3.7756334479491547,4.661272227202177,4.812343746147285,6.5922095637666285,7.291295577785683,8.30934874716666,4.821076924047142,6.046988980312649
00000000000000000026,Ban Tak,3.3344928172072144,3.7422775971170856,5.418942698875881,3.4511436004258105,6.866872424190809,10.115850254258106,10.222612200677913,5.209728214655842,7.038985389270909
00000000000000000027,Sam Ngao,4.080990281792293,4.100558982719078,5.298784693076091,4.325928684427452,5.943472975192113,9.229921712300092,8.740694258374837,5.785824813795908,6.521962589197196
00000000000000000028,Mae Ramat,2.3311500196204564,,,,7.930132333760952,9.418294819519055,7.191873189174462,3.9219074520987838,5.866333329657457
00000000000000000029,Tha Song Yang,2.8927761814760142,,,,11.742963434715344,12.319306710865417,9.610653464574895,6.150820229984518,8.351774962452119
0000000000000000002a,Mae Sot,2.1741075497513647,,,7.7711647913963215,5.857715640488855,8.145864879867574,7.350633699506277,3.975204124488865,5.539000339917703
0000000000000000002b,Phop Phra,2.896663851669799,,,8.583974941365817,4.6145289002997405,7.495029985939086,8.725686007685173,5.95069100663427,6.464162885903227
0000000000000000002c,Umphang,3.381287451884378,3.692794155030068,6.414671921097717,9.418939659972954,7.152623316771508,9.191213453771343,7.188463851708269,5.254717715972409,6.34470171688129
0000000000000000002d,Wang Chao,2.8808459796932073,,4.991592051566935,6.029213284934338,7.927187949710265,8.282742225626828,9.310461991868625,5.812974776536096,6.732323326580922
000000000000000002c4,Mueang Loei,4.339898152222541,,,,8.010420863629538,9.425023368988978,7.627082931344909,4.793403715563504,6.6960206947987375
000000000000000002c5,Na Duang,4.120956926818994,8.631772738155176,,,7.775345148813769,9.082730923970063,8.62344587936729,5.054982030227862,6.814220352166632
000000000000000002c6,Chiang Khan,3.8823020919162667,,,,8.072110508566846,9.472318396179581,6.77087265967701,4.382423718312815,6.3598749896624875
