admin2Name,admin2Pcod,Year,GCI,GCI_1,GCI_2,GCI_3,GCI_4,GCI_5,GCI_6,GCI_7,GCI_p75
Mueang Tak,TH6301,2018,2.6662651202451597,2.9453048781814912,2.0495045605934648,2.38876354695108,4.049505372999991,4.8051680853495435,4.816639621399787,3.795103979251933,3.9076069248169927
Ban Tak,TH6302,2018,3.03854258727187,3.298088654372869,1.6532550938519535,,4.270163725607166,5.350872712591496,5.240987550031333,3.9071316761422215,4.240406358568119
Sam Ngao,TH6303,2018,3.056644354363233,3.356883184606231,2.2037704442306856,,3.964435038082725,4.662966837092199,4.733106843331179,4.444495285200813,4.046101287878429
Mae Ramat,TH6304,2018,1.2629757045370353,2.3346176116278223,,,4.065821892278351,4.617586862728261,4.418437182528792,3.2648991893621817,3.8565168837855284
Tha Song Yang,TH6305,2018,1.8038491342138678,2.808912637799382,1.9593948868427986,,4.773749351321015,5.520787859378887,5.45972523720207,4.195258548003526,4.415071998475068
Mae Sot,TH6306,2018,1.3202922551556395,1.987805618507822,,,3.702388073569001,4.18875044824324,4.3766677228213995,3.1217761978094254,3.491288225499445
Phop Phra,TH6307,2018,2.5474863123093034,2.612023336257653,,,3.5010960125958897,4.282861616869674,5.144485277734168,4.388722416798467,3.9341420370478613
Umphang,TH6308,2018,2.784921962959775,2.6182117274977346,,2.437123782761806,5.109416557779764,4.6530343150382985,4.3257376723035925,3.7990062792903503,3.9928415707066653
Wang Chao,TH6309,2018,2.651646342302759,2.9706733863532966,,,4.238769315243257,4.8028210663786,4.772198074411248,4.26557740409572,4.040297645582222
Mueang Loei,TH4201,2018,3.4779615609528833,1.9690837892349902,3.33652229826524,4.022422923524459,5.101178833440192,4.83346871989833,4.942167415911763,4.120191274875378,4.315705923934705
Na Duang,TH4202,2018,3.3806955775965215,2.197121053987581,3.628069972313889,4.366939229956577,5.253118574848732,5.1276392344174875,5.04407862060298,4.118006840052465,4.3108430259725905
Chiang Khan,TH4203,2018,3.130949500876717,1.9367624841359998,3.229891131168103,3.5621004651088892,4.888278658960611,4.897773327777839,4.705187099092597,3.753373082514685,4.029744344170123
