admin2Name,admin2Pcod,Year,GCI,GCI_1,GCI_2,GCI_3,GCI_4,GCI_5,GCI_6,GCI_7,GCI_p75
Mueang Tak,TH6301,2020,2.230876255760409,2.409956660111653,2.249096218659303,3.2580828680301295,3.329690615636748,5.451778771022386,5.382096054088237,3.431772392003667,3.470212558424335
Ban Tak,TH6302,2020,2.445729312492314,2.7979819776710326,2.256407299694585,3.4840845034946413,3.257147028632714,5.146831649179197,5.06681738859449,3.5754529182689407,3.485911181677843
Sam Ngao,TH6303,2020,2.129815966720973,2.7699328823822156,2.504504873770837,3.5197617504759346,3.438695491309522,4.879324825007674,4.8347012537080625,3.7019005619941328,3.456282405505741
Mae Ramat,TH6304,2020,1.6120539271888257,1.6899294693994216,2.3946496443836582,,2.465748916520111,3.7803404664741067,4.614374187548247,3.396639354906939,3.003393775013231
Tha Song Yang,TH6305,2020,1.7294054976588755,2.0848191940094667,3.062218944364622,,4.559924843289997,4.833663320910696,5.882361948159993,4.5467929104833775,3.8458406368249314
Mae Sot,TH6306,2020,1.5730373693192814,1.9638834180076847,3.278058258523673,1.20707343713057,3.656787919081576,3.3265680206989194,4.51582532173964,3.52883701246802,3.240478349698306
Phop Phra,TH6307,2020,2.1882974257531123,2.979249736478551,4.592541049290001,1.9744551424916443,4.078105421559523,3.6378467554502465,5.949594567898602,4.884064924773046,4.211837263442756
Umphang,TH6308,2020,2.3344031646157797,2.854587869987306,3.813270376020085,4.297461712361954,5.358113200795325,5.495600005793347,4.617008740611824,3.6856207203766895,3.974344265998783
Wang Chao,TH6309,2020,1.9594017694504944,2.3502948142991382,2.4363062217813476,2.9548128011888344,3.97065416715182,5.146552907367607,5.719781179121533,4.248738948280262,3.725831805335723
Mueang Loei,TH4201,2020,2.4967708118592578,2.6116955662967247,3.592579795338394,,4.922948158719089,4.145505413445441,5.728925355707674,4.0723071284573855,4.227447982264125
Na Duang,TH4202,2020,2.2777381545679733,2.191371819942367,3.9389227796244866,3.668586456930229,4.7093620569128225,3.747751723529488,5.910657452369206,4.1517037173745885,4.190869556589551
Chiang Khan,TH4203,2020,2.585604750577652,2.7430097624760887,3.8910695868581637,,5.126533192292107,4.194962761591695,5.333150644170405,3.8183182054469778,4.182418711509836
Pak Chom,TH4204,2020,3.0455905114306985,3.3676246034485766,3.6848464341209732,,4.97714641980113,3.9870007329426245,5.446984879133963,4.161894013868953,4.330340161821135
Dan Sai,TH4205,2020,2.6429047138144184,2.388977146603874,3.3658003295938856,,4.689520036067627,3.6237336945276617,5.4979659907343805,4.174485494864437,4.114507293065542
Na Haeo,TH4206,2020,2.7887724582216085,2.8170866309324776,3.123749784825679,,4.786933744071958,3.561957676477372,5.31754208707043,4.544895855785277,4.215361504946755
Phu Ruea,TH4207,2020,3.0045266882046544,2.4781555023072355,3.098811161362307,,5.022297943955653,3.2548452477711507,5.894127857171191,4.249053426656164,4.464917773992687
Tha Li,TH4208,2020,2.488502051963421,,3.49639268791412,,5.046850722121926,3.5390158131019733,6.044764784830663,4.036254008680921,4.379360116184999
Wang Saphung,TH4209,2020,2.285293562164799,2.22308368554647,4.9657154471967795,4.862410239440784,4.489329743966663,4.874533928671753,5.58027412823851,3.963132853239257,4.103261638905231
Phu Kradueng,TH4210,2020,2.6115509120469724,3.2239260193141566,3.863298591893374,4.351878691982546,4.723519021181923,5.285567395208444,5.202514402535407,3.7336574861240397,4.082231922972462
Phu Luang,TH4211,2020,2.2504614305519,2.2007077380286177,,,4.474151183428922,5.28688541590486,5.633863796400764,3.9811170807945646,4.155870619783572
Pha Khao,TH4212,2020,2.290749679411163,3.0902884093344896,3.674918797094355,3.9368909239105667,4.368401400583858,5.302135503416785,5.266154470207323,3.7551694847567316,3.9363615310843962
Erawan,TH4213,2020,2.047189473702385,2.4899614644844226,3.8673010791918725,3.6633591398568046,4.669350080691046,4.897046453106687,5.914763277606362,4.191876390928148,3.999088078412961
Nong Hin,TH4214,2020,2.3935786017482443,2.4795061981748594,4.176756110551028,3.8468573180608074,4.3681900433637875,4.914848373007127,5.326019126940974,3.7296388087415835,3.9449224741719378
Mueang Satun,TH9101,2020,3.2462701613110863,6.462164300257992,4.6420908172784765,4.927040423554403,5.72100120125582,5.9583335733908305,3.7035580747903243,5.05096049292574,4.926411310507928
Khuan Don,TH9102,2020,3.371447483158381,5.041556707591386,4.8805613414906395,3.547547772909738,5.143053634864832,4.817926573088034,3.909020074233621,5.346375727355848,4.826961735170071
Khuan Kalong,TH9103,2020,4.9904171970158435,5.5806295858998975,6.2112903106090815,6.442781478515785,6.854594526568147,5.734382853031482,4.301897712920833,5.654882309591658,5.725912977155828
Tha Phae,TH9104,2020,4.9958080770127005,6.063678026228618,6.351474818412479,6.3020756604243315,5.799578103165759,5.6569839379853075,4.35808429531391,5.777768631326036,5.6741129433094555
La-Ngu,TH9105,2020,4.258973232762907,4.6247082098743135,5.6987535701328,5.727433397400548,6.391303950215981,4.659502145911117,4.038871566372161,6.444104504519112,5.288040668117954
Thung Wa,TH9106,2020,4.189047314652707,4.753932230610963,5.588005309288009,5.903134997275785,5.141272803146583,5.410634365037958,3.651027051305366,5.377127506961271,5.005733210798873
Manang,TH9107,2020,5.887739419008009,5.512728595015277,6.696297419243674,7.02467632842566,7.9135487801070115,5.084965972990469,4.541398747979618,6.0904324726938555,6.202629373322083
Mueang Trang,TH9201,2020,4.800861361750062,1.4984854193677626,5.701418275783846,6.273138726010089,4.885959006665791,5.306581930903305,4.077542260735013,5.865777877799998,5.241675475996789
Kantang,TH9202,2020,4.865558965853799,3.5818654086782997,5.771441573635691,5.945855285790773,5.2474061171706765,4.711842788687472,3.884619392866879,5.801035012593503,5.21740158637259
Yan Ta Khao,TH9203,2020,5.768827575075869,4.741326727280393,6.248044813023054,6.946029462101181,5.578770632948852,4.2297672779161335,4.233863748200241,5.320437636176147,5.522647655149693
Palian,TH9204,2020,4.487852697768516,4.551047447835543,6.163440984159499,6.32767886463383,5.086996196696038,4.75744751314698,4.111087306205336,5.013927949091272,5.145937200614644
Sikao,TH9205,2020,5.223583456330294,,5.966892970703629,6.613337038096804,5.281769356654939,5.317334291029555,3.8039493692719173,6.1235415773851125,5.5339931029082825
Huai Yot,TH9206,2020,5.3967611379404605,3.640379756449101,5.901432749750459,6.682855921850029,5.211787119837892,5.922705801121852,4.313579834907425,5.926428217005468,5.490555185289023
Wang Wiset,TH9207,2020,5.278049699270987,1.859377696262327,5.685360050564056,6.184099390318119,5.146724442561617,5.323707551034813,4.207937356592305,6.1134577203428275,5.418081556438505
Na Yong,TH9208,2020,4.719764916931541,4.647064118343187,5.389991901401872,6.17859173125462,5.4040361092878895,4.855627277044977,4.428732259592904,5.950503887018336,5.250511209077763
Ratsada,TH9209,2020,5.295220284183522,3.5319749153805935,6.151266593163821,5.949810014501499,3.7853878526880846,5.823736019859025,3.8691956934890865,5.569892035607795,5.215517549752391
Hat Samran,TH9210,2020,3.9271925363782523,,5.637125012694469,5.839493161202272,5.775488490899224,4.2681302734694855,4.0245745755995275,6.710381862087222,5.705067152394455
Mueang Yala,TH9501,2020,4.08868521647228,4.997602396139386,4.6823867099938985,4.897925331828823,4.106364556373517,3.699829502764067,4.479362611783345,5.030572806126593,4.617083346258352
Betong,TH9502,2020,5.526067111523678,4.3754630497476965,5.256325503670855,5.167417738553446,5.3624996952445665,4.794933016989481,4.169759879862149,5.08101019734259,4.991205763246409
Bannang Sata,TH9503,2020,4.518650689383099,5.678599207008772,6.156297604101844,6.261178376357193,5.390817242556325,5.4567241469350405,5.596466651589804,5.844082588675834,5.596854309541893
Than To,TH9504,2020,3.801727268644072,3.9444257364830864,5.085135851011284,4.764608829011403,4.071114931025939,3.9283881645372163,3.7597722866317946,4.6974044381101985,4.2581650640773825
Yaha,TH9505,2020,5.695909769856982,5.772299909501835,4.8259133206544,5.5025822333043095,3.9698751178185723,3.8729842941902675,5.385071717625189,5.553140038046177,5.487073781696509
Raman,TH9506,2020,3.843616211295462,4.485118894437578,4.051598022296149,5.020046573260684,4.439177024084352,2.2457084679011166,4.309093049300674,5.566427710193021,4.543763766918279
Kabang,TH9507,2020,5.858254147230285,6.200339078759514,5.555536841889137,5.601912596916865,3.9691116404693414,4.071270303913649,4.515660884161102,5.575594558483212,5.350648827782498
Krong Pinang,TH9508,2020,5.282425512195354,6.01128131805862,5.549116307228829,5.7207979212932,4.135445247804293,4.371849130763153,5.30261565078352,5.68405972654475,5.535284308103741
Mueang Trat,TH2301,2020,4.053296606429328,4.183059680909134,5.882187841189541,5.285257004451715,5.293919405789729,5.411748822785946,5.043652930245647,5.03257116813504,5.062786642530971
Khlong Yai,TH2302,2020,2.7835065121360483,2.042501841863373,5.008039601676932,3.2678855265746383,4.475096208319562,5.081567799142183,4.184643721073449,4.9015725709119105,4.454267291831575
Khao Saming,TH2303,2020,3.982190700078494,4.685126976971824,6.040299301838262,4.974345815592388,4.928225120362212,5.221379623404839,5.812816758511929,5.594093973424014,5.256425823142371
Bo Rai,TH2304,2020,4.915288628808252,4.935546289114625,5.91552469526355,4.780791459427946,5.2863142210333205,5.0053375034212175,5.432457290446444,5.243701841111917,5.208971033649159
Laem Ngop,TH2305,2020,5.443302944863039,4.73480991997687,5.621312167340941,5.379972140543032,5.348319204273641,7.237731037478734,5.9181038514946875,5.851538581325936,5.824587327956852
Ko Kut,TH2306,2020,4.396976035946624,,6.8846665912199425,6.606058126027721,4.48031793024376,6.385409383712027,5.691098957180275,5.32997301158169,5.943876384950921
Ko Chang,TH2307,2020,3.7260808621540638,5.599764980860713,6.206225052721088,4.4466181582320825,3.6024811404717627,4.325886918570199,5.333957503352235,4.9725923243302725,5.092978509786453
Mueang Phrae,TH5401,2020,1.8730543089891687,2.0444533580959248,2.7044345592665553,3.364759952626421,3.6230433431584976,4.244477449291585,4.008119974972075,2.517711763532782,2.9747098745673317
Rong Kwang,TH5402,2020,1.7771758621706193,2.02532082297326,,3.586830873484066,4.730479174888887,4.916393499540319,4.592971697178887,3.0278764920860373,3.480284155443694
Long,TH5403,2020,1.880916502045396,2.0268292865621595,2.790966838268704,3.6844169495480514,4.87591195874181,5.036714447293949,5.398446219043025,3.5889634693756864,3.785166965523033
Sung Men,TH5404,2020,1.6869837186487624,1.6986639537686885,2.5960805960640223,4.215902770593691,4.533385342863358,3.5784850332069924,3.223665909412976,2.174316079254859,2.945304734135798
Den Chai,TH5405,2020,1.80473281469163,1.6678040199552562,3.009370732881243,4.2559727605447915,4.950429608163075,4.771803030169224,4.7191302773722565,3.039296718669631,3.484027797772136
Song,TH5406,2020,1.9967437992779025,2.28038738351141,,3.1076387669779435,4.799387807104988,4.352992621141493,4.4245551895223825,2.8282861624954925,3.3324109115414915
Wang Chin,TH5407,2020,2.267684760285581,2.5525377022970597,2.55915529853673,3.753198685286485,5.053949801529199,5.374316522609656,4.556550987209962,4.076254826083584,3.914672657222598
Nong Muang Khai,TH5408,2020,1.4373294375727035,1.5779218545024347,,3.4472317878826693,4.534738452749626,3.3806820282137586,3.4997653147657526,2.5180380769603823,2.814682753199943
Mueang Nan,TH5501,2020,2.733673203046641,2.888242505845751,,1.032771015249314,4.5269798391546,5.117853273561625,4.32990663438666,3.163031285210755,3.6937830491255004
Mae Charim,TH5502,2020,2.683837594695573,2.7632781363997485,,1.9534243714698665,4.269074156603643,5.03598009910931,4.711529769480366,3.220815172886562,3.794699829395602
Ban Luang,TH5503,2020,2.551054215858581,2.75023180035126,,2.256901877578374,4.850918431347714,4.147398136497049,3.6743858332321055,3.3948914327600854,3.4446274960891454
Na Noi,TH5504,2020,2.0033488793553498,2.0355329345873003,,3.6040860466908935,5.008066843936436,5.097892780249544,4.646846606199609,3.732314443034691,3.733597737912964
Pua,TH5505,2020,2.053111168757856,2.0827751917124586,2.679131510437578,2.0816797896264023,4.667071125487227,4.098624272954151,3.6102060665835776,3.005950860481101,3.4203996016035383
Tha Wang Pha,TH5506,2020,2.137820608869104,2.044573356436878,4.215194709221232,2.1577920930868726,4.599213009124269,4.054394101663765,3.6125882603026462,3.1334302626254438,3.4034745380009137
Wiang Sa,TH5507,2020,2.119568368128319,2.133157903911321,3.7665835159577634,3.2535195986017578,4.777706495474555,4.423672112520162,4.4626851342307035,3.46835447195636,3.599476140504174
Thung Chang,TH5508,2020,2.721169759424428,2.1866185801895677,,3.065181000665768,5.031594756441833,4.872936001635898,3.9394725075461547,3.2881452075346043,3.8973471350649667
Chiang Klang,TH5509,2020,2.09216910286171,2.188570650719894,3.4327285945473576,2.1879082992874004,4.960170993111931,4.075160699204359,3.388979074731132,3.2785456313035173,3.4033719078866405
Na Muen,TH5510,2020,2.086769893737206,1.9112631708355456,,3.007073873611974,4.9323538551094055,5.96640554738007,4.6463012750257064,3.6091706504038084,3.8146567556221562
Santi Suk,TH5511,2020,2.6202436521188925,2.4802901340000445,,2.2035391714662778,5.026196558957277,4.359630968119448,3.9165227978586943,3.2965792323290932,3.6432252757190344
Bo Kluea,TH5512,2020,2.563955040882226,2.6758776566821876,3.3135239449083125,1.8938306768822066,4.657748653804069,4.224825495891458,4.340293184591877,3.713044908323474,3.7177537875078213
Song Khwae,TH5513,2020,2.500338199178161,3.143689808637713,,3.0033400742105143,6.011118847178348,5.208365919077342,5.3912686170365065,4.377425045034392,4.6174489596114965
Phu Phiang,TH5514,2020,2.622042723108844,2.744260574668128,,1.4646541723232605,4.64314713200966,5.091993992474877,4.44749995070757,3.107654276315602,3.7839350363368793
Chaloem Phra Kiat,TH5515,2020,2.076222382974466,2.2665951148649603,2.9307893101427798,1.5327396719192248,4.128990091114945,4.037843964780917,4.150776546714534,3.4844255886739806,3.5087711390313663
Mueang Phangnga,TH8201,2020,3.046057867989435,5.939261067764888,5.574334170413151,5.013188184308545,4.2354316533616725,2.2857030664970064,5.542088040555307,5.672274681632686,5.218848569725644
Ko Yao,TH8202,2020,3.75562790964032,9.174489023060588,4.810046216601672,5.496761233396084,3.9478292406156728,4.913685121612806,3.780549219251962,5.206470529693542,5.106565955475655
Kapong,TH8203,2020,4.300025858834787,7.160408731926104,7.322740608017822,,6.017423520845318,3.947195032017873,5.3700128764466735,5.7901692342151065,5.833594178629474
Takua Thung,TH8204,2020,1.9580896405839765,5.802331332272117,5.235444116875136,,4.486741321447123,4.611048561946235,5.423206810870776,5.232044836534665,5.2055360306504905
Takua Pa,TH8205,2020,3.4571068291917224,5.094007247650407,5.485392292206465,3.3956358687967767,4.382434479886867,2.679654233318559,4.763381916953642,5.14340548923097,4.863246997432112
Khura Buri,TH8206,2020,4.437752178001235,6.823842951769397,6.70413125730103,4.457623456679923,5.260239731089235,3.2728807350145197,6.322631549161141,6.226743762792699,5.671023636143892
Thap Put,TH8207,2020,3.90437632844022,6.073140444203753,5.301441816537763,6.49733207505955,5.275424026726478,4.463906895183421,5.809733191984785,6.379957364103515,5.480169558219561
Thai Mueang,TH8208,2020,2.7578304116509424,6.306414929830811,5.56119793937072,,4.951189700297909,1.5611916447859806,5.395363365962776,5.285537730965803,5.080864778470512
Mueang Ranong,TH8501,2020,1.9447058946410052,3.2770919005207175,3.7610915283784236,2.7595304822222535,3.8643332942353488,,4.591306943377128,4.370568644616617,3.763780581484894
La-Un,TH8502,2020,2.8958041438623083,4.892735122933324,5.6825313957458565,3.4093735814211628,5.034319063028404,,5.242664159665781,5.3821155585015905,5.112605518424016
Kapoe,TH8503,2020,3.5763277406926304,4.795456705304692,5.329906318553783,3.6799881039066262,4.5058066246778345,,5.082224666953866,4.811406799421851,4.648522617011446
Kra Buri,TH8504,2020,3.9855822972055965,5.163471514981676,5.260485606705837,4.5711139473477225,5.116557821172302,3.8599625630353542,6.121478128068237,5.194424640747585,5.1401028606607815
Suk Samran,TH8505,2020,2.9400199269682283,5.844118990186281,4.875918191351633,2.7010112493881238,4.878745765688472,3.5236490105410385,5.7973383623362595,5.372018470295753,4.916235076703897
Mueang Chumphon,TH8601,2020,4.344297580778064,5.239114025513145,5.1876730185133315,4.942338927229136,4.600701121649891,5.114841467830349,5.988913449706768,6.6703079487518355,5.330543862715767
Tha Sae,TH8602,2020,4.317262810195604,5.4478893341708226,5.349594427912001,5.201887887027057,5.09339005691216,5.97638514381641,6.687956623545488,5.835274794701421,5.473979722436747
Pathio,TH8603,2020,4.684514300819448,5.81121399095053,5.394518844736461,5.424711009072493,4.899163524305482,5.86513917510342,5.6028325497342735,5.9330726637188,5.382908239618643
Lang Suan,TH8604,2020,3.875081585617191,5.413661486174559,5.153417446600074,5.8899777647481,5.237393101245068,4.800286834999852,5.799015696275331,7.136768804919839,5.428443107706707
Lamae,TH8605,2020,3.912517193115501,5.762148130334431,5.483648546049407,5.8809385056486185,5.206019194660695,4.587042957856306,5.301908639677193,7.10380990052115,5.612065391122659
Phato,TH8606,2020,3.696290875599583,5.213138348591162,5.132384136352423,5.420435194308391,5.463527080452457,4.16611998151006,5.465605369611263,6.973242924600516,5.386170895174377
Sawi,TH8607,2020,4.73373596482161,5.6244251441637045,5.200672428779651,5.565303807196011,5.489556199550999,5.555452798535555,5.953154564067298,6.720437619824045,5.627944679127764
Thung Tako,TH8608,2020,4.109746626623012,5.882779549276587,4.882538707682931,5.913155431857515,5.848361546559214,5.214351439181515,6.0982399023622165,7.482309823020125,5.777944615233594
Mueang Songkhla,TH9001,2020,3.7212859899322686,4.0279717775250345,,4.562629157235069,5.074807281687231,5.128492529919207,4.031798439802922,5.119993234885505,4.542015708447481
Sathing Phra,TH9002,2020,2.6405396710373457,3.079365980804316,3.099016181510205,2.7001274504696227,3.637779527213033,3.3949285473770647,4.112268518813979,4.092913706835596,3.256125385372053
Chana,TH9003,2020,3.7387863218856725,4.276328036813963,3.986624661324098,4.681337920617342,4.428906041145802,4.200394980615034,4.675985644049049,5.033379981276842,4.362215059550921
Na Thawi,TH9004,2020,4.529010342154716,4.733133360618596,5.344436471159617,4.833934570285519,3.981829271222171,4.180996443505528,6.110733825117336,5.210674479160303,4.989432369717105
Thepha,TH9005,2020,4.255690352133775,4.962331881946292,3.6645564061544142,5.221362523925203,4.414592351553477,4.724977595554361,4.640777414026539,5.320022293932674,4.79705540251408
Saba Yoi,TH9006,2020,5.640144446045459,5.4504960038189605,5.46850872182025,5.624214680496106,4.315442151188503,5.138824628016506,4.936558724446759,5.6424581264943505,5.4105261274084135
Ranot,TH9007,2020,2.26938057914802,2.9330949403153377,4.460382516143163,2.806422967463424,3.475460063662419,2.5969095479191227,5.106145662943856,2.866280321010047,2.879396491937553
Krasae Sin,TH9008,2020,3.467992544605405,3.8883805164869987,3.590299498784039,3.2843017244773924,3.6699346296822273,2.938300181370004,3.8523824850600477,3.772463597464518,3.611940389251648
Rattaphum,TH9009,2020,4.050067172634129,5.510770690050843,5.116681913819285,4.642746396686351,4.993519623823447,5.616714802132729,1.8166061569283312,5.649874468589312,5.150003117325283
Sadao,TH9010,2020,4.889211124786658,5.283744117552029,5.51825696626655,4.999664482255392,4.381413946444378,4.6654412700314545,4.040165691697059,5.755611482700638,5.025142433207431
Hat Yai,TH9011,2020,3.4037035711604453,4.541841565091661,5.133162771094137,4.250219669141682,4.928782849008584,5.52169401417756,3.4447421929329978,4.775592292618998,4.544099399208657
Na Mom,TH9012,2020,4.457136012594338,5.009016204298257,4.9685430572948,5.417663624666734,5.520274501521745,6.92565172291057,2.846060029369151,5.069687428835309,5.183548473593989
Khuan Niang,TH9013,2020,3.8383858222794003,4.839510018215301,4.407001371747864,4.259626411182665,4.6905897496158255,5.211791513425751,1.865630122529457,4.895274545153311,4.5697552844627785
Bang Klam,TH9014,2020,3.3276045415636606,4.186333431865939,4.925740614538413,4.045428887484265,3.9695403298761525,5.331550850471009,2.5723177690317716,4.784385913173816,4.154898811747505
Singhanakhon,TH9015,2020,2.596380915477579,2.9246513840634183,3.2084541183987487,2.7941970332921118,3.5210249944493195,3.2862510295624947,2.939523127607313,4.040592165715361,3.160404391211706
Khlong Hoi Khong,TH9016,2020,3.61187139461965,5.14047060449551,4.962356750022398,4.7588996867887134,4.990071116144964,5.72828450830284,2.989010224672877,5.144365051415044,4.848200397877125
Mueang Rayong,TH2101,2020,3.7400208736142124,4.400819760004587,4.387739847165982,4.180822138932696,4.086125333982205,4.98674321703609,4.9359150071838975,4.447853907320021,4.5186070004765275
