admin2Name,admin2Pcod,Year,LAI,LAI_1,LAI_2,LAI_3,LAI_4,LAI_5,LAI_6,LAI_7,LAI_p75
Mueang Tak,TH6301,2015,1.0198933773680119,1.0158360134379483,1.081212991307438,1.4920508771521006,1.7114982727811872,1.9118856965716513,1.8297316445353404,1.4596789426018963,1.4397287314277598
Ban Tak,TH6302,2015,1.1564815237291672,1.1661967955023573,1.0815217051865567,1.380326660912022,1.751908745911335,2.0687232157542628,1.9234738142414176,1.3378239148173139,1.494506380227485
Sam Ngao,TH6303,2015,1.153387698588256,1.3010278930603756,1.1826865264778652,1.4868255046052492,1.7678335528359814,1.9076716724342428,1.7384862775350545,1.3898913295148974,1.496589050047811
Mae Ramat,TH6304,2015,0.7508086284856119,1.0317669270688672,1.7670670966525026,1.9711535174292805,1.8925549136447404,1.893932877399544,1.612172478051988,1.1438714521412838,1.3064006194657494
Tha Song Yang,TH6305,2015,1.1483638388735045,1.4525775380026653,1.640307267043464,1.6179959285536463,1.8966822358051338,2.0159825673457314,1.899153949419917,1.3815910830073967,1.6059635666054728
Mae Sot,TH6306,2015,0.6870350631891147,1.0153855428862368,1.8741417361808825,1.7129131429484254,1.8059014566053153,1.8201627061151895,1.3839293003918374,1.0409851085328483,1.2224489213449652
Phop Phra,TH6307,2015,0.7922007446079399,0.9251628048998304,1.9140635426026298,1.950687460534003,1.772003490760945,1.628118963832803,1.5911249906611296,1.3213323698315906,1.2528717767477267
Umphang,TH6308,2015,0.9215865007800753,1.1129841498984996,1.4805412852425657,2.3026336433208274,2.4060788855397885,1.670949789542355,1.5017469695662913,1.2717503199449112,1.3290475784263147
Wang Chao,TH6309,2015,1.0459244283846376,1.1476731327369256,1.2008130513723307,1.6908242570305307,1.9125909650133723,2.0583232349848974,1.8238931117855264,1.7126670720419108,1.5998078228731203
Mueang Loei,TH4201,2015,1.2052136518038061,1.3145956322184538,,1.7830149328572569,1.8691875538070095,1.9761285714523675,1.7890925444516972,1.4185916114076296,1.5901850485464195
Na Duang,TH4202,2015,1.266812741741364,1.3680853299328923,0.8261575370049695,1.793551959900104,1.7345193166558237,1.9924319615972972,1.8123249646319712,1.4858461510269994,1.6080425845602575
Chiang Khan,TH4203,2015,1.1045491864347965,1.3513932785918379,,1.6649793653892424,1.6111474643559127,1.9346484502474108,1.7039334424574069,1.3203123334829028,1.4964013720680054
Pak Chom,TH4204,2015,1.192333492323585,1.437191764103206,,1.7372125995983774,1.685411819317818,1.8477384858815025,1.6408222349165646,1.304778307336655,1.5235822819681286
Dan Sai,TH4205,2015,1.091161981309662,1.4129462225111062,2.551661077875061,1.8571067537229449,1.805857166276911,1.8085600970149533,1.6192863280052816,1.3216396472466472,1.5378765130330907
Na Haeo,TH4206,2015,1.2616270522418704,1.4054175653297425,1.4338478427672288,1.8298020467019411,1.9187674877309444,1.810988550839635,1.6614866679973432,1.3282348197776637,1.5468594249694358
Phu Ruea,TH4207,2015,1.089280540316562,1.3812037525964838,,1.8633380575445058,1.8313624390666552,1.8509600130142196,1.7012336230651113,1.4302093874126032,1.5703612635964088
Tha Li,TH4208,2015,1.226674272277227,1.3784760327017367,,1.7529666306707048,1.7259156380865626,1.9984933371700693,1.7787077043608261,1.32793346205383,1.5805874044291972
Wang Saphung,TH4209,2015,1.263395912384533,1.3003708886964236,,1.775656817103796,1.6194836201802458,1.9477143843773492,1.796917963397226,1.4088279997873845,1.5861741097253306
Phu Kradueng,TH4210,2015,1.4046781575947196,1.3475275448869977,1.1927530999245728,1.7525152378232025,1.961380689142244,1.9133035107494916,1.7097723752429614,1.2415407087135217,1.5953345778966892
Phu Luang,TH4211,2015,1.2617387743437714,1.1357585035114235,,1.7228179586748922,1.7705071330160977,1.9158618114520454,1.7709843029844181,1.3363686581475065,1.5504898456045306
Pha Khao,TH4212,2015,1.1842193859844443,1.375622883178071,1.109567932321617,1.8283225667036629,2.027223676172222,2.0220405472353704,1.822873219203203,1.452026005061695,1.6141032032343148
Erawan,TH4213,2015,1.2427784070892662,1.353419657288282,1.2292059486204545,1.8823356112973229,2.145540038692634,2.0905791407327814,1.9295597109144582,1.5965838073947503,1.6754660298063229
Nong Hin,TH4214,2015,1.344989909512134,1.3127227934796362,,1.8224011866236802,1.595697096753195,1.9107932950127764,1.7571302285243353,1.2231854489125646,1.5636172192710271
Mueang Satun,TH9101,2015,1.8922964765621872,2.0074649325933676,1.9027694800796051,1.792571676284957,2.138580514539583,1.856736805984429,1.8037357444894513,1.8584639853496114,1.882322161661216
Khuan Don,TH9102,2015,2.0115472782957764,1.934842384961867,1.9604982192948335,2.1707886618967644,1.9789447606557125,1.6347059323374347,1.9323320822946166,1.9738249782360333,1.9585032921506336
Khuan Kalong,TH9103,2015,2.29952659224838,1.9276671828641707,2.2931603698603693,2.223252278694858,1.9593812078229957,2.1156267317966604,2.134257571022777,2.129550333875003,2.158282388956197
Tha Phae,TH9104,2015,2.2038851917102362,2.0406721729603974,2.204429582076739,2.051750474547007,1.81794188235262,1.9692119313961562,2.093862217966838,2.129034483854641,2.0845471271706257
La-Ngu,TH9105,2015,1.9225137573552993,1.807861228757189,1.9710197219233845,1.8021122734484045,1.5021762902114377,1.7905461153023174,2.011771214012625,1.9598209198131995,1.866646812339064
Thung Wa,TH9106,2015,2.089870011568986,1.8882679300858802,1.9203268083260476,2.0369988115389375,1.7653735200775624,1.7950987521892647,1.9856946227017664,1.9092864923101402,1.9527376268014223
Manang,TH9107,2015,2.413762526795551,1.729232015042743,2.349736158458906,2.2665158078297827,2.2249145903575323,2.303233825594996,2.1977364036176636,2.1937333372983376,2.261487100049108
Mueang Trang,TH9201,2015,2.057550879902115,1.9501226849332616,1.8584319386257413,1.989604129088837,2.0996319551912976,1.962300892243514,2.0479806445551976,1.8777680945083153,1.9505451675620527
Kantang,TH9202,2015,2.20376539625609,1.9875507224254907,1.9874557016264587,2.1778634839060396,2.0652400961954323,2.0296072929258773,1.7719176523323557,1.998635590532662,2.0659957803599713
Yan Ta Khao,TH9203,2015,2.253281931457256,2.125964903204366,2.038647487224384,2.1252347635020614,2.174727383008917,2.017881810033256,,2.0231171240436407,2.100978114330338
Palian,TH9204,2015,2.1728350034598956,2.1425701253122345,2.008623553608321,2.079831204546299,1.89372896082309,1.9651182030568142,1.970368791413266,1.9259330073825671,2.043912536415128
Sikao,TH9205,2015,2.274754211231733,2.0697752453606757,2.086036658214425,2.1852174668879925,2.209990826958384,2.078285888939592,2.0016939965009395,1.968937370717602,2.1062319108103433
Huai Yot,TH9206,2015,2.3015121717024187,2.170980410472561,2.046869218437087,2.1431146202055484,2.1816590897977024,2.0781860802978858,1.931954841114168,1.978624865274587,2.116621333816255
Wang Wiset,TH9207,2015,2.3973008060288064,2.1551192590439445,2.093052103415798,2.1480796932021757,2.326737166084669,2.0844586280083073,2.0311209508610135,2.0763291796163865,2.162699707758353
Na Yong,TH9208,2015,2.004064955210737,1.8972579602530752,1.7748063493105748,1.8115440801743383,1.6347823873530258,1.8710959850054043,2.2199117976544733,2.0220350870413357,1.9003233838886608
Ratsada,TH9209,2015,2.2628043996176483,2.14189888563679,2.1236557228327437,2.218955047576067,1.6100362961975487,2.0718567220115043,,1.8672566431700561,2.1052908646930124
Hat Samran,TH9210,2015,2.118978161056251,1.4616620700371061,2.0043640490258867,2.1904941888608933,2.3373198437557474,2.014995925134556,,1.8559911008314327,2.015881324564038
Mueang Yala,TH9501,2015,1.4588657288618083,1.7800082082749749,1.9352821464674757,1.8722020484321535,1.6468465899191642,1.3969757421884001,1.474391333583106,1.788910546560286,1.6432027187043659
Betong,TH9502,2015,2.3247146817597186,2.1613374801267553,2.1572172720404934,2.0991174273860937,2.134805565706371,2.189234416087082,1.9313644804064958,1.954128738655599,2.1204486322921725
Bannang Sata,TH9503,2015,1.9756105524669592,2.2805667092235073,2.3505255185188396,2.067157635099484,2.266104575391355,2.1203512124799593,2.078326926856285,2.0556091960667153,2.1438754524759482
Than To,TH9504,2015,1.690697471682101,1.307301572626757,1.6324105788697874,2.041122862272091,1.656927866127736,1.8054956957056072,1.4541952026242762,1.6055674992193414,1.644327200664866
Yaha,TH9505,2015,1.8919663273270577,,2.1250279554844296,2.0113471953671986,1.9600054012824726,1.9201964475130948,1.890766531514139,1.9396431625168824,1.9683636964653177
Raman,TH9506,2015,1.3709385121355795,1.7011539037801549,1.8819064625365498,1.8581791162229462,1.703941894233936,1.4001190937934505,1.4314096310103237,1.9940891122656137,1.6679657593051782
Kabang,TH9507,2015,2.2075938555231978,,2.2443824400377395,2.091059223204224,2.103322711008754,2.162391138655693,2.2294390451811523,2.153547008281727,2.1714891737264637
Krong Pinang,TH9508,2015,1.8967699622292986,2.26400834169451,2.2270717265781204,2.1960827488590606,2.2076815939023424,2.0508802320647703,2.088380601054736,2.0504280025355524,2.1108615069351973
Mueang Trat,TH2301,2015,2.1266740494770247,1.8620621609752575,1.9136862861142923,1.3932021163357718E9,2.2006671442759362,2.012214329147253,1.8383886861491419,1.7095764778540343,1.770015930849724E8
Khlong Yai,TH2302,2015,1.5016298880782657,1.5764740748824584,1.5237364110595206,1.6000444043112636,1.6033000224634273,1.6295245936108569,1.4888547513733328,1.4987787279331741,1.5519880133420627
Khao Saming,TH2303,2015,2.107944781250784,2.391056606919608,1.8399364259933513,2.259440759829285E9,-1.5189515624160113E9,1.7388608003105661,1.8680125687101399,1.708882203309084,-1.3485299780741966E8
