admin2Name,admin2Pcod,Year,SM,SM_1,SM_2,SM_3,SM_4,SM_5,SM_6,SM_7,F_SM
Mueang Tak,TH6301,2018,98.06206386128149,109.11198984986257,119.8290336223303,148.97358849651093,161.0576231761472,184.149058997674,135.7347219285261,101.57969972510044,132.31222245717916
Ban Tak,TH6302,2018,83.81001883239172,86.35367231638418,83.80474576271186,94.5167231638418,101.82305084745764,108.67679849340868,61.090922787193975,37.698531073446325,82.22180790960452
Sam Ngao,TH6303,2018,87.53400689995071,74.59645145391819,60.2076885165106,59.6134056185313,80.03888615081323,113.19610645638245,66.20887136520453,38.88156727451947,72.5346229669788
Mae Ramat,TH6304,2018,94.61879411764706,136.20650000000003,136.20650000000003,136.20650000000003,136.20650000000003,136.20650000000003,85.81467647058827,56.08420588235296,114.69377205882353
Tha Song Yang,TH6305,2018,164.7618181818182,293.00363636363636,340.9127272727273,341.80909090909097,341.80909090909097,341.80909090909097,290.7072727272727,251.2218181818182,295.7543181818182
Mae Sot,TH6306,2018,161.89355312333157,277.8473037907102,285.64042979177793,285.64042979177793,285.64042979177793,285.64042979177793,233.83974906567008,194.69241857981848,251.3543429658302
Phop Phra,TH6307,2018,200.75244220730792,338.3153430275913,377.23603653989557,377.23603653989557,377.23603653989557,377.23603653989557,325.93350111856824,283.458985831469,332.17555229306487
Umphang,TH6308,2018,214.41023454157786,329.8417910447762,397.2264392324094,400.6880597014926,400.6880597014926,400.6880597014926,350.74029850746274,307.0042643923241,350.1609008528785
Wang Chao,TH6309,2018,102.2145922746781,149.24233320327744,208.787787748732,232.83854857588767,232.83991416309016,232.83991416309016,182.24896605540383,144.0189231369489,185.62887241513852
Mueang Loei,TH4201,2018,151.70093431483576,190.75195356738394,208.36472253680634,283.8745469988675,294.74745186862964,268.85368063420157,220.86443941109854,181.3483861834655,225.06326443941109
Na Duang,TH4202,2018,111.93720038350912,143.16754554170663,158.99381591562803,234.33163950143822,255.48408437200385,225.30623202301055,177.85934803451585,138.87181208053693,180.74395973154364
Chiang Khan,TH4203,2018,222.7368715083799,264.41590030081653,271.49209282337773,361.65186935969064,366.10300816501945,345.9784701332187,298.49510098839716,259.02084228620544,298.73676944563823
Pak Chom,TH4204,2018,232.55,288.25,317.85,374.70000000000005,374.70000000000005,350.05,302.05,262.25,312.80000000000007
Dan Sai,TH4205,2018,185.5605192821688,222.4506300114548,260.47254677357773,340.0437953417335,345.75154639175264,314.6153493699886,263.4371515845743,221.8260786559756,269.26970217640326
Na Haeo,TH4206,2018,225.8613569321534,257.176401179941,283.32477876106196,355.84011799410035,359.2581120943953,330.88200589970506,280.70501474926255,241.32123893805314,291.79612831858407
Phu Ruea,TH4207,2018,169.05070052539406,199.66628721541153,226.7318739054291,304.92241681260947,312.4495621716287,284.18739054290717,233.9381786339755,193.28099824868653,240.52842600700524
Tha Li,TH4208,2018,207.57815619495008,260.9727539635937,301.0668232530828,344.40669406928953,346.5827950675279,321.1870229007634,272.0064591896653,232.0045801526718,285.725660598943
