admin2Name,admin2Pcod,Year,T_MAX,T_MAX_1,T_MAX_2,T_MAX_3,T_MAX_4,T_MAX_5,T_MAX_6,T_MAX_7,F_T_Max,T_Min,T_Min_1,T_Min_2,T_Min_3,T_Min_4,T_Min_5,T_Min_6,T_Min_7,F_T_Min,T_Mean,T_Mean_1,T_Mean_2,T_Mean_3,T_Mean_4,T_Mean_5,T_Mean_6,T_Mean_7,F_T_Mean
Mueang Tak,TH6301,2017,32.56935086172863,30.757661812672417,29.082502479877775,29.953420462907076,30.812825680147863,29.52731191660212,29.10180069170348,28.199949557800444,30.00060293292998,25.149965711978666,24.556608848247276,24.178541284075862,24.213622092168116,24.156648514018187,23.411116103948988,21.751061899018516,18.994275441409908,23.301479986858194,28.39770496616234,27.183853595445527,26.201224907700286,26.6763083631767,27.00055620862703,26.199190606453843,25.27950535597464,23.697916651984766,26.329532581940637
Ban Tak,TH6302,2017,32.39108794347539,30.356117236842625,28.217199718723833,29.415847170307288,30.72218989814381,29.35386706238965,29.636715926247106,28.709032409750527,29.850257170735023,24.682511551078736,23.934408563489683,23.40335354859804,23.647981373286363,23.856309848361565,23.297439142570667,22.1105448171097,19.602235216575373,23.066848007633766,27.90730926080076,26.497365761777626,25.30219494197259,25.980458246672004,26.704053126075742,25.977265959650786,25.757231050737396,24.201791368939766,26.040958714578334
Sam Ngao,TH6303,2017,31.308272298177105,29.51812693277997,27.691570536295597,28.765593465169292,29.66103261311851,28.221112060546897,28.037290445963563,26.90154553581689,28.76306798598348,23.75220387776695,23.208025105794295,22.75754292805992,23.00340016682945,23.168656412760438,22.418143208821636,20.595737711588566,17.802986773322633,22.088337023117983,26.797347450256375,25.78404983944365,24.72587371402319,25.3457532670763,25.77369774712459,24.88647916581897,24.034275627136253,22.274329196705562,24.95272575094811
Mae Ramat,TH6304,2017,30.82718857507541,27.24251135468067,25.332597918594114,26.728633953964522,28.132211334763934,27.78510408100331,28.472864712899213,27.65630050706423,27.772176554755674,22.862893327679572,22.286446321186293,21.741169107002143,22.054503801312386,22.19945096307054,21.264732417591855,19.553871033785658,17.262232021650686,21.153162374159898,26.094932165625522,24.020184399476552,22.88630098581595,23.6972775440774,24.38656751594769,23.978828409696902,23.759360565230196,22.292341050501356,23.889474079546446
Tha Song Yang,TH6305,2017,30.067450968424502,26.81241861979169,24.982169087727886,26.501589457194033,27.812458292643253,27.71715494791669,28.231636555989606,27.086762102912477,27.401455004075018,22.424595133463566,21.925322469075542,21.464202880859396,21.736601765950542,22.04056599934898,21.056193542480493,19.060620625813826,16.374247113396162,20.760293691298564,25.33808638254803,23.463921801249207,22.482625558641242,23.231495454576308,23.95752749972876,23.66406976911759,23.34517786237931,21.640973364138155,23.390484711547323
Mae Sot,TH6306,2017,30.485614247267684,27.16980474082472,25.355295247179676,26.485686580893685,27.852820178515724,27.748871795402106,28.337951957405412,27.628049239301653,27.63301174834883,22.866344186181607,22.248236967925266,21.687970878063645,21.99578756657422,22.087802812800756,21.17494939918926,19.38605649633609,17.163262905012516,21.07630140151042,25.96287993431469,23.98678640828241,22.88951983944133,23.605342968627117,24.280141861820663,23.921623963019883,23.586699338555437,22.197818199825534,23.80385156423588
Phop Phra,TH6307,2017,27.931886884535885,26.019517663429543,24.356642655120524,25.144876821561812,26.501463822112708,26.142051464935854,25.8010027847071,25.10553849357623,25.875372573747452,21.109815268680986,20.68622556554862,20.202806479903497,20.51253864299294,20.486249512091472,19.63689497476339,17.921331663241354,15.59279053941462,19.51858158082961,23.8177352649499,22.687892964242536,21.640612844854502,22.236913792109604,22.767850868546663,22.245460421828955,21.52604411260381,20.116182613824193,22.129836610370024
Umphang,TH6308,2017,27.47107058981193,25.091935037806437,23.37887451614161,24.43966314564583,26.084648304814902,26.122548111625363,26.206087303714497,25.514916603888416,25.538717951681118,20.835692525670172,20.14790308413301,19.688836700881765,20.012820722054766,20.15045488882758,19.431808190829535,18.046521690479246,15.957463756668622,19.283937694943084,23.3155477328462,21.947362627222947,20.870038175168265,21.580942352221232,22.238289041565263,21.958359591166214,21.62630207688339,20.280884851193914,21.727215806033428
Wang Chao,TH6309,2017,32.121026706082944,30.587346036531198,28.96714563907514,29.695431561030997,30.53347269367272,29.26700909959685,28.858501767057106,28.113063828881216,29.76787466649102,24.75692668427409,24.31894645500321,23.99792371664111,23.994058799335246,23.81187174740562,22.992650538355367,21.74064519910794,19.08970996295947,23.08784163788526,28.07395813942185,26.981560819091747,26.05988970590213,26.480950050344948,26.744814313788275,25.970720652322292,25.170719055286536,23.65040738964711,26.14162751572561
Mueang Loei,TH4201,2017,30.75110151282102,30.41943829430132,28.913006678706193,29.66895473512301,29.590655505576386,27.905986724017552,27.300673872324612,25.238035497390186,28.723481602532534,23.57293969514672,23.943047248130593,23.44619125353798,23.49172872528335,23.36466493660888,22.045992141446376,19.944348593562633,16.760063454608797,22.071122006040664,26.716744629287714,26.656476900528205,25.664124577222857,26.132661025755446,25.978058644753368,24.67797053064388,23.551260398376424,21.033478228254207,25.051346866852764
Na Duang,TH4202,2017,30.53566575690885,30.178397934946876,28.74847529017513,29.502945356226707,29.419865766686613,27.78132039539852,27.16184116951864,25.131706430704817,28.557527262570765,23.394973800431465,23.809423015841233,23.33516687801231,23.36757546040552,23.226824404588413,21.88198127556799,19.74522342966566,16.597792197906543,21.919870057802395,26.536237108410912,26.475966193545545,25.531434937851962,26.004337138085845,25.812699880014833,24.528119272576863,23.41358165234874,20.941284588062203,24.90545759636212
Chiang Khan,TH4203,2017,31.13150814837185,30.594121636284754,28.905473775584824,29.678413450006882,29.604812532837656,28.0606927168997,27.691545121042374,25.66006015899629,28.91582844250304,23.680612052337494,24.00587596335609,23.349097116927684,23.53300039190998,23.316459739640468,21.865019757901045,19.92571774131376,16.723554010066483,22.04991709668162,26.977734153777327,26.873402300457304,25.63436246927722,26.201156608328738,26.009053021704265,24.700357042204825,23.732397400482384,21.26008606455687,25.173568632598617
Pak Chom,TH4204,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Sai,TH4205,2017,29.335883514068964,28.358138084551378,26.585129505199415,27.591894202599185,28.04310487293064,26.828498179676792,26.159502147632665,24.46962771967451,27.171472278291695,22.313213304233223,22.255966738746302,21.719675521012217,21.92832454024656,21.87214196285488,20.967375823639276,18.433599078838668,15.12386560717476,20.576770322093235,25.246030462122977,24.66705921992862,23.643308741018767,24.221980140788535,24.357276252495083,23.471873511057076,22.210464535341767,20.009980440376108,23.478496662891114
Na Haeo,TH4206,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phu Ruea,TH4207,2017,28.801575724283875,28.04891306559247,26.3720647176107,27.360635375976585,27.784300231933617,26.370380655924503,25.62786356608075,23.9488729140338,26.78932578142954,21.864635213216168,22.056665039062523,21.50575154622398,21.71889343261721,21.59215494791669,20.635656738281273,18.15313364664716,14.902405413459352,20.303661997178043,24.790066634284145,24.444078593783942,23.45788868798152,24.00689421759714,24.06125471327042,23.07458680470787,21.80852421654598,19.671186963249685,23.164310103927587
Tha Li,TH4208,2017,31.00935026572749,30.804290686550644,28.960127827454617,29.820988761135524,29.822495477228564,27.9946774473575,27.524311312177005,25.515267326714206,28.931438638043193,23.81000660745595,24.07086727169183,23.27111753047621,23.511178804618485,23.330534249547984,22.201986853464728,20.35544645342399,17.401343630355406,22.244060175129327,26.950129789074612,26.877454111534924,25.628980074154615,26.17523209947494,26.077769079714827,24.83213008356697,23.82856127343777,21.42061717775016,25.2238592110886
Wang Saphung,TH4209,2017,30.86901753578532,30.597480235056864,29.26666096840251,29.922045863795947,29.954036718420106,28.11903219467028,27.3906897648992,25.246508744911498,28.92068400324272,23.706463524070976,24.02973034173092,23.62444661623296,23.603727735914653,23.61693078558297,22.43347578883818,20.25046430158188,17.073456504833935,22.292336949848313,26.81706855808295,26.742785167545204,25.91952462958719,26.336576787862715,26.272458674067163,24.9712291394254,23.79374085212687,21.211717670887467,25.258137684948114
Phu Kradueng,TH4210,2017,30.122431119283068,29.659303665161158,28.417601966857934,29.23265997568769,29.222078164418562,27.30271704991661,26.681050872802757,24.84094211353977,28.18484811595844,23.230202897389752,23.38364941279096,23.020941225687686,23.09443146387738,23.013139788309758,21.945007038116483,19.671539497375512,16.607165095385408,21.745759552366618,26.20972504085967,25.945709419250505,25.245425478617374,25.74999436272517,25.603681606716602,24.30852574242489,23.142676946851953,20.883736659031314,24.636184407059687
Phu Luang,TH4211,2017,30.659515180051088,30.3600818425959,29.023450283034045,29.749385234618103,29.95552680209604,28.162064640986475,27.343124944513516,25.163607206410195,28.80209451678817,23.709031879375523,23.910541655305167,23.525845537722386,23.533191356576385,23.566278135621722,22.641015000116276,20.57682598427779,17.42986480153365,22.36157429381611,26.720268238777745,26.536619051373215,25.752957758992974,26.20045957964394,26.262829184263836,25.09338636560703,23.94503948079561,21.383949189056192,25.23693860606382
Pha Khao,TH4212,2017,31.470132841611644,30.57547842878639,29.31660171632847,30.000356893565296,29.96969965410106,28.279298984765386,27.678338468391424,25.726979097779573,29.127110760666152,24.00493938166923,24.09798696791902,23.680740721167613,23.760816795121713,23.688293410717336,22.448145914051942,19.939213117894145,16.63776294155479,22.28223740626197,27.2987177032981,26.839036209912827,26.04637423979668,26.526272018487777,26.363447801819152,25.018711877045835,23.770503056809645,21.3955620480937,25.407328119407964
