admin2Name,admin2Pcod,Year,T_MAX,T_MAX_1,T_MAX_2,T_MAX_3,T_MAX_4,T_MAX_5,T_MAX_6,T_MAX_7,F_T_Max,T_Min,T_Min_1,T_Min_2,T_Min_3,T_Min_4,T_Min_5,T_Min_6,T_Min_7,F_T_Min,T_Mean,T_Mean_1,T_Mean_2,T_Mean_3,T_Mean_4,T_Mean_5,T_Mean_6,T_Mean_7,F_T_Mean
Mueang Tak,TH6301,2015,36.121824468389946,33.826975497476674,29.741029130739506,29.722784366002887,30.33617605753678,29.85344823142495,31.38434722853189,29.6869348462744,31.33418997829713,26.536359653340167,25.658403818789903,24.732025590204795,24.155213633785877,24.098280160406837,23.173812666182755,23.23952354496061,20.28559024550996,23.984901164147615,30.85255471205216,29.166765529625714,26.818826969901043,26.55412943024526,26.79804391470054,26.246270115236026,27.243725632945136,25.058821990135197,27.342392286855137
Ban Tak,TH6302,2015,35.50104164912785,32.820941793507565,28.695352044233445,29.050123093411408,29.832727132629188,29.75081336361241,31.767288728326697,30.364919489924393,30.972900911846622,25.58726696730576,24.758018271493754,23.708295326671408,23.419071153662696,23.495975538231885,23.11074962981362,24.036695838431314,20.867329254047245,23.622925247457214,29.96638051151165,28.06325107272408,25.654356346032948,25.731345765465854,26.143709431693345,26.12684735094757,27.7831058965028,25.578742422809334,26.880967349710946
Sam Ngao,TH6303,2015,34.723123677571635,32.25041961669924,28.46517283121747,28.395766703287784,29.130622863769553,28.582221984863303,30.01508941650393,28.501839761173045,30.00803210688575,24.937727355957055,24.13986002604169,23.09620513916018,22.792025248209658,22.828402201334658,22.061600748697938,21.964439392089865,19.014005503934996,22.604283201928254,29.27471764882408,27.48818874359134,25.22690321604414,25.13637428283693,25.433266448974642,24.932367049323215,25.813875410291917,23.80499764236751,25.88883630528172
Mae Ramat,TH6304,2015,31.383490532055262,28.506171001233575,25.557929500111385,26.259638757538397,27.18500900000859,27.86515136183356,29.84221032286529,28.90764023063355,28.18840508828495,22.957987517775177,22.47795475902894,21.855530209189986,21.787791557445882,21.806747463293263,20.802079512746737,20.434072396261673,18.011422525411813,21.266698242644186,26.418791850441405,24.695178812350466,23.073620401259777,23.345047528450973,23.84223708356893,23.81515211990983,24.953235733299948,23.409495690250324,24.194094902441456
Tha Song Yang,TH6305,2015,30.165649922688825,27.82535095214846,25.05395914713544,25.8516057332357,26.966038004557316,27.846638997395857,29.489375305175805,28.582333463781044,27.722618940764804,22.585674031575543,22.016285196940128,21.625874837239607,21.54184926350914,21.523100789388042,20.57231394449872,19.997004699707055,17.958353558708662,20.97755704019586,25.538975461324075,24.017173661126048,22.70799588097469,22.876893488566104,23.43899290296769,23.56600148942738,24.438726213243296,23.29663462919349,23.735174215852844
Mae Sot,TH6306,2015,31.276699536055972,28.21033145584775,25.543030871466758,26.15032204692172,26.956469885095398,27.810327729724733,29.89761656453789,29.0073728980915,28.106521373467714,22.944803014377705,22.366524779745017,21.83132676113691,21.762407475050793,21.75235038796359,20.69180954682084,20.290557063259254,17.848771103713855,21.186068766508498,26.337238953080114,24.5442118590294,23.069118877247277,23.299372630123727,23.741208468730836,23.689283543941677,24.795655159898363,23.317677160924035,24.09922083162193
Phop Phra,TH6307,2015,29.43460129211691,26.90404821154717,24.4553938131223,25.04841043318828,25.7688898042701,26.093254334351133,27.170554865365766,26.15864318969528,26.379224492957118,21.187258914421367,20.78846504606052,20.440927242958708,20.24794070090373,20.22737425332784,19.194759989880993,18.67585623620573,16.463103401830207,19.653210723198637,24.549181837323097,23.118917226243315,21.832474805020762,21.982929701823405,22.311431954921,21.97780462754643,22.412864658750358,21.037741551067178,22.402918295336942
Umphang,TH6308,2015,28.475805292544184,26.060481408160694,23.502251009733808,24.12178749416188,24.925113514333557,26.207217475780567,27.0576674198759,26.212894496283592,25.820402263859275,20.759450497834603,20.238730669989128,19.912954428852494,19.755375739940725,19.866784944396112,19.07520517542745,18.681984281678155,16.776724186577784,19.383401240587048,23.706772640615295,22.37425239470848,21.11396363318257,21.24978419612573,21.702106262059626,21.76435074497539,22.216777145459478,21.06504259296494,21.899131201261437
Wang Chao,TH6309,2015,35.487354507827504,33.106515529068965,29.465656217892306,29.536010131182476,30.052518914581473,29.469007335502216,30.998497969894927,29.310076439364153,30.92820463066425,25.893840911233557,25.1706272841351,24.461257204849517,23.954423037194786,23.788207302052683,22.821390313986473,22.88361788415469,20.006906096216646,23.62253375422793,30.222435784958243,28.637863286653953,26.572404116163835,26.360131692443915,26.530238826405927,25.94252835872089,26.8099378803189,24.676952762766348,26.969061588554002
Mueang Loei,TH4201,2015,34.29826606603573,32.37988565526168,30.14134648578875,29.490265020045115,29.14520934156395,28.20935368363311,29.38857772698856,27.211267090208942,30.03302138369073,25.46420561767448,25.01380052931239,24.137059746481803,23.43791430571362,23.142517540116696,22.051170518801168,21.756723720218442,18.76469362836148,22.97101070083501,29.329716914261205,28.237431587606906,26.768612351834438,26.059727789279894,25.65042303464868,24.983912750170358,25.537531716443592,23.007217157551036,26.196821662724517
Na Duang,TH4202,2015,34.07022877403756,32.167963640962704,29.981952754537883,29.33253138907516,28.9745760713644,28.06797275068751,29.199664132037594,27.049322252549892,29.855526470656585,25.34513625719064,24.87226359049482,24.036059555129654,23.307044481875323,23.024354257156627,21.825557591072982,21.510094569571603,18.615839688080904,22.81704374882157,29.171789216441724,28.06750003220037,26.63022199001284,25.921895569632124,25.5000439303827,24.806871804194692,25.35626741349206,22.87039374892115,26.040622963159702
Chiang Khan,TH4203,2015,34.54693680969598,32.357738713493156,30.203769238566824,29.417292302003403,29.13172761080561,28.244085918225768,29.574522392763754,27.22638828683074,30.087807659048156,25.689584421972114,25.02119781851074,24.05189211661358,23.392640309473254,23.05158420852753,21.812632994177772,21.643682509751375,18.642333911939083,22.91319353637068,29.509377812688612,28.28224788368332,26.78081728044777,26.038317832575,25.64266751919577,24.970709605746823,25.562662169398887,22.996266192687873,26.222883287053005
Pak Chom,TH4204,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Sai,TH4205,2015,31.794866403433023,30.814308757851876,27.471563235551905,27.39632708539022,27.08309569865358,27.040327180855467,28.285575881231424,26.44773183180276,28.291724509346285,23.12034866612475,22.906568281571968,22.061626887618427,21.730974707970276,21.62424833081147,20.688880651005917,20.189528655446956,17.633242635104324,21.24442735195676,26.87369331942084,26.372905224484576,24.352065088134715,23.978276630164093,23.887929916475017,23.5066944374299,24.16829305590584,21.967270666811675,24.388391042353334
Na Haeo,TH4206,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phu Ruea,TH4207,2015,31.308902486165387,30.34504089355471,27.25497741699221,27.250483194987,26.837046305338564,26.542170715332055,27.577809651692732,25.74542523552392,27.85773198744832,22.86788482666018,22.651914469401063,21.888253275553406,21.537121073404972,21.355447387695335,20.446323649088566,19.812197367350283,17.17424702363858,20.966673634099045,26.532823117574072,26.006241586473276,24.149920251634406,23.788438627454994,23.620058441162133,23.104041311475992,23.62293302747941,21.377040668562373,24.02518712897708
Tha Li,TH4208,2015,34.17522959352228,32.5043757247681,30.104383227250118,29.7025783809728,29.301742087063417,28.297459012334826,30.05914771335675,27.63545134140487,30.22254588508415,25.159773598034587,24.9394128429684,23.975110566181346,23.352460711595754,23.11486412629211,22.353313252259305,22.240916129494835,19.051367220060836,23.0234023058609,29.16597473301547,28.247874513936484,26.620939197446752,26.02619645640806,25.765778815850567,25.19991643352027,26.07128813717764,23.282082135256257,26.297506302826434
Wang Saphung,TH4209,2015,34.412846097379145,33.14561691366662,30.395447866079,29.930182203688084,29.469961956402226,28.529286887229052,29.64651448787657,27.68180964046899,30.40145825659871,25.309108496863587,25.156414120235983,24.27893894559845,23.62707349567588,23.397992057731585,22.371681934253616,22.09300132242841,19.1313787114033,23.17069863552385,29.43111860251215,28.689513903712392,26.957386156992904,26.315299333864537,25.91941324127475,25.22957289579469,25.865286170661648,23.47464858984533,26.4852798618323
Phu Kradueng,TH4210,2015,33.130171807607034,32.416966342926045,29.522533480326352,29.083246707916285,28.559123929341656,27.666398302714054,28.614134311676047,27.004107486500484,29.499585296125993,24.39481140772504,24.325119082133,23.648070653279646,23.01099551518761,22.817542934417745,21.7414902687073,21.36671476364138,18.78652416678038,22.511408598984012,28.352215851677816,27.88683444129098,26.151704851786313,25.574747085571314,25.173165300157354,24.454656410217307,24.944152747260226,22.96475417193247,25.687778857486723
Phu Luang,TH4211,2015,33.74209377272306,32.84811471121654,29.940186768899252,29.735225806298214,29.314163548853507,28.588201081247064,29.65091907848013,27.755979500953455,30.1968605335839,24.79156492555298,24.807243137111932,24.011066630309816,23.51885572293106,23.295632210603546,22.681922092190053,22.421335844229844,19.395246087548585,23.11535833130973,28.880637231086432,28.386632070555162,26.606765299490192,26.122601186358754,25.80891778656933,25.3520479754934,26.033779163222995,23.671944769229615,26.35791568525074
Pha Khao,TH4212,2015,35.293195488162176,34.13226449609774,30.692429600330573,29.999540156336035,29.449833561760325,28.608511251640856,29.8203631682771,28.01182267468609,30.75099504966136,25.90682177866703,25.537412675066715,24.52257042696162,23.831927826837497,23.57416475125447,22.159978440861092,21.79775561573062,19.305825034332663,23.329557068713964,30.178954465671413,29.36462455952827,27.2222794043275,26.454105195318583,26.001300585435796,25.18972956749592,25.753719041198927,23.73115730839029,26.736983765920836
Erawan,TH4213,2015,34.92890312612356,33.472063026238466,30.46642065399324,29.74876148432644,29.248640200486857,28.352083141269997,29.54687700413949,27.667703484860954,30.42893151517988,25.75605837542029,25.301668786196004,24.331174415854104,23.55323760151273,23.319064509453494,21.999845809556977,21.68492548017362,19.056322065961293,23.12528713051606,29.873658702021636,28.91633779326485,27.001952659581665,26.207265051973035,25.768842179534076,25.000512527984597,25.610962804538122,23.396348069402837,26.4719849735376
Nong Hin,TH4214,2015,34.0673719005253,33.05624677665743,30.095897205766448,29.654627859991418,29.14234902664044,28.211936964982346,29.268078053588074,27.41609556440089,30.114075419069046,24.960296996498382,24.82199496022831,24.01209853860431,23.418132341785785,23.198946688037985,22.099617169851303,21.8293416177732,19.04928032406224,22.923713579605188,29.12004166406909,28.48055920198741,26.668373437206558,26.040855456228417,25.639795266065917,24.93075099308437,25.52993608310468,23.307608662812658,26.214740095569887
Mueang Satun,TH9101,2015,30.36008199055992,29.51414489746096,29.17638397216799,28.58170572916669,28.888410949707055,29.233615620931012,28.353901672363303,28.898328624052183,29.12582168205114,24.155753072102886,23.949541727701845,23.85939839680992,23.393877156575545,23.366302490234396,23.4194040934245,23.030290730794295,22.75902126536652,23.491698616626238,26.63405467139353,26.242784012688556,25.96098253462052,25.499628406100825,25.500557030571848,25.651022105746826,25.01623814900719,25.262675146963108,25.72099275713655
Khuan Don,TH9102,2015,30.36008199055992,29.51414489746096,29.17638397216799,28.58170572916669,28.888410949707055,29.233615620931012,28.353901672363303,28.898328624052183,29.12582168205114,24.155753072102886,23.949541727701845,23.85939839680992,23.393877156575545,23.366302490234396,23.4194040934245,23.030290730794295,22.75902126536652,23.491698616626238,26.63405467139353,26.242784012688556,25.96098253462052,25.499628406100825,25.500557030571848,25.651022105746826,25.01623814900719,25.262675146963108,25.72099275713655
Khuan Kalong,TH9103,2015,30.65247438717514,29.764810320286994,29.373595503264806,28.765912972244585,29.139327873279868,29.477441505980664,28.48110376495164,29.024840044947798,29.334938296516437,24.20428879681758,23.949431295955907,23.885687385509236,23.395832655164952,23.29399594574974,23.437816535102016,23.25187507579531,23.024164143950625,23.55538647925567,26.89373450144186,26.42852689165437,26.141182942691728,25.654155805168084,25.621487381879042,25.802923955896606,25.2103802101285,25.498703422971726,25.90638688897899
Tha Phae,TH9104,2015,30.744793707864353,29.883990839908027,29.53494844938582,28.932632780911653,29.330845561780453,29.61849398027389,28.761755049856113,29.3452460959231,29.519088308237926,24.411541574043163,24.20498941655747,24.133052230299587,23.62929818672049,23.549893329018065,23.69095883955038,23.484744148923664,23.24753606223472,23.79400172341844,27.082373955932997,26.652790351778467,26.364023370352434,25.875982422856573,25.86226528680815,26.05197221967912,25.47887392546003,25.76649154489872,26.14184663472081
La-Ngu,TH9105,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thung Wa,TH9106,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
