admin2Name,admin2Pcod,Year,EVI,EVI_1,EVI_2,EVI_3,EVI_4,EVI_5,EVI_6,EVI_7,EVI_p75
Mueang Tak,TH6301,2013,0.338442746525071,0.4436882394011922,0.482301685980943,0.5406331513492209,0.5444907798132494,0.5675450372062381,0.5351427173882144,0.41528991835780193,0.4726358553888689
Ban Tak,TH6302,2013,0.34878757584469877,0.456423002484685,0.5494649493517043,0.523994057858099,0.5579588455079966,0.5807390944507927,0.5314432151608212,0.41545773427745825,0.48600050978507814
Sam Ngao,TH6303,2013,0.33222343807490456,0.6079194686460974,0.49974748914285333,0.5838233953447558,0.5437321957420325,0.5337340202870008,0.48421314614381206,0.4201342559319781,0.46387126442408855
Mae Ramat,TH6304,2013,0.21693665836695628,,,,0.5400856086205975,0.4794714410400161,0.455505941558003,0.3348691626951291,0.4004878185951761
Tha Song Yang,TH6305,2013,0.29174881762111926,,0.41625999474454733,,0.608848353135209,0.5901247862063167,0.5239180513035149,0.42728426768086497,0.4850896001499906
Mae Sot,TH6306,2013,0.2152199180905022,,,,0.4782047444831196,0.4610704393562855,0.45524707840654466,0.3298067232736723,0.3816301444327554
Phop Phra,TH6307,2013,0.24800313991626838,,,0.593779938914676,0.41179160898534084,0.4521840607964113,0.47317358418339023,0.4146463110058563,0.39968930243908013
Umphang,TH6308,2013,0.2965117931956157,0.5147406767496064,,,0.5643942215893165,0.478451531090817,0.44611612306599907,0.3541349985602241,0.4127984150998765
Wang Chao,TH6309,2013,0.37319001240930705,0.4695683693162242,0.5212064781288874,0.5954309599322675,0.5673255398738003,0.5868213645008322,0.5434369073427594,0.4383599529558625,0.4942728360475757
Mueang Loei,TH4201,2013,0.3617494971491955,0.38695823684483127,,0.48264731890414436,0.6193408547410764,0.568954571963491,0.4357118733012981,0.4131325680568231,0.4404933228861485
Na Duang,TH4202,2013,0.28512192117071833,0.3631564458103414,,0.5794167431960873,0.506652922723673,0.5497547998924263,0.5138900365405281,0.4334510334118405,0.42920732499614384
Chiang Khan,TH4203,2013,0.3884937239001079,0.394724601125258,,0.5034869852093684,0.6121468867861103,0.5690433085106344,0.42908511333970595,0.4019058908827546,0.4449254439224073
Pak Chom,TH4204,2013,0.3369206036267715,0.3929497801530196,,0.5203749763920105,0.4761306898552902,0.5291295880757023,0.39443978982761274,0.3972343548238382,0.41532742993793825
Dan Sai,TH4205,2013,0.3180303080488447,0.3277806017449344,,0.5539232843984292,0.5652369716065693,0.5102091932684858,0.4745652875466995,0.4034932971537813,0.4187469737374231
Na Haeo,TH4206,2013,0.34298175278054294,0.37896430328559605,,0.5778616588723718,0.5976658403648897,0.5406999882575906,0.45612686968406724,0.3900772278867129,0.4396688310750603
Phu Ruea,TH4207,2013,0.3309192319398812,0.4175180336822441,,0.5701823367730007,0.5241710126213345,0.5490199431421435,0.4800264995488583,0.40287040403115526,0.437431798718372
Tha Li,TH4208,2013,0.4104591770667815,0.4474875800339574,,0.6059577123128173,0.5722152728406902,0.6041697173651742,0.5604999878151273,0.42871240832720603,0.4918650461691355
Wang Saphung,TH4209,2013,0.28953437950080346,0.3793312255730552,,0.49699181408402393,0.5841099975981927,0.5605848141110079,0.5084131170191376,0.42252233315690074,0.4388450080452778
Phu Kradueng,TH4210,2013,0.28389220375252616,0.4247543160721043,,0.5412523619288773,,0.5534836269957741,0.495730093576482,0.3903853152919782,0.44433237230593753
Phu Luang,TH4211,2013,0.26560314913830063,0.36672538527813525,,0.49805725734597894,0.5655027731717845,0.5535734698010002,0.4735136030824392,0.39223176735924425,0.4105601156953661
Pha Khao,TH4212,2013,0.281253741180966,0.4420241626833777,,0.5329963287558395,,0.5810292891627116,0.5222767896969516,0.41383930924089013,0.4648845402943356
Erawan,TH4213,2013,0.26260656738423127,0.3883206693697527,,0.56169972243623,0.5931970122743564,0.5903994698766059,0.5360213875438345,0.4519423229532556,0.45516271746481585
Nong Hin,TH4214,2013,0.25695173773120594,0.3998598758300791,,0.5155721210751906,,0.5615678027395934,0.5014090458236597,0.41657056665780523,0.4340437641223503
Mueang Satun,TH9101,2013,0.5723526389336143,0.51899183542365,0.519608810259443,0.5279104339385225,0.5406588822402199,0.5173010150829044,0.5254784293153839,0.5290377987581317,0.5309046893027134
Khuan Don,TH9102,2013,0.5960533646052861,0.5732524551913545,0.5343420172497727,0.5161916076846186,0.6196842801603083,0.47059341182079123,0.4957921498920862,0.54228592336889,0.5217056634283138
Khuan Kalong,TH9103,2013,0.659080041662436,0.6448475947567998,0.6076825093225179,0.6519417296274559,0.5880812160418443,0.5817825724205686,0.5821699150846511,0.575662467318579,0.6024061669846461
Tha Phae,TH9104,2013,0.63079070711171,0.5959274808582229,0.5751926540439668,0.6020353603409334,0.5753768506377281,0.5458069733702546,0.5835224858970491,0.5806652370426052,0.5845195536893507
La-Ngu,TH9105,2013,0.5448327757793368,0.559287705988514,0.5574177608473309,0.5591516164727129,0.48219003998883225,0.5180462058913208,0.5382379217011173,0.548182143115485,0.5292157915204957
Thung Wa,TH9106,2013,0.5772527791172872,0.6728556525905889,0.5248240708572065,0.5610644768117096,-1.8594861548763616E9,0.5730559211829699,0.5604693896927395,0.5258753162445022,-7.67847516606824E8
Manang,TH9107,2013,0.6796661078530544,0.6287998160572923,0.6101897840216457,0.6651839374220342,0.565442179394971,0.6117854608828945,0.6004358000072348,0.595039804402246,0.6150353485811211
Mueang Trang,TH9201,2013,0.5937531812609576,0.5476377501431163,0.5199107355417464,0.5325699704681344,8.519003115982336E8,0.5838468758507988,0.5525927883071335,0.49825182922870553,1.4485121025472692E8
Kantang,TH9202,2013,0.6461060209367802,0.5699569677662405,0.5343218830585877,0.5764452085442048,-3.1938859850320835E9,0.6111172501753068,0.5891235357592451,0.5529432716503322,-6.135342103772681E8
Yan Ta Khao,TH9203,2013,0.5580885016092271,0.5724149171527283,0.5612473667303897,0.5779844907425339,0.5709849357098113,0.6418058168926021,0.5844725433259885,0.5588638860993217,0.5743599331298207
Palian,TH9204,2013,0.5273651303725204,0.6580073841542227,0.5433038831857411,0.5513521153871391,-4.638350595311344E8,0.6219030904823916,0.5350139844831108,0.5333862487784651,-1.361132827983138E8
Sikao,TH9205,2013,0.5421930560121819,0.5828216464676342,0.6095343998463528,0.5859513759625896,1.6715045344878556,0.6051456731591786,0.5789671492155183,0.568519326919761,0.755852279492226
Huai Yot,TH9206,2013,0.6248352737818232,0.5837808935319442,0.6262977870924198,0.6092220510685902,0.6911131132517172,0.626299830949492,0.5924661537711879,0.568203345531104,0.622781533511156
Wang Wiset,TH9207,2013,0.6373629646433144,0.6065776360498221,0.6432387097210448,0.6029870976779548,-1.5954301741495106E9,0.6475267643893071,0.6042418797442524,0.5811425971187624,-5.863186148844496E8
Na Yong,TH9208,2013,0.4409395701668773,0.519679179729906,0.5058140475383353,0.5246735453600117,1.8557223091146266E8,0.5312543266172076,0.5610068680821165,0.5346864511186556,8.68227379670704E7
Ratsada,TH9209,2013,0.6549266845281013,0.6163253695851648,0.6306289695835311,0.6035675421080421,0.5396625565012837,0.6198363514926853,0.5925281944433981,0.5712763949424311,0.5906048017913988
Hat Samran,TH9210,2013,0.5368777591637321,,0.6069706784904388,0.5506673628179544,-1.873764838463752E9,0.6159005010353259,0.5781056956096653,0.5643432652541158,-4.6844120915801466E8
Mueang Yala,TH9501,2013,0.49648722373949566,0.5107696179252528,0.5030951792005672,0.4803636872722566,0.49862946781388784,0.6998018586238703,0.4274661569509328,0.428811496544444,0.48186220769671406
Betong,TH9502,2013,0.6038840971306628,0.5700758352910058,0.6047785295232235,0.5025535429141632,0.5921396142392589,0.5257570432220265,0.5616838559266494,0.5770953802072817,0.5689458573123743
