admin2Name,admin2Pcod,Year,EVI,EVI_1,EVI_2,EVI_3,EVI_4,EVI_5,EVI_6,EVI_7,EVI_p75
Mueang Tak,TH6301,2016,0.23407901503468584,0.435388414159503,0.49001567291660153,0.5454329467100495,0.5092803886985275,0.5911622467455157,0.5981597875611842,0.46974443133180904,0.47926111493160145
Ban Tak,TH6302,2016,0.2682623650497194,0.44237353917063565,0.49525019020798333,0.4974049796424952,0.4584014788311472,0.5863459443961028,0.5734726148366552,0.43255859793494045,0.47030671480791186
Sam Ngao,TH6303,2016,0.2873768784391209,0.4331427107978818,0.4605161227986333,0.5102709794263027,0.4980573490881078,0.5569703549755632,0.522735758150137,0.4369266314578259,0.4674080869842161
Mae Ramat,TH6304,2016,0.2147464560196679,0.38672006925501295,0.5594216576659297,0.5680146119213468,0.5665050349715762,0.5285777448694319,0.49327242727819953,0.33780668457823837,0.40979579186966353
Tha Song Yang,TH6305,2016,0.25380561669925084,0.39783648764863244,0.5333140720019539,0.58215077914119,0.6332772507253615,0.6063882414358399,0.5724520133281977,0.4571377641982704,0.4836238713503513
Mae Sot,TH6306,2016,0.21582921047669248,0.35859794216245533,0.5490043230681937,0.5500863049417913,0.511428339754642,0.509647670798476,0.5147861930623341,0.32722548697562287,0.4070844752266066
Phop Phra,TH6307,2016,0.22860993961396306,0.2999609252630089,0.5488097526518657,0.537968410934751,0.46903013899967033,0.4788281324476119,0.5325530590670601,0.4297743355660422,0.4285038831926458
Umphang,TH6308,2016,0.22926288285239527,0.2800396915768579,0.5321030909003723,0.5737889907131274,0.5949851023556072,0.538584562639857,0.45492859984659856,0.36129230578056876,0.43398150091989424
Wang Chao,TH6309,2016,0.25600593795375626,0.43236304891670246,0.5080238476543006,0.5998606833219267,0.6131956146006338,0.6046032885821031,0.5893044821617577,0.5329429569279932,0.49935676831543063
Mueang Loei,TH4201,2016,0.3061036812633248,0.404930687885715,0.47286428140557507,0.5057464571873775,0.6072107980201183,0.5837900177851352,0.5274797503276994,0.4541593411480403,0.4736918416841163
Na Duang,TH4202,2016,0.26953307856488745,0.4030894178290965,0.4841751016666248,0.5149555647853891,0.5806716159932809,0.588212841167711,0.5570457633495849,0.47532013119504013,0.4867237786000369
Chiang Khan,TH4203,2016,0.3438669775592055,0.4056134601532174,0.45395749497220966,0.45125502394873457,0.5881644013764283,0.572001654870841,0.5296700547390307,0.43376064611489884,0.467831106419978
