admin2Name,admin2Pcod,Year,EVI,EVI_1,EVI_2,EVI_3,EVI_4,EVI_5,EVI_6,EVI_7,EVI_p75
Mueang Tak,TH6301,2020,0.3172580742149776,0.34485398023020686,0.3452407992255741,0.4710878879530477,0.5216986856302543,0.5646345235698609,0.5185546182400953,0.38077102939791035,0.4185104346592987
Ban Tak,TH6302,2020,0.3599171248555156,0.4115069374845417,0.3468915027741323,0.5148801340573391,0.47800778230977287,0.5962079095035571,0.509165272240118,0.38913170062613567,0.4348842701172433
Sam Ngao,TH6303,2020,0.3075444451508944,0.39769791480068933,0.37023515443366123,0.5646449606275824,0.5055502491249231,0.5672787160731368,0.4775061551972153,0.39640590902671097,0.4284908433777965
Mae Ramat,TH6304,2020,0.21540012652173765,0.2865363236781636,0.3631877481484769,,0.5430883822150543,0.5533178006575235,0.46868351787362494,0.3618992945922357,0.36422303246047755
Tha Song Yang,TH6305,2020,0.25020063112708185,0.36769836211273865,0.4607621943966377,,0.6544725450155447,0.6405405524109105,0.5435196598234642,0.4480184397837207,0.4312198196592594
Mae Sot,TH6306,2020,0.2113487571601462,0.3013603014297878,0.44726258388769363,0.5341107467383627,0.5268557702706017,0.5388558103154687,0.476744578242584,0.37898193395415275,0.39758719587609737
Phop Phra,TH6307,2020,0.2692195691578739,0.3840695561041698,0.5155819615313239,0.5542400119388041,0.5104926369068458,0.592745554476192,0.5309162942473274,0.45986104558370644,0.45759213598749643
Umphang,TH6308,2020,0.311317353483608,0.36182882054129595,0.7284300289903489,0.7944614759848238,0.6234400210346017,0.6130550219352564,0.41975896903915744,0.35059001136807005,0.4883672716563674
Wang Chao,TH6309,2020,0.27495348714390505,0.3306637948966172,0.38504425294985756,0.5265116990299271,0.5776340265264218,0.5551096181541806,0.5353810673092516,0.45817746913474483,0.4379668174243779
Mueang Loei,TH4201,2020,0.3370006716616924,0.36799994716449813,0.5478241952528766,,0.5694499986161679,0.5377653828362916,0.5280352697159211,0.40899724184183717,0.4594750404355171
Na Duang,TH4202,2020,0.28352400560497665,0.33381454811448025,0.5242459827127317,0.4955099896912866,0.5461898501683821,0.5662877202865522,0.5381473981633339,0.41703337532773316,0.44601991650111095
Chiang Khan,TH4203,2020,0.34757913646658933,0.39979563464259593,0.558132858024784,,0.5633052015931588,0.5399602847781438,0.5231642897747711,0.3853857336058491,0.4559922846398782
Pak Chom,TH4204,2020,0.3786136495876035,0.5036809943789952,0.5684157016327417,,0.5652750348297223,0.5535858493501871,0.5072492757660477,0.39581753980206436,0.45968669833571946
Dan Sai,TH4205,2020,0.33523849723840393,0.38878520088058527,0.516983016306716,,0.6243261314326588,0.5091633226845289,0.5262996401966452,0.4016680457710768,0.461375481892239
Na Haeo,TH4206,2020,0.373254464758309,0.4405525933068585,0.5552273533195655,,0.6379851169983282,0.5190306314820673,0.5132617890497847,0.41169725035000215,0.4796901831268076
Phu Ruea,TH4207,2020,0.3660823130769523,0.3723706015889548,0.506836404745069,,0.625633224581228,0.43324183143841777,0.5152469022906492,0.3930890994617055,0.4718939534942313
Tha Li,TH4208,2020,0.34151515992432585,,0.5095503205654649,,0.5808137031088579,0.6245335661090045,0.5577450855771577,0.37641052977617756,0.4637238474360404
Wang Saphung,TH4209,2020,0.3041454320881449,0.3506623654019528,0.5421043072391367,0.5830108590651437,0.5626659685156171,0.5858423494784976,0.5453536356867128,0.4304342580817755,0.4715106086725321
Phu Kradueng,TH4210,2020,0.32636487479011783,0.4431313183443095,0.42327257838118404,0.4685878268289774,0.5475496427032625,0.5263734503252373,0.5188557353938581,0.3990715044305261,0.4566395987938952
Phu Luang,TH4211,2020,0.3010624699071594,0.3406305970814062,,,0.5550508334574252,0.5644706219893121,0.5495836116211386,0.4121956752738133,0.46448757738252916
Pha Khao,TH4212,2020,0.3203258358669706,0.42926599786447067,0.45718450882410383,0.47779573083023313,0.5513690261441159,0.5589135764595866,0.5371712829498134,0.42142701162632307,0.4624165170701439
Erawan,TH4213,2020,0.2813121552593966,0.36176273606444403,0.4852377150621766,0.5080033913866194,0.5877965166491426,0.5843636214754776,0.5651860477618508,0.4616789412899668,0.46554609587826584
Nong Hin,TH4214,2020,0.3065532910689772,0.3743857069828111,0.4918269115209908,0.5376762856861271,0.5362140601277696,0.5621861821613683,0.5287524291792209,0.4044124170879615,0.45668176704445834
Mueang Satun,TH9101,2020,0.5054851102152244,0.5768842732215932,0.5436487842121244,0.551602593218389,0.5085669195305546,0.5810517595204071,0.49191435356512353,0.533271709072635,0.5354625985097571
Khuan Don,TH9102,2020,0.5832486683763617,0.6274417103132269,0.5470197672539973,0.5072315997339276,0.52024640858628,0.5402917311883022,0.5470112017577422,0.5485819925051568,0.5522998868555953
Khuan Kalong,TH9103,2020,0.6346565129693594,0.6448263321593616,0.6184752778218517,0.6102866731422887,0.6508122254672615,0.6349872712350684,0.5454774913443988,0.566932382477683,0.6083625258603985
Tha Phae,TH9104,2020,0.5954840678571596,0.6465914881181872,0.616999645692211,0.5871718780460565,0.6101858027691112,0.5941569105251717,0.5549233063786112,0.5598530593072831,0.5945958885437279
La-Ngu,TH9105,2020,0.5614064174864325,0.5494899286209561,0.558281524234459,0.5126202604328625,0.5661573459095759,0.5370786291821299,0.5062397340109587,0.5177042930987855,0.5341983085498155
Thung Wa,TH9106,2020,0.5524937993088328,0.5776234983531051,0.5499226432368597,0.5028357688037206,0.5262319655429302,0.5771046463302074,0.49604284447368235,0.47959678273259776,0.5164311648100006
Manang,TH9107,2020,0.6619062671255905,0.6323013921100052,0.6545727467175139,0.6172421584068565,0.6842460367531588,0.5891326827733079,0.5596864957114742,0.5733217820803119,0.6231850160750125
Mueang Trang,TH9201,2020,0.544686972160478,0.6508528589076346,0.5752152151626952,0.5718446188536354,0.5589209652777414,0.5748472471760376,0.49535184176098096,0.4901968391216316,0.5391569741942616
Kantang,TH9202,2020,0.5789220915491436,0.5534748072675709,0.5684109607408451,0.5535127005603558,0.5631122470168372,0.5647526809742762,0.48647051413632275,0.4979906461660417,0.5422585017941923
Yan Ta Khao,TH9203,2020,0.5946664101145999,0.611017231307535,0.6056993318079525,0.5633650629572157,0.5840508514404216,0.4722534716203884,0.4883288013751786,0.4751728253250937,0.552435874975989
Palian,TH9204,2020,0.5373102797965991,0.5760481561757937,0.5463835236666806,0.5449023352449417,0.5302733749463637,0.5502339494759357,0.47646367534396833,0.4496529076038959,0.5081780680820797
Sikao,TH9205,2020,0.5889378985001541,,0.5657141261616453,0.5450074887608402,0.5888932586475856,0.5752640682620875,0.5041737462867478,0.5073066982905556,0.5502186426040663
Huai Yot,TH9206,2020,0.5807957152087545,0.679415883564761,0.6278667181210003,0.5706935863252369,0.6620531506633445,0.5836249266089318,0.5199296365610953,0.4885745589596105,0.5840237907865253
Wang Wiset,TH9207,2020,0.582502932603472,0.6148147550265054,0.6185590876768363,0.5498072258947007,0.6116329506419862,0.594993603040403,0.5089587671910538,0.5239961408389657,0.5658679164755087
Na Yong,TH9208,2020,0.5159636767884709,0.6322210782380187,0.5336694205128081,0.5613851593209818,0.5526621466858603,0.527971860291234,0.5012066799819549,0.5029134970179002,0.5255572294554383
Ratsada,TH9209,2020,0.5756932927274294,0.6008191150505272,0.6318851620846244,0.5770141029501139,0.9471928207165003,0.6004623072758246,0.5273416952897777,0.46771793399129286,0.6031955764281195
Hat Samran,TH9210,2020,0.546016144862611,,0.5647594377722558,0.551742957523664,0.5617154671678326,0.5038883568417216,0.5041269961378694,0.5136353821170218,0.5406853608658417
Mueang Yala,TH9501,2020,0.4951924167799047,0.5167919877807629,0.5300966575957893,0.5111509896640818,0.5361821781336404,0.4457267753280943,0.4520784512555491,0.46474420091896484,0.491259189200413
Betong,TH9502,2020,0.5752013426680151,0.622712157329119,0.5572843542679624,0.5405384900243967,0.5419764199457171,0.5101841287590869,0.5029037535006889,0.48750858853372014,0.5437130319558039
Bannang Sata,TH9503,2020,0.5807069798935446,0.6346482556764396,0.6052743738687021,0.657686021265716,0.6393244885703285,0.5205853695741972,0.5936473990968375,0.5784251798648908,0.6064581593223627
Than To,TH9504,2020,0.4522017631197079,0.4479936131448232,0.4879300915346622,0.45641854172449897,0.4861699098010891,0.5892331918435655,0.4528746915983041,0.4206947142830177,0.45527774768759194
Yaha,TH9505,2020,0.5582746428070784,0.6156935205317253,0.5553782482192919,0.5799941935467646,0.5388282676744018,0.5568902406665867,0.5379213097365483,0.4884287557582336,0.5546760141937429
Raman,TH9506,2020,0.517229267695301,0.5201232897182952,0.4587594037487127,0.5341996625367375,0.5209001496831197,0.2972238564028097,0.4644991497023466,0.48821411585377134,0.5020358857014536
Kabang,TH9507,2020,0.5926695222165378,0.6160626923759609,0.653745979571466,0.5893577549488977,0.5558708988962564,0.5376124440022936,0.5372407304392185,0.5319221835332918,0.5746480243273582
Krong Pinang,TH9508,2020,0.5876574982355032,0.5971094104704253,0.5528152742928435,0.5994050313835322,0.6380068857065613,0.493674953672911,0.542620871364382,0.520537781701751,0.5707094991445109
Mueang Trat,TH2301,2020,0.5480922834173633,0.5421804460217845,0.5351658093774836,0.543679980424216,0.5704156706417429,0.5034461691392649,0.48235190311942094,0.4744309283182679,0.5222787340807782
Khlong Yai,TH2302,2020,0.46324009165543495,0.5405979590924039,0.45240457578919363,0.44153105362396844,0.5223359938851898,0.4404182226057113,0.4510859284856274,0.45913969665906756,0.4636795510052684
Khao Saming,TH2303,2020,0.5744546565046317,0.5317938029009532,0.5293648486047948,0.5482772012308437,0.5247725618259229,0.4987943484731283,0.46925496201807354,0.4888349850450947,0.5153389504121485
Bo Rai,TH2304,2020,0.561223741977527,0.5904437046923616,0.545942252325896,0.533349216541029,0.5622790923712357,0.4859358938155992,0.4866690690898452,0.4883292771363999,0.5261165604415574
Laem Ngop,TH2305,2020,0.5436102506354313,0.5511303154301399,0.5154018698861071,0.5501133768323053,0.5560609330137347,0.5242087062505307,0.5004736766789378,0.4914805432957412,0.5246748545504402
Ko Kut,TH2306,2020,0.5493187297202466,,0.6559659456851894,0.6861043521336639,0.5574162060886879,0.5661632988857064,0.5501550533115768,0.5485177794792852,0.5942378218801412
Ko Chang,TH2307,2020,0.49693909276507187,0.5585589942595504,0.5877316728231254,0.5702583682674004,0.44250015500362605,0.48962462588591266,0.49134289743370985,0.4750501930845072,0.5161293287684169
Mueang Phrae,TH5401,2020,0.29365723488661405,0.3072040884821609,0.5131249354693348,0.4443904075281643,0.4598167935925419,0.530256581603139,0.4148824563484812,0.2885749417406482,0.37569258961312507
Rong Kwang,TH5402,2020,0.2600427753213272,0.28159187545328807,,0.4975655403541608,0.5491215752696889,0.5247838078335216,0.426244719235628,0.323662812760847,0.4023402126657599
Long,TH5403,2020,0.28528885568166135,0.30660598146482726,0.4924617552676127,0.4905267040008598,0.5631063882750383,0.5708704708437082,0.5128132468766403,0.39501381532041185,0.4452059339131574
Sung Men,TH5404,2020,0.275715361217623,0.26743926640296506,0.48472806777530053,0.4937886274277951,0.4960960453161391,0.514926686700743,0.35851636519403324,0.27154047438531187,0.37060240601126093
Den Chai,TH5405,2020,0.26680596719355737,0.26057864765466043,0.47224395095465505,0.5144217333170106,0.5213089550412315,0.5694529158131275,0.43514309187179706,0.31015672932360727,0.40003428921817596
Song,TH5406,2020,0.293739220612236,0.31530564857373394,,0.48296936125834966,0.547866992871874,0.5026176991311138,0.43654105714166536,0.32309300034158883,0.40327364851307423
Wang Chin,TH5407,2020,0.34408414045323904,0.3847500207510911,0.4326405000802464,0.48383843961478173,0.5772792438908565,0.5897484358457233,0.4765244207824684,0.4265563623326919,0.46674088268754527
Nong Muang Khai,TH5408,2020,0.22085470862551032,0.2298443909645666,,0.4913522465575804,0.5460044389419568,0.5367823659685923,0.3769879473505148,0.30178006393067347,0.35793796717965093
Mueang Nan,TH5501,2020,0.3783441213808528,0.3991532733062735,,0.9334031291803796,0.5502361078312527,0.5484000370726404,0.4268034348533811,0.3219858619763487,0.42394567891463536
Mae Charim,TH5502,2020,0.39659320100141504,0.41602040441778176,,0.3983276605642299,0.7428332241378479,0.5528160974096016,0.4744229483881059,0.3293482878483893,0.48558232533022533
Ban Luang,TH5503,2020,0.3694615594147513,0.39956689410047663,,0.5475800789966009,0.5289129244286451,0.49745469380535007,0.3864342063484542,0.33462753710273907,0.4065787010623987
Na Noi,TH5504,2020,0.29187458992430354,0.2810997143824754,,0.47661551121850826,0.5661096065648172,0.551200082207954,0.45348294272100725,0.35550114823278867,0.41908569194594536
