admin2Name,admin2Pcod,Year,T_MAX,T_MAX_1,T_MAX_2,T_MAX_3,T_MAX_4,T_MAX_5,T_MAX_6,T_MAX_7,F_T_Max,T_Min,T_Min_1,T_Min_2,T_Min_3,T_Min_4,T_Min_5,T_Min_6,T_Min_7,F_T_Min,T_Mean,T_Mean_1,T_Mean_2,T_Mean_3,T_Mean_4,T_Mean_5,T_Mean_6,T_Mean_7,F_T_Mean
Mueang Tak,TH6301,2020,37.03422010259847,33.18786394513126,34.13266270955406,30.561273143204836,31.390906329940503,28.9115335038164,29.53612689013089,29.204534488788013,31.74489013914555,26.94038564637908,25.59970761835347,25.719802128319053,24.73867254471099,24.579699260950665,23.275961776934043,21.665969389571046,18.18524040700114,23.83817984652744,31.5716575252351,28.800874771841997,29.360662086872342,27.144035206937605,27.61091333572693,25.798467659022172,25.489375255119587,23.917427768271086,27.461676701128347
Ban Tak,TH6302,2020,36.73087719808816,32.560748197475185,33.02494176521157,29.632889852121895,31.242128575350616,28.776012639889796,29.959637854565177,29.83600759521888,31.47040545974016,25.903608776792595,24.678536274058636,24.68705355472494,23.758219710894494,24.032204989729284,22.96671813730995,22.492751046250174,19.417523754602215,23.49207703054529,30.59732315274147,27.83318439303384,28.20843955219023,26.092008084264318,27.081382583871527,25.512203867438522,26.119571888949245,24.73828665070936,27.02280002164981
Sam Ngao,TH6303,2020,35.86960122996365,32.146656290690125,32.375503031412784,29.05224761962893,30.403860982259136,27.83867136637372,28.527229817708356,28.241308593750023,30.556884866473343,25.297460306101854,24.162949625651063,24.15161539713544,23.18256072998049,23.35412597656252,22.17812652587893,20.549373372395856,17.00042681012837,22.484579842979315,29.923346653203875,27.39992442660864,27.661693170335578,25.53871012793649,26.288838195800796,24.56731152004668,24.44915097554527,22.835063353038993,26.083004802814543
Mae Ramat,TH6304,2020,34.15062431432377,28.865504305655517,28.332445582339663,26.27618634675681,28.475465996993236,27.1060584727505,28.65298672003497,28.80055132643623,28.832477883161335,23.907367647866828,22.712439972459247,22.536023041306905,22.00301577812331,22.23923430432774,21.088365801894895,19.455597459224254,15.909268478508304,21.231414060463937,28.133469724891714,24.900399789821364,24.73311057941818,23.558444023221575,24.579858686480634,23.655295346801072,23.91753449048496,22.39296548630184,24.48388476592767
Tha Song Yang,TH6305,2020,32.290580696895226,28.132427978515647,27.95839538574221,25.94810231526695,28.408520507812522,27.178054809570334,28.531619771321637,28.769712611607165,28.40217675959146,23.347258153455034,22.150190734863305,22.127991739908875,21.71774800618492,21.909020996093773,20.988250223795596,19.144670613606795,15.774516950334844,20.894955927280392,26.984914990129163,24.184022733900306,24.192528131273082,23.156681590610106,24.182645161946645,23.519001515706403,23.683580229017487,22.34017635527113,24.03044383848179
Mae Sot,TH6306,2020,33.98241508566821,28.664045869661404,28.0439260123237,26.227422391312768,28.049853169735115,26.97039698841348,28.596658744346648,28.728681970249873,28.6579250289639,23.857190959197258,22.618177059193123,22.357598574299484,21.899951897883522,22.082301797157502,20.93624859073886,19.20702078082535,15.7918323215093,21.093790247600555,27.985624167142312,24.783559513655035,24.53207795492048,23.4834287285633,24.34737966197943,23.51377880872588,23.69419662468583,22.23112199521358,24.321395931860728
Phop Phra,TH6307,2020,31.007610673258075,27.393545800790044,26.884890552498852,25.200943004673945,26.55824385621084,25.12798463887184,26.05141677363168,26.026434264159576,26.781383695511856,21.845366878940457,21.091923464851842,20.81168229388097,20.41627010641429,20.506259992752973,19.370974059488606,17.822302115648665,14.682039342138003,19.568352281764476,25.49173477677851,23.405984071753515,23.18416825583157,22.212728841642793,22.792347305122487,21.761511359086914,21.59625098129801,20.146856582967345,22.573947771810143
Umphang,TH6308,2020,30.254711948377643,26.723122129578545,26.476135273809042,24.497443695068384,26.200659487074727,25.2653180418153,26.555531403914763,26.7144568970485,26.58592235958586,21.488773024529024,20.680345167077128,20.407523668814424,20.026700998942083,20.273874414416348,19.29401008495389,18.105394446331548,15.3634717611941,19.455011695782314,24.873444638879008,22.82960757453663,22.671977269822296,21.62463643520929,22.416878418853333,21.616348969095593,21.85799998813207,20.610165174338167,22.312632308608293
Wang Chao,TH6309,2020,36.1324389394256,32.39586405457983,33.121655478195,30.40380002552065,31.29603823676101,28.688649719804655,29.423170080191774,29.197762183057847,31.332422339692044,26.18794410230668,25.148015515520118,25.180837111980235,24.636315873314214,24.24012382229597,23.091633705068386,21.519253925593066,18.262489631118402,23.533326710899637,30.72604787041095,28.240006311014124,28.64830398845471,27.03682835728904,27.420513028370173,25.659084381786062,25.327805672989808,23.845809857249947,27.1130499334456
Mueang Loei,TH4201,2020,35.23834803041723,31.217227607398062,31.7390912735983,29.263063063387456,30.11641908236434,27.16402814392804,27.222300080810772,26.084203319733604,29.755585075204724,25.674530973140406,24.705840496231904,24.702742831688273,23.84003783873438,23.801057071132284,21.790499894897717,20.03662992704522,15.916447417336727,22.558473306275864,29.98223537078204,27.540331836635286,27.68821206007911,26.125197095537324,26.565497866462366,24.152744551043824,23.590588320863276,21.023839562706648,25.833580833013734
Na Duang,TH4202,2020,34.850408798901036,30.942863282161003,31.39653617137703,29.05685447579002,29.917218381967146,26.965003238507194,27.054773252876274,25.947394195751873,29.51638147466645,25.465973762673226,24.48240432359689,24.46362157413618,23.699458221891057,23.59380401307673,21.59457597874886,19.77005992528814,15.726452435003443,22.349543779301815,29.68700479032003,27.297998063955763,27.395636004990436,25.94219882863872,26.359069801444473,23.95829301394439,23.40006247436628,20.899635025924567,25.617487250448082
Chiang Khan,TH4203,2020,35.71086266085517,31.06678779468205,31.65737594693728,29.009697918808275,29.964596164993406,27.25159495392741,27.364420958401894,26.328948238822182,29.794285579678455,25.863161419120214,24.585800693801996,24.639201574492898,23.690397736844986,23.72186032479272,21.640639787640517,19.933138002986823,15.875074577618388,22.493659264662316,30.37507075174946,27.450652631941843,27.701153576722653,25.98087406098962,26.52263839453984,24.206270690977476,23.652743735657353,21.122558906701794,25.87649534366
Pak Chom,TH4204,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Sai,TH4205,2020,33.03239185814609,29.90516949440536,30.103606266678494,27.282573807824686,28.740331747313586,25.925870534596452,26.264694772797213,25.41901972939869,28.334207276395073,23.819117879632685,22.808702108641707,22.62513325897331,22.026915735936456,22.26932775700051,20.547216961200444,18.83301925044359,14.750392337242163,20.95997816113386,28.01452279364928,25.822244984739736,25.791768373994774,24.144920618292492,24.956134184859483,22.914478809137798,22.52594424358366,20.22795576150479,24.29974622122025
Na Haeo,TH4206,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
